{'statement': 'Between Guangzhou and Antofagasta, the city with a smaller population is Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Guangzhou'}
{'statement': 'Between Baku and Wau, the city with a smaller population is Wau.', 'answer': 'Wau', 'candidate': 'Baku'}
{'statement': 'Between Alexandria and Barranquilla, the city with a smaller population is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Alexandria'}
{'statement': 'Between Baghdad and Thiès, the city with a smaller population is Thiès.', 'answer': 'Thiès', 'candidate': 'Baghdad'}
{'statement': 'Between Ankara and Calgary, the city with a smaller population is Calgary.', 'answer': 'Calgary', 'candidate': 'Ankara'}
{'statement': 'Between Riyadh and Omaha, the city with a smaller population is Omaha.', 'answer': 'Omaha', 'candidate': 'Riyadh'}
{'statement': 'Between Guadalajara and Toluca, the city with a smaller population is Toluca.', 'answer': 'Toluca', 'candidate': 'Guadalajara'}
{'statement': 'Between Kunming and Brasília, the city with a smaller population is Brasília.', 'answer': 'Brasília', 'candidate': 'Kunming'}
{'statement': 'Between Brasília and Rabat, the city with a smaller population is Rabat.', 'answer': 'Rabat', 'candidate': 'Brasília'}
{'statement': 'Between Bogotá and Rangpur, the city with a smaller population is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Bogotá'}
{'statement': 'Between Mexico City and Bratislava, the city with a smaller population is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Mexico City'}
{'statement': 'Between Johannesburg and Amsterdam, the city with a smaller population is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Johannesburg'}
{'statement': 'Between Douala and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Douala'}
{'statement': 'Between Melbourne and Saskatoon, the city with a smaller population is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Melbourne'}
{'statement': 'Between Perth and Río Gallegos, the city with a smaller population is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Perth'}
{'statement': 'Between Mexico City and Moscow, the city with a smaller population is Moscow.', 'answer': 'Moscow', 'candidate': 'Mexico City'}
{'statement': 'Between Karachi and Thiès, the city with a smaller population is Thiès.', 'answer': 'Thiès', 'candidate': 'Karachi'}
{'statement': 'Between Lagos and Beirut, the city with a smaller population is Beirut.', 'answer': 'Beirut', 'candidate': 'Lagos'}
{'statement': 'Between Lagos and Santiago del Estero, the city with a smaller population is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Lagos'}
{'statement': 'Between Guadalajara and Asmara, the city with a smaller population is Asmara.', 'answer': 'Asmara', 'candidate': 'Guadalajara'}
{'statement': 'Between Melbourne and Addis Ababa, the city with a smaller population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Melbourne'}
{'statement': 'Between Toronto and La Paz, the city with a smaller population is La Paz.', 'answer': 'La Paz', 'candidate': 'Toronto'}
{'statement': 'Between Ankara and Dublin, the city with a smaller population is Dublin.', 'answer': 'Dublin', 'candidate': 'Ankara'}
{'statement': 'Between Shanghai and Panama City, the city with a smaller population is Panama City.', 'answer': 'Panama City', 'candidate': 'Shanghai'}
{'statement': 'Between Riyadh and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Riyadh'}
{'statement': 'Between Shanghai and Valencia, the city with a smaller population is Valencia.', 'answer': 'Valencia', 'candidate': 'Shanghai'}
{'statement': 'Between Ho Chi Minh City and Sucre, the city with a smaller population is Sucre.', 'answer': 'Sucre', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Sydney and Chihuahua, the city with a smaller population is Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Sydney'}
{'statement': 'Between Sydney and Brussels, the city with a smaller population is Brussels.', 'answer': 'Brussels', 'candidate': 'Sydney'}
{'statement': 'Between Mexico City and Copenhagen, the city with a smaller population is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Mexico City'}
{'statement': 'Between Luanda and Yaoundé, the city with a smaller population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Luanda'}
{'statement': 'Between Paris and Sapporo, the city with a smaller population is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Paris'}
{'statement': 'Between Houston and El Paso, the city with a smaller population is El Paso.', 'answer': 'El Paso', 'candidate': 'Houston'}
{'statement': 'Between Brasília and Tamanrasset, the city with a smaller population is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Brasília'}
{'statement': 'Between Cairo and Pontianak, the city with a smaller population is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Cairo'}
{'statement': 'Between Medellín and Cape Town, the city with a smaller population is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Medellín'}
{'statement': 'Between Algiers and Tripoli, the city with a smaller population is Tripoli.', 'answer': 'Tripoli', 'candidate': 'Algiers'}
{'statement': 'Between Lima and Yerevan, the city with a smaller population is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Lima'}
{'statement': 'Between Addis Ababa and Wellington, the city with a smaller population is Wellington.', 'answer': 'Wellington', 'candidate': 'Addis Ababa'}
{'statement': 'Between Dar es Salaam and Wellington, the city with a smaller population is Wellington.', 'answer': 'Wellington', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Moscow and Douala, the city with a smaller population is Douala.', 'answer': 'Douala', 'candidate': 'Moscow'}
{'statement': 'Between Rome and Hat Yai, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Rome'}
{'statement': 'Between San Diego and Lake Havasu City, the city with a smaller population is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'San Diego'}
{'statement': 'Between Addis Ababa and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Addis Ababa'}
{'statement': 'Between Shanghai and Parakou, the city with a smaller population is Parakou.', 'answer': 'Parakou', 'candidate': 'Shanghai'}
{'statement': 'Between Shanghai and Tripoli, the city with a smaller population is Tripoli.', 'answer': 'Tripoli', 'candidate': 'Shanghai'}
{'statement': 'Between Shanghai and Wau, the city with a smaller population is Wau.', 'answer': 'Wau', 'candidate': 'Shanghai'}
{'statement': 'Between Shanghai and Bishkek, the city with a smaller population is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Shanghai'}
{'statement': 'Between Houston and Milan, the city with a smaller population is Milan.', 'answer': 'Milan', 'candidate': 'Houston'}
{'statement': 'Between Alexandria and Maputo, the city with a smaller population is Maputo.', 'answer': 'Maputo', 'candidate': 'Alexandria'}
{'statement': 'Between Guadalajara and Podgorica, the city with a smaller population is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Guadalajara'}
{'statement': 'Between Tashkent and Hobart, the city with a smaller population is Hobart.', 'answer': 'Hobart', 'candidate': 'Tashkent'}
{'statement': 'Between Luanda and Canberra, the city with a smaller population is Canberra.', 'answer': 'Canberra', 'candidate': 'Luanda'}
{'statement': 'Between Riyadh and Tamanrasset, the city with a smaller population is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Riyadh'}
{'statement': 'Between Surabaya and Yaoundé, the city with a smaller population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Surabaya'}
{'statement': 'Between Monterrey and Palembang, the city with a smaller population is Palembang.', 'answer': 'Palembang', 'candidate': 'Monterrey'}
{'statement': 'Between London and Maputo, the city with a smaller population is Maputo.', 'answer': 'Maputo', 'candidate': 'London'}
{'statement': 'Between Jakarta and Bucharest, the city with a smaller population is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Jakarta'}
{'statement': 'Between Ho Chi Minh City and Manaus, the city with a smaller population is Manaus.', 'answer': 'Manaus', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Los Angeles and Harare, the city with a smaller population is Harare.', 'answer': 'Harare', 'candidate': 'Los Angeles'}
{'statement': 'Between Cairo and Hobart, the city with a smaller population is Hobart.', 'answer': 'Hobart', 'candidate': 'Cairo'}
{'statement': 'Between Guadalajara and Vladivostok, the city with a smaller population is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Guadalajara'}
{'statement': 'Between Bangkok and Fukuoka, the city with a smaller population is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Bangkok'}
{'statement': 'Between Nairobi and Córdoba, the city with a smaller population is Córdoba.', 'answer': 'Córdoba', 'candidate': 'Nairobi'}
{'statement': 'Between Cairo and Murmansk, the city with a smaller population is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Cairo'}
{'statement': 'Between Jakarta and Riyadh, the city with a smaller population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Jakarta'}
{'statement': 'Between Mumbai and Wellington, the city with a smaller population is Wellington.', 'answer': 'Wellington', 'candidate': 'Mumbai'}
{'statement': 'Between Berlin and Albuquerque, the city with a smaller population is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Berlin'}
{'statement': 'Between Baghdad and Lyon, the city with a smaller population is Lyon.', 'answer': 'Lyon', 'candidate': 'Baghdad'}
{'statement': 'Between Medellín and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Medellín'}
{'statement': 'Between Santiago and Kuopio, the city with a smaller population is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Santiago'}
{'statement': 'Between Lima and Lhasa, the city with a smaller population is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Lima'}
{'statement': 'Between Ürümqi and Frankfurt, the city with a smaller population is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Ürümqi'}
{'statement': 'Between Chicago and Yaoundé, the city with a smaller population is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Chicago'}
{'statement': 'Between Moscow and Milwaukee, the city with a smaller population is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Moscow'}
{'statement': 'Between Ankara and Kuwait City, the city with a smaller population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ankara'}
{'statement': 'Between Alexandria and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Alexandria'}
{'statement': 'Between Mumbai and Dodoma, the city with a smaller population is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Mumbai'}
{'statement': 'Between San Diego and Vladivostok, the city with a smaller population is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'San Diego'}
{'statement': 'Between Chicago and Chihuahua, the city with a smaller population is Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Chicago'}
{'statement': 'Between Tampa and La Paz, the city with a smaller population is La Paz.', 'answer': 'La Paz', 'candidate': 'Tampa'}
{'statement': 'Between Minneapolis and Entebbe, the city with a smaller population is Entebbe.', 'answer': 'Entebbe', 'candidate': 'Minneapolis'}
{'statement': 'Between Johannesburg and Managua, the city with a smaller population is Managua.', 'answer': 'Managua', 'candidate': 'Johannesburg'}
{'statement': 'Between Johannesburg and Mandalay, the city with a smaller population is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Johannesburg'}
{'statement': 'Between Dar es Salaam and Lyon, the city with a smaller population is Lyon.', 'answer': 'Lyon', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Mumbai and Mexico City, the city with a smaller population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Mumbai'}
{'statement': 'Between Brasília and Ségou, the city with a smaller population is Ségou.', 'answer': 'Ségou', 'candidate': 'Brasília'}
{'statement': 'Between Kabul and Bahía Blanca, the city with a smaller population is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Kabul'}
{'statement': 'Between Algiers and Port Moresby, the city with a smaller population is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Algiers'}
