{'statement': "I don't like hot weather. Between Barranquilla and Sacramento, I should visit Sacramento.", 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': "I don't like hot weather. Between Riyadh and Frankfurt, I should visit Frankfurt.", 'answer': 'Frankfurt', 'candidate': 'Riyadh'}
{'statement': "I don't like hot weather. Between Sokoto and Sapporo, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Sokoto'}
{'statement': "I don't like hot weather. Between Tamanrasset and Minneapolis, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Tamanrasset'}
{'statement': "I don't like hot weather. Between Mahajanga and Bergen, I should visit Bergen.", 'answer': 'Bergen', 'candidate': 'Mahajanga'}
{'statement': "I don't like hot weather. Between Phnom Penh and Ljubljana, I should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Phnom Penh'}
{'statement': "I don't like hot weather. Between Ségou and Lhasa, I should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Albuquerque and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Albuquerque'}
{'statement': "I don't like hot weather. Between Bangui and Minneapolis, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Bangui'}
{'statement': "I don't like hot weather. Between Kano and Belgrade, I should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'Kano'}
{'statement': "I don't like hot weather. Between Caracas and Berlin, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Caracas'}
{'statement': "I don't like hot weather. Between Gabès and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Gabès'}
{'statement': "I don't like hot weather. Between Mombasa and Christchurch, I should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Mombasa'}
{'statement': "I don't like hot weather. Between Port Moresby and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Port Moresby'}
{'statement': "I don't like hot weather. Between Florianópolis and Novosibirsk, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Florianópolis'}
{'statement': "I don't like hot weather. Between Barranquilla and Albuquerque, I should visit Albuquerque.", 'answer': 'Albuquerque', 'candidate': 'Barranquilla'}
{'statement': "I don't like hot weather. Between Piura and Bratislava, I should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Piura'}
{'statement': "I don't like hot weather. Between Lomé and Belgrade, I should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'Lomé'}
{'statement': "I don't like hot weather. Between Ouahigouya and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Ouahigouya'}
{'statement': "I don't like hot weather. Between Wau and Lviv, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Wau'}
{'statement': "I don't like hot weather. Between Thiès and Ankara, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Thiès'}
{'statement': "I don't like hot weather. Between Nouadhibou and Bratislava, I should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Nouadhibou'}
{'statement': "I don't like hot weather. Between Lake Havasu City and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Lake Havasu City'}
{'statement': "I don't like hot weather. Between Perth and Anchorage, I should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Perth'}
{'statement': "I don't like hot weather. Between Phnom Penh and Sapporo, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Phnom Penh'}
{'statement': "I don't like hot weather. Between San Juan and Fukuoka, I should visit Fukuoka.", 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Nairobi and Vladivostok, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Nairobi'}
{'statement': "I don't like hot weather. Between Wau and Mexico City, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Wau'}
{'statement': "I don't like hot weather. Between Bangkok and Reykjavík, I should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Bangkok'}
{'statement': "I don't like hot weather. Between San Juan and Fukuoka, I should visit Fukuoka.", 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Manila and Podgorica, I should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Manila'}
{'statement': "I don't like hot weather. Between Kingston and Tauranga, I should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'Kingston'}
{'statement': "I don't like hot weather. Between Kabul and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Kabul'}
{'statement': "I don't like hot weather. Between Toamasina and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Toamasina'}
{'statement': "I don't like hot weather. Between Manaus and Bratislava, I should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Manaus'}
{'statement': "I don't like hot weather. Between Parakou and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Parakou'}
{'statement': "I don't like hot weather. Between Panama City and Campos do Jordão, I should visit Campos do Jordão.", 'answer': 'Campos do Jordão', 'candidate': 'Panama City'}
{'statement': "I don't like hot weather. Between Damascus and Reykjavík, I should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Damascus'}
{'statement': "I don't like hot weather. Between Pontianak and Suwałki, I should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Pontianak'}
{'statement': "I don't like hot weather. Between Abéché and Toluca, I should visit Toluca.", 'answer': 'Toluca', 'candidate': 'Abéché'}
{'statement': "I don't like hot weather. Between Kano and Yinchuan, I should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Kano'}
{'statement': "I don't like hot weather. Between Bangui and Novosibirsk, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Bangui'}
{'statement': "I don't like hot weather. Between Garissa and Sapporo, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Toliara and Vladivostok, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Toliara'}
{'statement': "I don't like hot weather. Between Hat Yai and Lyon, I should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Hat Yai'}
{'statement': "I don't like hot weather. Between Mombasa and Zürich, I should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Mombasa'}
{'statement': "I don't like hot weather. Between Managua and Amsterdam, I should visit Amsterdam.", 'answer': 'Amsterdam', 'candidate': 'Managua'}
{'statement': "I don't like hot weather. Between Sokoto and Canberra, I should visit Canberra.", 'answer': 'Canberra', 'candidate': 'Sokoto'}
{'statement': "I don't like hot weather. Between Lagos and Minneapolis, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': "I don't like hot weather. Between Kunming and Calgary, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Kunming'}
{'statement': "I don't like hot weather. Between Porto Alegre and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Porto Alegre'}
{'statement': "I don't like hot weather. Between Surabaya and Bishkek, I should visit Bishkek.", 'answer': 'Bishkek', 'candidate': 'Surabaya'}
{'statement': "I don't like hot weather. Between San Juan and Punta Arenas, I should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Vientiane and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Vientiane'}
{'statement': "I don't like hot weather. Between Cairo and Minneapolis, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Cairo'}
{'statement': "I don't like hot weather. Between Hanoi and Skopje, I should visit Skopje.", 'answer': 'Skopje', 'candidate': 'Hanoi'}
{'statement': "I don't like hot weather. Between Wau and Addis Ababa, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Wau'}
{'statement': "I don't like hot weather. Between La Paz and Moscow, I should visit Moscow.", 'answer': 'Moscow', 'candidate': 'La Paz'}
{'statement': "I don't like hot weather. Between Makurdi and Indianapolis, I should visit Indianapolis.", 'answer': 'Indianapolis', 'candidate': 'Makurdi'}
{'statement': "I don't like hot weather. Between Manaus and Frankfurt, I should visit Frankfurt.", 'answer': 'Frankfurt', 'candidate': 'Manaus'}
{'statement': "I don't like hot weather. Between San Diego and Ürümqi, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': "I don't like hot weather. Between Wau and Ulaanbaatar, I should visit Ulaanbaatar.", 'answer': 'Ulaanbaatar', 'candidate': 'Wau'}
{'statement': "I don't like hot weather. Between Auckland and Saskatoon, I should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Auckland'}
{'statement': "I don't like hot weather. Between Guangzhou and Boise, I should visit Boise.", 'answer': 'Boise', 'candidate': 'Guangzhou'}
{'statement': "I don't like hot weather. Between Caracas and Erzurum, I should visit Erzurum.", 'answer': 'Erzurum', 'candidate': 'Caracas'}
{'statement': "I don't like hot weather. Between Djibouti and Changsha, I should visit Changsha.", 'answer': 'Changsha', 'candidate': 'Djibouti'}
{'statement': "I don't like hot weather. Between Ségou and Suwałki, I should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Malabo and Zagreb, I should visit Zagreb.", 'answer': 'Zagreb', 'candidate': 'Malabo'}
{'statement': "I don't like hot weather. Between Luanda and Pittsburgh, I should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Luanda'}
{'statement': "I don't like hot weather. Between Parakou and Almaty, I should visit Almaty.", 'answer': 'Almaty', 'candidate': 'Parakou'}
{'statement': "I don't like hot weather. Between Aden and Moscow, I should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Changsha and Saint Petersburg, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Changsha'}
{'statement': "I don't like hot weather. Between Port Moresby and Baku, I should visit Baku.", 'answer': 'Baku', 'candidate': 'Port Moresby'}
{'statement': "I don't like hot weather. Between Cotonou and Christchurch, I should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Cotonou'}
{'statement': "I don't like hot weather. Between Damascus and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Damascus'}
{'statement': "I don't like hot weather. Between Paramaribo and Bucharest, I should visit Bucharest.", 'answer': 'Bucharest', 'candidate': 'Paramaribo'}
{'statement': "I don't like hot weather. Between Suva and Zürich, I should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Suva'}
{'statement': "I don't like hot weather. Between Fukuoka and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Fukuoka'}
{'statement': "I don't like hot weather. Between Los Angeles and Ürümqi, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Los Angeles'}
{'statement': "I don't like hot weather. Between Lake Havasu City and Canberra, I should visit Canberra.", 'answer': 'Canberra', 'candidate': 'Lake Havasu City'}
{'statement': "I don't like hot weather. Between Lake Havasu City and Vladivostok, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Lake Havasu City'}
{'statement': "I don't like hot weather. Between Bata and Saint Petersburg, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': "I don't like hot weather. Between Pontianak and Almaty, I should visit Almaty.", 'answer': 'Almaty', 'candidate': 'Pontianak'}
{'statement': "I don't like hot weather. Between Monterrey and Pittsburgh, I should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Monterrey'}
{'statement': "I don't like hot weather. Between Bata and Amsterdam, I should visit Amsterdam.", 'answer': 'Amsterdam', 'candidate': 'Bata'}
{'statement': "I don't like hot weather. Between Entebbe and Anchorage, I should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Entebbe'}
{'statement': "I don't like hot weather. Between Tucson and Dublin, I should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Tucson'}
{'statement': "I don't like hot weather. Between Bangkok and Lhasa, I should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Bangkok'}
{'statement': "I don't like hot weather. Between Bangkok and Canberra, I should visit Canberra.", 'answer': 'Canberra', 'candidate': 'Bangkok'}
{'statement': "I don't like hot weather. Between Niamey and Viedma, I should visit Viedma.", 'answer': 'Viedma', 'candidate': 'Niamey'}
{'statement': "I don't like hot weather. Between Niamey and Bahía Blanca, I should visit Bahía Blanca.", 'answer': 'Bahía Blanca', 'candidate': 'Niamey'}
{'statement': "I don't like hot weather. Between Kingston and Wellington, I should visit Wellington.", 'answer': 'Wellington', 'candidate': 'Kingston'}
{'statement': "I don't like hot weather. Between San Juan and Lviv, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Wau and Rosario, I should visit Rosario.", 'answer': 'Rosario', 'candidate': 'Wau'}
{'statement': "I don't like hot weather. Between Conakry and Sapporo, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Conakry'}
{'statement': "I don't like hot weather. Between Lagos and Vladivostok, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Lagos'}
{'statement': "I don't like hot weather. Between Fukuoka and Fairbanks, I should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Fukuoka'}
{'statement': "I don't like hot weather. Between Aden and Amsterdam, I should visit Amsterdam.", 'answer': 'Amsterdam', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Rangpur and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Rangpur'}
{'statement': "I don't like hot weather. Between Karachi and Sucre, I should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Karachi'}
{'statement': "I don't like hot weather. Between Parakou and Ushuaia, I should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Parakou'}
{'statement': "I don't like hot weather. Between Mombasa and Toronto, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': "I don't like hot weather. Between Mahajanga and Novosibirsk, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Mahajanga'}
{'statement': "I don't like hot weather. Between Willemstad and Erzurum, I should visit Erzurum.", 'answer': 'Erzurum', 'candidate': 'Willemstad'}
{'statement': "I don't like hot weather. Between Aden and Paris, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Mahajanga and Lyon, I should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Mahajanga'}
{'statement': "I don't like hot weather. Between Guangzhou and Indianapolis, I should visit Indianapolis.", 'answer': 'Indianapolis', 'candidate': 'Guangzhou'}
{'statement': "I don't like hot weather. Between Houston and Fairbanks, I should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Houston'}
{'statement': "I don't like hot weather. Between San Salvador and Beijing, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'San Salvador'}
{'statement': "I don't like hot weather. Between Upington and Toronto, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Upington'}
{'statement': "I don't like hot weather. Between Hamilton and Yinchuan, I should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Hamilton'}
{'statement': "I don't like hot weather. Between Tabora and Paris, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Tabora'}
{'statement': "I don't like hot weather. Between Mandalay and Johannesburg, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Mandalay'}
{'statement': "I don't like hot weather. Between Bujumbura and Fairbanks, I should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Bujumbura'}
{'statement': "I don't like hot weather. Between Karachi and Saint Petersburg, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Karachi'}
{'statement': "I don't like hot weather. Between Darwin and Baku, I should visit Baku.", 'answer': 'Baku', 'candidate': 'Darwin'}
{'statement': "I don't like hot weather. Between Hanoi and Almaty, I should visit Almaty.", 'answer': 'Almaty', 'candidate': 'Hanoi'}
{'statement': "I don't like hot weather. Between Mandalay and Rosario, I should visit Rosario.", 'answer': 'Rosario', 'candidate': 'Mandalay'}
{'statement': "I don't like hot weather. Between Juba and Saint Petersburg, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Juba'}
{'statement': "I don't like hot weather. Between Goiânia and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Goiânia'}
{'statement': "I don't like hot weather. Between Garissa and El Paso, I should visit El Paso.", 'answer': 'El Paso', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between San Juan and Cape Town, I should visit Cape Town.", 'answer': 'Cape Town', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Garoua and La Serena, I should visit La Serena.", 'answer': 'La Serena', 'candidate': 'Garoua'}
{'statement': "I don't like hot weather. Between Dar es Salaam and Sucre, I should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Dar es Salaam'}
{'statement': "I don't like hot weather. Between Nakhon Ratchasima and Anchorage, I should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like hot weather. Between Karachi and Tashkent, I should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Karachi'}
{'statement': "I don't like hot weather. Between Tauranga and Fairbanks, I should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Tauranga'}
{'statement': "I don't like hot weather. Between Tampa and Bratislava, I should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Tampa'}
{'statement': "I don't like hot weather. Between Lagos and Río Gallegos, I should visit Río Gallegos.", 'answer': 'Río Gallegos', 'candidate': 'Lagos'}
{'statement': "I don't like hot weather. Between San Salvador and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'San Salvador'}
{'statement': "I don't like hot weather. Between Garissa and Los Angeles, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Niamey and Milwaukee, I should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Niamey'}
{'statement': "I don't like hot weather. Between El Paso and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'El Paso'}
{'statement': "I don't like hot weather. Between Phnom Penh and Cape Town, I should visit Cape Town.", 'answer': 'Cape Town', 'candidate': 'Phnom Penh'}
{'statement': "I don't like hot weather. Between Toamasina and Beijing, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Toamasina'}
{'statement': "I don't like hot weather. Between Hat Yai and Bahía Blanca, I should visit Bahía Blanca.", 'answer': 'Bahía Blanca', 'candidate': 'Hat Yai'}
{'statement': "I don't like hot weather. Between Ségou and Neuquén, I should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Palembang and Milwaukee, I should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Palembang'}
{'statement': "I don't like hot weather. Between Bata and Murmansk, I should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Bata'}
{'statement': "I don't like hot weather. Between San Diego and Vladivostok, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'San Diego'}
{'statement': "I don't like hot weather. Between Managua and Brussels, I should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Managua'}
{'statement': "I don't like hot weather. Between Juba and Ljubljana, I should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Juba'}
{'statement': "I don't like hot weather. Between Mombasa and Podgorica, I should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Mombasa'}
{'statement': "I don't like hot weather. Between Nakhon Ratchasima and Santiago, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like hot weather. Between Cabo San Lucas and Murmansk, I should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Cabo San Lucas'}
{'statement': "I don't like hot weather. Between Wau and Ljubljana, I should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Wau'}
{'statement': "I don't like hot weather. Between Kano and Beijing, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Kano'}
{'statement': "I don't like hot weather. Between La Paz and Toronto, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': "I don't like hot weather. Between Palermo and Lviv, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Palermo'}
{'statement': "I don't like hot weather. Between Hat Yai and Vienna, I should visit Vienna.", 'answer': 'Vienna', 'candidate': 'Hat Yai'}
{'statement': "I don't like hot weather. Between Rosario and Calgary, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Rosario'}
{'statement': "I don't like hot weather. Between Tamanrasset and Ushuaia, I should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Tamanrasset'}
{'statement': "I don't like hot weather. Between Garoua and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Garoua'}
