{'statement': 'Between Suva and Berlin, the city with higher average temperature is Suva.', 'answer': 'Suva', 'candidate': 'Berlin'}
{'statement': 'Between Suva and Copenhagen, the city with higher average temperature is Suva.', 'answer': 'Suva', 'candidate': 'Copenhagen'}
{'statement': 'Between Douala and Baltimore, the city with higher average temperature is Douala.', 'answer': 'Douala', 'candidate': 'Baltimore'}
{'statement': 'Between Chihuahua and Punta Arenas, the city with higher average temperature is Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Punta Arenas'}
{'statement': 'Between Manaus and Rome, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Rome'}
{'statement': 'Between Ségou and Milwaukee, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Milwaukee'}
{'statement': 'Between Bamako and Ushuaia, the city with higher average temperature is Bamako.', 'answer': 'Bamako', 'candidate': 'Ushuaia'}
{'statement': 'Between Antsiranana and Punta Arenas, the city with higher average temperature is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Punta Arenas'}
{'statement': 'Between Karachi and Kunming, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Kunming'}
{'statement': 'Between Paramaribo and Ankara, the city with higher average temperature is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Ankara'}
{'statement': 'Between Port-Gentil and Novosibirsk, the city with higher average temperature is Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Novosibirsk'}
{'statement': 'Between El Paso and Lviv, the city with higher average temperature is El Paso.', 'answer': 'El Paso', 'candidate': 'Lviv'}
{'statement': 'Between Riyadh and Albuquerque, the city with higher average temperature is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Albuquerque'}
{'statement': 'Between San Antonio and Kuopio, the city with higher average temperature is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Kuopio'}
{'statement': 'Between Santiago del Estero and Toronto, the city with higher average temperature is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Toronto'}
{'statement': 'Between Phoenix and Halifax, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Halifax'}
{'statement': 'Between Nouadhibou and Saskatoon, the city with higher average temperature is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Saskatoon'}
{'statement': 'Between Tabora and Bucharest, the city with higher average temperature is Tabora.', 'answer': 'Tabora', 'candidate': 'Bucharest'}
{'statement': 'Between Malabo and Tauranga, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Tauranga'}
{'statement': 'Between Sokoto and Ulaanbaatar, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between San Salvador and Saint Petersburg, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Juba and Bogotá, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Bogotá'}
{'statement': 'Between Entebbe and Chicago, the city with higher average temperature is Entebbe.', 'answer': 'Entebbe', 'candidate': 'Chicago'}
{'statement': 'Between Cotonou and Dublin, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Dublin'}
{'statement': 'Between Mumbai and Sucre, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sucre'}
{'statement': 'Between Juba and Shanghai, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Shanghai'}
{'statement': 'Between Ankara and Yakutsk, the city with higher average temperature is Ankara.', 'answer': 'Ankara', 'candidate': 'Yakutsk'}
{'statement': 'Between Lomé and Moscow, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Moscow'}
{'statement': 'Between Mandalay and Bogotá, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Bogotá'}
{'statement': 'Between Pontianak and Wellington, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Wellington'}
{'statement': 'Between Darwin and Saint Petersburg, the city with higher average temperature is Darwin.', 'answer': 'Darwin', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Phnom Penh and Changsha, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Changsha'}
{'statement': 'Between Bamako and Rabat, the city with higher average temperature is Bamako.', 'answer': 'Bamako', 'candidate': 'Rabat'}
{'statement': 'Between Mahajanga and Sacramento, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Sacramento'}
{'statement': 'Between Barranquilla and Indianapolis, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Indianapolis'}
{'statement': 'Between Parakou and Paris, the city with higher average temperature is Parakou.', 'answer': 'Parakou', 'candidate': 'Paris'}
{'statement': 'Between Cairo and Amsterdam, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Amsterdam'}
{'statement': 'Between Mexicali and Irkutsk, the city with higher average temperature is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Irkutsk'}
{'statement': 'Between Brussels and Yakutsk, the city with higher average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Yakutsk'}
{'statement': 'Between Porto Alegre and Suwałki, the city with higher average temperature is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Suwałki'}
{'statement': 'Between Phnom Penh and Damascus, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Damascus'}
{'statement': 'Between Paramaribo and Kansas City, the city with higher average temperature is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kansas City'}
{'statement': 'Between Garissa and Rabat, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Rabat'}
{'statement': 'Between Parakou and Tauranga, the city with higher average temperature is Parakou.', 'answer': 'Parakou', 'candidate': 'Tauranga'}
{'statement': 'Between Mumbai and Albuquerque, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Albuquerque'}
{'statement': 'Between Panama City and Buenos Aires, the city with higher average temperature is Panama City.', 'answer': 'Panama City', 'candidate': 'Buenos Aires'}
{'statement': 'Between La Paz and Copenhagen, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Copenhagen'}
{'statement': 'Between Hamilton and Yinchuan, the city with higher average temperature is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Yinchuan'}
{'statement': 'Between Belize City and Viedma, the city with higher average temperature is Belize City.', 'answer': 'Belize City', 'candidate': 'Viedma'}
{'statement': 'Between Manaus and Denver, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Denver'}
{'statement': 'Between Ouahigouya and Reykjavík, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Reykjavík'}
{'statement': 'Between Mumbai and Ankara, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Ankara'}
{'statement': 'Between Kano and Halifax, the city with higher average temperature is Kano.', 'answer': 'Kano', 'candidate': 'Halifax'}
{'statement': 'Between Beirut and Nur-Sultan, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Bata and Punta Arenas, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Punta Arenas'}
{'statement': 'Between Aden and Bratislava, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Bratislava'}
{'statement': 'Between Lagos and Ottawa, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Ottawa'}
{'statement': 'Between Surabaya and Lhasa, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Lhasa'}
{'statement': 'Between Rabat and Irkutsk, the city with higher average temperature is Rabat.', 'answer': 'Rabat', 'candidate': 'Irkutsk'}
{'statement': 'Between Manaus and Ottawa, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Ottawa'}
{'statement': 'Between Cotonou and London, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'London'}
{'statement': 'Between Perth and Bergen, the city with higher average temperature is Perth.', 'answer': 'Perth', 'candidate': 'Bergen'}
{'statement': 'Between Mahajanga and Skopje, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Skopje'}
{'statement': 'Between Kuwait City and Christchurch, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Christchurch'}
{'statement': 'Between San Juan and Ürümqi, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Ürümqi'}
{'statement': 'Between Córdoba and Punta Arenas, the city with higher average temperature is Córdoba.', 'answer': 'Córdoba', 'candidate': 'Punta Arenas'}
{'statement': 'Between Garissa and Ljubljana, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Ljubljana'}
{'statement': 'Between Cayenne and Almaty, the city with higher average temperature is Cayenne.', 'answer': 'Cayenne', 'candidate': 'Almaty'}
{'statement': 'Between Bangui and Irkutsk, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Irkutsk'}
{'statement': 'Between Ouahigouya and El Paso, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'El Paso'}
{'statement': 'Between San Juan and Oslo, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Oslo'}
{'statement': 'Between El Paso and Punta Arenas, the city with higher average temperature is El Paso.', 'answer': 'El Paso', 'candidate': 'Punta Arenas'}
{'statement': 'Between Buenos Aires and Saint Petersburg, the city with higher average temperature is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Manaus and Palmerston North, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Palmerston North'}
{'statement': 'Between Abéché and Bergen, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Bergen'}
{'statement': 'Between Damascus and Punta Arenas, the city with higher average temperature is Damascus.', 'answer': 'Damascus', 'candidate': 'Punta Arenas'}
{'statement': 'Between Rosario and Minsk, the city with higher average temperature is Rosario.', 'answer': 'Rosario', 'candidate': 'Minsk'}
{'statement': 'Between Phnom Penh and Córdoba, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Córdoba'}
{'statement': 'Between Ségou and Nur-Sultan, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Nouakchott and Toluca, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Toluca'}
{'statement': 'Between Maputo and Lhasa, the city with higher average temperature is Maputo.', 'answer': 'Maputo', 'candidate': 'Lhasa'}
{'statement': 'Between Juba and Dublin, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Dublin'}
{'statement': 'Between Port Moresby and Erzurum, the city with higher average temperature is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Erzurum'}
{'statement': 'Between Kuwait City and Bucharest, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bucharest'}
{'statement': 'Between Belize City and Yakutsk, the city with higher average temperature is Belize City.', 'answer': 'Belize City', 'candidate': 'Yakutsk'}
{'statement': 'Between Muscat and Sapporo, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Sapporo'}
{'statement': 'Between Garoua and Podgorica, the city with higher average temperature is Garoua.', 'answer': 'Garoua', 'candidate': 'Podgorica'}
{'statement': 'Between Dar es Salaam and Bogotá, the city with higher average temperature is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bogotá'}
{'statement': 'Between Mumbai and Tauranga, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tauranga'}
{'statement': 'Between Makassar and Paris, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Paris'}
{'statement': 'Between Manaus and Berlin, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Berlin'}
{'statement': 'Between Maputo and Bergen, the city with higher average temperature is Maputo.', 'answer': 'Maputo', 'candidate': 'Bergen'}
{'statement': 'Between Tampa and Yinchuan, the city with higher average temperature is Tampa.', 'answer': 'Tampa', 'candidate': 'Yinchuan'}
{'statement': 'Between Nouakchott and Río Gallegos, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Río Gallegos'}
{'statement': 'Between Port-Gentil and Vienna, the city with higher average temperature is Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Vienna'}
{'statement': 'Between Mexicali and Ürümqi, the city with higher average temperature is Mexicali.', 'answer': 'Mexicali', 'candidate': 'Ürümqi'}
{'statement': 'Between Palembang and Addis Ababa, the city with higher average temperature is Palembang.', 'answer': 'Palembang', 'candidate': 'Addis Ababa'}
{'statement': 'Between Managua and Fairbanks, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Fairbanks'}
{'statement': 'Between Niamey and Buenos Aires, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Buenos Aires'}
{'statement': 'Between Bamako and Sacramento, the city with higher average temperature is Bamako.', 'answer': 'Bamako', 'candidate': 'Sacramento'}
{'statement': 'Between Bangui and Christchurch, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Christchurch'}
{'statement': 'Between Garoua and Addis Ababa, the city with higher average temperature is Garoua.', 'answer': 'Garoua', 'candidate': 'Addis Ababa'}
{'statement': 'Between Mahajanga and Palmerston North, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Palmerston North'}
{'statement': 'Between Abéché and Copenhagen, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Copenhagen'}
{'statement': 'Between Antsiranana and Vienna, the city with higher average temperature is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Vienna'}
{'statement': 'Between Yaoundé and Boise, the city with higher average temperature is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Boise'}
{'statement': 'Between Algiers and Novosibirsk, the city with higher average temperature is Algiers.', 'answer': 'Algiers', 'candidate': 'Novosibirsk'}
{'statement': 'Between Abéché and Vienna, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Vienna'}
{'statement': 'Between Manila and Kuopio, the city with higher average temperature is Manila.', 'answer': 'Manila', 'candidate': 'Kuopio'}
{'statement': 'Between Conakry and Ottawa, the city with higher average temperature is Conakry.', 'answer': 'Conakry', 'candidate': 'Ottawa'}
{'statement': 'Between Makassar and Irkutsk, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Irkutsk'}
{'statement': 'Between Mandalay and Mendoza, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Mendoza'}
{'statement': 'Between Makassar and Hobart, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Hobart'}
{'statement': 'Between Cotonou and Ushuaia, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ushuaia'}
{'statement': 'Between Monterrey and Almaty, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Almaty'}
{'statement': 'Between Nouakchott and Bahía Blanca, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Bahía Blanca'}
{'statement': 'Between La Paz and Chicago, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'Between Muscat and Irkutsk, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Irkutsk'}
{'statement': 'Between Rome and Reykjavík, the city with higher average temperature is Rome.', 'answer': 'Rome', 'candidate': 'Reykjavík'}
{'statement': 'Between Bamako and Baltimore, the city with higher average temperature is Bamako.', 'answer': 'Bamako', 'candidate': 'Baltimore'}
{'statement': 'Between Bangui and Tirana, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Tirana'}
{'statement': 'Between Honolulu and Halifax, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Halifax'}
{'statement': 'Between Antofagasta and Ulaanbaatar, the city with higher average temperature is Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Christchurch and Yakutsk, the city with higher average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Yakutsk'}
{'statement': 'Between Cairo and Anchorage, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Anchorage'}
{'statement': 'Between Ouahigouya and Bergen, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Bergen'}
{'statement': 'Between Muscat and Bogotá, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Bogotá'}
{'statement': 'Between Aden and Toronto, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Toronto'}
{'statement': 'Between Ouahigouya and Damascus, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Damascus'}
{'statement': 'Between Managua and Quito, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Quito'}
{'statement': 'Between Tucson and Halifax, the city with higher average temperature is Tucson.', 'answer': 'Tucson', 'candidate': 'Halifax'}
{'statement': 'Between Manaus and Minneapolis, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Minneapolis'}
{'statement': 'Between Cotonou and Tashkent, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Tashkent'}
{'statement': 'Between Beirut and Frankfurt, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Frankfurt'}
{'statement': 'Between Toamasina and Minneapolis, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Minneapolis'}
{'statement': 'Between La Serena and Ulaanbaatar, the city with higher average temperature is La Serena.', 'answer': 'La Serena', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Willemstad and Belgrade, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Belgrade'}
{'statement': 'Between Toliara and Saint Petersburg, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Lomé and Bishkek, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Bishkek'}
{'statement': 'Between Bujumbura and Hobart, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Hobart'}
{'statement': 'Between Port Sudan and Campos do Jordão, the city with higher average temperature is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Lagos and Shanghai, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Shanghai'}
{'statement': 'Between La Paz and Saint Petersburg, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Jakarta and Johannesburg, the city with higher average temperature is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Johannesburg'}
{'statement': 'Between Monterrey and Yakutsk, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Yakutsk'}
{'statement': 'Between Kathmandu and Irkutsk, the city with higher average temperature is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Irkutsk'}
{'statement': 'Between Mahajanga and Beijing, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Beijing'}
{'statement': 'Between Johannesburg and Saskatoon, the city with higher average temperature is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Saskatoon'}
{'statement': 'Between La Ceiba and Chicago, the city with higher average temperature is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Chicago'}
