{'statement': 'You are looking for a small city to visit. Between Manila and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Denver and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between London and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Perth and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Perth'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Santiago del Estero, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Toronto and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Houston and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Paris and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Ndola, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Paris and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Villahermosa, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Rosario, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Douala and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Kano and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Douala and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Goiânia, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Houston and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Benghazi, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between London and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Manila and Denpasar, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Goiânia, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Maputo, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Rome and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Paris and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Fukuoka and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Mandalay, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Wau, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Fukuoka and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Ségou, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Phnom Penh, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Paris and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Douala and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Paris and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Benghazi, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Berlin and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Chicago'}
