{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Ségou, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Port-Gentil, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Christchurch, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Alexandria, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Ushuaia, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Harare, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and La Paz, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Wellington, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Malabo, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Port-Gentil, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Bucharest, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Rangpur, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Oslo, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Sokoto, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Belize City, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Novosibirsk, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Nairobi, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Mahajanga, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Kingston, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Napier, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Cotonou, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Viedma, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Kabul, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Garoua, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Rangpur, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Yakutsk, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Bratislava, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Addis Ababa, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Baku, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Saskatoon, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Nouadhibou, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and San José, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Hobart, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Cabo San Lucas, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Fairbanks, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Surabaya, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Barranquilla, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Sokoto, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Willemstad, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Bishkek, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Minneapolis, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Viedma, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Pretoria, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Yinchuan, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Antofagasta, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Anchorage, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Toronto, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Dublin, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Copenhagen, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Harare, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between London and Thiès, this person should visit London.', 'answer': 'London', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Lyon, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and San Salvador, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Suva, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Upington, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Palembang, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Nur-Sultan, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Beirut, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Honolulu, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Mendoza, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Lyon, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Garissa, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Minsk, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Campos do Jordão, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Almaty, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Managua, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Tauranga, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Sucre, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Baltimore and Río Gallegos, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Cabo San Lucas, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and San Juan, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Kansas City, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Zürich, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and San Antonio, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Brisbane, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Maputo, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Yinchuan, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Maputo, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Juba, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Tampa, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Brasília, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between London and Benghazi, this person should visit London.', 'answer': 'London', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Lviv, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Yinchuan, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Bogotá, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Beirut, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Mexicali, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Milwaukee, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Brasília, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and San Salvador, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Nur-Sultan, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Pretoria, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and La Serena, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Lhasa, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Antsiranana, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and La Ceiba, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Almaty, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Ottawa, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Paramaribo, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Cape Town, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between London and Hamilton, this person should visit London.', 'answer': 'London', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Hamilton, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Tauranga, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Darwin, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Bamako, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Ndola, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Denpasar, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Kathmandu, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Erzurum, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Hobart, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Brussels, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Hanoi, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Dublin, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Novosibirsk, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Denpasar, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Reykjavík, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Cape Town, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Beirut, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Honolulu, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Parakou, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Toliara, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Panama City, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Cabo San Lucas, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Palmerston North, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Bratislava, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Wau, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Auckland, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Mendoza, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Milan, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Panama City, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Ouahigouya, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Ljubljana, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Malabo, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Porto Alegre, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Kansas City, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Phnom Penh, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Florianópolis, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Skopje, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Viedma, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Milan, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Belize City, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Pretoria, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Frankfurt, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Christchurch, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Vienna, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Cotonou, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Toluca, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Lomé, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Gabès, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Kuopio, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Lhasa, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Baku, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and Belize City, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Hat Yai, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Douala, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Erzurum, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Barranquilla, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Palmerston North, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Porto Alegre, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Erbil, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Bangui, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Brussels, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Palermo, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Lviv, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Rome, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Durban, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and La Ceiba, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Río Gallegos, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Belize City, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Belize City'}
