{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Fukuoka, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Sacramento, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Toluca, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Saskatoon, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Ushuaia, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Curitiba, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Cape Town, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Melbourne, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Sacramento, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Neuquén, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Fairbanks, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Rome, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Oslo, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Vienna, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Belgrade, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Irkutsk, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Ottawa, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Toronto, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Palermo and Irkutsk, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Palermo, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Santiago, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Boise, this person should visit San José.', 'answer': 'San José', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Amsterdam, this person should visit San José.', 'answer': 'San José', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Yinchuan, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Halifax, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Suwałki, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Minneapolis, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Zagreb, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Río Gallegos, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Milwaukee, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Vienna, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Calgary, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Bratislava, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Ulaanbaatar, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Johannesburg, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Rome, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Oslo, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Novosibirsk, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Beijing, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Bahía Blanca, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Ushuaia, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Murmansk, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Amsterdam, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Baltimore, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Vladivostok, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Erzurum, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Lhasa, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Saskatoon, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Albuquerque, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Palmerston North, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Upington and Moscow, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Anchorage, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Irkutsk, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Podgorica, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Kabul, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Christchurch, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Denpasar and Fairbanks, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Yinchuan, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Rabat and Ulaanbaatar, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Oslo, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Beijing, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Irkutsk, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Toronto, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Suwałki, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Moscow, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Gabès and Ushuaia, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Beijing and Anchorage, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Ürümqi, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Nur-Sultan, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Río Gallegos, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Bergen, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Bishkek, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Cape Town, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Antofagasta, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Moscow, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Melbourne, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Calgary, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Beijing, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Anchorage, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Copenhagen, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Lviv, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Dublin, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Napier, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Zürich, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Asmara, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Chicago, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Novosibirsk, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Tirana, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Omaha, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Sydney, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Moscow, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Ürümqi, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Saskatoon, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Santiago, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between Piura and Toluca, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Ljubljana, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Indianapolis, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Calgary, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Palmerston North, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Alexandria and Zürich, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Berlin, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Skopje, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Asmara, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Melbourne and Reykjavík, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Chicago, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Zürich, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Saint Petersburg, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Minneapolis, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Beijing, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Bergen, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Sydney, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with warm weather. Between Durban and Fairbanks, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Beijing, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Christchurch, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Vladivostok, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Pittsburgh, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Christchurch, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Chicago, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Ljubljana, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Rome, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Copenhagen, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Lviv, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Fairbanks, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Novosibirsk, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Copenhagen, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Erzurum, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Frankfurt, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Cape Town, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Skopje, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Fairbanks, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Ljubljana, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Hobart, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Chicago, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and San Diego, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Dublin, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Ljubljana, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Toluca, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Chicago, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Halifax, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Fukuoka, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Kansas City, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Denver, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Almaty, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Zagreb, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Buenos Aires, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with warm weather. Between Toluca and Ulaanbaatar, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Bucharest and Murmansk, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Kansas City, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Zagreb, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Yakutsk, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Reykjavík, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Canberra, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Toronto, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Addis Ababa, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and Anchorage, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Anchorage'}
