{'statement': "You don't like small cities. Between Moscow and Dublin, you should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': "You don't like small cities. Between Kunming and Djibouti, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Djibouti'}
{'statement': "You don't like small cities. Between Medellín and Sucre, you should visit Medellín.", 'answer': 'Medellín', 'candidate': 'Sucre'}
{'statement': "You don't like small cities. Between Melbourne and Mexicali, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Mexicali'}
{'statement': "You don't like small cities. Between Sydney and Tirana, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Tirana'}
{'statement': "You don't like small cities. Between Manila and Nouakchott, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Nouakchott'}
{'statement': "You don't like small cities. Between Monterrey and Erbil, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Erbil'}
{'statement': "You don't like small cities. Between Chicago and Honolulu, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Honolulu'}
{'statement': "You don't like small cities. Between Santiago and Djibouti, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Djibouti'}
{'statement': "You don't like small cities. Between Lagos and Oslo, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Oslo'}
{'statement': "You don't like small cities. Between Dar es Salaam and Kabul, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Kabul'}
{'statement': "You don't like small cities. Between Manila and Caracas, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Caracas'}
{'statement': "You don't like small cities. Between Phoenix and Honolulu, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Honolulu'}
{'statement': "You don't like small cities. Between Karachi and Bangui, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Bangui'}
{'statement': "You don't like small cities. Between Manila and Oslo, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Oslo'}
{'statement': "You don't like small cities. Between Manila and Rabat, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Rabat'}
{'statement': "You don't like small cities. Between Jakarta and Milwaukee, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Milwaukee'}
{'statement': "You don't like small cities. Between Chicago and Curitiba, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Curitiba'}
{'statement': "You don't like small cities. Between Toronto and Lusaka, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Lusaka'}
{'statement': "You don't like small cities. Between Chicago and Malabo, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Malabo'}
{'statement': "You don't like small cities. Between Buenos Aires and Chicago, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Chicago'}
{'statement': "You don't like small cities. Between Manila and Denver, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Denver'}
{'statement': "You don't like small cities. Between Rome and El Paso, you should visit Rome.", 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': "You don't like small cities. Between Dar es Salaam and Oslo, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Oslo'}
{'statement': "You don't like small cities. Between San Diego and Reykjavík, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Reykjavík'}
{'statement': "You don't like small cities. Between Yaoundé and Gabès, you should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Gabès'}
{'statement': "You don't like small cities. Between Surabaya and Viedma, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Viedma'}
{'statement': "You don't like small cities. Between Dar es Salaam and Santiago del Estero, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Santiago del Estero'}
{'statement': "You don't like small cities. Between Berlin and Honolulu, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Honolulu'}
{'statement': "You don't like small cities. Between Bangkok and Phoenix, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Phoenix'}
{'statement': "You don't like small cities. Between Lima and Kampala, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Kampala'}
{'statement': "You don't like small cities. Between Lagos and Sapporo, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Sapporo'}
{'statement': "You don't like small cities. Between Phoenix and Tauranga, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Tauranga'}
{'statement': "You don't like small cities. Between Douala and Gabès, you should visit Douala.", 'answer': 'Douala', 'candidate': 'Gabès'}
{'statement': "You don't like small cities. Between Karachi and Berlin, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Berlin'}
{'statement': "You don't like small cities. Between Ankara and Darwin, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Darwin'}
{'statement': "You don't like small cities. Between Brasília and Tamanrasset, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': "You don't like small cities. Between Nairobi and Darwin, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Darwin'}
{'statement': "You don't like small cities. Between Jakarta and San José, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'San José'}
{'statement': "You don't like small cities. Between Shanghai and Cabo San Lucas, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Cabo San Lucas'}
{'statement': "You don't like small cities. Between Dar es Salaam and Almaty, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Almaty'}
{'statement': "You don't like small cities. Between Rome and Skopje, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Skopje'}
{'statement': "You don't like small cities. Between Minneapolis and Anchorage, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Anchorage'}
{'statement': "You don't like small cities. Between Chicago and Rangpur, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Rangpur'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and La Paz, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Phoenix and Toluca, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Toluca'}
{'statement': "You don't like small cities. Between Manila and San Antonio, you should visit Manila.", 'answer': 'Manila', 'candidate': 'San Antonio'}
{'statement': "You don't like small cities. Between Ankara and Addis Ababa, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Addis Ababa'}
{'statement': "You don't like small cities. Between Ankara and Fairbanks, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Fairbanks'}
{'statement': "You don't like small cities. Between Sydney and Paramaribo, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': "You don't like small cities. Between Baku and Suwałki, you should visit Baku.", 'answer': 'Baku', 'candidate': 'Suwałki'}
{'statement': "You don't like small cities. Between Santiago and Mahajanga, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Mahajanga'}
{'statement': "You don't like small cities. Between Brasília and Wau, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Wau'}
{'statement': "You don't like small cities. Between Cairo and Willemstad, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Willemstad'}
{'statement': "You don't like small cities. Between Tampa and Hamilton, you should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Hamilton'}
{'statement': "You don't like small cities. Between London and San José, you should visit London.", 'answer': 'London', 'candidate': 'San José'}
{'statement': "You don't like small cities. Between Buenos Aires and Hobart, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Hobart'}
{'statement': "You don't like small cities. Between Dar es Salaam and Port-Gentil, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Port-Gentil'}
{'statement': "You don't like small cities. Between Baghdad and Cape Town, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Cape Town'}
{'statement': "You don't like small cities. Between Melbourne and Fukuoka, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Fukuoka'}
{'statement': "You don't like small cities. Between Monterrey and Cabo San Lucas, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': "You don't like small cities. Between Paris and Denver, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Denver'}
{'statement': "You don't like small cities. Between Mexico City and Dublin, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Dublin'}
{'statement': "You don't like small cities. Between Monterrey and Palmerston North, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Palmerston North'}
{'statement': "You don't like small cities. Between Buenos Aires and Port-Gentil, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Port-Gentil'}
{'statement': "You don't like small cities. Between Johannesburg and Panama City, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Panama City'}
{'statement': "You don't like small cities. Between Bangkok and Hat Yai, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Hat Yai'}
{'statement': "You don't like small cities. Between Jakarta and Kunming, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Kunming'}
{'statement': "You don't like small cities. Between Bangkok and Goiânia, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Goiânia'}
{'statement': "You don't like small cities. Between Lima and Zagreb, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Zagreb'}
{'statement': "You don't like small cities. Between Sydney and Willemstad, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': "You don't like small cities. Between Alexandria and Yakutsk, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Yakutsk'}
{'statement': "You don't like small cities. Between Paris and Alexandria, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Alexandria'}
{'statement': "You don't like small cities. Between Chicago and Denver, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Denver'}
{'statement': "You don't like small cities. Between Alexandria and Baku, you should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': "You don't like small cities. Between Melbourne and Douala, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Douala'}
{'statement': "You don't like small cities. Between Ürümqi and Palmerston North, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Palmerston North'}
{'statement': "You don't like small cities. Between Karachi and Vientiane, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Vientiane'}
{'statement': "You don't like small cities. Between Luanda and Suva, you should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Suva'}
{'statement': "You don't like small cities. Between Bangkok and Los Angeles, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Los Angeles'}
{'statement': "You don't like small cities. Between Guadalajara and Zürich, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Zürich'}
{'statement': "You don't like small cities. Between Lagos and Aden, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Aden'}
{'statement': "You don't like small cities. Between Bangkok and Monterrey, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Monterrey'}
{'statement': "You don't like small cities. Between Saint Petersburg and Gabès, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Gabès'}
{'statement': "You don't like small cities. Between Monterrey and Barranquilla, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': "You don't like small cities. Between Houston and Toamasina, you should visit Houston.", 'answer': 'Houston', 'candidate': 'Toamasina'}
{'statement': "You don't like small cities. Between Bangkok and Florianópolis, you should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Florianópolis'}
{'statement': "You don't like small cities. Between Rome and Tucson, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Tucson'}
{'statement': "You don't like small cities. Between Chicago and Ürümqi, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Ürümqi'}
{'statement': "You don't like small cities. Between Karachi and La Paz, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'La Paz'}
{'statement': "You don't like small cities. Between Ürümqi and Upington, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Upington'}
{'statement': "You don't like small cities. Between Algiers and Río Gallegos, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Río Gallegos'}
{'statement': "You don't like small cities. Between Buenos Aires and Punta Arenas, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': "You don't like small cities. Between Lagos and Gabès, you should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': "You don't like small cities. Between Guadalajara and Tripoli, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Tripoli'}
{'statement': "You don't like small cities. Between Santiago and Halifax, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Halifax'}
{'statement': "You don't like small cities. Between Johannesburg and Conakry, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Conakry'}
{'statement': "You don't like small cities. Between Dar es Salaam and Sokoto, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Sokoto'}
{'statement': "You don't like small cities. Between Brasília and San Juan, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': "You don't like small cities. Between Hanoi and Saint Petersburg, you should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Saint Petersburg'}
{'statement': "You don't like small cities. Between Jakarta and Mumbai, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Mumbai'}
{'statement': "You don't like small cities. Between Ürümqi and San José, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'San José'}
{'statement': "You don't like small cities. Between Manila and Amsterdam, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Amsterdam'}
{'statement': "You don't like small cities. Between Bogotá and Parakou, you should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': "You don't like small cities. Between Tampa and Murmansk, you should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Murmansk'}
{'statement': "You don't like small cities. Between Beijing and Piura, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Piura'}
{'statement': "You don't like small cities. Between Yaoundé and Viedma, you should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Viedma'}
{'statement': "You don't like small cities. Between Lima and Port Sudan, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Port Sudan'}
{'statement': "You don't like small cities. Between Denver and Thiès, you should visit Denver.", 'answer': 'Denver', 'candidate': 'Thiès'}
{'statement': "You don't like small cities. Between Bogotá and Garissa, you should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Garissa'}
{'statement': "You don't like small cities. Between Denver and Kingston, you should visit Denver.", 'answer': 'Denver', 'candidate': 'Kingston'}
{'statement': "You don't like small cities. Between Nairobi and Addis Ababa, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Addis Ababa'}
{'statement': "You don't like small cities. Between Algiers and Bahía Blanca, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Bahía Blanca'}
{'statement': "You don't like small cities. Between Paris and Algiers, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Algiers'}
{'statement': "You don't like small cities. Between Berlin and Calgary, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Calgary'}
{'statement': "You don't like small cities. Between Yaoundé and Port-Gentil, you should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Port-Gentil'}
{'statement': "You don't like small cities. Between Phoenix and Belgrade, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Belgrade'}
{'statement': "You don't like small cities. Between Shanghai and San Diego, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'San Diego'}
{'statement': "You don't like small cities. Between Melbourne and Novosibirsk, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Novosibirsk'}
{'statement': "You don't like small cities. Between Saint Petersburg and Pittsburgh, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Pittsburgh'}
{'statement': "You don't like small cities. Between Harare and Palmerston North, you should visit Harare.", 'answer': 'Harare', 'candidate': 'Palmerston North'}
{'statement': "You don't like small cities. Between Jakarta and Rosario, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Rosario'}
{'statement': "You don't like small cities. Between San Diego and Punta Arenas, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Punta Arenas'}
{'statement': "You don't like small cities. Between Sydney and Darwin, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Darwin'}
{'statement': "You don't like small cities. Between Kano and Wellington, you should visit Kano.", 'answer': 'Kano', 'candidate': 'Wellington'}
{'statement': "You don't like small cities. Between Saint Petersburg and Milan, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Milan'}
{'statement': "You don't like small cities. Between Ho Chi Minh City and Manaus, you should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': "You don't like small cities. Between Los Angeles and Kabul, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Kabul'}
{'statement': "You don't like small cities. Between Surabaya and Douala, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': "You don't like small cities. Between Brasília and Wellington, you should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Wellington'}
{'statement': "You don't like small cities. Between Phoenix and Calgary, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Calgary'}
{'statement': "You don't like small cities. Between Shanghai and Dar es Salaam, you should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Dar es Salaam'}
{'statement': "You don't like small cities. Between Riyadh and Hat Yai, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Hat Yai'}
{'statement': "You don't like small cities. Between Dar es Salaam and Bangui, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Bangui'}
{'statement': "You don't like small cities. Between Toronto and Florianópolis, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Florianópolis'}
{'statement': "You don't like small cities. Between Berlin and Antsiranana, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Antsiranana'}
{'statement': "You don't like small cities. Between Beijing and Belgrade, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Belgrade'}
{'statement': "You don't like small cities. Between Algiers and Hamilton, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Hamilton'}
{'statement': "You don't like small cities. Between Ankara and El Paso, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'El Paso'}
{'statement': "You don't like small cities. Between Guadalajara and Irkutsk, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Irkutsk'}
{'statement': "You don't like small cities. Between Riyadh and Mombasa, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Mombasa'}
{'statement': "You don't like small cities. Between Los Angeles and Lake Havasu City, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like small cities. Between Los Angeles and Rangpur, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Rangpur'}
{'statement': "You don't like small cities. Between Addis Ababa and Bujumbura, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Bujumbura'}
{'statement': "You don't like small cities. Between Mumbai and Belgrade, you should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Belgrade'}
{'statement': "You don't like small cities. Between Dar es Salaam and Tampa, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Tampa'}
{'statement': "You don't like small cities. Between Ürümqi and Viedma, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Viedma'}
{'statement': "You don't like small cities. Between Monterrey and Asmara, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': "You don't like small cities. Between Lima and Calgary, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Calgary'}
{'statement': "You don't like small cities. Between Surabaya and Quito, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': "You don't like small cities. Between Algiers and Palmerston North, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Palmerston North'}
{'statement': "You don't like small cities. Between Phoenix and Bishkek, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Bishkek'}
{'statement': "You don't like small cities. Between Douala and Tirana, you should visit Douala.", 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': "You don't like small cities. Between Guadalajara and Kingston, you should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Kingston'}
{'statement': "You don't like small cities. Between Lahore and Ankara, you should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Ankara'}
{'statement': "You don't like small cities. Between Phnom Penh and Nouadhibou, you should visit Phnom Penh.", 'answer': 'Phnom Penh', 'candidate': 'Nouadhibou'}
{'statement': "You don't like small cities. Between Nairobi and Mahajanga, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Mahajanga'}
{'statement': "You don't like small cities. Between Karachi and San Juan, you should visit Karachi.", 'answer': 'Karachi', 'candidate': 'San Juan'}
{'statement': "You don't like small cities. Between Manila and Lomé, you should visit Manila.", 'answer': 'Manila', 'candidate': 'Lomé'}
{'statement': "You don't like small cities. Between Jakarta and Sacramento, you should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Sacramento'}
{'statement': "You don't like small cities. Between Saint Petersburg and Tucson, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Tucson'}
{'statement': "You don't like small cities. Between Riyadh and Toliara, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Toliara'}
{'statement': "You don't like small cities. Between Kunming and Vladivostok, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Vladivostok'}
{'statement': "You don't like small cities. Between Dar es Salaam and Kingston, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Kingston'}
{'statement': "You don't like small cities. Between Minneapolis and Saskatoon, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Saskatoon'}
{'statement': "You don't like small cities. Between Riyadh and Juba, you should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Juba'}
{'statement': "You don't like small cities. Between Cairo and Zagreb, you should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Zagreb'}
{'statement': "You don't like small cities. Between Kuwait City and Vladivostok, you should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Vladivostok'}
{'statement': "You don't like small cities. Between Buenos Aires and Florianópolis, you should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': "You don't like small cities. Between Beijing and Brussels, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Brussels'}
{'statement': "You don't like small cities. Between Ankara and Aden, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Aden'}
{'statement': "You don't like small cities. Between Surabaya and Canberra, you should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Canberra'}
{'statement': "You don't like small cities. Between Baghdad and San Juan, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'San Juan'}
{'statement': "You don't like small cities. Between Lima and Hanoi, you should visit Lima.", 'answer': 'Lima', 'candidate': 'Hanoi'}
{'statement': "You don't like small cities. Between Kabul and Maputo, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': "You don't like small cities. Between Johannesburg and Pittsburgh, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Pittsburgh'}
{'statement': "You don't like small cities. Between Nairobi and Barranquilla, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Barranquilla'}
{'statement': "You don't like small cities. Between Phoenix and Yakutsk, you should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Yakutsk'}
{'statement': "You don't like small cities. Between Baghdad and Managua, you should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Managua'}
{'statement': "You don't like small cities. Between Melbourne and Djibouti, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Djibouti'}
{'statement': "You don't like small cities. Between Monterrey and San Antonio, you should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'San Antonio'}
{'statement': "You don't like small cities. Between Algiers and San Salvador, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'San Salvador'}
{'statement': "You don't like small cities. Between Dar es Salaam and Pretoria, you should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Pretoria'}
{'statement': "You don't like small cities. Between Kunming and Hat Yai, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Hat Yai'}
