{'statement': "You don't like hot weather. Between Abéché and Córdoba, you should visit Córdoba.", 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': "You don't like hot weather. Between Campos do Jordão and Garissa, you should visit Campos do Jordão.", 'answer': 'Campos do Jordão', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Dodoma and Paris, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Dodoma'}
{'statement': "You don't like hot weather. Between Abéché and Algiers, you should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Abéché'}
{'statement': "You don't like hot weather. Between Palembang and Paris, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Palembang'}
{'statement': "You don't like hot weather. Between Lomé and Punta Arenas, you should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'Lomé'}
{'statement': "You don't like hot weather. Between Kunming and Palembang, you should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Palembang'}
{'statement': "You don't like hot weather. Between Ushuaia and Toamasina, you should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Toamasina'}
{'statement': "You don't like hot weather. Between Mandalay and Kabul, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': "You don't like hot weather. Between Mombasa and Palmerston North, you should visit Palmerston North.", 'answer': 'Palmerston North', 'candidate': 'Mombasa'}
{'statement': "You don't like hot weather. Between Cayenne and Dublin, you should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Cayenne'}
{'statement': "You don't like hot weather. Between Sucre and Surabaya, you should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Surabaya'}
{'statement': "You don't like hot weather. Between Addis Ababa and Kuopio, you should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Addis Ababa'}
{'statement': "You don't like hot weather. Between Saint Petersburg and Rabat, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Rabat'}
{'statement': "You don't like hot weather. Between Cabo San Lucas and Punta Arenas, you should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'Cabo San Lucas'}
{'statement': "You don't like hot weather. Between Tauranga and Aden, you should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Cayenne and Addis Ababa, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': "You don't like hot weather. Between Kuopio and Rangpur, you should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Rangpur'}
{'statement': "You don't like hot weather. Between Manila and Lyon, you should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Manila'}
{'statement': "You don't like hot weather. Between Niamey and Quito, you should visit Quito.", 'answer': 'Quito', 'candidate': 'Niamey'}
{'statement': "You don't like hot weather. Between Gabès and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Gabès'}
{'statement': "You don't like hot weather. Between Nakhon Ratchasima and Napier, you should visit Napier.", 'answer': 'Napier', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like hot weather. Between Lviv and Maputo, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Maputo'}
{'statement': "You don't like hot weather. Between Sokoto and Sacramento, you should visit Sacramento.", 'answer': 'Sacramento', 'candidate': 'Sokoto'}
{'statement': "You don't like hot weather. Between Sydney and Willemstad, you should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': "You don't like hot weather. Between Manila and Changsha, you should visit Changsha.", 'answer': 'Changsha', 'candidate': 'Manila'}
{'statement': "You don't like hot weather. Between Brussels and Suva, you should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Suva'}
{'statement': "You don't like hot weather. Between Zürich and Riyadh, you should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Riyadh'}
{'statement': "You don't like hot weather. Between Garissa and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Beirut and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Beirut'}
{'statement': "You don't like hot weather. Between Neuquén and Manaus, you should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Manaus'}
{'statement': "You don't like hot weather. Between Malabo and Sucre, you should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Malabo'}
{'statement': "You don't like hot weather. Between Changsha and Reykjavík, you should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Changsha'}
{'statement': "You don't like hot weather. Between Napier and Calgary, you should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Napier'}
{'statement': "You don't like hot weather. Between Melbourne and Cayenne, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': "You don't like hot weather. Between Murmansk and Porto Alegre, you should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Porto Alegre'}
{'statement': "You don't like hot weather. Between Melbourne and Bangkok, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Bangkok'}
{'statement': "You don't like hot weather. Between Bangui and Lyon, you should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Bangui'}
{'statement': "You don't like hot weather. Between Panama City and Lisbon, you should visit Lisbon.", 'answer': 'Lisbon', 'candidate': 'Panama City'}
{'statement': "You don't like hot weather. Between Lhasa and Gabès, you should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Gabès'}
{'statement': "You don't like hot weather. Between Pittsburgh and Surabaya, you should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Surabaya'}
{'statement': "You don't like hot weather. Between Ségou and Santiago, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Palembang and Berlin, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Palembang'}
{'statement': "You don't like hot weather. Between Palermo and Punta Arenas, you should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'Palermo'}
{'statement': "You don't like hot weather. Between Entebbe and Novosibirsk, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Entebbe'}
{'statement': "You don't like hot weather. Between Kuwait City and Lviv, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Kuwait City'}
{'statement': "You don't like hot weather. Between Pontianak and Moscow, you should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Pontianak'}
{'statement': "You don't like hot weather. Between Lhasa and Bujumbura, you should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Bujumbura'}
{'statement': "You don't like hot weather. Between Damascus and Garissa, you should visit Damascus.", 'answer': 'Damascus', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Hamilton and Dublin, you should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Hamilton'}
{'statement': "You don't like hot weather. Between Fairbanks and Entebbe, you should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Entebbe'}
{'statement': "You don't like hot weather. Between Ulaanbaatar and Lake Havasu City, you should visit Ulaanbaatar.", 'answer': 'Ulaanbaatar', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like hot weather. Between La Paz and Bishkek, you should visit Bishkek.", 'answer': 'Bishkek', 'candidate': 'La Paz'}
{'statement': "You don't like hot weather. Between Lima and Ushuaia, you should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Lima'}
{'statement': "You don't like hot weather. Between Kuopio and Porto Alegre, you should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Porto Alegre'}
{'statement': "You don't like hot weather. Between Baltimore and Toliara, you should visit Baltimore.", 'answer': 'Baltimore', 'candidate': 'Toliara'}
{'statement': "You don't like hot weather. Between Reykjavík and Toamasina, you should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Toamasina'}
{'statement': "You don't like hot weather. Between Lviv and Guangzhou, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Guangzhou'}
{'statement': "You don't like hot weather. Between Wellington and Cayenne, you should visit Wellington.", 'answer': 'Wellington', 'candidate': 'Cayenne'}
{'statement': "You don't like hot weather. Between Johannesburg and Lomé, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Lomé'}
{'statement': "You don't like hot weather. Between Tauranga and San Juan, you should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Sapporo and Vientiane, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Vientiane'}
{'statement': "You don't like hot weather. Between San Juan and Ottawa, you should visit Ottawa.", 'answer': 'Ottawa', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Lake Havasu City and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like hot weather. Between Bangkok and Harare, you should visit Harare.", 'answer': 'Harare', 'candidate': 'Bangkok'}
{'statement': "You don't like hot weather. Between Panama City and Quito, you should visit Quito.", 'answer': 'Quito', 'candidate': 'Panama City'}
{'statement': "You don't like hot weather. Between Halifax and Brisbane, you should visit Halifax.", 'answer': 'Halifax', 'candidate': 'Brisbane'}
{'statement': "You don't like hot weather. Between Milwaukee and Maputo, you should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Maputo'}
{'statement': "You don't like hot weather. Between Pontianak and Brussels, you should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': "You don't like hot weather. Between Mexico City and Ürümqi, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': "You don't like hot weather. Between Ulaanbaatar and Bucharest, you should visit Ulaanbaatar.", 'answer': 'Ulaanbaatar', 'candidate': 'Bucharest'}
{'statement': "You don't like hot weather. Between Djibouti and Brussels, you should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Djibouti'}
{'statement': "You don't like hot weather. Between Willemstad and Kabul, you should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Willemstad'}
{'statement': "You don't like hot weather. Between Nur-Sultan and Sokoto, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Sokoto'}
{'statement': "You don't like hot weather. Between Rosario and Willemstad, you should visit Rosario.", 'answer': 'Rosario', 'candidate': 'Willemstad'}
{'statement': "You don't like hot weather. Between Tamanrasset and Saskatoon, you should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Tamanrasset'}
{'statement': "You don't like hot weather. Between Yinchuan and Bata, you should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Bata'}
{'statement': "You don't like hot weather. Between Juba and Mendoza, you should visit Mendoza.", 'answer': 'Mendoza', 'candidate': 'Juba'}
{'statement': "You don't like hot weather. Between Lomé and La Serena, you should visit La Serena.", 'answer': 'La Serena', 'candidate': 'Lomé'}
{'statement': "You don't like hot weather. Between Ouahigouya and Neuquén, you should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Ouahigouya'}
{'statement': "You don't like hot weather. Between Mombasa and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Mombasa'}
{'statement': "You don't like hot weather. Between Berlin and Aden, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Mendoza and Darwin, you should visit Mendoza.", 'answer': 'Mendoza', 'candidate': 'Darwin'}
{'statement': "You don't like hot weather. Between Lviv and Djibouti, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Djibouti'}
{'statement': "You don't like hot weather. Between Mandalay and Melbourne, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': "You don't like hot weather. Between Alexandria and Chicago, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': "You don't like hot weather. Between Nur-Sultan and Luanda, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Luanda'}
{'statement': "You don't like hot weather. Between Nairobi and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Nairobi'}
{'statement': "You don't like hot weather. Between Phnom Penh and Campos do Jordão, you should visit Campos do Jordão.", 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': "You don't like hot weather. Between Pontianak and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Pontianak'}
{'statement': "You don't like hot weather. Between Nur-Sultan and Tabora, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Tabora'}
{'statement': "You don't like hot weather. Between Garissa and Hobart, you should visit Hobart.", 'answer': 'Hobart', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Garoua and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Garoua'}
{'statement': "You don't like hot weather. Between Ségou and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Kampala and Yinchuan, you should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': "You don't like hot weather. Between Monterrey and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': "You don't like hot weather. Between Bergen and Los Angeles, you should visit Bergen.", 'answer': 'Bergen', 'candidate': 'Los Angeles'}
{'statement': "You don't like hot weather. Between Luanda and Hobart, you should visit Hobart.", 'answer': 'Hobart', 'candidate': 'Luanda'}
{'statement': "You don't like hot weather. Between Sucre and Managua, you should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Managua'}
{'statement': "You don't like hot weather. Between Cairo and Erzurum, you should visit Erzurum.", 'answer': 'Erzurum', 'candidate': 'Cairo'}
{'statement': "You don't like hot weather. Between Nairobi and Panama City, you should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Panama City'}
{'statement': "You don't like hot weather. Between Ho Chi Minh City and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Ho Chi Minh City'}
{'statement': "You don't like hot weather. Between Denver and Hamilton, you should visit Denver.", 'answer': 'Denver', 'candidate': 'Hamilton'}
{'statement': "You don't like hot weather. Between Djibouti and Minsk, you should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Djibouti'}
{'statement': "You don't like hot weather. Between Skopje and Ho Chi Minh City, you should visit Skopje.", 'answer': 'Skopje', 'candidate': 'Ho Chi Minh City'}
{'statement': "You don't like hot weather. Between Pittsburgh and Thiès, you should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Thiès'}
{'statement': "You don't like hot weather. Between Lagos and London, you should visit London.", 'answer': 'London', 'candidate': 'Lagos'}
{'statement': "You don't like hot weather. Between Baku and Bata, you should visit Baku.", 'answer': 'Baku', 'candidate': 'Bata'}
{'statement': "You don't like hot weather. Between Podgorica and Garissa, you should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Riyadh and Ankara, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Riyadh'}
{'statement': "You don't like hot weather. Between Antofagasta and Kuopio, you should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': "You don't like hot weather. Between La Ceiba and Asmara, you should visit Asmara.", 'answer': 'Asmara', 'candidate': 'La Ceiba'}
{'statement': "You don't like hot weather. Between Chicago and La Paz, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': "You don't like hot weather. Between Neuquén and Hat Yai, you should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Hat Yai'}
{'statement': "You don't like hot weather. Between Yakutsk and Rosario, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Rosario'}
{'statement': "You don't like hot weather. Between Ürümqi and Palermo, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Palermo'}
{'statement': "You don't like hot weather. Between Fukuoka and San Juan, you should visit Fukuoka.", 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Bergen and Ségou, you should visit Bergen.", 'answer': 'Bergen', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Dodoma and Brussels, you should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Dodoma'}
{'statement': "You don't like hot weather. Between Ségou and Milan, you should visit Milan.", 'answer': 'Milan', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Berlin and Port Sudan, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': "You don't like hot weather. Between San Diego and Ürümqi, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': "You don't like hot weather. Between Ushuaia and Mandalay, you should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Mandalay'}
{'statement': "You don't like hot weather. Between Novosibirsk and Tabora, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Tabora'}
{'statement': "You don't like hot weather. Between Lagos and Hobart, you should visit Hobart.", 'answer': 'Hobart', 'candidate': 'Lagos'}
{'statement': "You don't like hot weather. Between Novosibirsk and Benghazi, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Benghazi'}
{'statement': "You don't like hot weather. Between La Ceiba and Tauranga, you should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'La Ceiba'}
{'statement': "You don't like hot weather. Between Manila and Nur-Sultan, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Manila'}
{'statement': "You don't like hot weather. Between Sapporo and Nakhon Ratchasima, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like hot weather. Between Denver and Toamasina, you should visit Denver.", 'answer': 'Denver', 'candidate': 'Toamasina'}
{'statement': "You don't like hot weather. Between Muscat and Christchurch, you should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Muscat'}
{'statement': "You don't like hot weather. Between Skopje and Nakhon Ratchasima, you should visit Skopje.", 'answer': 'Skopje', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like hot weather. Between San Juan and Belgrade, you should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Belgrade and La Paz, you should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'La Paz'}
{'statement': "You don't like hot weather. Between Milwaukee and Aden, you should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Saskatoon and Cabo San Lucas, you should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': "You don't like hot weather. Between Bujumbura and Pittsburgh, you should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Bujumbura'}
{'statement': "You don't like hot weather. Between Damascus and Fairbanks, you should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Damascus'}
{'statement': "You don't like hot weather. Between Kampala and Lhasa, you should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Kampala'}
{'statement': "You don't like hot weather. Between Jakarta and Addis Ababa, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Jakarta'}
{'statement': "You don't like hot weather. Between Ankara and Mexicali, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Mexicali'}
{'statement': "You don't like hot weather. Between Lyon and Suva, you should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Suva'}
{'statement': "You don't like hot weather. Between Podgorica and Murmansk, you should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Podgorica'}
{'statement': "You don't like hot weather. Between Irkutsk and Algiers, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': "You don't like hot weather. Between Kano and Tauranga, you should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': "You don't like hot weather. Between Novosibirsk and Tampa, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Tampa'}
{'statement': "You don't like hot weather. Between Boise and San Juan, you should visit Boise.", 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between La Ceiba and Neuquén, you should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'La Ceiba'}
{'statement': "You don't like hot weather. Between Managua and Minsk, you should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Managua'}
{'statement': "You don't like hot weather. Between Monterrey and Anchorage, you should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Monterrey'}
{'statement': "You don't like hot weather. Between Bangkok and Ottawa, you should visit Ottawa.", 'answer': 'Ottawa', 'candidate': 'Bangkok'}
{'statement': "You don't like hot weather. Between Albuquerque and La Ceiba, you should visit Albuquerque.", 'answer': 'Albuquerque', 'candidate': 'La Ceiba'}
{'statement': "You don't like hot weather. Between Suwałki and Garissa, you should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Sapporo and Brisbane, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Brisbane'}
{'statement': "You don't like hot weather. Between Anchorage and Hanoi, you should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Hanoi'}
{'statement': "You don't like hot weather. Between Murmansk and Tauranga, you should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Tauranga'}
{'statement': "You don't like hot weather. Between Dodoma and Milwaukee, you should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': "You don't like hot weather. Between San Diego and Garissa, you should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Calgary and Changsha, you should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Changsha'}
{'statement': "You don't like hot weather. Between Mahajanga and Yerevan, you should visit Yerevan.", 'answer': 'Yerevan', 'candidate': 'Mahajanga'}
{'statement': "You don't like hot weather. Between Guadalajara and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Guadalajara'}
{'statement': "You don't like hot weather. Between Christchurch and Port-Gentil, you should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Port-Gentil'}
{'statement': "You don't like hot weather. Between San Juan and Belgrade, you should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Nur-Sultan and Sucre, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Sucre'}
{'statement': "You don't like hot weather. Between Suwałki and Palermo, you should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Palermo'}
{'statement': "You don't like hot weather. Between Nur-Sultan and Phoenix, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Phoenix'}
{'statement': "You don't like hot weather. Between Vientiane and Calgary, you should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Vientiane'}
{'statement': "You don't like hot weather. Between Omaha and Sokoto, you should visit Omaha.", 'answer': 'Omaha', 'candidate': 'Sokoto'}
{'statement': "You don't like hot weather. Between Zagreb and Aden, you should visit Zagreb.", 'answer': 'Zagreb', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Yakutsk and Toamasina, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Toamasina'}
