{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Belgrade, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Tirana, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Erzurum, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Entebbe and Vienna, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Moscow, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Canberra, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Vladivostok, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Dublin, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Kathmandu and Minsk, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Pittsburgh, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Yinchuan, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Bishkek, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Amsterdam, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Bucharest, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Changsha, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Lviv, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Ottawa, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Anchorage, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Almaty, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Bratislava, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Murmansk, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Bratislava, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Saint Petersburg, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Pittsburgh, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Palmerston North, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Suwałki, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Melbourne, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Saskatoon, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Yinchuan, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Almaty, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Minsk, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Halifax, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Ürümqi, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Yakutsk, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Zürich, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Dublin, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Canberra, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Yakutsk, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Lhasa, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Ndola and Ulaanbaatar, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Oslo, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Bucharest, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Quito and Irkutsk, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Irkutsk, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Auckland, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Copenhagen, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Belgrade, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Copenhagen, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Berlin, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Bratislava, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Brussels, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Amsterdam, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Berlin, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Tripoli and Toronto, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Brussels, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Minneapolis, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Belgrade, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Bishkek, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Fairbanks, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Skopje, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and London, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Toluca, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Oslo, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Irkutsk, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Tashkent and Ulaanbaatar, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Baku, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Denver, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Bogotá, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Neuquén, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Berlin, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and Yakutsk, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Omaha, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Ottawa, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Kabul, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Changsha, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Ushuaia, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Minsk, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Calgary, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Omaha, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Canberra, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Kuopio, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Ushuaia, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Sapporo, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Tashkent and Kuopio, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Benghazi and Irkutsk, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Zürich, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Yakutsk, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Murmansk, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Halifax, this person should visit San José.', 'answer': 'San José', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Piura and Amsterdam, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Milwaukee, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Sapporo, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Curitiba, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Melbourne, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Río Gallegos, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Boise, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Denver, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Bishkek, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Bratislava, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Halifax, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Kansas City, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Rome, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Asmara, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Brussels, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Bishkek, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Lima and Minsk, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Halifax, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Bahía Blanca and Murmansk, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Ulaanbaatar, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Reykjavík, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Skopje, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Shanghai and Ulaanbaatar, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Lusaka and Toronto, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Calgary, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Omaha, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Sapporo, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Quito, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Baku and Fairbanks, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Christchurch, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Christchurch, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Sapporo, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Yerevan, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Palermo, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with warm weather. Between Pretoria and Bergen, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Lhasa, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Milan, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Pittsburgh, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Zagreb, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Johannesburg, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Calgary, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Sucre, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Canberra, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Bahía Blanca, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Ushuaia, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Asmara, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Lviv, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Saskatoon, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Rosario and Halifax, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Toronto, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Erzurum, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Copenhagen, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Ljubljana, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Novosibirsk, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Ürümqi, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Ankara, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Ulaanbaatar, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and El Paso, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with warm weather. Between Buenos Aires and Punta Arenas, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Paris, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Viedma, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Napier, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Novosibirsk, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Brussels, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Saint Petersburg, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Saint Petersburg'}
