{'statement': 'Between Córdoba and Abéché, the city with lower average temperature is Córdoba.', 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': 'Between Surabaya and Sucre, the city with lower average temperature is Sucre.', 'answer': 'Sucre', 'candidate': 'Surabaya'}
{'statement': 'Between Kuopio and Addis Ababa, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Addis Ababa'}
{'statement': 'Between Rabat and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Rabat'}
{'statement': 'Between Punta Arenas and Cabo San Lucas, the city with lower average temperature is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Tauranga and Aden, the city with lower average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Aden'}
{'statement': 'Between Cayenne and Addis Ababa, the city with lower average temperature is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'Between Kuopio and Rangpur, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Rangpur'}
{'statement': 'Between Manila and Lyon, the city with lower average temperature is Lyon.', 'answer': 'Lyon', 'candidate': 'Manila'}
{'statement': 'Between Niamey and Quito, the city with lower average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Niamey'}
{'statement': 'Between Minneapolis and Gabès, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Gabès'}
{'statement': 'Between Nakhon Ratchasima and Napier, the city with lower average temperature is Napier.', 'answer': 'Napier', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Maputo and Lviv, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Maputo'}
{'statement': 'Between Sokoto and Sacramento, the city with lower average temperature is Sacramento.', 'answer': 'Sacramento', 'candidate': 'Sokoto'}
{'statement': 'Between Willemstad and Sydney, the city with lower average temperature is Sydney.', 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': 'Between Manila and Changsha, the city with lower average temperature is Changsha.', 'answer': 'Changsha', 'candidate': 'Manila'}
{'statement': 'Between Suva and Brussels, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Suva'}
{'statement': 'Between Zürich and Riyadh, the city with lower average temperature is Zürich.', 'answer': 'Zürich', 'candidate': 'Riyadh'}
{'statement': 'Between Minneapolis and Garissa, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Garissa'}
{'statement': 'Between Beirut and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Beirut'}
{'statement': 'Between Manaus and Neuquén, the city with lower average temperature is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Manaus'}
{'statement': 'Between Sucre and Malabo, the city with lower average temperature is Sucre.', 'answer': 'Sucre', 'candidate': 'Malabo'}
{'statement': 'Between Changsha and Reykjavík, the city with lower average temperature is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Changsha'}
{'statement': 'Between Calgary and Napier, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Napier'}
{'statement': 'Between Cayenne and Melbourne, the city with lower average temperature is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': 'Between Murmansk and Porto Alegre, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Porto Alegre'}
{'statement': 'Between Melbourne and Bangkok, the city with lower average temperature is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bangkok'}
{'statement': 'Between Bangui and Lyon, the city with lower average temperature is Lyon.', 'answer': 'Lyon', 'candidate': 'Bangui'}
{'statement': 'Between Panama City and Lisbon, the city with lower average temperature is Lisbon.', 'answer': 'Lisbon', 'candidate': 'Panama City'}
{'statement': 'Between Lhasa and Gabès, the city with lower average temperature is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Gabès'}
{'statement': 'Between Pittsburgh and Surabaya, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Surabaya'}
{'statement': 'Between Santiago and Ségou, the city with lower average temperature is Santiago.', 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': 'Between Palembang and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Palembang'}
{'statement': 'Between Palermo and Punta Arenas, the city with lower average temperature is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Palermo'}
{'statement': 'Between Entebbe and Novosibirsk, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Entebbe'}
{'statement': 'Between Lviv and Kuwait City, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Kuwait City'}
{'statement': 'Between Pontianak and Moscow, the city with lower average temperature is Moscow.', 'answer': 'Moscow', 'candidate': 'Pontianak'}
{'statement': 'Between Bujumbura and Lhasa, the city with lower average temperature is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Bujumbura'}
{'statement': 'Between Damascus and Garissa, the city with lower average temperature is Damascus.', 'answer': 'Damascus', 'candidate': 'Garissa'}
{'statement': 'Between Dublin and Hamilton, the city with lower average temperature is Dublin.', 'answer': 'Dublin', 'candidate': 'Hamilton'}
{'statement': 'Between Entebbe and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Entebbe'}
{'statement': 'Between Ulaanbaatar and Lake Havasu City, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Bishkek and La Paz, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'La Paz'}
{'statement': 'Between Lima and Ushuaia, the city with lower average temperature is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lima'}
{'statement': 'Between Porto Alegre and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Porto Alegre'}
{'statement': 'Between Baltimore and Toliara, the city with lower average temperature is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Toliara'}
{'statement': 'Between Toamasina and Reykjavík, the city with lower average temperature is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Toamasina'}
{'statement': 'Between Guangzhou and Lviv, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Guangzhou'}
{'statement': 'Between Wellington and Cayenne, the city with lower average temperature is Wellington.', 'answer': 'Wellington', 'candidate': 'Cayenne'}
{'statement': 'Between Johannesburg and Lomé, the city with lower average temperature is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lomé'}
{'statement': 'Between Tauranga and San Juan, the city with lower average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'San Juan'}
{'statement': 'Between Vientiane and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Vientiane'}
{'statement': 'Between Ottawa and San Juan, the city with lower average temperature is Ottawa.', 'answer': 'Ottawa', 'candidate': 'San Juan'}
{'statement': 'Between Lake Havasu City and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Harare and Bangkok, the city with lower average temperature is Harare.', 'answer': 'Harare', 'candidate': 'Bangkok'}
{'statement': 'Between Quito and Panama City, the city with lower average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Panama City'}
{'statement': 'Between Halifax and Brisbane, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Brisbane'}
{'statement': 'Between Maputo and Milwaukee, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Maputo'}
{'statement': 'Between Brussels and Pontianak, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': 'Between Ürümqi and Mexico City, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': 'Between Ulaanbaatar and Bucharest, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Bucharest'}
{'statement': 'Between Brussels and Djibouti, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Djibouti'}
{'statement': 'Between Willemstad and Kabul, the city with lower average temperature is Kabul.', 'answer': 'Kabul', 'candidate': 'Willemstad'}
{'statement': 'Between Sokoto and Nur-Sultan, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sokoto'}
{'statement': 'Between Rosario and Willemstad, the city with lower average temperature is Rosario.', 'answer': 'Rosario', 'candidate': 'Willemstad'}
{'statement': 'Between Saskatoon and Tamanrasset, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Tamanrasset'}
{'statement': 'Between Bata and Yinchuan, the city with lower average temperature is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Bata'}
{'statement': 'Between Juba and Mendoza, the city with lower average temperature is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Juba'}
{'statement': 'Between La Serena and Lomé, the city with lower average temperature is La Serena.', 'answer': 'La Serena', 'candidate': 'Lomé'}
{'statement': 'Between Neuquén and Ouahigouya, the city with lower average temperature is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Ouahigouya'}
{'statement': 'Between Mombasa and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Mombasa'}
{'statement': 'Between Aden and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Aden'}
{'statement': 'Between Darwin and Mendoza, the city with lower average temperature is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Darwin'}
{'statement': 'Between Lviv and Djibouti, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Djibouti'}
{'statement': 'Between Mandalay and Melbourne, the city with lower average temperature is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': 'Between Alexandria and Chicago, the city with lower average temperature is Chicago.', 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': 'Between Luanda and Nur-Sultan, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Luanda'}
{'statement': 'Between Nairobi and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Nairobi'}
{'statement': 'Between Phnom Penh and Campos do Jordão, the city with lower average temperature is Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': 'Between Pontianak and Minneapolis, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Pontianak'}
{'statement': 'Between Nur-Sultan and Tabora, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Tabora'}
{'statement': 'Between Hobart and Garissa, the city with lower average temperature is Hobart.', 'answer': 'Hobart', 'candidate': 'Garissa'}
{'statement': 'Between Garoua and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Garoua'}
{'statement': 'Between Ségou and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Ségou'}
{'statement': 'Between Kampala and Yinchuan, the city with lower average temperature is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': 'Between Yakutsk and Monterrey, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': 'Between Los Angeles and Bergen, the city with lower average temperature is Bergen.', 'answer': 'Bergen', 'candidate': 'Los Angeles'}
{'statement': 'Between Luanda and Hobart, the city with lower average temperature is Hobart.', 'answer': 'Hobart', 'candidate': 'Luanda'}
{'statement': 'Between Managua and Sucre, the city with lower average temperature is Sucre.', 'answer': 'Sucre', 'candidate': 'Managua'}
{'statement': 'Between Cairo and Erzurum, the city with lower average temperature is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Cairo'}
{'statement': 'Between Panama City and Nairobi, the city with lower average temperature is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Panama City'}
{'statement': 'Between Ho Chi Minh City and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Hamilton and Denver, the city with lower average temperature is Denver.', 'answer': 'Denver', 'candidate': 'Hamilton'}
{'statement': 'Between Djibouti and Minsk, the city with lower average temperature is Minsk.', 'answer': 'Minsk', 'candidate': 'Djibouti'}
{'statement': 'Between Ho Chi Minh City and Skopje, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Thiès and Pittsburgh, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Thiès'}
{'statement': 'Between Lagos and London, the city with lower average temperature is London.', 'answer': 'London', 'candidate': 'Lagos'}
{'statement': 'Between Baku and Bata, the city with lower average temperature is Baku.', 'answer': 'Baku', 'candidate': 'Bata'}
{'statement': 'Between Podgorica and Garissa, the city with lower average temperature is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Garissa'}
{'statement': 'Between Riyadh and Ankara, the city with lower average temperature is Ankara.', 'answer': 'Ankara', 'candidate': 'Riyadh'}
{'statement': 'Between Kuopio and Antofagasta, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': 'Between Asmara and La Ceiba, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'La Ceiba'}
{'statement': 'Between Chicago and La Paz, the city with lower average temperature is Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'Between Hat Yai and Neuquén, the city with lower average temperature is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Hat Yai'}
{'statement': 'Between Rosario and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Rosario'}
{'statement': 'Between Palermo and Ürümqi, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Palermo'}
{'statement': 'Between San Juan and Fukuoka, the city with lower average temperature is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': 'Between Bergen and Ségou, the city with lower average temperature is Bergen.', 'answer': 'Bergen', 'candidate': 'Ségou'}
{'statement': 'Between Dodoma and Brussels, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Dodoma'}
{'statement': 'Between Milan and Ségou, the city with lower average temperature is Milan.', 'answer': 'Milan', 'candidate': 'Ségou'}
{'statement': 'Between Port Sudan and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': 'Between Ürümqi and San Diego, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': 'Between Mandalay and Ushuaia, the city with lower average temperature is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Mandalay'}
{'statement': 'Between Novosibirsk and Tabora, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Tabora'}
{'statement': 'Between Hobart and Lagos, the city with lower average temperature is Hobart.', 'answer': 'Hobart', 'candidate': 'Lagos'}
{'statement': 'Between Novosibirsk and Benghazi, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Benghazi'}
{'statement': 'Between Tauranga and La Ceiba, the city with lower average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'La Ceiba'}
{'statement': 'Between Nur-Sultan and Manila, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Manila'}
{'statement': 'Between Nakhon Ratchasima and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Toamasina and Denver, the city with lower average temperature is Denver.', 'answer': 'Denver', 'candidate': 'Toamasina'}
{'statement': 'Between Muscat and Christchurch, the city with lower average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Muscat'}
{'statement': 'Between Nakhon Ratchasima and Skopje, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between San Juan and Belgrade, the city with lower average temperature is Belgrade.', 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': 'Between La Paz and Belgrade, the city with lower average temperature is Belgrade.', 'answer': 'Belgrade', 'candidate': 'La Paz'}
{'statement': 'Between Aden and Milwaukee, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Aden'}
{'statement': 'Between Cabo San Lucas and Saskatoon, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Pittsburgh and Bujumbura, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Bujumbura'}
{'statement': 'Between Fairbanks and Damascus, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Damascus'}
{'statement': 'Between Kampala and Lhasa, the city with lower average temperature is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Kampala'}
{'statement': 'Between Jakarta and Addis Ababa, the city with lower average temperature is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Jakarta'}
{'statement': 'Between Mexicali and Ankara, the city with lower average temperature is Ankara.', 'answer': 'Ankara', 'candidate': 'Mexicali'}
{'statement': 'Between Suva and Lyon, the city with lower average temperature is Lyon.', 'answer': 'Lyon', 'candidate': 'Suva'}
{'statement': 'Between Murmansk and Podgorica, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Podgorica'}
{'statement': 'Between Algiers and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': 'Between Kano and Tauranga, the city with lower average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': 'Between Novosibirsk and Tampa, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Tampa'}
{'statement': 'Between Boise and San Juan, the city with lower average temperature is Boise.', 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': 'Between Neuquén and La Ceiba, the city with lower average temperature is Neuquén.', 'answer': 'Neuquén', 'candidate': 'La Ceiba'}
{'statement': 'Between Managua and Minsk, the city with lower average temperature is Minsk.', 'answer': 'Minsk', 'candidate': 'Managua'}
{'statement': 'Between Monterrey and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Monterrey'}
{'statement': 'Between Bangkok and Ottawa, the city with lower average temperature is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Bangkok'}
{'statement': 'Between La Ceiba and Albuquerque, the city with lower average temperature is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'La Ceiba'}
{'statement': 'Between Garissa and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Garissa'}
{'statement': 'Between Sapporo and Brisbane, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Brisbane'}
{'statement': 'Between Hanoi and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Hanoi'}
{'statement': 'Between Murmansk and Tauranga, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tauranga'}
{'statement': 'Between Dodoma and Milwaukee, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': 'Between San Diego and Garissa, the city with lower average temperature is San Diego.', 'answer': 'San Diego', 'candidate': 'Garissa'}
{'statement': 'Between Changsha and Calgary, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Changsha'}
{'statement': 'Between Yerevan and Mahajanga, the city with lower average temperature is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Mahajanga'}
{'statement': 'Between Guadalajara and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Guadalajara'}
{'statement': 'Between Port-Gentil and Christchurch, the city with lower average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Port-Gentil'}
{'statement': 'Between San Juan and Belgrade, the city with lower average temperature is Belgrade.', 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': 'Between Nur-Sultan and Sucre, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sucre'}
{'statement': 'Between Suwałki and Palermo, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Palermo'}
{'statement': 'Between Nur-Sultan and Phoenix, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Phoenix'}
{'statement': 'Between Calgary and Vientiane, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Vientiane'}
{'statement': 'Between Omaha and Sokoto, the city with lower average temperature is Omaha.', 'answer': 'Omaha', 'candidate': 'Sokoto'}
{'statement': 'Between Aden and Zagreb, the city with lower average temperature is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Aden'}
{'statement': 'Between Toamasina and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toamasina'}
