{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Córdoba, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Lviv, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Wellington, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Johannesburg and Lomé, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Sapporo, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Ottawa and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Yakutsk and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Quito, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Halifax, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Milwaukee, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Brussels, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Ürümqi and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Bucharest and Ulaanbaatar, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Djibouti, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Kabul, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Nur-Sultan, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Rosario, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with warm weather. Between Saskatoon and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Yinchuan and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Mendoza and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and La Serena, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Neuquén, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Vladivostok and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Berlin and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Mendoza, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Lviv, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Melbourne and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Alexandria and Chicago, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Nur-Sultan, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Irkutsk, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Campos do Jordão, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Minneapolis and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Nur-Sultan, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Hobart and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Sapporo, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Vladivostok and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Yinchuan, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Yakutsk, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Bergen and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Hobart and Luanda, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Sucre, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Erzurum, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Irkutsk, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Denver and Hamilton, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Minsk, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Skopje, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Pittsburgh and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between London and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Baku and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Podgorica, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Ankara and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuopio and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Asmara, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Chicago, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Neuquén, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Yakutsk and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ürümqi and Palermo, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Fukuoka and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Bergen and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Milan and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Berlin, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Ürümqi and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Ushuaia, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Novosibirsk, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Hobart, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Novosibirsk and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Nur-Sultan and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Sapporo, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Denver and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Christchurch and Muscat, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Skopje and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Belgrade, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Belgrade and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Milwaukee and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Saskatoon and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Pittsburgh, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Fairbanks, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Lhasa and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Addis Ababa and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Ankara, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Lyon and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between Murmansk and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Irkutsk and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Tauranga and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Novosibirsk, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Boise, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Neuquén, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Minsk and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Anchorage, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Ottawa and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Albuquerque, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Albuquerque'}
