{'statement': 'You are looking for a city with warm weather. Between Canberra and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Canberra'}
{'statement': 'You are looking for a city with warm weather. Between Auckland and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with warm weather. Between Bishkek and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Ndola and Copenhagen, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between Makurdi and Paris, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between Kuopio and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Cape Town and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Halifax and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Tauranga, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Yakutsk, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Bata and Hobart, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Hobart'}
{'statement': 'You are looking for a city with warm weather. Between Sydney and Moscow, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Belize City and Indianapolis, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Indianapolis'}
{'statement': 'You are looking for a city with warm weather. Between Antofagasta and Murmansk, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Hat Yai and Baltimore, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Mexico City, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a city with warm weather. Between Niamey and Halifax, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between Belize City and Oslo, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Halifax and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Halifax'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Toluca, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Toluca'}
{'statement': 'You are looking for a city with warm weather. Between Lima and Punta Arenas, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a city with warm weather. Between Entebbe and Vienna, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with warm weather. Between Zagreb and Yakutsk, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Minsk and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Suwałki, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Toluca and Maputo, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Toluca'}
{'statement': 'You are looking for a city with warm weather. Between Houston and Río Gallegos, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a city with warm weather. Between Tashkent and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with warm weather. Between Lyon and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and San Diego, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'San Diego'}
{'statement': 'You are looking for a city with warm weather. Between Saint Petersburg and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a city with warm weather. Between Calgary and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Dublin and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Lhasa and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Brisbane and Yakutsk, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Reykjavík, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Lviv, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Ürümqi, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Bratislava, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a city with warm weather. Between Tamanrasset and Bishkek, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Anchorage and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Sapporo and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Moscow and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Calgary and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Asmara and Belize City, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Asmara'}
{'statement': 'You are looking for a city with warm weather. Between Reykjavík and Bamako, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a city with warm weather. Between Bamako and Saskatoon, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Amsterdam and Guangzhou, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Villahermosa and Minneapolis, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Bangkok and Yakutsk, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Pittsburgh and Port Sudan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Río Gallegos and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a city with warm weather. Between Makassar and Erzurum, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Muscat and Lyon, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with warm weather. Between Mumbai and Milan, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with warm weather. Between Saskatoon and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Milwaukee, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Kansas City, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Lomé and Neuquén, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Bucharest and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Nakhon Ratchasima and Christchurch, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Yakutsk and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Yakutsk and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Copenhagen and Caracas, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a city with warm weather. Between San Salvador and Kuopio, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Makurdi and Napier, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with warm weather. Between Lahore and Ottawa, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Lviv, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Amsterdam and Port Sudan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Zagreb, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a city with warm weather. Between Toliara and London, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'London'}
{'statement': 'You are looking for a city with warm weather. Between Fairbanks and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Christchurch and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Bangui and Toronto, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Lviv, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between San Antonio and Minsk, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Minsk'}
{'statement': 'You are looking for a city with warm weather. Between Bata and Amsterdam, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a city with warm weather. Between Baghdad and Ulaanbaatar, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a city with warm weather. Between Yerevan and Wau, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with warm weather. Between Addis Ababa and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with warm weather. Between Cabo San Lucas and La Serena, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'La Serena'}
{'statement': 'You are looking for a city with warm weather. Between Milwaukee and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a city with warm weather. Between Berlin and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Berlin'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Managua and Yerevan, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with warm weather. Between Florianópolis and Bucharest, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with warm weather. Between Neuquén and Belize City, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a city with warm weather. Between Alexandria and Oslo, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Douala and Rome, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with warm weather. Between Kansas City and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a city with warm weather. Between Pittsburgh and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Frankfurt and Belize City, you should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between Yakutsk and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Fairbanks and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Yakutsk, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and Kuopio, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a city with warm weather. Between Toronto and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Thiès and Ürümqi, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Lhasa and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between La Ceiba and Beijing, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Beijing'}
{'statement': 'You are looking for a city with warm weather. Between Port-Gentil and Frankfurt, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a city with warm weather. Between Ürümqi and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Sacramento, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a city with warm weather. Between Port Sudan and Vladivostok, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Parakou and Bogotá, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with warm weather. Between Bergen and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Bergen'}
{'statement': 'You are looking for a city with warm weather. Between Lahore and Wellington, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Wellington'}
{'statement': 'You are looking for a city with warm weather. Between Omaha and Tabora, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Omaha'}
{'statement': 'You are looking for a city with warm weather. Between Irkutsk and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Ho Chi Minh City and Ankara, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ankara'}
{'statement': 'You are looking for a city with warm weather. Between Rome and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Rome'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Dublin, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Dublin'}
{'statement': 'You are looking for a city with warm weather. Between Mumbai and Erzurum, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Bishkek, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with warm weather. Between Beirut and Anchorage, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Mexicali and Toronto, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Ottawa and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a city with warm weather. Between Denpasar and Moscow, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Moscow'}
{'statement': 'You are looking for a city with warm weather. Between Maputo and Denver, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Denver'}
{'statement': 'You are looking for a city with warm weather. Between Minneapolis and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Fukuoka, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a city with warm weather. Between Fairbanks and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a city with warm weather. Between Phnom Penh and Zürich, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Zürich'}
