{'statement': 'You are looking for a big city to visit. Between Vientiane and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Viedma and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Houston and Bamako, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Lomé and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Palmerston North and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Antofagasta and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Anchorage, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Halifax, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Bangui and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Denver and Bujumbura, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Paris and Lviv, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Christchurch and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Curitiba, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Cotonou and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Sacramento, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Suwałki and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Napier and Buenos Aires, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Murmansk and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Upington and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Erbil and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Bujumbura and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Murmansk and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Port Sudan and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Suwałki, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Sacramento and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Porto Alegre and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Conakry and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Conakry'}
