{'statement': "I don't like hot weather. Between Abéché and Córdoba, I should visit Córdoba.", 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': "I don't like hot weather. Between Palembang and Paris, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Palembang'}
{'statement': "I don't like hot weather. Between Punta Arenas and Lomé, I should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'Lomé'}
{'statement': "I don't like hot weather. Between Palembang and Kunming, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Palembang'}
{'statement': "I don't like hot weather. Between Toamasina and Ushuaia, I should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Toamasina'}
{'statement': "I don't like hot weather. Between Mandalay and Kabul, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': "I don't like hot weather. Between Palmerston North and Mombasa, I should visit Palmerston North.", 'answer': 'Palmerston North', 'candidate': 'Mombasa'}
{'statement': "I don't like hot weather. Between Dublin and Cayenne, I should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Cayenne'}
{'statement': "I don't like hot weather. Between Surabaya and Sucre, I should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Surabaya'}
{'statement': "I don't like hot weather. Between Kuopio and Addis Ababa, I should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Addis Ababa'}
{'statement': "I don't like hot weather. Between Rabat and Saint Petersburg, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Rabat'}
{'statement': "I don't like hot weather. Between Punta Arenas and Cabo San Lucas, I should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'Cabo San Lucas'}
{'statement': "I don't like hot weather. Between Aden and Tauranga, I should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Cayenne and Addis Ababa, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': "I don't like hot weather. Between Kuopio and Rangpur, I should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Rangpur'}
{'statement': "I don't like hot weather. Between Lyon and Manila, I should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Manila'}
{'statement': "I don't like hot weather. Between Quito and Niamey, I should visit Quito.", 'answer': 'Quito', 'candidate': 'Niamey'}
{'statement': "I don't like hot weather. Between Gabès and Minneapolis, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Gabès'}
{'statement': "I don't like hot weather. Between Nakhon Ratchasima and Napier, I should visit Napier.", 'answer': 'Napier', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like hot weather. Between Maputo and Lviv, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Maputo'}
{'statement': "I don't like hot weather. Between Sacramento and Sokoto, I should visit Sacramento.", 'answer': 'Sacramento', 'candidate': 'Sokoto'}
{'statement': "I don't like hot weather. Between Sydney and Willemstad, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': "I don't like hot weather. Between Manila and Changsha, I should visit Changsha.", 'answer': 'Changsha', 'candidate': 'Manila'}
{'statement': "I don't like hot weather. Between Brussels and Suva, I should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Suva'}
{'statement': "I don't like hot weather. Between Riyadh and Zürich, I should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Riyadh'}
{'statement': "I don't like hot weather. Between Minneapolis and Garissa, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Irkutsk and Beirut, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Beirut'}
{'statement': "I don't like hot weather. Between Neuquén and Manaus, I should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Manaus'}
{'statement': "I don't like hot weather. Between Sucre and Malabo, I should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Malabo'}
{'statement': "I don't like hot weather. Between Changsha and Reykjavík, I should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Changsha'}
{'statement': "I don't like hot weather. Between Napier and Calgary, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Napier'}
{'statement': "I don't like hot weather. Between Melbourne and Cayenne, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': "I don't like hot weather. Between Porto Alegre and Murmansk, I should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Porto Alegre'}
{'statement': "I don't like hot weather. Between Bangkok and Melbourne, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Bangkok'}
{'statement': "I don't like hot weather. Between Bangui and Lyon, I should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Bangui'}
{'statement': "I don't like hot weather. Between Lisbon and Panama City, I should visit Lisbon.", 'answer': 'Lisbon', 'candidate': 'Panama City'}
{'statement': "I don't like hot weather. Between Gabès and Lhasa, I should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Gabès'}
{'statement': "I don't like hot weather. Between Surabaya and Pittsburgh, I should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Surabaya'}
{'statement': "I don't like hot weather. Between Santiago and Ségou, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Berlin and Palembang, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Palembang'}
{'statement': "I don't like hot weather. Between Punta Arenas and Palermo, I should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'Palermo'}
{'statement': "I don't like hot weather. Between Novosibirsk and Entebbe, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Entebbe'}
{'statement': "I don't like hot weather. Between Kuwait City and Lviv, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Kuwait City'}
{'statement': "I don't like hot weather. Between Pontianak and Moscow, I should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Pontianak'}
{'statement': "I don't like hot weather. Between Lhasa and Bujumbura, I should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Bujumbura'}
{'statement': "I don't like hot weather. Between Damascus and Garissa, I should visit Damascus.", 'answer': 'Damascus', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Dublin and Hamilton, I should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Hamilton'}
{'statement': "I don't like hot weather. Between Fairbanks and Entebbe, I should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Entebbe'}
{'statement': "I don't like hot weather. Between Lake Havasu City and Ulaanbaatar, I should visit Ulaanbaatar.", 'answer': 'Ulaanbaatar', 'candidate': 'Lake Havasu City'}
{'statement': "I don't like hot weather. Between Bishkek and La Paz, I should visit Bishkek.", 'answer': 'Bishkek', 'candidate': 'La Paz'}
{'statement': "I don't like hot weather. Between Lima and Ushuaia, I should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Lima'}
{'statement': "I don't like hot weather. Between Porto Alegre and Kuopio, I should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Porto Alegre'}
{'statement': "I don't like hot weather. Between Baltimore and Toliara, I should visit Baltimore.", 'answer': 'Baltimore', 'candidate': 'Toliara'}
{'statement': "I don't like hot weather. Between Toamasina and Reykjavík, I should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Toamasina'}
{'statement': "I don't like hot weather. Between Lviv and Guangzhou, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Guangzhou'}
{'statement': "I don't like hot weather. Between Cayenne and Wellington, I should visit Wellington.", 'answer': 'Wellington', 'candidate': 'Cayenne'}
{'statement': "I don't like hot weather. Between Johannesburg and Lomé, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Lomé'}
{'statement': "I don't like hot weather. Between San Juan and Tauranga, I should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Sapporo and Vientiane, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Vientiane'}
{'statement': "I don't like hot weather. Between San Juan and Ottawa, I should visit Ottawa.", 'answer': 'Ottawa', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Yakutsk and Lake Havasu City, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Lake Havasu City'}
{'statement': "I don't like hot weather. Between Harare and Bangkok, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Bangkok'}
{'statement': "I don't like hot weather. Between Panama City and Quito, I should visit Quito.", 'answer': 'Quito', 'candidate': 'Panama City'}
{'statement': "I don't like hot weather. Between Halifax and Brisbane, I should visit Halifax.", 'answer': 'Halifax', 'candidate': 'Brisbane'}
{'statement': "I don't like hot weather. Between Milwaukee and Maputo, I should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Maputo'}
{'statement': "I don't like hot weather. Between Brussels and Pontianak, I should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': "I don't like hot weather. Between Mexico City and Ürümqi, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': "I don't like hot weather. Between Bucharest and Ulaanbaatar, I should visit Ulaanbaatar.", 'answer': 'Ulaanbaatar', 'candidate': 'Bucharest'}
{'statement': "I don't like hot weather. Between Brussels and Djibouti, I should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Djibouti'}
{'statement': "I don't like hot weather. Between Willemstad and Kabul, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Willemstad'}
{'statement': "I don't like hot weather. Between Nur-Sultan and Sokoto, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Sokoto'}
{'statement': "I don't like hot weather. Between Willemstad and Rosario, I should visit Rosario.", 'answer': 'Rosario', 'candidate': 'Willemstad'}
{'statement': "I don't like hot weather. Between Tamanrasset and Saskatoon, I should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Tamanrasset'}
{'statement': "I don't like hot weather. Between Bata and Yinchuan, I should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Bata'}
{'statement': "I don't like hot weather. Between Juba and Mendoza, I should visit Mendoza.", 'answer': 'Mendoza', 'candidate': 'Juba'}
{'statement': "I don't like hot weather. Between La Serena and Lomé, I should visit La Serena.", 'answer': 'La Serena', 'candidate': 'Lomé'}
{'statement': "I don't like hot weather. Between Ouahigouya and Neuquén, I should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Ouahigouya'}
{'statement': "I don't like hot weather. Between Vladivostok and Mombasa, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Mombasa'}
{'statement': "I don't like hot weather. Between Aden and Berlin, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Darwin and Mendoza, I should visit Mendoza.", 'answer': 'Mendoza', 'candidate': 'Darwin'}
{'statement': "I don't like hot weather. Between Lviv and Djibouti, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Djibouti'}
{'statement': "I don't like hot weather. Between Melbourne and Mandalay, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': "I don't like hot weather. Between Alexandria and Chicago, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': "I don't like hot weather. Between Luanda and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Luanda'}
{'statement': "I don't like hot weather. Between Irkutsk and Nairobi, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Nairobi'}
{'statement': "I don't like hot weather. Between Phnom Penh and Campos do Jordão, I should visit Campos do Jordão.", 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': "I don't like hot weather. Between Minneapolis and Pontianak, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Pontianak'}
{'statement': "I don't like hot weather. Between Nur-Sultan and Tabora, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Tabora'}
{'statement': "I don't like hot weather. Between Hobart and Garissa, I should visit Hobart.", 'answer': 'Hobart', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Sapporo and Garoua, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Garoua'}
{'statement': "I don't like hot weather. Between Vladivostok and Ségou, I should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Kampala and Yinchuan, I should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': "I don't like hot weather. Between Monterrey and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': "I don't like hot weather. Between Bergen and Los Angeles, I should visit Bergen.", 'answer': 'Bergen', 'candidate': 'Los Angeles'}
{'statement': "I don't like hot weather. Between Luanda and Hobart, I should visit Hobart.", 'answer': 'Hobart', 'candidate': 'Luanda'}
{'statement': "I don't like hot weather. Between Managua and Sucre, I should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Managua'}
{'statement': "I don't like hot weather. Between Cairo and Erzurum, I should visit Erzurum.", 'answer': 'Erzurum', 'candidate': 'Cairo'}
{'statement': "I don't like hot weather. Between Panama City and Nairobi, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Panama City'}
{'statement': "I don't like hot weather. Between Irkutsk and Ho Chi Minh City, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Ho Chi Minh City'}
{'statement': "I don't like hot weather. Between Hamilton and Denver, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Hamilton'}
{'statement': "I don't like hot weather. Between Djibouti and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Djibouti'}
{'statement': "I don't like hot weather. Between Ho Chi Minh City and Skopje, I should visit Skopje.", 'answer': 'Skopje', 'candidate': 'Ho Chi Minh City'}
{'statement': "I don't like hot weather. Between Pittsburgh and Thiès, I should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Thiès'}
{'statement': "I don't like hot weather. Between Lagos and London, I should visit London.", 'answer': 'London', 'candidate': 'Lagos'}
{'statement': "I don't like hot weather. Between Baku and Bata, I should visit Baku.", 'answer': 'Baku', 'candidate': 'Bata'}
{'statement': "I don't like hot weather. Between Garissa and Podgorica, I should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Riyadh and Ankara, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Riyadh'}
{'statement': "I don't like hot weather. Between Antofagasta and Kuopio, I should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': "I don't like hot weather. Between La Ceiba and Asmara, I should visit Asmara.", 'answer': 'Asmara', 'candidate': 'La Ceiba'}
{'statement': "I don't like hot weather. Between Chicago and La Paz, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': "I don't like hot weather. Between Neuquén and Hat Yai, I should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Hat Yai'}
{'statement': "I don't like hot weather. Between Rosario and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Rosario'}
{'statement': "I don't like hot weather. Between Palermo and Ürümqi, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Palermo'}
{'statement': "I don't like hot weather. Between San Juan and Fukuoka, I should visit Fukuoka.", 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Ségou and Bergen, I should visit Bergen.", 'answer': 'Bergen', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Brussels and Dodoma, I should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Dodoma'}
{'statement': "I don't like hot weather. Between Milan and Ségou, I should visit Milan.", 'answer': 'Milan', 'candidate': 'Ségou'}
{'statement': "I don't like hot weather. Between Berlin and Port Sudan, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': "I don't like hot weather. Between Ürümqi and San Diego, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': "I don't like hot weather. Between Ushuaia and Mandalay, I should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Mandalay'}
{'statement': "I don't like hot weather. Between Tabora and Novosibirsk, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Tabora'}
{'statement': "I don't like hot weather. Between Lagos and Hobart, I should visit Hobart.", 'answer': 'Hobart', 'candidate': 'Lagos'}
{'statement': "I don't like hot weather. Between Novosibirsk and Benghazi, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Benghazi'}
{'statement': "I don't like hot weather. Between Tauranga and La Ceiba, I should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'La Ceiba'}
{'statement': "I don't like hot weather. Between Manila and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Manila'}
{'statement': "I don't like hot weather. Between Sapporo and Nakhon Ratchasima, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like hot weather. Between Denver and Toamasina, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Toamasina'}
{'statement': "I don't like hot weather. Between Muscat and Christchurch, I should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Muscat'}
{'statement': "I don't like hot weather. Between Nakhon Ratchasima and Skopje, I should visit Skopje.", 'answer': 'Skopje', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like hot weather. Between San Juan and Belgrade, I should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between La Paz and Belgrade, I should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'La Paz'}
{'statement': "I don't like hot weather. Between Aden and Milwaukee, I should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Saskatoon and Cabo San Lucas, I should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': "I don't like hot weather. Between Pittsburgh and Bujumbura, I should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Bujumbura'}
{'statement': "I don't like hot weather. Between Fairbanks and Damascus, I should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Damascus'}
{'statement': "I don't like hot weather. Between Lhasa and Kampala, I should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Kampala'}
{'statement': "I don't like hot weather. Between Addis Ababa and Jakarta, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Jakarta'}
{'statement': "I don't like hot weather. Between Ankara and Mexicali, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Mexicali'}
{'statement': "I don't like hot weather. Between Lyon and Suva, I should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Suva'}
{'statement': "I don't like hot weather. Between Podgorica and Murmansk, I should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Podgorica'}
{'statement': "I don't like hot weather. Between Algiers and Irkutsk, I should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': "I don't like hot weather. Between Kano and Tauranga, I should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': "I don't like hot weather. Between Novosibirsk and Tampa, I should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Tampa'}
{'statement': "I don't like hot weather. Between Boise and San Juan, I should visit Boise.", 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Neuquén and La Ceiba, I should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'La Ceiba'}
{'statement': "I don't like hot weather. Between Managua and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Managua'}
{'statement': "I don't like hot weather. Between Anchorage and Monterrey, I should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Monterrey'}
{'statement': "I don't like hot weather. Between Ottawa and Bangkok, I should visit Ottawa.", 'answer': 'Ottawa', 'candidate': 'Bangkok'}
{'statement': "I don't like hot weather. Between La Ceiba and Albuquerque, I should visit Albuquerque.", 'answer': 'Albuquerque', 'candidate': 'La Ceiba'}
{'statement': "I don't like hot weather. Between Garissa and Suwałki, I should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Brisbane and Sapporo, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Brisbane'}
{'statement': "I don't like hot weather. Between Hanoi and Anchorage, I should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Hanoi'}
{'statement': "I don't like hot weather. Between Tauranga and Murmansk, I should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Tauranga'}
{'statement': "I don't like hot weather. Between Dodoma and Milwaukee, I should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': "I don't like hot weather. Between San Diego and Garissa, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Garissa'}
{'statement': "I don't like hot weather. Between Calgary and Changsha, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Changsha'}
{'statement': "I don't like hot weather. Between Mahajanga and Yerevan, I should visit Yerevan.", 'answer': 'Yerevan', 'candidate': 'Mahajanga'}
{'statement': "I don't like hot weather. Between Guadalajara and Sapporo, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Guadalajara'}
{'statement': "I don't like hot weather. Between Port-Gentil and Christchurch, I should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Port-Gentil'}
{'statement': "I don't like hot weather. Between San Juan and Belgrade, I should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': "I don't like hot weather. Between Nur-Sultan and Sucre, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Sucre'}
{'statement': "I don't like hot weather. Between Suwałki and Palermo, I should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Palermo'}
{'statement': "I don't like hot weather. Between Nur-Sultan and Phoenix, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Phoenix'}
{'statement': "I don't like hot weather. Between Vientiane and Calgary, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Vientiane'}
{'statement': "I don't like hot weather. Between Sokoto and Omaha, I should visit Omaha.", 'answer': 'Omaha', 'candidate': 'Sokoto'}
{'statement': "I don't like hot weather. Between Zagreb and Aden, I should visit Zagreb.", 'answer': 'Zagreb', 'candidate': 'Aden'}
{'statement': "I don't like hot weather. Between Toamasina and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Toamasina'}
