{'statement': 'Between Cotonou and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'Cotonou'}
{'statement': 'Between Conakry and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Conakry'}
{'statement': 'Between Buenos Aires and Port Sudan, the city with lower average temperature is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Port Sudan'}
{'statement': 'Between Ulaanbaatar and Douala, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Douala'}
{'statement': 'Between Medellín and Kansas City, the city with lower average temperature is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Medellín'}
{'statement': 'Between Willemstad and Yinchuan, the city with lower average temperature is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Willemstad'}
{'statement': 'Between Auckland and Honolulu, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Honolulu'}
{'statement': 'Between Bujumbura and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Bujumbura'}
{'statement': 'Between Villahermosa and Moscow, the city with lower average temperature is Moscow.', 'answer': 'Moscow', 'candidate': 'Villahermosa'}
{'statement': 'Between Upington and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Upington'}
{'statement': 'Between Jakarta and Lyon, the city with lower average temperature is Lyon.', 'answer': 'Lyon', 'candidate': 'Jakarta'}
{'statement': 'Between Garoua and Campos do Jordão, the city with lower average temperature is Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Garoua'}
{'statement': 'Between Ljubljana and Abéché, the city with lower average temperature is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Abéché'}
{'statement': 'Between Kano and Albuquerque, the city with lower average temperature is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Kano'}
{'statement': 'Between Fairbanks and Ho Chi Minh City, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Minsk and Tucson, the city with lower average temperature is Minsk.', 'answer': 'Minsk', 'candidate': 'Tucson'}
{'statement': 'Between Copenhagen and Juba, the city with lower average temperature is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Juba'}
{'statement': 'Between Skopje and San José, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'San José'}
{'statement': 'Between Kuopio and Johannesburg, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Johannesburg'}
{'statement': 'Between Anchorage and Hamilton, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Hamilton'}
{'statement': 'Between Port Sudan and Tirana, the city with lower average temperature is Tirana.', 'answer': 'Tirana', 'candidate': 'Port Sudan'}
{'statement': 'Between Fianarantsoa and Río Gallegos, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Cabo San Lucas and Almaty, the city with lower average temperature is Almaty.', 'answer': 'Almaty', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Murmansk and Addis Ababa, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Addis Ababa'}
{'statement': 'Between Kuopio and Makurdi, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Makurdi'}
{'statement': 'Between Dar es Salaam and Toluca, the city with lower average temperature is Toluca.', 'answer': 'Toluca', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Suwałki and San José, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'San José'}
{'statement': 'Between Campos do Jordão and Dar es Salaam, the city with lower average temperature is Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Halifax and Santiago del Estero, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago del Estero'}
{'statement': 'Between Algiers and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Algiers'}
{'statement': 'Between Ushuaia and Antofagasta, the city with lower average temperature is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Antofagasta'}
{'statement': 'Between Niamey and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Niamey'}
{'statement': 'Between Bishkek and Kuwait City, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Kuwait City'}
{'statement': 'Between Copenhagen and Ndola, the city with lower average temperature is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Ndola'}
{'statement': 'Between Makurdi and Paris, the city with lower average temperature is Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Between Manaus and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manaus'}
{'statement': 'Between Manila and Cape Town, the city with lower average temperature is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Manila'}
{'statement': 'Between Nouadhibou and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Nouadhibou'}
{'statement': 'Between Tauranga and Manila, the city with lower average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Manila'}
{'statement': 'Between Aden and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Aden'}
{'statement': 'Between Bata and Hobart, the city with lower average temperature is Hobart.', 'answer': 'Hobart', 'candidate': 'Bata'}
{'statement': 'Between Sydney and Moscow, the city with lower average temperature is Moscow.', 'answer': 'Moscow', 'candidate': 'Sydney'}
{'statement': 'Between Belize City and Indianapolis, the city with lower average temperature is Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Belize City'}
{'statement': 'Between Murmansk and Antofagasta, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Antofagasta'}
{'statement': 'Between Hat Yai and Baltimore, the city with lower average temperature is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Hat Yai'}
{'statement': 'Between Phnom Penh and Mexico City, the city with lower average temperature is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Phnom Penh'}
{'statement': 'Between Halifax and Niamey, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Niamey'}
{'statement': 'Between Belize City and Oslo, the city with lower average temperature is Oslo.', 'answer': 'Oslo', 'candidate': 'Belize City'}
{'statement': 'Between Halifax and Luanda, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Luanda'}
{'statement': 'Between Toluca and La Ceiba, the city with lower average temperature is Toluca.', 'answer': 'Toluca', 'candidate': 'La Ceiba'}
{'statement': 'Between Lima and Punta Arenas, the city with lower average temperature is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Lima'}
{'statement': 'Between Entebbe and Vienna, the city with lower average temperature is Vienna.', 'answer': 'Vienna', 'candidate': 'Entebbe'}
{'statement': 'Between Yakutsk and Zagreb, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Zagreb'}
{'statement': 'Between Minsk and Curitiba, the city with lower average temperature is Minsk.', 'answer': 'Minsk', 'candidate': 'Curitiba'}
{'statement': 'Between Aden and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Aden'}
{'statement': 'Between Maputo and Toluca, the city with lower average temperature is Toluca.', 'answer': 'Toluca', 'candidate': 'Maputo'}
{'statement': 'Between Río Gallegos and Houston, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Houston'}
{'statement': 'Between Tashkent and Honolulu, the city with lower average temperature is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Honolulu'}
{'statement': 'Between Lyon and San Juan, the city with lower average temperature is Lyon.', 'answer': 'Lyon', 'candidate': 'San Juan'}
{'statement': 'Between Bangkok and San Diego, the city with lower average temperature is San Diego.', 'answer': 'San Diego', 'candidate': 'Bangkok'}
{'statement': 'Between Saint Petersburg and Mombasa, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mombasa'}
{'statement': 'Between Tashkent and Calgary, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Tashkent'}
{'statement': 'Between Dublin and Mahajanga, the city with lower average temperature is Dublin.', 'answer': 'Dublin', 'candidate': 'Mahajanga'}
{'statement': 'Between Baghdad and Lhasa, the city with lower average temperature is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Baghdad'}
{'statement': 'Between Brisbane and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Brisbane'}
{'statement': 'Between Barranquilla and Reykjavík, the city with lower average temperature is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Barranquilla'}
{'statement': 'Between Lviv and Goiânia, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Goiânia'}
{'statement': 'Between Ürümqi and Abéché, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Abéché'}
{'statement': 'Between Phnom Penh and Bratislava, the city with lower average temperature is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Phnom Penh'}
{'statement': 'Between Tamanrasset and Bishkek, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Tamanrasset'}
{'statement': 'Between Niamey and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Niamey'}
{'statement': 'Between La Ceiba and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'La Ceiba'}
{'statement': 'Between Moscow and Darwin, the city with lower average temperature is Moscow.', 'answer': 'Moscow', 'candidate': 'Darwin'}
{'statement': 'Between Guadalajara and Calgary, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Guadalajara'}
{'statement': 'Between Asmara and Belize City, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Belize City'}
{'statement': 'Between Reykjavík and Bamako, the city with lower average temperature is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Bamako'}
{'statement': 'Between Bamako and Saskatoon, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Bamako'}
{'statement': 'Between Amsterdam and Guangzhou, the city with lower average temperature is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Guangzhou'}
{'statement': 'Between Minneapolis and Villahermosa, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Villahermosa'}
{'statement': 'Between Bangkok and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bangkok'}
{'statement': 'Between Pittsburgh and Port Sudan, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Port Sudan'}
{'statement': 'Between Mahajanga and Río Gallegos, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Mahajanga'}
{'statement': 'Between Erzurum and Makassar, the city with lower average temperature is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Makassar'}
{'statement': 'Between Muscat and Lyon, the city with lower average temperature is Lyon.', 'answer': 'Lyon', 'candidate': 'Muscat'}
{'statement': 'Between Mumbai and Milan, the city with lower average temperature is Milan.', 'answer': 'Milan', 'candidate': 'Mumbai'}
{'statement': 'Between Saskatoon and Podgorica, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Podgorica'}
{'statement': 'Between Milwaukee and Kingston, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Kingston'}
{'statement': 'Between Pretoria and Nur-Sultan, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Pretoria'}
{'statement': 'Between Kansas City and Juba, the city with lower average temperature is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Juba'}
{'statement': 'Between Irkutsk and Paris, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Paris'}
{'statement': 'Between Lomé and Neuquén, the city with lower average temperature is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Lomé'}
{'statement': 'Between Ouahigouya and Bucharest, the city with lower average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Ouahigouya'}
{'statement': 'Between Christchurch and Nakhon Ratchasima, the city with lower average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Yakutsk and El Paso, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'El Paso'}
{'statement': 'Between Yakutsk and Toronto, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toronto'}
{'statement': 'Between Nur-Sultan and Nairobi, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Nairobi'}
{'statement': 'Between Copenhagen and Caracas, the city with lower average temperature is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Caracas'}
{'statement': 'Between San Salvador and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'San Salvador'}
{'statement': 'Between Napier and Makurdi, the city with lower average temperature is Napier.', 'answer': 'Napier', 'candidate': 'Makurdi'}
{'statement': 'Between Ottawa and Lahore, the city with lower average temperature is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lahore'}
{'statement': 'Between Lviv and Kingston, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Kingston'}
{'statement': 'Between Port Sudan and Amsterdam, the city with lower average temperature is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Port Sudan'}
{'statement': 'Between Zagreb and Goiânia, the city with lower average temperature is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Goiânia'}
{'statement': 'Between London and Toliara, the city with lower average temperature is London.', 'answer': 'London', 'candidate': 'Toliara'}
{'statement': 'Between Fairbanks and Hobart, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hobart'}
{'statement': 'Between Juba and Christchurch, the city with lower average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Juba'}
{'statement': 'Between Toronto and Bangui, the city with lower average temperature is Toronto.', 'answer': 'Toronto', 'candidate': 'Bangui'}
{'statement': 'Between Lviv and Aden, the city with lower average temperature is Lviv.', 'answer': 'Lviv', 'candidate': 'Aden'}
{'statement': 'Between Minsk and San Antonio, the city with lower average temperature is Minsk.', 'answer': 'Minsk', 'candidate': 'San Antonio'}
{'statement': 'Between Amsterdam and Bata, the city with lower average temperature is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Bata'}
{'statement': 'Between Ulaanbaatar and Baghdad, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Baghdad'}
{'statement': 'Between Yerevan and Wau, the city with lower average temperature is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Wau'}
{'statement': 'Between Riyadh and Addis Ababa, the city with lower average temperature is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Riyadh'}
{'statement': 'Between La Serena and Cabo San Lucas, the city with lower average temperature is La Serena.', 'answer': 'La Serena', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Milwaukee and Bata, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Bata'}
{'statement': 'Between Nouakchott and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Nouakchott'}
{'statement': 'Between Suwałki and Cayenne, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Cayenne'}
{'statement': 'Between Yerevan and Managua, the city with lower average temperature is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Managua'}
{'statement': 'Between Florianópolis and Bucharest, the city with lower average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Florianópolis'}
{'statement': 'Between Neuquén and Belize City, the city with lower average temperature is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Belize City'}
{'statement': 'Between Oslo and Alexandria, the city with lower average temperature is Oslo.', 'answer': 'Oslo', 'candidate': 'Alexandria'}
{'statement': 'Between Rome and Douala, the city with lower average temperature is Rome.', 'answer': 'Rome', 'candidate': 'Douala'}
{'statement': 'Between San Juan and Kansas City, the city with lower average temperature is Kansas City.', 'answer': 'Kansas City', 'candidate': 'San Juan'}
{'statement': 'Between Hat Yai and Pittsburgh, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Hat Yai'}
{'statement': 'Between Frankfurt and Belize City, the city with lower average temperature is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Belize City'}
{'statement': 'Between Bishkek and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bishkek'}
{'statement': 'Between Dar es Salaam and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Yakutsk and Panama City, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Panama City'}
{'statement': 'Between Kuopio and Garoua, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Garoua'}
{'statement': 'Between Barranquilla and Toronto, the city with lower average temperature is Toronto.', 'answer': 'Toronto', 'candidate': 'Barranquilla'}
{'statement': 'Between Ürümqi and Thiès, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Thiès'}
{'statement': 'Between Sokoto and Lhasa, the city with lower average temperature is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Sokoto'}
{'statement': 'Between La Ceiba and Beijing, the city with lower average temperature is Beijing.', 'answer': 'Beijing', 'candidate': 'La Ceiba'}
{'statement': 'Between Port-Gentil and Frankfurt, the city with lower average temperature is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Port-Gentil'}
{'statement': 'Between Ürümqi and Garissa, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Garissa'}
{'statement': 'Between Kano and Sacramento, the city with lower average temperature is Sacramento.', 'answer': 'Sacramento', 'candidate': 'Kano'}
{'statement': 'Between Vladivostok and Port Sudan, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Port Sudan'}
{'statement': 'Between Toamasina and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Toamasina'}
{'statement': 'Between Parakou and Bogotá, the city with lower average temperature is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': 'Between San Antonio and Bergen, the city with lower average temperature is Bergen.', 'answer': 'Bergen', 'candidate': 'San Antonio'}
{'statement': 'Between Lahore and Wellington, the city with lower average temperature is Wellington.', 'answer': 'Wellington', 'candidate': 'Lahore'}
{'statement': 'Between Tabora and Omaha, the city with lower average temperature is Omaha.', 'answer': 'Omaha', 'candidate': 'Tabora'}
{'statement': 'Between Irkutsk and Christchurch, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Christchurch'}
{'statement': 'Between Ho Chi Minh City and Ankara, the city with lower average temperature is Ankara.', 'answer': 'Ankara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Panama City and Rome, the city with lower average temperature is Rome.', 'answer': 'Rome', 'candidate': 'Panama City'}
{'statement': 'Between Kano and Dublin, the city with lower average temperature is Dublin.', 'answer': 'Dublin', 'candidate': 'Kano'}
{'statement': 'Between Mumbai and Erzurum, the city with lower average temperature is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Mumbai'}
{'statement': 'Between Bishkek and Darwin, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Darwin'}
{'statement': 'Between Beirut and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Beirut'}
{'statement': 'Between Mexicali and Toronto, the city with lower average temperature is Toronto.', 'answer': 'Toronto', 'candidate': 'Mexicali'}
{'statement': 'Between Ottawa and Vientiane, the city with lower average temperature is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Vientiane'}
{'statement': 'Between Moscow and Denpasar, the city with lower average temperature is Moscow.', 'answer': 'Moscow', 'candidate': 'Denpasar'}
{'statement': 'Between Maputo and Denver, the city with lower average temperature is Denver.', 'answer': 'Denver', 'candidate': 'Maputo'}
{'statement': 'Between Mombasa and Minneapolis, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mombasa'}
{'statement': 'Between Barranquilla and Fukuoka, the city with lower average temperature is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Barranquilla'}
{'statement': 'Between Zagreb and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Zagreb'}
{'statement': 'Between Zürich and Phnom Penh, the city with lower average temperature is Zürich.', 'answer': 'Zürich', 'candidate': 'Phnom Penh'}
{'statement': 'Between Yinchuan and Palembang, the city with lower average temperature is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Palembang'}
{'statement': 'Between Karachi and Beijing, the city with lower average temperature is Beijing.', 'answer': 'Beijing', 'candidate': 'Karachi'}
{'statement': 'Between Dodoma and Chicago, the city with lower average temperature is Chicago.', 'answer': 'Chicago', 'candidate': 'Dodoma'}
{'statement': 'Between Kingston and Brussels, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Kingston'}
{'statement': 'Between Willemstad and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Willemstad'}
{'statement': 'Between Vladivostok and Auckland, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Auckland'}
{'statement': 'Between La Paz and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'La Paz'}
{'statement': 'Between Garissa and Baku, the city with lower average temperature is Baku.', 'answer': 'Baku', 'candidate': 'Garissa'}
{'statement': 'Between Pontianak and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Pontianak'}
{'statement': 'Between Mombasa and Melbourne, the city with lower average temperature is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'Between Indianapolis and Cotonou, the city with lower average temperature is Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Cotonou'}
{'statement': 'Between Zagreb and San Juan, the city with lower average temperature is Zagreb.', 'answer': 'Zagreb', 'candidate': 'San Juan'}
