{'statement': 'Someone is looking for a small city to visit. Between London and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Darwin, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Benghazi, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Villahermosa, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Medellín, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Garoua, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Brisbane and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Nouakchott, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Panama City, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between London and Tucson, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Brisbane and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Piura, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Cayenne, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between London and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Muscat, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Tabora, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Durban, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Alexandria'}
