{'statement': 'You are looking for a small city to visit. Between London and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Valencia, you should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Lagos and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Conakry, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Houston and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between London and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Manila and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Denpasar, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Kathmandu, you should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Denver and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Lima and Kathmandu, you should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Lisbon, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between London and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Benghazi, you should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Rosario, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Houston and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Villahermosa, you should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Denver and Makurdi, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Denver and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Lagos and San Salvador, you should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Garoua, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between Lahore and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Manila and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between London and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between Houston and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Rome and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between London and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Muscat, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Douala and Tabora, you should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Durban, you should visit Durban.', 'answer': 'Durban', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Nakhon Ratchasima, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Rome and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ürümqi'}
