{'statement': "Someone doesn't like cheap restaurants. Between Mt Everest Restaurant and Sizzlers, this person should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "Someone doesn't like cheap restaurants. Between Magic Oven and Just Soups Take Out & Catering, this person should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "Someone doesn't like cheap restaurants. Between Piper's Pub And Grill and Goldstone Noodle Restaurant, this person should go to Piper's Pub And Grill.", 'answer': "Piper's Pub And Grill", 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Evoo Ristorante and Verona Restaurant, this person should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'Verona Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Banjara Indian Cuisine and Cafe Jules, this person should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Cafe Jules'}
{'statement': "Someone doesn't like cheap restaurants. Between Paradise Farms Prime Beef Bistro and Smoke's Weinerie, this person should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': "Smoke's Weinerie"}
{'statement': "Someone doesn't like cheap restaurants. Between Mövenpick Café and Shawarma Twist, this person should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Shawarma Twist'}
{'statement': "Someone doesn't like cheap restaurants. Between Harry's Char Broil & Dining Lounge and Branca, this person should go to Branca.", 'answer': 'Branca', 'candidate': "Harry's Char Broil & Dining Lounge"}
{'statement': "Someone doesn't like cheap restaurants. Between Sheriff Broaster Chicken and Mirage Grill & Lounge, this person should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "Someone doesn't like cheap restaurants. Between Mirage Grill & Lounge and Helena's Magic Kitchen, this person should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': "Helena's Magic Kitchen"}
{'statement': "Someone doesn't like cheap restaurants. Between Druxy's Famous Deli and Warung Indonesia D'Eglinton, this person should go to Warung Indonesia D'Eglinton.", 'answer': "Warung Indonesia D'Eglinton", 'candidate': "Druxy's Famous Deli"}
{'statement': "Someone doesn't like cheap restaurants. Between Le Papillon Park and Cafe Jules, this person should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Cafe Jules'}
{'statement': "Someone doesn't like cheap restaurants. Between Sushi Shop and Galata Cafe, this person should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Sushi Shop'}
{'statement': "Someone doesn't like cheap restaurants. Between Cafe Jules and Pisco 1641, this person should go to Pisco 1641.", 'answer': 'Pisco 1641', 'candidate': 'Cafe Jules'}
{'statement': "Someone doesn't like cheap restaurants. Between Modo Mio Italian Bistro and Edible Arrangements, this person should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Modo Mio Italian Bistro'}
{'statement': "Someone doesn't like cheap restaurants. Between Verona Restaurant and McDonald's, this person should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "McDonald's"}
{'statement': "Someone doesn't like cheap restaurants. Between The Duke of Devon and Mysteriously Yours Dinner Theatre, this person should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'The Duke of Devon'}
{'statement': "Someone doesn't like cheap restaurants. Between Big Al's Diner and Oxygen Restaurant & Lounge, this person should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Big Al's Diner"}
{'statement': "Someone doesn't like cheap restaurants. Between Farmacia Health Bar and Druxy's Famous Deli, this person should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': "Druxy's Famous Deli"}
{'statement': "Someone doesn't like cheap restaurants. Between Banjara Indian Cuisine and Tim Hortons, this person should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Tim Hortons'}
{'statement': "Someone doesn't like cheap restaurants. Between Kairali - Taste of Kerala and Bonne Journee, this person should go to Kairali - Taste of Kerala.", 'answer': 'Kairali - Taste of Kerala', 'candidate': 'Bonne Journee'}
{'statement': "Someone doesn't like cheap restaurants. Between Dinah's Cupboard and Modo Mio Italian Bistro, this person should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'Modo Mio Italian Bistro'}
{'statement': "Someone doesn't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Bake Island, this person should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bake Island'}
{'statement': "Someone doesn't like cheap restaurants. Between To-ne Sushi and Mysteriously Yours Dinner Theatre, this person should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'To-ne Sushi'}
{'statement': "Someone doesn't like cheap restaurants. Between Freshii and Big Al's Diner, this person should go to Freshii.", 'answer': 'Freshii', 'candidate': "Big Al's Diner"}
{'statement': "Someone doesn't like cheap restaurants. Between Harvey's and The Empire, this person should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'The Empire'}
{'statement': "Someone doesn't like cheap restaurants. Between Chick Fiesta and EJ Sushi, this person should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Chick Fiesta'}
{'statement': "Someone doesn't like cheap restaurants. Between Mi Mi Restaurant and 9 Restaurant, this person should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Mi Mi Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Paradise Farms Prime Beef Bistro and Eastern legend, this person should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Eastern legend'}
{'statement': "Someone doesn't like cheap restaurants. Between Freshii and Shawarma Twist, this person should go to Freshii.", 'answer': 'Freshii', 'candidate': 'Shawarma Twist'}
{'statement': "Someone doesn't like cheap restaurants. Between McDonald's and Breakfast Room, this person should go to Breakfast Room.", 'answer': 'Breakfast Room', 'candidate': "McDonald's"}
{'statement': "Someone doesn't like cheap restaurants. Between Magic Oven and Cake Opera, this person should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Magic Oven'}
{'statement': "Someone doesn't like cheap restaurants. Between Sushi World and It's All Grk, this person should go to It's All Grk.", 'answer': "It's All Grk", 'candidate': 'Sushi World'}
{'statement': "Someone doesn't like cheap restaurants. Between The Duke of Devon and Fit For Life, this person should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Fit For Life'}
{'statement': "Someone doesn't like cheap restaurants. Between Mysteriously Yours Dinner Theatre and Grappa Ristorante, this person should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Grappa Ristorante'}
{'statement': "Someone doesn't like cheap restaurants. Between 9 Restaurant and Evoo Ristorante, this person should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': '9 Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Hina Sushi and Sichuan Landscape Chinese Restaurant, this person should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Hina Sushi'}
{'statement': "Someone doesn't like cheap restaurants. Between Galata Cafe and Paradise Farms Prime Beef Bistro, this person should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "Someone doesn't like cheap restaurants. Between Nutella Cafe by Pusateri's and Pho 88, this person should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': 'Pho 88'}
{'statement': "Someone doesn't like cheap restaurants. Between Sizzlers and Chipotle Mexican Grill, this person should go to Chipotle Mexican Grill.", 'answer': 'Chipotle Mexican Grill', 'candidate': 'Sizzlers'}
{'statement': "Someone doesn't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Oxygen Restaurant & Lounge, this person should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Farmacia Health Bar and Bake Island, this person should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': 'Bake Island'}
{'statement': "Someone doesn't like cheap restaurants. Between Cafe Jules and Hina Sushi, this person should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': 'Cafe Jules'}
{'statement': "Someone doesn't like cheap restaurants. Between St. Clair Shawarma and Falafel and Popeyes Louisiana Kitchen, this person should go to Popeyes Louisiana Kitchen.", 'answer': 'Popeyes Louisiana Kitchen', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "Someone doesn't like cheap restaurants. Between Piper's Pub And Grill and Sweet Jesus, this person should go to Piper's Pub And Grill.", 'answer': "Piper's Pub And Grill", 'candidate': 'Sweet Jesus'}
{'statement': "Someone doesn't like cheap restaurants. Between Pasta Pantry and Aris Place, this person should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Aris Place'}
{'statement': "Someone doesn't like cheap restaurants. Between Dinah's Cupboard and Lahore Grill & Fast Food, this person should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "Someone doesn't like cheap restaurants. Between Ici Bistro and Kim PO Vietnamese, this person should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Kim PO Vietnamese'}
{'statement': "Someone doesn't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Taste of Greek Cuisine, this person should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "Someone doesn't like cheap restaurants. Between Supermodel Pizza and It's All Grk, this person should go to It's All Grk.", 'answer': "It's All Grk", 'candidate': 'Supermodel Pizza'}
{'statement': "Someone doesn't like cheap restaurants. Between Cake Opera and Just Soups Take Out & Catering, this person should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "Someone doesn't like cheap restaurants. Between Pho 88 and Green Grotto, this person should go to Green Grotto.", 'answer': 'Green Grotto', 'candidate': 'Pho 88'}
{'statement': "Someone doesn't like cheap restaurants. Between Edible Arrangements and Banjara Indian Cuisine, this person should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "Someone doesn't like cheap restaurants. Between Assembly Chef's Hall and Just Soups Take Out & Catering, this person should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "Someone doesn't like cheap restaurants. Between Shawarma Twist and Viccino Pizzeria, this person should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Shawarma Twist'}
{'statement': "Someone doesn't like cheap restaurants. Between Watson's and Sichuan Landscape Chinese Restaurant, this person should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': "Watson's"}
{'statement': "Someone doesn't like cheap restaurants. Between Aroma Espresso Bar and Verona Restaurant, this person should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Aroma Espresso Bar'}
{'statement': "Someone doesn't like cheap restaurants. Between Madras Pantry and Kim PO Vietnamese, this person should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Madras Pantry'}
{'statement': "Someone doesn't like cheap restaurants. Between Madras Pantry and Sky Dragon Chinese Restaurant, this person should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Madras Pantry'}
{'statement': "Someone doesn't like cheap restaurants. Between Cantine Bar & Grill and Pizza Pizza, this person should go to Cantine Bar & Grill.", 'answer': 'Cantine Bar & Grill', 'candidate': 'Pizza Pizza'}
{'statement': "Someone doesn't like cheap restaurants. Between Top Sushi and JJ Bean, this person should go to JJ Bean.", 'answer': 'JJ Bean', 'candidate': 'Top Sushi'}
{'statement': "Someone doesn't like cheap restaurants. Between Kibo Sushi House and Queen Pita, this person should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Queen Pita'}
{'statement': "Someone doesn't like cheap restaurants. Between McDonald's and Hina Sushi, this person should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': "McDonald's"}
{'statement': "Someone doesn't like cheap restaurants. Between McDonald's and Adega Restaurante, this person should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': "McDonald's"}
