{'statement': "I don't like small cities. Between Addis Ababa and Cotonou, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Cotonou'}
{'statement': "I don't like small cities. Between Alexandria and Nakhon Ratchasima, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like small cities. Between Dar es Salaam and Tabora, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Tabora'}
{'statement': "I don't like small cities. Between Shanghai and Yakutsk, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Yakutsk'}
{'statement': "I don't like small cities. Between Riyadh and Palembang, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Palembang'}
{'statement': "I don't like small cities. Between Buenos Aires and Pittsburgh, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Pittsburgh'}
{'statement': "I don't like small cities. Between Phoenix and Nouakchott, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Nouakchott'}
{'statement': "I don't like small cities. Between Minneapolis and Albuquerque, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Albuquerque'}
{'statement': "I don't like small cities. Between Monterrey and Upington, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Upington'}
{'statement': "I don't like small cities. Between Baghdad and Malabo, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': "I don't like small cities. Between London and Maputo, I should visit London.", 'answer': 'London', 'candidate': 'Maputo'}
{'statement': "I don't like small cities. Between Surabaya and Lusaka, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Lusaka'}
{'statement': "I don't like small cities. Between Melbourne and Cabo San Lucas, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Cabo San Lucas'}
{'statement': "I don't like small cities. Between Sydney and Ulaanbaatar, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Ulaanbaatar'}
{'statement': "I don't like small cities. Between Kabul and Asmara, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Asmara'}
{'statement': "I don't like small cities. Between Jakarta and Toliara, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Toliara'}
{'statement': "I don't like small cities. Between Rome and Fairbanks, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Fairbanks'}
{'statement': "I don't like small cities. Between Karachi and Nouadhibou, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Nouadhibou'}
{'statement': "I don't like small cities. Between Santiago and Durban, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Durban'}
{'statement': "I don't like small cities. Between Lima and Managua, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Managua'}
{'statement': "I don't like small cities. Between Manila and Brussels, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Brussels'}
{'statement': "I don't like small cities. Between Lima and Port Moresby, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Port Moresby'}
{'statement': "I don't like small cities. Between Johannesburg and Lake Havasu City, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': "I don't like small cities. Between Baghdad and Novosibirsk, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Novosibirsk'}
{'statement': "I don't like small cities. Between Shanghai and Baltimore, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Baltimore'}
{'statement': "I don't like small cities. Between Guangzhou and Melbourne, I should visit Guangzhou.", 'answer': 'Guangzhou', 'candidate': 'Melbourne'}
{'statement': "I don't like small cities. Between Ankara and Anchorage, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Anchorage'}
{'statement': "I don't like small cities. Between Johannesburg and Reykjavík, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Reykjavík'}
{'statement': "I don't like small cities. Between Alexandria and Baku, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': "I don't like small cities. Between Buenos Aires and Mandalay, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': "I don't like small cities. Between Houston and Bergen, I should visit Houston.", 'answer': 'Houston', 'candidate': 'Bergen'}
{'statement': "I don't like small cities. Between Harare and Abéché, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Abéché'}
{'statement': "I don't like small cities. Between Kuwait City and Gabès, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': "I don't like small cities. Between Kuwait City and Reykjavík, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': "I don't like small cities. Between Sydney and Ottawa, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': "I don't like small cities. Between Dar es Salaam and Makurdi, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Makurdi'}
{'statement': "I don't like small cities. Between Ho Chi Minh City and Mahajanga, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Mahajanga'}
{'statement': "I don't like small cities. Between Shanghai and Entebbe, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': "I don't like small cities. Between Shanghai and Sokoto, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Sokoto'}
{'statement': "I don't like small cities. Between Douala and Tirana, I should visit Douala.", 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': "I don't like small cities. Between Ankara and Amsterdam, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Amsterdam'}
{'statement': "I don't like small cities. Between Tashkent and Anchorage, I should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Anchorage'}
{'statement': "I don't like small cities. Between Phoenix and Suwałki, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': "I don't like small cities. Between Mexico City and Luanda, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Luanda'}
{'statement': "I don't like small cities. Between Harare and Kuopio, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Kuopio'}
{'statement': "I don't like small cities. Between Shanghai and Makurdi, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Makurdi'}
{'statement': "I don't like small cities. Between Beijing and Toronto, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Toronto'}
{'statement': "I don't like small cities. Between Cairo and Medellín, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Medellín'}
{'statement': "I don't like small cities. Between Surabaya and Conakry, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Conakry'}
{'statement': "I don't like small cities. Between Ho Chi Minh City and Barranquilla, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Barranquilla'}
{'statement': "I don't like small cities. Between Tampa and Napier, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Napier'}
{'statement': "I don't like small cities. Between Bangkok and Antofagasta, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Antofagasta'}
{'statement': "I don't like small cities. Between Los Angeles and Garissa, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': "I don't like small cities. Between Mumbai and Lusaka, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Lusaka'}
{'statement': "I don't like small cities. Between Dar es Salaam and Ushuaia, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Ushuaia'}
{'statement': "I don't like small cities. Between Rome and Erbil, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Erbil'}
{'statement': "I don't like small cities. Between Paris and Napier, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Napier'}
{'statement': "I don't like small cities. Between Bangkok and Reykjavík, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': "I don't like small cities. Between Karachi and Panama City, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Panama City'}
{'statement': "I don't like small cities. Between Ürümqi and Nouakchott, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Nouakchott'}
{'statement': "I don't like small cities. Between Kunming and Lisbon, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Lisbon'}
{'statement': "I don't like small cities. Between Dar es Salaam and Curitiba, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Curitiba'}
{'statement': "I don't like small cities. Between Kuwait City and Nouadhibou, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Nouadhibou'}
{'statement': "I don't like small cities. Between Kano and Changsha, I should visit Kano.", 'answer': 'Kano', 'candidate': 'Changsha'}
{'statement': "I don't like small cities. Between Luanda and Saskatoon, I should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Saskatoon'}
{'statement': "I don't like small cities. Between Phoenix and Sucre, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Sucre'}
{'statement': "I don't like small cities. Between Toronto and Cotonou, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Cotonou'}
{'statement': "I don't like small cities. Between Bangkok and Medellín, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Medellín'}
{'statement': "I don't like small cities. Between Alexandria and Bangui, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Bangui'}
{'statement': "I don't like small cities. Between Kunming and Gabès, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Gabès'}
{'statement': "I don't like small cities. Between Kabul and Darwin, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Darwin'}
{'statement': "I don't like small cities. Between Saint Petersburg and San José, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': "I don't like small cities. Between Lahore and Lhasa, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': "I don't like small cities. Between Harare and Nouadhibou, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Nouadhibou'}
{'statement': "I don't like small cities. Between Kabul and Pittsburgh, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Pittsburgh'}
{'statement': "I don't like small cities. Between Bangkok and Parakou, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Parakou'}
{'statement': "I don't like small cities. Between Harare and Fairbanks, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Fairbanks'}
{'statement': "I don't like small cities. Between Ürümqi and Halifax, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Halifax'}
{'statement': "I don't like small cities. Between Toronto and Tucson, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Tucson'}
{'statement': "I don't like small cities. Between Alexandria and Harare, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Harare'}
{'statement': "I don't like small cities. Between Karachi and Oslo, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Oslo'}
{'statement': "I don't like small cities. Between Phoenix and Toamasina, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Toamasina'}
{'statement': "I don't like small cities. Between Lima and Riyadh, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Riyadh'}
{'statement': "I don't like small cities. Between Mexico City and Benghazi, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': "I don't like small cities. Between Mexico City and Novosibirsk, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Novosibirsk'}
{'statement': "I don't like small cities. Between Algiers and Beirut, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Beirut'}
{'statement': "I don't like small cities. Between Hanoi and Yaoundé, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Yaoundé'}
{'statement': "I don't like small cities. Between Cairo and Bata, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Bata'}
{'statement': "I don't like small cities. Between Beijing and Santiago del Estero, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Santiago del Estero'}
{'statement': "I don't like small cities. Between Saint Petersburg and Frankfurt, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Frankfurt'}
{'statement': "I don't like small cities. Between Alexandria and Lusaka, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Lusaka'}
{'statement': "I don't like small cities. Between Cairo and Dar es Salaam, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Dar es Salaam'}
{'statement': "I don't like small cities. Between Phnom Penh and Ouahigouya, I should visit Phnom Penh.", 'answer': 'Phnom Penh', 'candidate': 'Ouahigouya'}
{'statement': "I don't like small cities. Between Kabul and Maputo, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': "I don't like small cities. Between San Diego and Maputo, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Maputo'}
{'statement': "I don't like small cities. Between Bogotá and Niamey, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': "I don't like small cities. Between Yaoundé and Willemstad, I should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Willemstad'}
{'statement': "I don't like small cities. Between Saint Petersburg and La Paz, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': "I don't like small cities. Between Karachi and Abéché, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Abéché'}
{'statement': "I don't like small cities. Between Lahore and Tashkent, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': "I don't like small cities. Between Denver and Christchurch, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': "I don't like small cities. Between Lahore and Tauranga, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Tauranga'}
{'statement': "I don't like small cities. Between San Diego and Kathmandu, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Kathmandu'}
{'statement': "I don't like small cities. Between Kunming and Anchorage, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Anchorage'}
{'statement': "I don't like small cities. Between Ürümqi and Lisbon, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Lisbon'}
{'statement': "I don't like small cities. Between Denver and La Paz, I should visit Denver.", 'answer': 'Denver', 'candidate': 'La Paz'}
{'statement': "I don't like small cities. Between Ho Chi Minh City and Yaoundé, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Yaoundé'}
{'statement': "I don't like small cities. Between London and Caracas, I should visit London.", 'answer': 'London', 'candidate': 'Caracas'}
{'statement': "I don't like small cities. Between Surabaya and Nakhon Ratchasima, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like small cities. Between Guadalajara and La Ceiba, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'La Ceiba'}
{'statement': "I don't like small cities. Between Algiers and Ségou, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Ségou'}
{'statement': "I don't like small cities. Between Manila and Erzurum, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': "I don't like small cities. Between Riyadh and Ushuaia, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': "I don't like small cities. Between Los Angeles and Napier, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Napier'}
{'statement': "I don't like small cities. Between Santiago and Phnom Penh, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Phnom Penh'}
{'statement': "I don't like small cities. Between Dar es Salaam and Wau, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': "I don't like small cities. Between Nairobi and Albuquerque, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Albuquerque'}
{'statement': "I don't like small cities. Between Algiers and Milwaukee, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Milwaukee'}
{'statement': "I don't like small cities. Between Cairo and Viedma, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Viedma'}
{'statement': "I don't like small cities. Between Guadalajara and Lviv, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': "I don't like small cities. Between Tampa and El Paso, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'El Paso'}
{'statement': "I don't like small cities. Between London and Nouakchott, I should visit London.", 'answer': 'London', 'candidate': 'Nouakchott'}
{'statement': "I don't like small cities. Between Bogotá and Oslo, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Oslo'}
{'statement': "I don't like small cities. Between Ankara and Harare, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Harare'}
{'statement': "I don't like small cities. Between Los Angeles and Bahía Blanca, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Bahía Blanca'}
{'statement': "I don't like small cities. Between Buenos Aires and Djibouti, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Djibouti'}
{'statement': "I don't like small cities. Between Ho Chi Minh City and Yinchuan, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Yinchuan'}
{'statement': "I don't like small cities. Between Melbourne and Baku, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Baku'}
{'statement': "I don't like small cities. Between Guadalajara and Upington, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Upington'}
{'statement': "I don't like small cities. Between Lagos and Nakhon Ratchasima, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I don't like small cities. Between Alexandria and Niamey, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Niamey'}
{'statement': "I don't like small cities. Between Phoenix and Mandalay, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Mandalay'}
{'statement': "I don't like small cities. Between Shanghai and Hobart, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Hobart'}
{'statement': "I don't like small cities. Between Surabaya and Douala, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': "I don't like small cities. Between Bangkok and Omaha, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Omaha'}
{'statement': "I don't like small cities. Between Buenos Aires and Campos do Jordão, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Campos do Jordão'}
{'statement': "I don't like small cities. Between Sydney and Paramaribo, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': "I don't like small cities. Between Sydney and Pretoria, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Pretoria'}
{'statement': "I don't like small cities. Between Bangkok and Antsiranana, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Antsiranana'}
{'statement': "I don't like small cities. Between Hanoi and Hat Yai, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Hat Yai'}
{'statement': "I don't like small cities. Between Ho Chi Minh City and Panama City, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Panama City'}
{'statement': "I don't like small cities. Between Paris and Changsha, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Changsha'}
{'statement': "I don't like small cities. Between Ürümqi and La Paz, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'La Paz'}
{'statement': "I don't like small cities. Between Mexico City and Frankfurt, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Frankfurt'}
{'statement': "I don't like small cities. Between Alexandria and Antsiranana, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Antsiranana'}
{'statement': "I don't like small cities. Between Karachi and Baghdad, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': "I don't like small cities. Between Ho Chi Minh City and Dar es Salaam, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Dar es Salaam'}
{'statement': "I don't like small cities. Between Dar es Salaam and La Serena, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'La Serena'}
{'statement': "I don't like small cities. Between Saint Petersburg and Goiânia, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': "I don't like small cities. Between Beijing and Monterrey, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Monterrey'}
{'statement': "I don't like small cities. Between Shanghai and Alexandria, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': "I don't like small cities. Between Dar es Salaam and Kuopio, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Kuopio'}
{'statement': "I don't like small cities. Between Guadalajara and Bahía Blanca, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Bahía Blanca'}
{'statement': "I don't like small cities. Between Dar es Salaam and Milan, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Milan'}
{'statement': "I don't like small cities. Between Baltimore and Upington, I should visit Baltimore.", 'answer': 'Baltimore', 'candidate': 'Upington'}
{'statement': "I don't like small cities. Between Kuwait City and Cayenne, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Cayenne'}
