{'statement': 'You are looking for a big city to visit. Between Rome and San Juan, you should visit Rome.', 'answer': 'Rome', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Tauranga, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Conakry, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Damascus, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Milan, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Baltimore, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a big city to visit. Between London and Yinchuan, you should visit London.', 'answer': 'London', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Houston and Lhasa, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Dodoma, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Manaus, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Piura, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Baku and Reykjavík, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Port Sudan, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Thiès, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Bujumbura, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Lima and Perth, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Tauranga, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Entebbe, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Manila and Tripoli, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Minneapolis, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Bogotá, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Hanoi, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Tauranga, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Irkutsk, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Ushuaia, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Belgrade, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Palembang, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Rangpur, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Ségou, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Houston and Viedma, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Lomé, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Piura, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Frankfurt, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Yerevan, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Yakutsk, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Sapporo, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Rangpur, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Zürich, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Toamasina, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Kunming, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kunming'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Reykjavík, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Beirut, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Durban, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Durban'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Yakutsk, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Ankara, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Tashkent, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Suva, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Willemstad, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between London and San José, you should visit London.', 'answer': 'London', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Bangkok, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Piura, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Rome and La Ceiba, you should visit Rome.', 'answer': 'Rome', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Suva, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Tashkent, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Lima and Christchurch, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Bangui, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Suwałki, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Kuwait City, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Fukuoka and Cabo San Lucas, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Mendoza, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Punta Arenas, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Fianarantsoa, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Bogotá, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Paramaribo, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Ouahigouya, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Albuquerque, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Beirut, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Sydney and San José, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Alexandria, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Antsiranana, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Calgary, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Aden, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Medellín, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Medellín'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Yerevan, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Mendoza, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and San Juan, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Kathmandu, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Darwin, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Baltimore, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Auckland, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Hamilton, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and San Antonio, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Brussels, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Brisbane, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a big city to visit. Between Lahore and San José, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Ulaanbaatar, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Halifax, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Palermo, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Malabo, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Oslo, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Skopje, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Houston, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Houston'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Nur-Sultan, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Milan, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Mahajanga, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Surabaya, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Ouahigouya, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Panama City, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Dodoma, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Omaha, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Baltimore, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Milwaukee, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Kunming, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Kunming'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and El Paso, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Kampala, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Campos do Jordão, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Belgrade, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Sokoto, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Panama City, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Lyon, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Kano and Fianarantsoa, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Bata, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Lusaka, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Hanoi, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between Douala and Punta Arenas, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Rangpur, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Kampala, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Halifax, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Fairbanks, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Tauranga, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Paris and Albuquerque, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Vladivostok, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Fukuoka, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Podgorica, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Erbil, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Manila and Valencia, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Bucharest, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Denver, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Denver'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Florianópolis, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and La Serena, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Bishkek, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Minneapolis, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Saskatoon, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Paris and Kampala, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Halifax, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Christchurch, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Tauranga, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Dodoma, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Rabat, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Copenhagen, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Willemstad, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Bujumbura, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Beirut, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Houston and Omaha, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Florianópolis, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Manila and Kuwait City, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Zürich, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Tirana, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Tampa, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Bucharest, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Fairbanks, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Christchurch, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Punta Arenas, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Rabat, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Cayenne, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Reykjavík, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Sucre, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Parakou, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Paris and Caracas, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Johannesburg, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Johannesburg'}
