{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Skopje and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexico City and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Ndola and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Erbil and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Shanghai and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Rome and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Rabat and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with cold weather. Between Bergen and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Panama City'}
