{'statement': 'You are looking for a small city to visit. Between Ljubljana and Phoenix, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Melbourne, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Manila and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Parakou and Mumbai, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Muscat and Karachi, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Garoua and Los Angeles, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Sucre and Karachi, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Bucharest and Alexandria, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Irkutsk and Algiers, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Ushuaia and Minneapolis, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Sokoto and Ankara, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between San Juan and Ürümqi, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Manila and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Thiès and Ankara, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Zagreb and Moscow, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Saskatoon and Bangkok, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Amsterdam and Lima, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Dublin and Melbourne, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Santiago del Estero and Hanoi, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Omaha and Ho Chi Minh City, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Boise and Lagos, you should visit Boise.', 'answer': 'Boise', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Baltimore and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a small city to visit. Between Wau and Santiago, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Halifax and Mumbai, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Lagos, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Douala and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Managua, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Murmansk and Chicago, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Nakhon Ratchasima and Mexico City, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Piura and Toronto, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Sokoto and Riyadh, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Brasília and London, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Dodoma and Karachi, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Rabat and Rome, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Tampa and London, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Frankfurt and Addis Ababa, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Perth and Baghdad, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Ottawa and Ürümqi, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Denver and Melbourne, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Wellington and London, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Brussels and Lahore, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Kingston and Moscow, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Lima, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Sydney, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Lyon and Chicago, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Kampala and Mexico City, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Vientiane and Ürümqi, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Rangpur and Lahore, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Port-Gentil and Chicago, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Bata and Denver, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between London and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Zagreb and Luanda, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Ouahigouya and Ho Chi Minh City, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Port Sudan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Beirut and Mumbai, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Los Angeles, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Paris and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Paris and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between La Ceiba and Surabaya, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Bahía Blanca and Kuwait City, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Manila and Muscat, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Port Sudan and Phoenix, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Houston and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Zürich and Phoenix, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Pretoria and Buenos Aires, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Yakutsk and Los Angeles, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Reykjavík and Manila, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Managua, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Albuquerque and Dar es Salaam, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Viedma and Baku, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Baku'}
{'statement': 'You are looking for a small city to visit. Between Wau and Tashkent, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Pontianak and Manila, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Manila, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Makurdi, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Yakutsk and Yaoundé, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Ottawa and Los Angeles, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Los Angeles'}
