{'statement': 'You are looking for a big city to visit. Between Yakutsk and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Sucre, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Sapporo, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Tamanrasset, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Garissa and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Erzurum, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Manila and Curitiba, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Palermo, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Lomé and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Fukuoka and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Wellington and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Antsiranana and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between El Paso and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Minneapolis, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between San Juan and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Santiago'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Quito, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Quito'}
{'statement': 'You are looking for a big city to visit. Between Nakhon Ratchasima and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Denpasar and Buenos Aires, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Christchurch, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Garoua and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Cayenne, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Almaty and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Rosario and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Viedma, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Lhasa and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Bujumbura, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Auckland and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Bergen and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Parakou, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Tabora and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Irkutsk, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Ulaanbaatar, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between El Paso and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Kano and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Kano'}
{'statement': 'You are looking for a big city to visit. Between Yinchuan and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Lviv, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Rabat, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Tucson, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Paramaribo and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between La Ceiba and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Bergen and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Bangui, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Houston and Albuquerque, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Toronto, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Toronto'}
{'statement': 'You are looking for a big city to visit. Between Milwaukee and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Irkutsk and Bangkok, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Ushuaia, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Denpasar, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Lima and Bangui, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Tabora, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Halifax, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Djibouti, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Minsk, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Minsk'}
{'statement': 'You are looking for a big city to visit. Between Manaus and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Manaus'}
{'statement': 'You are looking for a big city to visit. Between Canberra and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Bangui and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Toliara and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Christchurch, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Ljubljana, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Belize City and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Malabo and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Upington and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Upington'}
