{'statement': 'You are looking for a big city to visit. Between Mumbai and Florianópolis, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Lisbon, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Zagreb, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Lusaka, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Toliara, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Calgary, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Sacramento, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Makassar, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Córdoba, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Halifax, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and San Antonio, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Sydney and San José, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Ljubljana, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between London and Barranquilla, you should visit London.', 'answer': 'London', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Bucharest, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Mahajanga, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Paramaribo, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Bata, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Karachi, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Karachi'}
{'statement': 'You are looking for a big city to visit. Between Rome and Napier, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Niamey, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Cabo San Lucas, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Fairbanks, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Fairbanks, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Ushuaia, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between London and Guadalajara, you should visit London.', 'answer': 'London', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a big city to visit. Between Lima and Kuopio, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Denver and Toamasina, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Toronto, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Toronto'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Fukuoka, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Panama City, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Halifax, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Denver and Suva, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Dodoma, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Fukuoka and Tabora, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Benghazi, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Copenhagen, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Denver and Piura, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Valencia, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Monterrey, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Antsiranana, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Kuwait City, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Kuopio, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and La Ceiba, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Moscow, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Viedma, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Addis Ababa, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Rome and Piura, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Erzurum, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Harare, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Tauranga, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Manila and Erzurum, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Novosibirsk, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Calgary, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Mexicali, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Saskatoon, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Toliara, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Goiânia, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Tashkent, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Halifax, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Suva, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Niamey, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Perth, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Mandalay, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Lyon, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Copenhagen, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Palermo, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Garoua, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Piura, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Bamako, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Erzurum, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Nur-Sultan, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Cayenne, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Suwałki, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Córdoba, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Vladivostok, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Paris and Monterrey, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Ushuaia, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Ouahigouya, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Suva, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Zagreb, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Dodoma, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Milan, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Aden, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Thiès, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Viedma, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Changsha, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Lusaka, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Florianópolis, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Ankara, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Tampa, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Harare, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Cayenne, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and San Salvador, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Bangui, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Riyadh, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Palembang, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Villahermosa, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Fianarantsoa, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Ürümqi, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Zürich, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Suwałki, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Sokoto, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Yerevan, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Brussels, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Valencia, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Kansas City, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Lhasa, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Berlin and San Juan, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Rome and El Paso, you should visit Rome.', 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between London and Sapporo, you should visit London.', 'answer': 'London', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Belgrade, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Ouahigouya, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Juba, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Lima and Amsterdam, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Ljubljana, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Nouakchott, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Hamilton, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Milan, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Lima and Florianópolis, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Baghdad, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Parakou, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Vienna, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Antofagasta, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Palmerston North, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Reykjavík, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Kansas City, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Tabora, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Omaha, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Piura, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Toamasina, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Pretoria, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Tashkent, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Bata, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Houston and Port Moresby, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Bata, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Port Moresby, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Denver and Christchurch, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Addis Ababa, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Yinchuan, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Palmerston North, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Chicago and San Antonio, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Damascus, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Douala and Suva, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Suva'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Nouadhibou, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Cape Town, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Houston and Aden, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Río Gallegos, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Rabat, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Ushuaia, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Ankara, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and San Juan, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Fukuoka, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Piura, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Lhasa, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Lake Havasu City, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Lima, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lima'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Tripoli, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Denpasar, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Paris and Makurdi, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Bujumbura, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Lima and Mendoza, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between London and Port Moresby, you should visit London.', 'answer': 'London', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Santiago and San Juan, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between London and Ushuaia, you should visit London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Lake Havasu City, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Lake Havasu City'}
