{'statement': 'You are looking for a big city to visit. Between Kabul and Changsha, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Florianópolis, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Managua and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Ouahigouya and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Hat Yai, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Dodoma and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between London and Neuquén, you should visit London.', 'answer': 'London', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a big city to visit. Between Bratislava and Guangzhou, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Bratislava, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lagos'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Guadalajara, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a big city to visit. Between Podgorica and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Nouakchott and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Bergen and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Mexicali, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Omaha and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Rosario, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Ulaanbaatar, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Lviv, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Podgorica and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Río Gallegos, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Skopje, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Sacramento, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Mendoza, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Kingston, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Bucharest, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Calgary and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and San Juan, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Christchurch and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Mombasa and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Upington and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Cabo San Lucas and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Cape Town, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Kano, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Kano'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Palembang, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Calgary, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Hamilton, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Neuquén and Buenos Aires, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Reykjavík, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Paris and Niamey, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between La Paz and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Ottawa and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Ottawa'}
{'statement': 'You are looking for a big city to visit. Between Rome and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Pontianak and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between London and Copenhagen, you should visit London.', 'answer': 'London', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Neuquén and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Port Moresby, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Makassar, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Florianópolis, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Djibouti, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Manila and Kuopio, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Yinchuan, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between London and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'London'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Bujumbura, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Thiès and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Conakry, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Lagos and San Juan, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Gabès and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Tirana, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Rangpur, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Córdoba, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Auckland and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Bratislava, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Willemstad, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Fianarantsoa, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Irkutsk and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Phoenix, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a big city to visit. Between Tauranga and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Córdoba and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Tripoli and London, you should visit London.', 'answer': 'London', 'candidate': 'Tripoli'}
{'statement': 'You are looking for a big city to visit. Between Caracas and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between Garissa and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Toliara and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Lyon, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Canberra, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between Cotonou and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Oslo and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Belgrade and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Guangzhou, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Luanda'}
{'statement': 'You are looking for a big city to visit. Between Bamako and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Niamey, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Pontianak, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Mahajanga, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Fianarantsoa, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Skopje and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between London and Dar es Salaam, you should visit London.', 'answer': 'London', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a big city to visit. Between Oslo and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Irkutsk and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Ulaanbaatar and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Sapporo, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Skopje and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Calgary, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Lomé and Karachi, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Zagreb and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Nur-Sultan, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Lyon, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Beirut, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Niamey, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Makassar and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Makassar'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Tashkent, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Ankara, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Mendoza, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Punta Arenas and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Rome and La Paz, you should visit Rome.', 'answer': 'Rome', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Albuquerque, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Skopje, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Skopje'}
