{'statement': 'Someone is looking for a small city to visit. Between Vientiane and Nairobi, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Darwin, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Bamako and Beijing, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Erbil and San Diego, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Baku and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a small city to visit. Between Campos do Jordão and Baku, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a small city to visit. Between Djibouti and Bogotá, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Port Moresby and Alexandria, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Palembang and Lahore, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Durban and Denver, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Panama City and Ankara, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Hobart and Monterrey, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Nouadhibou and Santiago, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Fairbanks and Paris, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Antsiranana and Toronto, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Kuopio and Medellín, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Ottawa and Guangzhou, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Santiago, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Dodoma and Beijing, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Bujumbura and Kabul, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between La Ceiba and Karachi, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Toamasina and Douala, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Paramaribo and Karachi, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between La Serena and Lima, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Lisbon and Alexandria, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Lusaka and Jakarta, this person should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Nouadhibou, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Cotonou and Ürümqi, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Bamako, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Lomé and Kabul, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Antofagasta and Kabul, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Halifax and Surabaya, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Bangui and Los Angeles, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Bujumbura and Denver, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Christchurch and Riyadh, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Curitiba and Nairobi, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Cotonou, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Sacramento and Mumbai, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Suwałki and Guadalajara, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Upington and Lahore, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Erbil, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Bujumbura and Hanoi, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Port Sudan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Porto Alegre and Luanda, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Conakry and Dar es Salaam, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Dar es Salaam'}
