{'statement': "I'm looking for a big city to visit. Between Moscow and Dublin, I should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Dublin'}
{'statement': "I'm looking for a big city to visit. Between Manila and Denver, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Denver'}
{'statement': "I'm looking for a big city to visit. Between Rome and El Paso, I should visit Rome.", 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Oslo, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Oslo'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Reykjavík, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Reykjavík'}
{'statement': "I'm looking for a big city to visit. Between Yaoundé and Gabès, I should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Gabès'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Viedma, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Viedma'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Santiago del Estero, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Santiago del Estero'}
{'statement': "I'm looking for a big city to visit. Between Berlin and Honolulu, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Honolulu'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Phoenix, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Phoenix'}
{'statement': "I'm looking for a big city to visit. Between Lima and Kampala, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Kampala'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Sapporo, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Sapporo'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Tauranga, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Tauranga'}
{'statement': "I'm looking for a big city to visit. Between Douala and Gabès, I should visit Douala.", 'answer': 'Douala', 'candidate': 'Gabès'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Berlin, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Berlin'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Darwin, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Darwin'}
{'statement': "I'm looking for a big city to visit. Between Brasília and Tamanrasset, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Tamanrasset'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Darwin, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Darwin'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and San José, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'San José'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Cabo San Lucas, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Cabo San Lucas'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Almaty, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Almaty'}
{'statement': "I'm looking for a big city to visit. Between Rome and Skopje, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Skopje'}
{'statement': "I'm looking for a big city to visit. Between Minneapolis and Anchorage, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Anchorage'}
{'statement': "I'm looking for a big city to visit. Between Chicago and Rangpur, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Rangpur'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and La Paz, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Toluca, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Toluca'}
{'statement': "I'm looking for a big city to visit. Between Manila and San Antonio, I should visit Manila.", 'answer': 'Manila', 'candidate': 'San Antonio'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Addis Ababa, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Addis Ababa'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Fairbanks, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Fairbanks'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Paramaribo, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': "I'm looking for a big city to visit. Between Baku and Suwałki, I should visit Baku.", 'answer': 'Baku', 'candidate': 'Suwałki'}
{'statement': "I'm looking for a big city to visit. Between Santiago and Mahajanga, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Mahajanga'}
{'statement': "I'm looking for a big city to visit. Between Brasília and Wau, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Wau'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Willemstad, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Willemstad'}
{'statement': "I'm looking for a big city to visit. Between Tampa and Hamilton, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Hamilton'}
{'statement': "I'm looking for a big city to visit. Between London and San José, I should visit London.", 'answer': 'London', 'candidate': 'San José'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Hobart, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Hobart'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Port-Gentil, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Port-Gentil'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Cape Town, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Cape Town'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Fukuoka, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Fukuoka'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Cabo San Lucas, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Cabo San Lucas'}
{'statement': "I'm looking for a big city to visit. Between Paris and Denver, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Denver'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Dublin, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Dublin'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Palmerston North, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Palmerston North'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Port-Gentil, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Port-Gentil'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Panama City, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Panama City'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Hat Yai, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Hat Yai'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Kunming, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Kunming'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Goiânia, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Goiânia'}
{'statement': "I'm looking for a big city to visit. Between Lima and Zagreb, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Zagreb'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Willemstad, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Yakutsk, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Yakutsk'}
{'statement': "I'm looking for a big city to visit. Between Paris and Alexandria, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Alexandria'}
{'statement': "I'm looking for a big city to visit. Between Chicago and Denver, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Denver'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Baku, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Douala, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Douala'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Palmerston North, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Palmerston North'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Vientiane, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Vientiane'}
{'statement': "I'm looking for a big city to visit. Between Luanda and Suva, I should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Suva'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Los Angeles, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Los Angeles'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Zürich, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Zürich'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Aden, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Aden'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Monterrey, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Monterrey'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and Gabès, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Gabès'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Barranquilla, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Barranquilla'}
{'statement': "I'm looking for a big city to visit. Between Houston and Toamasina, I should visit Houston.", 'answer': 'Houston', 'candidate': 'Toamasina'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Florianópolis, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Florianópolis'}
{'statement': "I'm looking for a big city to visit. Between Rome and Tucson, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Tucson'}
{'statement': "I'm looking for a big city to visit. Between Chicago and Ürümqi, I should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Ürümqi'}
{'statement': "I'm looking for a big city to visit. Between Karachi and La Paz, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Upington, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Upington'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Río Gallegos, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Río Gallegos'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Punta Arenas, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Gabès, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Gabès'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Tripoli, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Tripoli'}
{'statement': "I'm looking for a big city to visit. Between Santiago and Halifax, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Halifax'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Conakry, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Conakry'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Sokoto, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Sokoto'}
{'statement': "I'm looking for a big city to visit. Between Brasília and San Juan, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Saint Petersburg, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Saint Petersburg'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Mumbai, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Mumbai'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and San José, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'San José'}
{'statement': "I'm looking for a big city to visit. Between Manila and Amsterdam, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Amsterdam'}
{'statement': "I'm looking for a big city to visit. Between Bogotá and Parakou, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': "I'm looking for a big city to visit. Between Tampa and Murmansk, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Murmansk'}
{'statement': "I'm looking for a big city to visit. Between Beijing and Piura, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Piura'}
{'statement': "I'm looking for a big city to visit. Between Yaoundé and Viedma, I should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Viedma'}
{'statement': "I'm looking for a big city to visit. Between Lima and Port Sudan, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Port Sudan'}
{'statement': "I'm looking for a big city to visit. Between Denver and Thiès, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Thiès'}
{'statement': "I'm looking for a big city to visit. Between Bogotá and Garissa, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Garissa'}
{'statement': "I'm looking for a big city to visit. Between Denver and Kingston, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Kingston'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Addis Ababa, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Addis Ababa'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Bahía Blanca, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Bahía Blanca'}
{'statement': "I'm looking for a big city to visit. Between Paris and Algiers, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Algiers'}
{'statement': "I'm looking for a big city to visit. Between Berlin and Calgary, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Calgary'}
{'statement': "I'm looking for a big city to visit. Between Yaoundé and Port-Gentil, I should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Port-Gentil'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Belgrade, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Belgrade'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and San Diego, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'San Diego'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Novosibirsk, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Novosibirsk'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and Pittsburgh, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Pittsburgh'}
{'statement': "I'm looking for a big city to visit. Between Harare and Palmerston North, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Palmerston North'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Rosario, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Rosario'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Punta Arenas, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Punta Arenas'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Darwin, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Darwin'}
{'statement': "I'm looking for a big city to visit. Between Kano and Wellington, I should visit Kano.", 'answer': 'Kano', 'candidate': 'Wellington'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and Milan, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Milan'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Manaus, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Manaus'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Kabul, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Kabul'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Douala, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': "I'm looking for a big city to visit. Between Brasília and Wellington, I should visit Brasília.", 'answer': 'Brasília', 'candidate': 'Wellington'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Calgary, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Calgary'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Dar es Salaam, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Dar es Salaam'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Hat Yai, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Hat Yai'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Bangui, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Bangui'}
{'statement': "I'm looking for a big city to visit. Between Toronto and Florianópolis, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Florianópolis'}
{'statement': "I'm looking for a big city to visit. Between Berlin and Antsiranana, I should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Antsiranana'}
{'statement': "I'm looking for a big city to visit. Between Beijing and Belgrade, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Belgrade'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Hamilton, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Hamilton'}
{'statement': "I'm looking for a big city to visit. Between Ankara and El Paso, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'El Paso'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Irkutsk, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Irkutsk'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Mombasa, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Mombasa'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Lake Havasu City, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Lake Havasu City'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Rangpur, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Rangpur'}
{'statement': "I'm looking for a big city to visit. Between Addis Ababa and Bujumbura, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Bujumbura'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Belgrade, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Belgrade'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Tampa, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Tampa'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Viedma, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Viedma'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Asmara, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Asmara'}
{'statement': "I'm looking for a big city to visit. Between Lima and Calgary, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Calgary'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Quito, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Quito'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Palmerston North, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Palmerston North'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Bishkek, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Bishkek'}
{'statement': "I'm looking for a big city to visit. Between Douala and Tirana, I should visit Douala.", 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Kingston, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Kingston'}
{'statement': "I'm looking for a big city to visit. Between Lahore and Ankara, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Ankara'}
{'statement': "I'm looking for a big city to visit. Between Phnom Penh and Nouadhibou, I should visit Phnom Penh.", 'answer': 'Phnom Penh', 'candidate': 'Nouadhibou'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Mahajanga, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Mahajanga'}
{'statement': "I'm looking for a big city to visit. Between Karachi and San Juan, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'San Juan'}
{'statement': "I'm looking for a big city to visit. Between Manila and Lomé, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Lomé'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Sacramento, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Sacramento'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and Tucson, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Tucson'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Toliara, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Toliara'}
{'statement': "I'm looking for a big city to visit. Between Kunming and Vladivostok, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Vladivostok'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Kingston, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Kingston'}
{'statement': "I'm looking for a big city to visit. Between Minneapolis and Saskatoon, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Saskatoon'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Juba, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Juba'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Zagreb, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Zagreb'}
{'statement': "I'm looking for a big city to visit. Between Kuwait City and Vladivostok, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Vladivostok'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Florianópolis, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': "I'm looking for a big city to visit. Between Beijing and Brussels, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Brussels'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Aden, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Aden'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Canberra, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Canberra'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and San Juan, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'San Juan'}
{'statement': "I'm looking for a big city to visit. Between Lima and Hanoi, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Hanoi'}
{'statement': "I'm looking for a big city to visit. Between Kabul and Maputo, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Pittsburgh, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Pittsburgh'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Barranquilla, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Barranquilla'}
