{'statement': 'Someone is looking for a big city to visit. Between Manila and Mexicali, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Albuquerque, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Mendoza, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Frankfurt, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Goiânia, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Parakou, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Amsterdam, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Kampala, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Juba, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Tampa, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Bahía Blanca, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Omaha, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Calgary, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Brasília, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Benghazi, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between London and Boise, this person should visit London.', 'answer': 'London', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Denpasar, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Goiânia, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Maputo, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Boise, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Toliara, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Dublin, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Mexicali, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Brussels, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Abéché, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Rabat, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and La Ceiba, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Malabo, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Changsha, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Zürich, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Honolulu, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Brisbane, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Kingston, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Erbil, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Mendoza, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Sokoto, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Tamanrasset, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Rabat, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Tirana, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Suwałki, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Neuquén, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Indianapolis, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Almaty, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Mandalay, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Wau, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Honolulu, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Tamanrasset, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Podgorica, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Nakhon Ratchasima, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Fukuoka and Punta Arenas, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Guadalajara, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Gabès, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Hat Yai, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Ségou, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Phnom Penh, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Thiès, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Skopje, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Garissa, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Lviv, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Upington, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and La Serena, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Abéché, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Lahore, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Dublin, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Belgrade, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Fairbanks, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Ljubljana, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Ottawa, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Willemstad, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Milan, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Benghazi, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Medellín, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Medellín'}
