{'statement': 'You are looking for a big city to visit. Between Chicago and Mandalay, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Río Gallegos, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Bangui, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Ségou, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Denver and Garissa, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Villahermosa, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and San Juan, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Sacramento, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Zagreb, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Pontianak, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Reykjavík, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Denver and Port-Gentil, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Suwałki, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Milan, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Nur-Sultan, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Asmara, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Palembang, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Denver and Bangui, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Bangui'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Ulaanbaatar, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Bata, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Gabès, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Lake Havasu City, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Copenhagen, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Saskatoon, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Willemstad, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Río Gallegos, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Río Gallegos, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Rome and Chihuahua, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Niamey, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Niamey'}
{'statement': 'You are looking for a big city to visit. Between Ankara and San José, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Port Moresby, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Albuquerque, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Ankara, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Ankara'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Ulaanbaatar, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ulaanbaatar'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Managua, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Lisbon, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Hobart, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Suwałki, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Lima and Damascus, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Toronto and San José, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Manila and La Paz, you should visit Manila.', 'answer': 'Manila', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Tamanrasset, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Ushuaia, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Phnom Penh, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Johannesburg, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a big city to visit. Between Perth and Nouadhibou, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and La Serena, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Parakou, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Fairbanks, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Ushuaia, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Murmansk, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Asmara, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Asmara'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Nouakchott, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Los Angeles, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Hamilton, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Piura, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Antsiranana, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Erbil, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Lima and Lake Havasu City, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Yinchuan, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Antsiranana, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Aden, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Wau, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Caracas, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Ushuaia, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Ségou, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Entebbe, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Palermo, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Kathmandu, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Hamilton, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Denpasar, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Nairobi, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Perth, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Bucharest, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and La Serena, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Malabo, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Tamanrasset, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and San Juan, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Paramaribo, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Manila and Rosario, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Changsha, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Saskatoon, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Vientiane, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Lagos, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Lagos'}
{'statement': 'You are looking for a big city to visit. Between Manila and Berlin, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Ljubljana, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Gabès, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Bamako, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Saskatoon, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and San Diego, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Alexandria, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Belgrade, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Tauranga, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Paris and Omaha, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Rome, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Suwałki, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Cabo San Lucas, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Kathmandu, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Monterrey, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Moscow, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Moscow'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Bergen, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Wellington, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Wellington'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Houston, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Houston'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Calgary, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Mahajanga, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Albuquerque, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and La Ceiba, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Reykjavík, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Amsterdam, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Manila and Damascus, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Panama City, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Guadalajara, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Nakhon Ratchasima, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Port Moresby, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Malabo, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between London and Ushuaia, you should visit London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Yinchuan, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Belize City, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Belize City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Mexicali, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Sokoto, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Wau, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Tashkent, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Bishkek, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Anchorage, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Curitiba, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Valencia, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Palermo, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Antsiranana, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Changsha, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Changsha'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Ségou, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Manila and Santiago, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Santiago'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Mahajanga, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Kuopio, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Mombasa, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Lyon, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Lyon'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Mahajanga, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Caracas, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Garissa, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Garissa'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Hat Yai, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Muscat, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Oslo, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Djibouti, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Monterrey, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between Denver and Skopje, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Skopje'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Tauranga, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Port Sudan, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Tampa, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Sokoto, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Lhasa, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Canberra, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Ouahigouya, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Denver and Rabat, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Pontianak, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Paris and Palmerston North, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Lima and Rome, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Tirana, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Alexandria, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Ségou, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Vienna, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Vienna'}
