{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Durban and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Chicago and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Baltimore and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Upington and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Minneapolis and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Alexandria and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a city with cold weather. Between Podgorica and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Lyon and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Benghazi and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Yerevan and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Gabès and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Upington and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Curitiba, this person should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Albuquerque and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Algiers and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Milan and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with cold weather. Between Alexandria and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Rangpur and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Campos do Jordão and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Curitiba and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and London, this person should visit London.', 'answer': 'London', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Upington and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Fianarantsoa and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Sydney, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Nairobi'}
