{'statement': 'You are looking for a small city to visit. Between Guangzhou and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Bata, you should visit Bata.', 'answer': 'Bata', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between London and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Perth and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Perth'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Porto Alegre, you should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Rome and Antsiranana, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between London and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Kano and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between London and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Manila and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Manila and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Paris and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Rome and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Paris and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Rome and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Baltimore and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Mandalay, you should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Paris and Djibouti, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Chicago and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Garoua, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Garoua, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Paris and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Houston and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Denver and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Rome and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Baku and Wau, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Baku'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Douala and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Perth and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Perth'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Beirut, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Santiago del Estero, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Toronto and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Valencia, you should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Paris and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Houston and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Pontianak, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Lima and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Rome and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Lake Havasu City, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Wau, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Houston and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Maputo, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between London and Maputo, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Harare, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Lima and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Yaoundé, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Chihuahua, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Tampa and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Entebbe, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Minneapolis'}
