{'statement': 'Someone is looking for a city with cold weather. Between Aden and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Palermo and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Changsha and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Rosario and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Sacramento and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and London, this person should visit London.', 'answer': 'London', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Belgrade and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Los Angeles and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Lisbon and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with cold weather. Between Kampala and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Tripoli and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a city with cold weather. Between Buenos Aires and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Bogotá and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Upington and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Erbil and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between La Serena and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Minsk and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Kunming and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Fianarantsoa and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Houston and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Changsha and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and London, this person should visit London.', 'answer': 'London', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Fianarantsoa and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Valencia and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Valencia'}
