{'statement': 'You are looking for a small city to visit. Between Moscow and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Manila and Nouakchott, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Erbil, you should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Djibouti, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Manila and Caracas, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Manila and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Manila and Rabat, you should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Lusaka, you should visit Lusaka.', 'answer': 'Lusaka', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Malabo, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Manila and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Rome and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Santiago del Estero, you should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Honolulu, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Lima and Kampala, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Douala and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Tamanrasset, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Rome and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Manila and San Antonio, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Paramaribo, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Baku and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Baku'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Wau, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between London and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Paris and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Panama City, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Goiânia, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Lima and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Willemstad, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Paris and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Alexandria and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Luanda and Suva, you should visit Suva.', 'answer': 'Suva', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Houston and Toamasina, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Bangkok and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a small city to visit. Between Rome and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Karachi and La Paz, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Tripoli, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Conakry, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Sokoto, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Brasília and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and San José, you should visit San José.', 'answer': 'San José', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Manila and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Lima and Port Sudan, you should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Denver and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Garissa, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Denver and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Denver'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Paris and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Yaoundé and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Harare and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Harare'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Rosario, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Darwin, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Kano and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Brasília and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Brasília'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Hat Yai, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Bangui, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Antsiranana, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Ankara and El Paso, you should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Mombasa, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Lake Havasu City, you should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Los Angeles and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Bujumbura, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Viedma, you should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Lima and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Douala and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Phnom Penh and Nouadhibou, you should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Karachi and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Manila and Lomé, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Tucson, you should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Toliara, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Kunming and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kunming'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Juba, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Aden, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Lima and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Maputo, you should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Barranquilla, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Nairobi'}
