{'statement': 'You are looking for a big city to visit. Between Bogotá and Córdoba, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Minsk, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Minsk'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Tirana, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Suwałki and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Managua, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Managua'}
{'statement': 'You are looking for a big city to visit. Between Copenhagen and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Christchurch and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Bamako, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Ouahigouya and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a big city to visit. Between Piura and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Lomé and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between Beirut and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Omaha, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Darwin, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Zürich and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Lima and Kingston, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Malabo and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Sydney, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Sydney'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Rangpur, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Nur-Sultan, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Alexandria, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and La Ceiba, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Perth, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Kampala and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Río Gallegos, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Tamanrasset, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Mombasa and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Lisbon and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Palermo, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Lisbon, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Kathmandu, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Christchurch and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Irkutsk and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a big city to visit. Between Toliara and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Caracas and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Caracas'}
{'statement': 'You are looking for a big city to visit. Between Houston and Napier, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Rosario and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Saint Petersburg, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and San Juan, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between London and Dodoma, you should visit London.', 'answer': 'London', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Paris and Mendoza, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Antsiranana and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a big city to visit. Between Christchurch and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Lisbon and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Viedma, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Nur-Sultan and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Wau and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Barranquilla and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Amsterdam, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Amsterdam'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Hat Yai, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Santiago del Estero, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Melbourne, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Beirut, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Paramaribo, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Santiago del Estero, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a big city to visit. Between Sokoto and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Gabès and Kuwait City, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': 'You are looking for a big city to visit. Between Bucharest and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Hat Yai, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Lima and Upington, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Lusaka, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Lusaka'}
{'statement': 'You are looking for a big city to visit. Between Perth and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'You are looking for a big city to visit. Between Denpasar and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Dodoma, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Djibouti and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and La Paz, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Halifax and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Zagreb, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Denver and Piura, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Mahajanga, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Port Sudan, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Reykjavík, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Toluca, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Chicago, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Chicago'}
{'statement': 'You are looking for a big city to visit. Between Zürich and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Cairo and El Paso, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'El Paso'}
{'statement': 'You are looking for a big city to visit. Between Podgorica and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and San Diego, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Denver and Podgorica, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Kano and Vladivostok, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Vladivostok'}
{'statement': 'You are looking for a big city to visit. Between Florianópolis and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Houston and Zagreb, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Mexicali, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Alexandria, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Napier, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Lviv and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Aden and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between London and Valencia, you should visit London.', 'answer': 'London', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Bratislava and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Bratislava'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and La Paz, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'La Paz'}
{'statement': 'You are looking for a big city to visit. Between Garoua and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Juba, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Juba'}
{'statement': 'You are looking for a big city to visit. Between Lhasa and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Zürich and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Zürich'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Kansas City, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Douala and Nouadhibou, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Pontianak, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Florianópolis, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a big city to visit. Between Sucre and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Makurdi and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Albuquerque, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Guangzhou, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a big city to visit. Between Bamako and Buenos Aires, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Durban and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Durban'}
{'statement': 'You are looking for a big city to visit. Between Bamako and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Erbil, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Tampa'}
{'statement': 'You are looking for a big city to visit. Between Muscat and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Luanda and Cotonou, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between San Salvador and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Sacramento and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Vientiane, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Ushuaia and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Harare, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Tucson, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Tabora and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Paramaribo and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Bamako, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bamako'}
{'statement': 'You are looking for a big city to visit. Between Tauranga and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Mendoza, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Denpasar and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Upington and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Paris and Benghazi, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Cayenne and Phnom Penh, you should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between San Juan and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Tashkent and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Brasília, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Abéché and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Abéché'}
{'statement': 'You are looking for a big city to visit. Between San José and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Kuopio and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Cabo San Lucas and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Brasília, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Vienna, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Kuopio, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Nur-Sultan, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Palembang, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Hobart and Douala, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Hobart'}
{'statement': 'You are looking for a big city to visit. Between Mumbai and Kampala, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Lomé, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Lomé'}
{'statement': 'You are looking for a big city to visit. Between London and Sacramento, you should visit London.', 'answer': 'London', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between Lima and Belgrade, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Erzurum, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between San Juan and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Lisbon and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Toluca, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Tauranga, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Entebbe and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Neuquén and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Neuquén'}
{'statement': 'You are looking for a big city to visit. Between Albuquerque and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Benghazi, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and San Salvador, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Hamilton, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Fairbanks and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Fairbanks'}
{'statement': 'You are looking for a big city to visit. Between Baku and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Toluca and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Paris and Sucre, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Minsk, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minsk'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Tirana, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Tirana'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Nur-Sultan, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Viedma and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Omaha and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Mexicali, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Sapporo, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Cayenne and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Cape Town and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Guadalajara, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a big city to visit. Between Kabul and Honolulu, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Harare and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Wau and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Wau'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Nouakchott, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Nouakchott'}
