{'statement': "I don't like expensive restaurants. Between Sizzlers and Mt Everest Restaurant, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Mt Everest Restaurant'}
{'statement': "I don't like expensive restaurants. Between Viccino Pizzeria and Chick Fiesta, I should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'Viccino Pizzeria'}
{'statement': "I don't like expensive restaurants. Between Cantine Bar & Grill and Sizzlers, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Cantine Bar & Grill'}
{'statement': "I don't like expensive restaurants. Between Villa Madina and Ciao Europa wine bar, I should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Ciao Europa wine bar'}
{'statement': "I don't like expensive restaurants. Between The Empire and Cantine Bar & Grill, I should go to The Empire.", 'answer': 'The Empire', 'candidate': 'Cantine Bar & Grill'}
{'statement': "I don't like expensive restaurants. Between Just Soups Take Out & Catering and Harry's Char Broil & Dining Lounge, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': "Harry's Char Broil & Dining Lounge"}
{'statement': "I don't like expensive restaurants. Between Ici Bistro and Big Al's Diner, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Sheriff Broaster Chicken and Fit For Life, I should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "I don't like expensive restaurants. Between Aris Place and Tik Talk Cafe, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Tik Talk Cafe'}
{'statement': "I don't like expensive restaurants. Between Shawarma Twist and Le Papillon Park, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Le Papillon Park'}
{'statement': "I don't like expensive restaurants. Between Topham Corner and Pho 88, I should go to Pho 88.", 'answer': 'Pho 88', 'candidate': 'Topham Corner'}
{'statement': "I don't like expensive restaurants. Between Villa Madina and Hapa Toronto, I should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Hapa Toronto'}
{'statement': "I don't like expensive restaurants. Between Oxygen Restaurant & Lounge and The Coffee Pocket, I should go to The Coffee Pocket.", 'answer': 'The Coffee Pocket', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I don't like expensive restaurants. Between Watson's and Supermodel Pizza, I should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': "Watson's"}
{'statement': "I don't like expensive restaurants. Between Pasta Pantry and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Pasta Pantry'}
{'statement': "I don't like expensive restaurants. Between Le Papillon Park and Thompson Rooftop, I should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Thompson Rooftop'}
{'statement': "I don't like expensive restaurants. Between Nutella Cafe by Pusateri's and Tim Hortons, I should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I don't like expensive restaurants. Between Sushi World and Marcello’s pizzeria, I should go to Sushi World.", 'answer': 'Sushi World', 'candidate': 'Marcello’s pizzeria'}
{'statement': "I don't like expensive restaurants. Between Branca and Basil Express Restaurant, I should go to Basil Express Restaurant.", 'answer': 'Basil Express Restaurant', 'candidate': 'Branca'}
{'statement': "I don't like expensive restaurants. Between Sushi Shop and Mi Mi Restaurant, I should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Sushi Shop'}
{'statement': "I don't like expensive restaurants. Between Madras Pantry and Paradise Farms Prime Beef Bistro, I should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I don't like expensive restaurants. Between Popeyes Louisiana Kitchen and Pizza Pizza, I should go to Pizza Pizza.", 'answer': 'Pizza Pizza', 'candidate': 'Popeyes Louisiana Kitchen'}
{'statement': "I don't like expensive restaurants. Between Mirage Grill & Lounge and Beryl's Pepper Pot, I should go to Beryl's Pepper Pot.", 'answer': "Beryl's Pepper Pot", 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I don't like expensive restaurants. Between Lahore Grill & Fast Food and Lebanese Bakery, I should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': 'Lebanese Bakery'}
{'statement': "I don't like expensive restaurants. Between Nutella Cafe by Pusateri's and Domino's Pizza, I should go to Domino's Pizza.", 'answer': "Domino's Pizza", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I don't like expensive restaurants. Between Kim PO Vietnamese and Thompson Rooftop, I should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Thompson Rooftop'}
{'statement': "I don't like expensive restaurants. Between Tim Hortons and Pasta Pantry, I should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': 'Pasta Pantry'}
{'statement': "I don't like expensive restaurants. Between Breakfast Room and Verona Restaurant, I should go to Breakfast Room.", 'answer': 'Breakfast Room', 'candidate': 'Verona Restaurant'}
{'statement': "I don't like expensive restaurants. Between Juice & Java Cafe and The Empire, I should go to The Empire.", 'answer': 'The Empire', 'candidate': 'Juice & Java Cafe'}
{'statement': "I don't like expensive restaurants. Between Mysteriously Yours Dinner Theatre and Milo's Pita, I should go to Milo's Pita.", 'answer': "Milo's Pita", 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I don't like expensive restaurants. Between Edible Arrangements and Supermodel Pizza, I should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': 'Edible Arrangements'}
{'statement': "I don't like expensive restaurants. Between Cafe Jules and Oxygen Restaurant & Lounge, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I don't like expensive restaurants. Between 9 Restaurant and Villa Madina, I should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': '9 Restaurant'}
{'statement': "I don't like expensive restaurants. Between Bao Bao Plus Dim Sum and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "I don't like expensive restaurants. Between Kibo Sushi House and Galata Cafe, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Galata Cafe'}
{'statement': "I don't like expensive restaurants. Between Thompson Rooftop and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Thompson Rooftop'}
{'statement': "I don't like expensive restaurants. Between Viccino Pizzeria and Villa Madina, I should go to Villa Madina.", 'answer': 'Villa Madina', 'candidate': 'Viccino Pizzeria'}
{'statement': "I don't like expensive restaurants. Between Maurya East Indian Roti and Druxy's Famous Deli, I should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': 'Maurya East Indian Roti'}
{'statement': "I don't like expensive restaurants. Between Just Soups Take Out & Catering and La Cocina De Dona Luz, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "I don't like expensive restaurants. Between Top Sushi and Branca, I should go to Top Sushi.", 'answer': 'Top Sushi', 'candidate': 'Branca'}
{'statement': "I don't like expensive restaurants. Between Queen Slice and Warung Indonesia D'Eglinton, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': "Warung Indonesia D'Eglinton"}
{'statement': "I don't like expensive restaurants. Between Milestones Restaurants and KFC, I should go to KFC.", 'answer': 'KFC', 'candidate': 'Milestones Restaurants'}
{'statement': "I don't like expensive restaurants. Between Evoo Ristorante and Mövenpick Café, I should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Evoo Ristorante'}
{'statement': "I don't like expensive restaurants. Between Viccino Pizzeria and Green Room, I should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Viccino Pizzeria'}
{'statement': "I don't like expensive restaurants. Between Queen Pita and Branca, I should go to Queen Pita.", 'answer': 'Queen Pita', 'candidate': 'Branca'}
{'statement': "I don't like expensive restaurants. Between Farmacia Health Bar and Ici Bistro, I should go to Farmacia Health Bar.", 'answer': 'Farmacia Health Bar', 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Basha Middle Eastern Grill and Oxygen Restaurant & Lounge, I should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I don't like expensive restaurants. Between Evoo Ristorante and Mi Mi Restaurant, I should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "I don't like expensive restaurants. Between Magic Oven and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Magic Oven'}
{'statement': "I don't like expensive restaurants. Between Piper's Pub And Grill and Goldstone Noodle Restaurant, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': "Piper's Pub And Grill"}
{'statement': "I don't like expensive restaurants. Between Evoo Ristorante and Verona Restaurant, I should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "I don't like expensive restaurants. Between Cafe Jules and Banjara Indian Cuisine, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "I don't like expensive restaurants. Between Smoke's Weinerie and Paradise Farms Prime Beef Bistro, I should go to Smoke's Weinerie.", 'answer': "Smoke's Weinerie", 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I don't like expensive restaurants. Between Mövenpick Café and Shawarma Twist, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Mövenpick Café'}
{'statement': "I don't like expensive restaurants. Between Harry's Char Broil & Dining Lounge and Branca, I should go to Harry's Char Broil & Dining Lounge.", 'answer': "Harry's Char Broil & Dining Lounge", 'candidate': 'Branca'}
{'statement': "I don't like expensive restaurants. Between Mirage Grill & Lounge and Sheriff Broaster Chicken, I should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I don't like expensive restaurants. Between Mirage Grill & Lounge and Helena's Magic Kitchen, I should go to Helena's Magic Kitchen.", 'answer': "Helena's Magic Kitchen", 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I don't like expensive restaurants. Between Druxy's Famous Deli and Warung Indonesia D'Eglinton, I should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': "Warung Indonesia D'Eglinton"}
{'statement': "I don't like expensive restaurants. Between Le Papillon Park and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Le Papillon Park'}
{'statement': "I don't like expensive restaurants. Between Sushi Shop and Galata Cafe, I should go to Sushi Shop.", 'answer': 'Sushi Shop', 'candidate': 'Galata Cafe'}
{'statement': "I don't like expensive restaurants. Between Pisco 1641 and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Pisco 1641'}
{'statement': "I don't like expensive restaurants. Between Edible Arrangements and Modo Mio Italian Bistro, I should go to Modo Mio Italian Bistro.", 'answer': 'Modo Mio Italian Bistro', 'candidate': 'Edible Arrangements'}
{'statement': "I don't like expensive restaurants. Between Verona Restaurant and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Verona Restaurant'}
{'statement': "I don't like expensive restaurants. Between Mysteriously Yours Dinner Theatre and The Duke of Devon, I should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I don't like expensive restaurants. Between Big Al's Diner and Oxygen Restaurant & Lounge, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I don't like expensive restaurants. Between Farmacia Health Bar and Druxy's Famous Deli, I should go to Druxy's Famous Deli.", 'answer': "Druxy's Famous Deli", 'candidate': 'Farmacia Health Bar'}
{'statement': "I don't like expensive restaurants. Between Tim Hortons and Banjara Indian Cuisine, I should go to Tim Hortons.", 'answer': 'Tim Hortons', 'candidate': 'Banjara Indian Cuisine'}
{'statement': "I don't like expensive restaurants. Between Bonne Journee and Kairali - Taste of Kerala, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Kairali - Taste of Kerala'}
{'statement': "I don't like expensive restaurants. Between Dinah's Cupboard and Modo Mio Italian Bistro, I should go to Modo Mio Italian Bistro.", 'answer': 'Modo Mio Italian Bistro', 'candidate': "Dinah's Cupboard"}
{'statement': "I don't like expensive restaurants. Between Sky Dragon Chinese Restaurant and Bake Island, I should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between To-ne Sushi and Mysteriously Yours Dinner Theatre, I should go to To-ne Sushi.", 'answer': 'To-ne Sushi', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I don't like expensive restaurants. Between Big Al's Diner and Freshii, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Freshii'}
{'statement': "I don't like expensive restaurants. Between Harvey's and The Empire, I should go to The Empire.", 'answer': 'The Empire', 'candidate': "Harvey's"}
{'statement': "I don't like expensive restaurants. Between Chick Fiesta and EJ Sushi, I should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'EJ Sushi'}
{'statement': "I don't like expensive restaurants. Between 9 Restaurant and Mi Mi Restaurant, I should go to Mi Mi Restaurant.", 'answer': 'Mi Mi Restaurant', 'candidate': '9 Restaurant'}
{'statement': "I don't like expensive restaurants. Between Eastern legend and Paradise Farms Prime Beef Bistro, I should go to Eastern legend.", 'answer': 'Eastern legend', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I don't like expensive restaurants. Between Shawarma Twist and Freshii, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Freshii'}
{'statement': "I don't like expensive restaurants. Between McDonald's and Breakfast Room, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Breakfast Room'}
{'statement': "I don't like expensive restaurants. Between Magic Oven and Cake Opera, I should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'Cake Opera'}
{'statement': "I don't like expensive restaurants. Between It's All Grk and Sushi World, I should go to Sushi World.", 'answer': 'Sushi World', 'candidate': "It's All Grk"}
{'statement': "I don't like expensive restaurants. Between Fit For Life and The Duke of Devon, I should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'The Duke of Devon'}
{'statement': "I don't like expensive restaurants. Between Grappa Ristorante and Mysteriously Yours Dinner Theatre, I should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I don't like expensive restaurants. Between 9 Restaurant and Evoo Ristorante, I should go to 9 Restaurant.", 'answer': '9 Restaurant', 'candidate': 'Evoo Ristorante'}
{'statement': "I don't like expensive restaurants. Between Hina Sushi and Sichuan Landscape Chinese Restaurant, I should go to Hina Sushi.", 'answer': 'Hina Sushi', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Paradise Farms Prime Beef Bistro and Galata Cafe, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Galata Cafe'}
{'statement': "I don't like expensive restaurants. Between Pho 88 and Nutella Cafe by Pusateri's, I should go to Pho 88.", 'answer': 'Pho 88', 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I don't like expensive restaurants. Between Sizzlers and Chipotle Mexican Grill, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Chipotle Mexican Grill'}
{'statement': "I don't like expensive restaurants. Between Oxygen Restaurant & Lounge and Sichuan Landscape Chinese Restaurant, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I don't like expensive restaurants. Between Bake Island and Farmacia Health Bar, I should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Farmacia Health Bar'}
{'statement': "I don't like expensive restaurants. Between Hina Sushi and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Hina Sushi'}
{'statement': "I don't like expensive restaurants. Between Popeyes Louisiana Kitchen and St. Clair Shawarma and Falafel, I should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'Popeyes Louisiana Kitchen'}
{'statement': "I don't like expensive restaurants. Between Sweet Jesus and Piper's Pub And Grill, I should go to Sweet Jesus.", 'answer': 'Sweet Jesus', 'candidate': "Piper's Pub And Grill"}
{'statement': "I don't like expensive restaurants. Between Pasta Pantry and Aris Place, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Pasta Pantry'}
{'statement': "I don't like expensive restaurants. Between Lahore Grill & Fast Food and Dinah's Cupboard, I should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': "Dinah's Cupboard"}
{'statement': "I don't like expensive restaurants. Between Ici Bistro and Kim PO Vietnamese, I should go to Kim PO Vietnamese.", 'answer': 'Kim PO Vietnamese', 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Taste of Greek Cuisine and Sichuan Landscape Chinese Restaurant, I should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between It's All Grk and Supermodel Pizza, I should go to Supermodel Pizza.", 'answer': 'Supermodel Pizza', 'candidate': "It's All Grk"}
{'statement': "I don't like expensive restaurants. Between Cake Opera and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Cake Opera'}
{'statement': "I don't like expensive restaurants. Between Pho 88 and Green Grotto, I should go to Pho 88.", 'answer': 'Pho 88', 'candidate': 'Green Grotto'}
{'statement': "I don't like expensive restaurants. Between Edible Arrangements and Banjara Indian Cuisine, I should go to Banjara Indian Cuisine.", 'answer': 'Banjara Indian Cuisine', 'candidate': 'Edible Arrangements'}
{'statement': "I don't like expensive restaurants. Between Assembly Chef's Hall and Just Soups Take Out & Catering, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': "Assembly Chef's Hall"}
{'statement': "I don't like expensive restaurants. Between Viccino Pizzeria and Shawarma Twist, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'Viccino Pizzeria'}
{'statement': "I don't like expensive restaurants. Between Watson's and Sichuan Landscape Chinese Restaurant, I should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Verona Restaurant and Aroma Espresso Bar, I should go to Aroma Espresso Bar.", 'answer': 'Aroma Espresso Bar', 'candidate': 'Verona Restaurant'}
{'statement': "I don't like expensive restaurants. Between Kim PO Vietnamese and Madras Pantry, I should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Kim PO Vietnamese'}
{'statement': "I don't like expensive restaurants. Between Sky Dragon Chinese Restaurant and Madras Pantry, I should go to Madras Pantry.", 'answer': 'Madras Pantry', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Pizza Pizza and Cantine Bar & Grill, I should go to Pizza Pizza.", 'answer': 'Pizza Pizza', 'candidate': 'Cantine Bar & Grill'}
{'statement': "I don't like expensive restaurants. Between Top Sushi and JJ Bean, I should go to Top Sushi.", 'answer': 'Top Sushi', 'candidate': 'JJ Bean'}
{'statement': "I don't like expensive restaurants. Between Queen Pita and Kibo Sushi House, I should go to Queen Pita.", 'answer': 'Queen Pita', 'candidate': 'Kibo Sushi House'}
{'statement': "I don't like expensive restaurants. Between Hina Sushi and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Hina Sushi'}
{'statement': "I don't like expensive restaurants. Between Adega Restaurante and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Adega Restaurante'}
{'statement': "I don't like expensive restaurants. Between Freshii and Ici Bistro, I should go to Freshii.", 'answer': 'Freshii', 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Thompson Rooftop and EJ Sushi, I should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Thompson Rooftop'}
{'statement': "I don't like expensive restaurants. Between New Bilan Restaurant and Magic Oven, I should go to New Bilan Restaurant.", 'answer': 'New Bilan Restaurant', 'candidate': 'Magic Oven'}
{'statement': "I don't like expensive restaurants. Between JJ Bean and Ici Bistro, I should go to JJ Bean.", 'answer': 'JJ Bean', 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Carole's Cheesecake Cafe and Mamma's Pizza, I should go to Mamma's Pizza.", 'answer': "Mamma's Pizza", 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "I don't like expensive restaurants. Between Kibo Sushi House and Big Al's Diner, I should go to Big Al's Diner.", 'answer': "Big Al's Diner", 'candidate': 'Kibo Sushi House'}
{'statement': "I don't like expensive restaurants. Between KFC and Harvey's, I should go to KFC.", 'answer': 'KFC', 'candidate': "Harvey's"}
{'statement': "I don't like expensive restaurants. Between Bagel Nash and Sky Dragon Chinese Restaurant, I should go to Bagel Nash.", 'answer': 'Bagel Nash', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Viccino Pizzeria and Queen Slice, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Viccino Pizzeria'}
{'statement': "I don't like expensive restaurants. Between Hapa Toronto and Goldstone Noodle Restaurant, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'Hapa Toronto'}
{'statement': "I don't like expensive restaurants. Between Milo's Pita and Oxygen Restaurant & Lounge, I should go to Milo's Pita.", 'answer': "Milo's Pita", 'candidate': 'Oxygen Restaurant & Lounge'}
