{'statement': 'Between Darwin and Fukuoka, the city with higher average temperature is Darwin.', 'answer': 'Darwin', 'candidate': 'Fukuoka'}
{'statement': 'Between Lima and Ushuaia, the city with higher average temperature is Lima.', 'answer': 'Lima', 'candidate': 'Ushuaia'}
{'statement': 'Between Pontianak and Curitiba, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Curitiba'}
{'statement': 'Between Paramaribo and Cape Town, the city with higher average temperature is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Cape Town'}
{'statement': 'Between Managua and Melbourne, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Melbourne'}
{'statement': 'Between Hat Yai and Sacramento, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Sacramento'}
{'statement': 'Between Hat Yai and Neuquén, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Neuquén'}
{'statement': 'Between Jakarta and Fairbanks, the city with higher average temperature is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Fairbanks'}
{'statement': 'Between Darwin and Rome, the city with higher average temperature is Darwin.', 'answer': 'Darwin', 'candidate': 'Rome'}
{'statement': 'Between Luanda and Oslo, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Oslo'}
{'statement': 'Between Hanoi and Vienna, the city with higher average temperature is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Vienna'}
{'statement': 'Between Makassar and Belgrade, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Belgrade'}
{'statement': 'Between Lima and Irkutsk, the city with higher average temperature is Lima.', 'answer': 'Lima', 'candidate': 'Irkutsk'}
{'statement': 'Between Ouahigouya and Ottawa, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Ottawa'}
{'statement': 'Between Managua and Toronto, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Toronto'}
{'statement': 'Between Palermo and Irkutsk, the city with higher average temperature is Palermo.', 'answer': 'Palermo', 'candidate': 'Irkutsk'}
{'statement': 'Between Aden and Palermo, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Palermo'}
{'statement': 'Between Willemstad and Santiago, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Santiago'}
{'statement': 'Between San José and Boise, the city with higher average temperature is San José.', 'answer': 'San José', 'candidate': 'Boise'}
{'statement': 'Between San José and Amsterdam, the city with higher average temperature is San José.', 'answer': 'San José', 'candidate': 'Amsterdam'}
{'statement': 'Between Dodoma and Yinchuan, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Yinchuan'}
{'statement': 'Between Mexico City and Halifax, the city with higher average temperature is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Halifax'}
{'statement': 'Between Medellín and Suwałki, the city with higher average temperature is Medellín.', 'answer': 'Medellín', 'candidate': 'Suwałki'}
{'statement': 'Between Villahermosa and Minneapolis, the city with higher average temperature is Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Minneapolis'}
{'statement': 'Between Nakhon Ratchasima and Zagreb, the city with higher average temperature is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Zagreb'}
{'statement': 'Between Kampala and Río Gallegos, the city with higher average temperature is Kampala.', 'answer': 'Kampala', 'candidate': 'Río Gallegos'}
{'statement': 'Between Conakry and Milwaukee, the city with higher average temperature is Conakry.', 'answer': 'Conakry', 'candidate': 'Milwaukee'}
{'statement': 'Between Lake Havasu City and Vienna, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Vienna'}
{'statement': 'Between Aden and Calgary, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Calgary'}
{'statement': 'Between Beirut and Bratislava, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Bratislava'}
{'statement': 'Between Bata and Ulaanbaatar, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Garoua and Johannesburg, the city with higher average temperature is Garoua.', 'answer': 'Garoua', 'candidate': 'Johannesburg'}
{'statement': 'Between Makurdi and Rome, the city with higher average temperature is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Rome'}
{'statement': 'Between Port Sudan and Oslo, the city with higher average temperature is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Oslo'}
{'statement': 'Between Muscat and Novosibirsk, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Novosibirsk'}
{'statement': 'Between Sokoto and Beijing, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Beijing'}
{'statement': 'Between Jakarta and Bahía Blanca, the city with higher average temperature is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Toliara and Ushuaia, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Ushuaia'}
{'statement': 'Between Brisbane and Murmansk, the city with higher average temperature is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Murmansk'}
{'statement': 'Between Bata and Amsterdam, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'Between Yaoundé and Baltimore, the city with higher average temperature is Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Baltimore'}
{'statement': 'Between Maputo and Vladivostok, the city with higher average temperature is Maputo.', 'answer': 'Maputo', 'candidate': 'Vladivostok'}
{'statement': 'Between Toliara and Erzurum, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Erzurum'}
{'statement': 'Between San Salvador and Lhasa, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Lhasa'}
{'statement': 'Between Maputo and Saskatoon, the city with higher average temperature is Maputo.', 'answer': 'Maputo', 'candidate': 'Saskatoon'}
{'statement': 'Between Manaus and Albuquerque, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Albuquerque'}
{'statement': 'Between Djibouti and Palmerston North, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Palmerston North'}
{'statement': 'Between Upington and Moscow, the city with higher average temperature is Upington.', 'answer': 'Upington', 'candidate': 'Moscow'}
{'statement': 'Between Auckland and Anchorage, the city with higher average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Anchorage'}
{'statement': 'Between Djibouti and Irkutsk, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Irkutsk'}
{'statement': 'Between Willemstad and Podgorica, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Podgorica'}
{'statement': 'Between Lahore and Kabul, the city with higher average temperature is Lahore.', 'answer': 'Lahore', 'candidate': 'Kabul'}
{'statement': 'Between La Paz and Christchurch, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Christchurch'}
{'statement': 'Between Denpasar and Fairbanks, the city with higher average temperature is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Fairbanks'}
{'statement': 'Between Tabora and Yinchuan, the city with higher average temperature is Tabora.', 'answer': 'Tabora', 'candidate': 'Yinchuan'}
{'statement': 'Between Rabat and Ulaanbaatar, the city with higher average temperature is Rabat.', 'answer': 'Rabat', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Phoenix and Oslo, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Oslo'}
{'statement': 'Between Djibouti and Beijing, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Beijing'}
{'statement': 'Between Jakarta and Irkutsk, the city with higher average temperature is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Irkutsk'}
{'statement': 'Between Medellín and Toronto, the city with higher average temperature is Medellín.', 'answer': 'Medellín', 'candidate': 'Toronto'}
{'statement': 'Between Paramaribo and Suwałki, the city with higher average temperature is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Suwałki'}
{'statement': 'Between Ouahigouya and Moscow, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Moscow'}
{'statement': 'Between Gabès and Ushuaia, the city with higher average temperature is Gabès.', 'answer': 'Gabès', 'candidate': 'Ushuaia'}
{'statement': 'Between Beijing and Anchorage, the city with higher average temperature is Beijing.', 'answer': 'Beijing', 'candidate': 'Anchorage'}
{'statement': 'Between Tucson and Ürümqi, the city with higher average temperature is Tucson.', 'answer': 'Tucson', 'candidate': 'Ürümqi'}
{'statement': 'Between Phnom Penh and Nur-Sultan, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Phnom Penh and Río Gallegos, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Río Gallegos'}
{'statement': 'Between Mombasa and Bergen, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Bergen'}
{'statement': 'Between Djibouti and Bishkek, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Bishkek'}
{'statement': 'Between Phnom Penh and Cape Town, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cape Town'}
{'statement': 'Between Surabaya and Antofagasta, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Antofagasta'}
{'statement': 'Between Rangpur and Moscow, the city with higher average temperature is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Moscow'}
{'statement': 'Between San Juan and Melbourne, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Melbourne'}
{'statement': 'Between Beirut and Calgary, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Calgary'}
{'statement': 'Between Kuwait City and Beijing, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Beijing'}
{'statement': 'Between Kuwait City and Anchorage, the city with higher average temperature is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Anchorage'}
{'statement': 'Between San Juan and Copenhagen, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Copenhagen'}
{'statement': 'Between Luanda and Lviv, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Lviv'}
{'statement': 'Between Lake Havasu City and Dublin, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Dublin'}
{'statement': 'Between Honolulu and Napier, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Napier'}
{'statement': 'Between Barranquilla and Zürich, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Zürich'}
{'statement': 'Between San Juan and Asmara, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Asmara'}
{'statement': 'Between Beirut and Chicago, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Chicago'}
{'statement': 'Between Antsiranana and Novosibirsk, the city with higher average temperature is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Novosibirsk'}
{'statement': 'Between Honolulu and Tirana, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Tirana'}
{'statement': 'Between Muscat and Omaha, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Omaha'}
{'statement': 'Between Muscat and Sydney, the city with higher average temperature is Muscat.', 'answer': 'Muscat', 'candidate': 'Sydney'}
{'statement': 'Between Porto Alegre and Moscow, the city with higher average temperature is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Moscow'}
{'statement': 'Between Bangui and Ürümqi, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Ürümqi'}
{'statement': 'Between Ho Chi Minh City and Saskatoon, the city with higher average temperature is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Saskatoon'}
{'statement': 'Between Niamey and Santiago, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Santiago'}
{'statement': 'Between Piura and Toluca, the city with higher average temperature is Piura.', 'answer': 'Piura', 'candidate': 'Toluca'}
{'statement': 'Between Goiânia and Ljubljana, the city with higher average temperature is Goiânia.', 'answer': 'Goiânia', 'candidate': 'Ljubljana'}
{'statement': 'Between Toamasina and Indianapolis, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Indianapolis'}
{'statement': 'Between Port Sudan and Calgary, the city with higher average temperature is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Calgary'}
{'statement': 'Between Lomé and Palmerston North, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Palmerston North'}
{'statement': 'Between Alexandria and Zürich, the city with higher average temperature is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Zürich'}
{'statement': 'Between Beirut and Berlin, the city with higher average temperature is Beirut.', 'answer': 'Beirut', 'candidate': 'Berlin'}
{'statement': 'Between Lagos and Skopje, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Between Mombasa and Asmara, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Asmara'}
{'statement': 'Between Melbourne and Reykjavík, the city with higher average temperature is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Reykjavík'}
{'statement': 'Between Pontianak and Chicago, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Chicago'}
{'statement': 'Between Douala and Zürich, the city with higher average temperature is Douala.', 'answer': 'Douala', 'candidate': 'Zürich'}
{'statement': 'Between Mexico City and Saint Petersburg, the city with higher average temperature is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Hanoi and Minneapolis, the city with higher average temperature is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Minneapolis'}
{'statement': 'Between Villahermosa and Beijing, the city with higher average temperature is Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Beijing'}
{'statement': 'Between Harare and Bergen, the city with higher average temperature is Harare.', 'answer': 'Harare', 'candidate': 'Bergen'}
{'statement': 'Between Panama City and Sydney, the city with higher average temperature is Panama City.', 'answer': 'Panama City', 'candidate': 'Sydney'}
{'statement': 'Between Durban and Fairbanks, the city with higher average temperature is Durban.', 'answer': 'Durban', 'candidate': 'Fairbanks'}
{'statement': 'Between Lahore and Beijing, the city with higher average temperature is Lahore.', 'answer': 'Lahore', 'candidate': 'Beijing'}
{'statement': 'Between Malabo and Christchurch, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Christchurch'}
{'statement': 'Between Mexico City and Vladivostok, the city with higher average temperature is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Vladivostok'}
{'statement': 'Between Bujumbura and Pittsburgh, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Pittsburgh'}
{'statement': 'Between Karachi and Christchurch, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Christchurch'}
{'statement': 'Between Mahajanga and Chicago, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Chicago'}
{'statement': 'Between Juba and Ljubljana, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Ljubljana'}
{'statement': 'Between Lagos and Rome, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Rome'}
{'statement': 'Between Managua and Copenhagen, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Copenhagen'}
{'statement': 'Between Villahermosa and Lviv, the city with higher average temperature is Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Lviv'}
{'statement': 'Between Port Sudan and Fairbanks, the city with higher average temperature is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Fairbanks'}
{'statement': 'Between Barranquilla and Novosibirsk, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Novosibirsk'}
{'statement': 'Between Pontianak and Copenhagen, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Copenhagen'}
{'statement': 'Between Honolulu and Erzurum, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Erzurum'}
{'statement': 'Between Ho Chi Minh City and Frankfurt, the city with higher average temperature is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Frankfurt'}
{'statement': 'Between Managua and Cape Town, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Cape Town'}
{'statement': 'Between La Paz and Skopje, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Skopje'}
{'statement': 'Between Nouakchott and Fairbanks, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Fairbanks'}
{'statement': 'Between Dodoma and Ljubljana, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ljubljana'}
{'statement': 'Between Surabaya and Hobart, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Hobart'}
{'statement': 'Between Rangpur and Chicago, the city with higher average temperature is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Chicago'}
{'statement': 'Between Abéché and San Diego, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'San Diego'}
{'statement': 'Between Bujumbura and Dublin, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Dublin'}
{'statement': 'Between San Salvador and Ljubljana, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Ljubljana'}
{'statement': 'Between Niamey and Toluca, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Toluca'}
{'statement': 'Between La Paz and Chicago, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Chicago'}
{'statement': 'Between Valencia and Halifax, the city with higher average temperature is Valencia.', 'answer': 'Valencia', 'candidate': 'Halifax'}
{'statement': 'Between Panama City and Fukuoka, the city with higher average temperature is Panama City.', 'answer': 'Panama City', 'candidate': 'Fukuoka'}
{'statement': 'Between San Juan and Kansas City, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Kansas City'}
{'statement': 'Between Mombasa and Denver, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Denver'}
{'statement': 'Between Medellín and Almaty, the city with higher average temperature is Medellín.', 'answer': 'Medellín', 'candidate': 'Almaty'}
{'statement': 'Between Makurdi and Zagreb, the city with higher average temperature is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Zagreb'}
{'statement': 'Between Bangkok and Buenos Aires, the city with higher average temperature is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Buenos Aires'}
{'statement': 'Between Toluca and Ulaanbaatar, the city with higher average temperature is Toluca.', 'answer': 'Toluca', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Bucharest and Murmansk, the city with higher average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Murmansk'}
{'statement': 'Between Hanoi and Kansas City, the city with higher average temperature is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Kansas City'}
{'statement': 'Between Wau and Zagreb, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Zagreb'}
{'statement': 'Between Tabora and Yakutsk, the city with higher average temperature is Tabora.', 'answer': 'Tabora', 'candidate': 'Yakutsk'}
{'statement': 'Between Valencia and Reykjavík, the city with higher average temperature is Valencia.', 'answer': 'Valencia', 'candidate': 'Reykjavík'}
{'statement': 'Between Mandalay and Canberra, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Canberra'}
{'statement': 'Between Luanda and Toronto, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Toronto'}
{'statement': 'Between Belize City and Addis Ababa, the city with higher average temperature is Belize City.', 'answer': 'Belize City', 'candidate': 'Addis Ababa'}
{'statement': 'Between Tauranga and Anchorage, the city with higher average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Anchorage'}
{'statement': 'Between Medellín and Ljubljana, the city with higher average temperature is Medellín.', 'answer': 'Medellín', 'candidate': 'Ljubljana'}
{'statement': 'Between Willemstad and Wellington, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Wellington'}
{'statement': 'Between Niamey and Almaty, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Almaty'}
{'statement': 'Between Malabo and Palmerston North, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Palmerston North'}
{'statement': 'Between Makassar and Shanghai, the city with higher average temperature is Makassar.', 'answer': 'Makassar', 'candidate': 'Shanghai'}
{'statement': 'Between Kingston and Halifax, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Halifax'}
{'statement': 'Between Phoenix and Omaha, the city with higher average temperature is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Omaha'}
{'statement': 'Between Denpasar and Vladivostok, the city with higher average temperature is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Vladivostok'}
{'statement': 'Between Tabora and Frankfurt, the city with higher average temperature is Tabora.', 'answer': 'Tabora', 'candidate': 'Frankfurt'}
{'statement': 'Between Toamasina and Canberra, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Canberra'}
{'statement': 'Between Mombasa and Reykjavík, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Reykjavík'}
{'statement': 'Between Niamey and Hobart, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Hobart'}
{'statement': 'Between Caracas and Milwaukee, the city with higher average temperature is Caracas.', 'answer': 'Caracas', 'candidate': 'Milwaukee'}
{'statement': 'Between Surabaya and Campos do Jordão, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Sokoto and Halifax, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Halifax'}
{'statement': 'Between Ouahigouya and Suwałki, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Suwałki'}
{'statement': 'Between San José and Novosibirsk, the city with higher average temperature is San José.', 'answer': 'San José', 'candidate': 'Novosibirsk'}
{'statement': 'Between Douala and Lhasa, the city with higher average temperature is Douala.', 'answer': 'Douala', 'candidate': 'Lhasa'}
