{'statement': 'You are looking for a city with cold weather. Between Abéché and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Campos do Jordão and Garissa, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Paris and Dodoma, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Algiers, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Paris and Palembang, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Punta Arenas and Lomé, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Kunming and Palembang, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Ushuaia and Toamasina, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Dublin and Cayenne, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Sucre and Surabaya, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Addis Ababa and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with cold weather. Between Saint Petersburg and Rabat, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Rabat'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Addis Ababa and Cayenne, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Kuopio and Rangpur, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Minneapolis and Gabès, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Gabès'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Lviv and Maputo, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Sydney and Willemstad, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Changsha and Manila, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Brussels and Suva, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Minneapolis and Garissa, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Beirut and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Sucre and Malabo, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Reykjavík and Changsha, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Changsha'}
{'statement': 'You are looking for a city with cold weather. Between Calgary and Napier, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Napier'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Murmansk and Porto Alegre, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a city with cold weather. Between Melbourne and Bangkok, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Lisbon and Panama City, you should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Gabès and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Gabès'}
{'statement': 'You are looking for a city with cold weather. Between Pittsburgh and Surabaya, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Santiago and Ségou, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Palermo and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Palermo'}
{'statement': 'You are looking for a city with cold weather. Between Entebbe and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a city with cold weather. Between Lviv and Kuwait City, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Moscow and Pontianak, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Damascus, you should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Hamilton and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Entebbe and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Ushuaia and Lima, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Lima'}
{'statement': 'You are looking for a city with cold weather. Between Porto Alegre and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a city with cold weather. Between Baltimore and Toliara, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Guangzhou and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Tauranga and San Juan, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Sapporo and Vientiane, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Lake Havasu City, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Harare and Bangkok, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Halifax and Brisbane, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Milwaukee and Maputo, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Ürümqi and Mexico City, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a city with cold weather. Between Ulaanbaatar and Bucharest, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a city with cold weather. Between Brussels and Djibouti, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Kabul and Willemstad, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Nur-Sultan and Sokoto, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Rosario and Willemstad, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Yinchuan and Bata, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Mendoza and Juba, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Vladivostok and Mombasa, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Mendoza and Darwin, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Lviv and Djibouti, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Alexandria and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Nairobi and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with cold weather. Between Campos do Jordão and Phnom Penh, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Minneapolis and Pontianak, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Hobart and Garissa, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Vladivostok and Ségou, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Kampala and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Bergen and Los Angeles, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a city with cold weather. Between Hobart and Luanda, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Sucre and Managua, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Cairo and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Cairo'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Denver and Hamilton, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Minsk and Djibouti, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Skopje and Ho Chi Minh City, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Thiès and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Thiès'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and London, you should visit London.', 'answer': 'London', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Baku and Bata, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Riyadh and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Antofagasta and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Chicago and La Paz, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Rosario, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with cold weather. Between Palermo and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Palermo'}
{'statement': 'You are looking for a city with cold weather. Between Fukuoka and San Juan, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Brussels and Dodoma, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Ürümqi and San Diego, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': 'You are looking for a city with cold weather. Between Ushuaia and Mandalay, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Novosibirsk and Tabora, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Novosibirsk and Benghazi, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Nur-Sultan and Manila, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Belgrade and La Paz, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Milwaukee and Aden, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Saskatoon and Cabo San Lucas, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Pittsburgh and Bujumbura, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Fairbanks and Damascus, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Damascus'}
{'statement': 'You are looking for a city with cold weather. Between Kampala and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Kampala'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Murmansk and Podgorica, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with cold weather. Between Irkutsk and Algiers, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Tampa and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Boise and San Juan, you should visit Boise.', 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Neuquén and La Ceiba, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Minsk and Managua, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Ottawa and Bangkok, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Sapporo and Brisbane, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Anchorage and Hanoi, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a city with cold weather. Between Tauranga and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between San Diego and Garissa, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Changsha and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Changsha'}
