{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Dublin, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Amsterdam, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Ushuaia, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Ulaanbaatar, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Zürich, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Zagreb, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Frankfurt, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Bratislava, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Bucharest, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Moscow, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Tripoli and Copenhagen, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Ürümqi, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Damascus, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Fairbanks, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Lyon and Fairbanks, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Fukuoka, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Asmara and Nur-Sultan, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Ndola and Minneapolis, this person should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Sapporo, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Ulaanbaatar, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Denver, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Belgrade, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Bucharest, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Lhasa, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Neuquén, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Berlin, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Fianarantsoa, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Wellington, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Napier, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Palmerston North, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Melbourne, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Brussels, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Ushuaia, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Buenos Aires and Punta Arenas, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Bahía Blanca, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Auckland, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Omaha, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Podgorica and Anchorage, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Tauranga, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Bishkek, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Yinchuan, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Addis Ababa, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Chicago, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Sapporo, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Brussels, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Anchorage, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Saint Petersburg, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Calgary, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Sapporo, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Almaty, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Brussels, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Fairbanks, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Damascus, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Sucre, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Moscow, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Kansas City, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Murmansk, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Lisbon, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a city with warm weather. Between Baghdad and Yinchuan, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Chihuahua and Kuopio, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago and Yakutsk, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Nairobi and Río Gallegos, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Kabul, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Valencia and Saint Petersburg, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Ankara, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Anchorage, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Nur-Sultan, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Yinchuan, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Kuopio, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Berlin and Ulaanbaatar, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Toluca, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Conakry and Irkutsk, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Sapporo, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Belgrade, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Minneapolis, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Shanghai, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Denver, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Erzurum, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Anchorage, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Parakou and Kansas City, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Zürich, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Yerevan, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Almaty, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Suwałki, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouakchott and Vladivostok, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Mendoza, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Zagreb, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Novosibirsk, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Brussels, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Tashkent and Kuopio, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Indianapolis, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Upington and Dublin, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Bergen, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Toronto, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Kansas City, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Pretoria and Vladivostok, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Almaty, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Saskatoon, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and London, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Wellington, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Baku and Novosibirsk, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Yinchuan, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Beijing, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Napier and Novosibirsk, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Omaha, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Porto Alegre and Lviv, this person should visit Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Tucson and Zürich, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Saint Petersburg, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Yinchuan, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Kansas City and Ulaanbaatar, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Ottawa, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Piura and Beijing, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Campos do Jordão, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Asmara, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Kunming, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Dublin, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Copenhagen, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Sucre, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Kabul, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Erbil and Río Gallegos, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Kampala and Ushuaia, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Bucharest, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Ho Chi Minh City and Paris, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Tauranga, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Bishkek, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Durban and Murmansk, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Ottawa, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Ulaanbaatar, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Wellington, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Kabul, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Belize City and Oslo, this person should visit Belize City.', 'answer': 'Belize City', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Yinchuan, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Bergen, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Baku, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Sucre, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Johannesburg, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Bucharest, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Mendoza, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Kuopio, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Ürümqi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Saskatoon, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and London, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Belgrade and Murmansk, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Nur-Sultan, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Dublin, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Brussels, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Christchurch, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Christchurch'}
