{'statement': 'Between Baghdad and Ségou, the smaller city is Ségou.', 'answer': 'Ségou', 'candidate': 'Baghdad'}
{'statement': 'Between Buenos Aires and Tauranga, the smaller city is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Buenos Aires'}
{'statement': 'Between Johannesburg and Darwin, the smaller city is Darwin.', 'answer': 'Darwin', 'candidate': 'Johannesburg'}
{'statement': 'Between Alexandria and Bamako, the smaller city is Bamako.', 'answer': 'Bamako', 'candidate': 'Alexandria'}
{'statement': 'Between Riyadh and Ndola, the smaller city is Ndola.', 'answer': 'Ndola', 'candidate': 'Riyadh'}
{'statement': 'Between Lima and Denpasar, the smaller city is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Lima'}
{'statement': 'Between Paris and Kathmandu, the smaller city is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Paris'}
{'statement': 'Between Toronto and Erzurum, the smaller city is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Toronto'}
{'statement': 'Between Cairo and Hobart, the smaller city is Hobart.', 'answer': 'Hobart', 'candidate': 'Cairo'}
{'statement': 'Between Mumbai and Brussels, the smaller city is Brussels.', 'answer': 'Brussels', 'candidate': 'Mumbai'}
{'statement': 'Between Lahore and Hanoi, the smaller city is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lahore'}
{'statement': 'Between Bogotá and Dublin, the smaller city is Dublin.', 'answer': 'Dublin', 'candidate': 'Bogotá'}
{'statement': 'Between Toronto and Novosibirsk, the smaller city is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Toronto'}
{'statement': 'Between Chicago and Denpasar, the smaller city is Denpasar.', 'answer': 'Denpasar', 'candidate': 'Chicago'}
{'statement': 'Between Riyadh and Reykjavík, the smaller city is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Riyadh'}
{'statement': 'Between Dar es Salaam and Cape Town, the smaller city is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Sydney and Beirut, the smaller city is Beirut.', 'answer': 'Beirut', 'candidate': 'Sydney'}
{'statement': 'Between Hanoi and Honolulu, the smaller city is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Hanoi'}
{'statement': 'Between Nairobi and Parakou, the smaller city is Parakou.', 'answer': 'Parakou', 'candidate': 'Nairobi'}
{'statement': 'Between Harare and Toliara, the smaller city is Toliara.', 'answer': 'Toliara', 'candidate': 'Harare'}
{'statement': 'Between Kabul and Panama City, the smaller city is Panama City.', 'answer': 'Panama City', 'candidate': 'Kabul'}
{'statement': 'Between Kabul and Cabo San Lucas, the smaller city is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Kabul'}
{'statement': 'Between Saint Petersburg and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Mumbai and Bratislava, the smaller city is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Mumbai'}
{'statement': 'Between Nairobi and Wau, the smaller city is Wau.', 'answer': 'Wau', 'candidate': 'Nairobi'}
{'statement': 'Between Houston and Auckland, the smaller city is Auckland.', 'answer': 'Auckland', 'candidate': 'Houston'}
{'statement': 'Between Chicago and Mendoza, the smaller city is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Chicago'}
{'statement': 'Between Algiers and Milan, the smaller city is Milan.', 'answer': 'Milan', 'candidate': 'Algiers'}
{'statement': 'Between Los Angeles and Panama City, the smaller city is Panama City.', 'answer': 'Panama City', 'candidate': 'Los Angeles'}
{'statement': 'Between Lahore and Ouahigouya, the smaller city is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Lahore'}
{'statement': 'Between Sydney and Ljubljana, the smaller city is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Sydney'}
{'statement': 'Between Ankara and Malabo, the smaller city is Malabo.', 'answer': 'Malabo', 'candidate': 'Ankara'}
{'statement': 'Between Jakarta and Porto Alegre, the smaller city is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Jakarta'}
{'statement': 'Between Toronto and Kansas City, the smaller city is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Toronto'}
{'statement': 'Between Chicago and Phnom Penh, the smaller city is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Chicago'}
{'statement': 'Between Kano and Florianópolis, the smaller city is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Kano'}
{'statement': 'Between Kano and Skopje, the smaller city is Skopje.', 'answer': 'Skopje', 'candidate': 'Kano'}
{'statement': 'Between Los Angeles and Viedma, the smaller city is Viedma.', 'answer': 'Viedma', 'candidate': 'Los Angeles'}
{'statement': 'Between Ho Chi Minh City and Milan, the smaller city is Milan.', 'answer': 'Milan', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Kano and Belize City, the smaller city is Belize City.', 'answer': 'Belize City', 'candidate': 'Kano'}
{'statement': 'Between Mexico City and Pretoria, the smaller city is Pretoria.', 'answer': 'Pretoria', 'candidate': 'Mexico City'}
{'statement': 'Between Monterrey and Frankfurt, the smaller city is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Monterrey'}
{'statement': 'Between Bogotá and Christchurch, the smaller city is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bogotá'}
{'statement': 'Between Ho Chi Minh City and Vienna, the smaller city is Vienna.', 'answer': 'Vienna', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Houston and Cotonou, the smaller city is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Houston'}
{'statement': 'Between Jakarta and Toluca, the smaller city is Toluca.', 'answer': 'Toluca', 'candidate': 'Jakarta'}
{'statement': 'Between Guangzhou and Lomé, the smaller city is Lomé.', 'answer': 'Lomé', 'candidate': 'Guangzhou'}
{'statement': 'Between Lagos and Gabès, the smaller city is Gabès.', 'answer': 'Gabès', 'candidate': 'Lagos'}
{'statement': 'Between Ankara and Kuopio, the smaller city is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ankara'}
{'statement': 'Between San Diego and Lhasa, the smaller city is Lhasa.', 'answer': 'Lhasa', 'candidate': 'San Diego'}
{'statement': 'Between Bogotá and Baku, the smaller city is Baku.', 'answer': 'Baku', 'candidate': 'Bogotá'}
{'statement': 'Between Baku and Belize City, the smaller city is Belize City.', 'answer': 'Belize City', 'candidate': 'Baku'}
{'statement': 'Between Johannesburg and Hat Yai, the smaller city is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Johannesburg'}
{'statement': 'Between Lahore and Douala, the smaller city is Douala.', 'answer': 'Douala', 'candidate': 'Lahore'}
{'statement': 'Between Bangkok and Erzurum, the smaller city is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Bangkok'}
{'statement': 'Between Monterrey and Barranquilla, the smaller city is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Monterrey'}
{'statement': 'Between Sydney and Palmerston North, the smaller city is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Sydney'}
{'statement': 'Between Bangkok and Porto Alegre, the smaller city is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Bangkok'}
{'statement': 'Between Ürümqi and Erbil, the smaller city is Erbil.', 'answer': 'Erbil', 'candidate': 'Ürümqi'}
{'statement': 'Between Saint Petersburg and Bangui, the smaller city is Bangui.', 'answer': 'Bangui', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Houston and Brussels, the smaller city is Brussels.', 'answer': 'Brussels', 'candidate': 'Houston'}
{'statement': 'Between Luanda and Palermo, the smaller city is Palermo.', 'answer': 'Palermo', 'candidate': 'Luanda'}
{'statement': 'Between Mumbai and Lviv, the smaller city is Lviv.', 'answer': 'Lviv', 'candidate': 'Mumbai'}
{'statement': 'Between Sydney and Rome, the smaller city is Rome.', 'answer': 'Rome', 'candidate': 'Sydney'}
{'statement': 'Between Luanda and Durban, the smaller city is Durban.', 'answer': 'Durban', 'candidate': 'Luanda'}
{'statement': 'Between Kunming and La Ceiba, the smaller city is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Kunming'}
{'statement': 'Between Saint Petersburg and Río Gallegos, the smaller city is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Tampa and Belize City, the smaller city is Belize City.', 'answer': 'Belize City', 'candidate': 'Tampa'}
{'statement': 'Between Paris and Ségou, the smaller city is Ségou.', 'answer': 'Ségou', 'candidate': 'Paris'}
{'statement': 'Between Kabul and Sokoto, the smaller city is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Kabul'}
{'statement': 'Between Tashkent and Ségou, the smaller city is Ségou.', 'answer': 'Ségou', 'candidate': 'Tashkent'}
{'statement': 'Between Sydney and Ottawa, the smaller city is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Sydney'}
{'statement': 'Between Kano and Thiès, the smaller city is Thiès.', 'answer': 'Thiès', 'candidate': 'Kano'}
{'statement': 'Between Alexandria and Bahía Blanca, the smaller city is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Alexandria'}
{'statement': 'Between Mumbai and Brisbane, the smaller city is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Mumbai'}
{'statement': 'Between Baghdad and Abéché, the smaller city is Abéché.', 'answer': 'Abéché', 'candidate': 'Baghdad'}
{'statement': 'Between Riyadh and Garissa, the smaller city is Garissa.', 'answer': 'Garissa', 'candidate': 'Riyadh'}
{'statement': 'Between Manila and Ottawa, the smaller city is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Manila'}
{'statement': 'Between Los Angeles and Brasília, the smaller city is Brasília.', 'answer': 'Brasília', 'candidate': 'Los Angeles'}
{'statement': 'Between Luanda and La Paz, the smaller city is La Paz.', 'answer': 'La Paz', 'candidate': 'Luanda'}
{'statement': 'Between Jakarta and Lviv, the smaller city is Lviv.', 'answer': 'Lviv', 'candidate': 'Jakarta'}
{'statement': 'Between Baku and Punta Arenas, the smaller city is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Baku'}
{'statement': 'Between Tashkent and Christchurch, the smaller city is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tashkent'}
