{'statement': 'Someone is looking for a city with cold weather. Between Anchorage and Tampa, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Wau, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between La Serena and Piura, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a city with cold weather. Between Almaty and Kingston, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Lhasa and Perth, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a city with cold weather. Between Ankara and Bujumbura, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Ho Chi Minh City and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Melbourne and Bamako, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Albuquerque and Belize City, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Paris and Karachi, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Ouahigouya, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Saint Petersburg and Rosario, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with cold weather. Between Asmara and Kingston, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Vladivostok and Parakou, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Vienna and Kingston, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuopio and Toamasina, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and London, this person should visit London.', 'answer': 'London', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Brasília and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a city with cold weather. Between Bergen and Luanda, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Saint Petersburg and Goiânia, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Pittsburgh and Mahajanga, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Kampala and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a city with cold weather. Between Canberra and San Salvador, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Río Gallegos and La Ceiba, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Podgorica and Mandalay, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Rome and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with cold weather. Between Oslo and Córdoba, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Bahía Blanca and Ho Chi Minh City, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Paris and Jakarta, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Zagreb and Garissa, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Chicago and Riyadh, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Baltimore and Managua, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Bogotá and Palembang, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Vientiane, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Omaha and Manaus, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Milwaukee and Surabaya, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Bucharest and Yaoundé, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Minneapolis and Honolulu, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Tucson and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Frankfurt and Palembang, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Yerevan, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Bergen and Surabaya, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Lhasa and Cotonou, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Novosibirsk and Bata, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Anchorage and Curitiba, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Bratislava and Honolulu, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Zürich and Toamasina, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Campos do Jordão and Honolulu, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Omaha and Palembang, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Valencia, this person should visit Valencia.', 'answer': 'Valencia', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Nur-Sultan and Hanoi, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Rome and Garissa, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Melbourne and Juba, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Amsterdam and Caracas, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Moscow and La Paz, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Bishkek and Toliara, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Copenhagen and Karachi, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Zürich and Erbil, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Irkutsk and Shanghai, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Lviv, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with cold weather. Between Córdoba and Bangkok, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Zagreb and Karachi, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with cold weather. Between London and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with cold weather. Between Moscow and Durban, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a city with cold weather. Between Ulaanbaatar and Tabora, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Novosibirsk and San Juan, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Calgary and Bogotá, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with cold weather. Between Tashkent and Belize City, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Hobart and Mumbai, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Buenos Aires and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with cold weather. Between Ulaanbaatar and Yerevan, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with cold weather. Between Melbourne and San Juan, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Vladivostok and Chihuahua, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Chihuahua'}
