{'statement': 'Between Barranquilla and Sacramento, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'Between Mombasa and Toluca, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toluca'}
{'statement': 'Between Dodoma and Saskatoon, the city with higher average temperature is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Saskatoon'}
{'statement': 'Between Bujumbura and Indianapolis, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Indianapolis'}
{'statement': 'Between Lusaka and Zürich, the city with higher average temperature is Lusaka.', 'answer': 'Lusaka', 'candidate': 'Zürich'}
{'statement': 'Between Honolulu and Rome, the city with higher average temperature is Honolulu.', 'answer': 'Honolulu', 'candidate': 'Rome'}
{'statement': 'Between Mumbai and Cape Town, the city with higher average temperature is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cape Town'}
{'statement': 'Between Kunming and Erzurum, the city with higher average temperature is Kunming.', 'answer': 'Kunming', 'candidate': 'Erzurum'}
{'statement': 'Between Perth and Nur-Sultan, the city with higher average temperature is Perth.', 'answer': 'Perth', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Barranquilla and Yakutsk, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Yakutsk'}
{'statement': 'Between Lusaka and Kuopio, the city with higher average temperature is Lusaka.', 'answer': 'Lusaka', 'candidate': 'Kuopio'}
{'statement': 'Between Managua and Reykjavík, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Reykjavík'}
{'statement': 'Between Mandalay and Zürich, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Zürich'}
{'statement': 'Between Guadalajara and Chicago, the city with higher average temperature is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Chicago'}
{'statement': 'Between San Juan and Palmerston North, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Palmerston North'}
{'statement': 'Between Hat Yai and Campos do Jordão, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Tamanrasset and Zagreb, the city with higher average temperature is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Zagreb'}
{'statement': 'Between Willemstad and Kuopio, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Kuopio'}
{'statement': 'Between Baghdad and Dublin, the city with higher average temperature is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Dublin'}
{'statement': 'Between Nouakchott and Rome, the city with higher average temperature is Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Rome'}
{'statement': 'Between Rangpur and Milan, the city with higher average temperature is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Milan'}
{'statement': 'Between Phnom Penh and Christchurch, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Christchurch'}
{'statement': 'Between Caracas and Murmansk, the city with higher average temperature is Caracas.', 'answer': 'Caracas', 'candidate': 'Murmansk'}
{'statement': 'Between Kingston and Johannesburg, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Johannesburg'}
{'statement': 'Between Suva and Melbourne, the city with higher average temperature is Suva.', 'answer': 'Suva', 'candidate': 'Melbourne'}
{'statement': 'Between Cotonou and Sapporo, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Sapporo'}
{'statement': 'Between Valencia and Halifax, the city with higher average temperature is Valencia.', 'answer': 'Valencia', 'candidate': 'Halifax'}
{'statement': 'Between Port Moresby and Sapporo, the city with higher average temperature is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Sapporo'}
{'statement': 'Between Thiès and Frankfurt, the city with higher average temperature is Thiès.', 'answer': 'Thiès', 'candidate': 'Frankfurt'}
{'statement': 'Between Ljubljana and Yakutsk, the city with higher average temperature is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Yakutsk'}
{'statement': 'Between Lomé and Saskatoon, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Saskatoon'}
{'statement': 'Between Upington and Irkutsk, the city with higher average temperature is Upington.', 'answer': 'Upington', 'candidate': 'Irkutsk'}
{'statement': 'Between Nouadhibou and Halifax, the city with higher average temperature is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Halifax'}
{'statement': 'Between Riyadh and Frankfurt, the city with higher average temperature is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Frankfurt'}
{'statement': 'Between Sokoto and Sapporo, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Sapporo'}
{'statement': 'Between Tamanrasset and Minneapolis, the city with higher average temperature is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Minneapolis'}
{'statement': 'Between Mahajanga and Bergen, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Bergen'}
{'statement': 'Between Phnom Penh and Ljubljana, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Ljubljana'}
{'statement': 'Between Ségou and Lhasa, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Lhasa'}
{'statement': 'Between Albuquerque and Yakutsk, the city with higher average temperature is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Yakutsk'}
{'statement': 'Between Bangui and Minneapolis, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Minneapolis'}
{'statement': 'Between Kano and Belgrade, the city with higher average temperature is Kano.', 'answer': 'Kano', 'candidate': 'Belgrade'}
{'statement': 'Between Caracas and Berlin, the city with higher average temperature is Caracas.', 'answer': 'Caracas', 'candidate': 'Berlin'}
{'statement': 'Between Gabès and Yakutsk, the city with higher average temperature is Gabès.', 'answer': 'Gabès', 'candidate': 'Yakutsk'}
{'statement': 'Between Mombasa and Christchurch, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Christchurch'}
{'statement': 'Between Port Moresby and Irkutsk, the city with higher average temperature is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Irkutsk'}
{'statement': 'Between Florianópolis and Novosibirsk, the city with higher average temperature is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Novosibirsk'}
{'statement': 'Between Barranquilla and Albuquerque, the city with higher average temperature is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Albuquerque'}
{'statement': 'Between Piura and Bratislava, the city with higher average temperature is Piura.', 'answer': 'Piura', 'candidate': 'Bratislava'}
{'statement': 'Between Lomé and Belgrade, the city with higher average temperature is Lomé.', 'answer': 'Lomé', 'candidate': 'Belgrade'}
{'statement': 'Between Ouahigouya and Irkutsk, the city with higher average temperature is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Irkutsk'}
{'statement': 'Between Wau and Lviv, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Lviv'}
{'statement': 'Between Thiès and Ankara, the city with higher average temperature is Thiès.', 'answer': 'Thiès', 'candidate': 'Ankara'}
{'statement': 'Between Nouadhibou and Bratislava, the city with higher average temperature is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Bratislava'}
{'statement': 'Between Lake Havasu City and Irkutsk, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Irkutsk'}
{'statement': 'Between Perth and Anchorage, the city with higher average temperature is Perth.', 'answer': 'Perth', 'candidate': 'Anchorage'}
{'statement': 'Between Phnom Penh and Sapporo, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Sapporo'}
{'statement': 'Between San Juan and Fukuoka, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Between Nairobi and Vladivostok, the city with higher average temperature is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Vladivostok'}
{'statement': 'Between Wau and Mexico City, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Mexico City'}
{'statement': 'Between Bangkok and Reykjavík, the city with higher average temperature is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'Between San Juan and Fukuoka, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Fukuoka'}
{'statement': 'Between Manila and Podgorica, the city with higher average temperature is Manila.', 'answer': 'Manila', 'candidate': 'Podgorica'}
{'statement': 'Between Kingston and Tauranga, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Tauranga'}
{'statement': 'Between Kabul and Irkutsk, the city with higher average temperature is Kabul.', 'answer': 'Kabul', 'candidate': 'Irkutsk'}
{'statement': 'Between Toamasina and Minsk, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Minsk'}
{'statement': 'Between Manaus and Bratislava, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Bratislava'}
{'statement': 'Between Parakou and Irkutsk, the city with higher average temperature is Parakou.', 'answer': 'Parakou', 'candidate': 'Irkutsk'}
{'statement': 'Between Panama City and Campos do Jordão, the city with higher average temperature is Panama City.', 'answer': 'Panama City', 'candidate': 'Campos do Jordão'}
{'statement': 'Between Damascus and Reykjavík, the city with higher average temperature is Damascus.', 'answer': 'Damascus', 'candidate': 'Reykjavík'}
{'statement': 'Between Pontianak and Suwałki, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Suwałki'}
{'statement': 'Between Abéché and Toluca, the city with higher average temperature is Abéché.', 'answer': 'Abéché', 'candidate': 'Toluca'}
{'statement': 'Between Kano and Yinchuan, the city with higher average temperature is Kano.', 'answer': 'Kano', 'candidate': 'Yinchuan'}
{'statement': 'Between Bangui and Novosibirsk, the city with higher average temperature is Bangui.', 'answer': 'Bangui', 'candidate': 'Novosibirsk'}
{'statement': 'Between Garissa and Sapporo, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Sapporo'}
{'statement': 'Between Toliara and Vladivostok, the city with higher average temperature is Toliara.', 'answer': 'Toliara', 'candidate': 'Vladivostok'}
{'statement': 'Between Hat Yai and Lyon, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Lyon'}
{'statement': 'Between Mombasa and Zürich, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Zürich'}
{'statement': 'Between Managua and Amsterdam, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Amsterdam'}
{'statement': 'Between Sokoto and Canberra, the city with higher average temperature is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Canberra'}
{'statement': 'Between Lagos and Minneapolis, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'Between Kunming and Calgary, the city with higher average temperature is Kunming.', 'answer': 'Kunming', 'candidate': 'Calgary'}
{'statement': 'Between Porto Alegre and Minsk, the city with higher average temperature is Porto Alegre.', 'answer': 'Porto Alegre', 'candidate': 'Minsk'}
{'statement': 'Between Surabaya and Bishkek, the city with higher average temperature is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Bishkek'}
{'statement': 'Between San Juan and Punta Arenas, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Punta Arenas'}
{'statement': 'Between Vientiane and Yakutsk, the city with higher average temperature is Vientiane.', 'answer': 'Vientiane', 'candidate': 'Yakutsk'}
{'statement': 'Between Cairo and Minneapolis, the city with higher average temperature is Cairo.', 'answer': 'Cairo', 'candidate': 'Minneapolis'}
{'statement': 'Between Hanoi and Skopje, the city with higher average temperature is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Skopje'}
{'statement': 'Between Wau and Addis Ababa, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Addis Ababa'}
{'statement': 'Between La Paz and Moscow, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Between Makurdi and Indianapolis, the city with higher average temperature is Makurdi.', 'answer': 'Makurdi', 'candidate': 'Indianapolis'}
{'statement': 'Between Manaus and Frankfurt, the city with higher average temperature is Manaus.', 'answer': 'Manaus', 'candidate': 'Frankfurt'}
{'statement': 'Between San Diego and Ürümqi, the city with higher average temperature is San Diego.', 'answer': 'San Diego', 'candidate': 'Ürümqi'}
{'statement': 'Between Wau and Ulaanbaatar, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Auckland and Saskatoon, the city with higher average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Saskatoon'}
{'statement': 'Between Guangzhou and Boise, the city with higher average temperature is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Boise'}
{'statement': 'Between Caracas and Erzurum, the city with higher average temperature is Caracas.', 'answer': 'Caracas', 'candidate': 'Erzurum'}
{'statement': 'Between Djibouti and Changsha, the city with higher average temperature is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Changsha'}
{'statement': 'Between Ségou and Suwałki, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Suwałki'}
{'statement': 'Between Malabo and Zagreb, the city with higher average temperature is Malabo.', 'answer': 'Malabo', 'candidate': 'Zagreb'}
{'statement': 'Between Luanda and Pittsburgh, the city with higher average temperature is Luanda.', 'answer': 'Luanda', 'candidate': 'Pittsburgh'}
{'statement': 'Between Parakou and Almaty, the city with higher average temperature is Parakou.', 'answer': 'Parakou', 'candidate': 'Almaty'}
{'statement': 'Between Aden and Moscow, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Moscow'}
{'statement': 'Between Changsha and Saint Petersburg, the city with higher average temperature is Changsha.', 'answer': 'Changsha', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Port Moresby and Baku, the city with higher average temperature is Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Baku'}
{'statement': 'Between Cotonou and Christchurch, the city with higher average temperature is Cotonou.', 'answer': 'Cotonou', 'candidate': 'Christchurch'}
{'statement': 'Between Damascus and Minsk, the city with higher average temperature is Damascus.', 'answer': 'Damascus', 'candidate': 'Minsk'}
{'statement': 'Between Paramaribo and Bucharest, the city with higher average temperature is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Bucharest'}
{'statement': 'Between Suva and Zürich, the city with higher average temperature is Suva.', 'answer': 'Suva', 'candidate': 'Zürich'}
{'statement': 'Between Fukuoka and Yakutsk, the city with higher average temperature is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Yakutsk'}
{'statement': 'Between Los Angeles and Ürümqi, the city with higher average temperature is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ürümqi'}
{'statement': 'Between Lake Havasu City and Canberra, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Canberra'}
{'statement': 'Between Lake Havasu City and Vladivostok, the city with higher average temperature is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Vladivostok'}
{'statement': 'Between Bata and Saint Petersburg, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Pontianak and Almaty, the city with higher average temperature is Pontianak.', 'answer': 'Pontianak', 'candidate': 'Almaty'}
{'statement': 'Between Monterrey and Pittsburgh, the city with higher average temperature is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Pittsburgh'}
{'statement': 'Between Bata and Amsterdam, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Amsterdam'}
{'statement': 'Between Entebbe and Anchorage, the city with higher average temperature is Entebbe.', 'answer': 'Entebbe', 'candidate': 'Anchorage'}
{'statement': 'Between Tucson and Dublin, the city with higher average temperature is Tucson.', 'answer': 'Tucson', 'candidate': 'Dublin'}
{'statement': 'Between Bangkok and Lhasa, the city with higher average temperature is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Lhasa'}
{'statement': 'Between Bangkok and Canberra, the city with higher average temperature is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Canberra'}
{'statement': 'Between Niamey and Viedma, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Viedma'}
{'statement': 'Between Niamey and Bahía Blanca, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Kingston and Wellington, the city with higher average temperature is Kingston.', 'answer': 'Kingston', 'candidate': 'Wellington'}
{'statement': 'Between San Juan and Lviv, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Lviv'}
{'statement': 'Between Wau and Rosario, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Rosario'}
{'statement': 'Between Conakry and Sapporo, the city with higher average temperature is Conakry.', 'answer': 'Conakry', 'candidate': 'Sapporo'}
{'statement': 'Between Lagos and Vladivostok, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Vladivostok'}
{'statement': 'Between Fukuoka and Fairbanks, the city with higher average temperature is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Fairbanks'}
{'statement': 'Between Aden and Amsterdam, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Amsterdam'}
{'statement': 'Between Rangpur and Nur-Sultan, the city with higher average temperature is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Karachi and Sucre, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Sucre'}
{'statement': 'Between Parakou and Ushuaia, the city with higher average temperature is Parakou.', 'answer': 'Parakou', 'candidate': 'Ushuaia'}
{'statement': 'Between Mombasa and Toronto, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'Between Mahajanga and Novosibirsk, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Novosibirsk'}
{'statement': 'Between Willemstad and Erzurum, the city with higher average temperature is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Erzurum'}
{'statement': 'Between Aden and Paris, the city with higher average temperature is Aden.', 'answer': 'Aden', 'candidate': 'Paris'}
{'statement': 'Between Mahajanga and Lyon, the city with higher average temperature is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Lyon'}
{'statement': 'Between Guangzhou and Indianapolis, the city with higher average temperature is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Indianapolis'}
{'statement': 'Between Houston and Fairbanks, the city with higher average temperature is Houston.', 'answer': 'Houston', 'candidate': 'Fairbanks'}
{'statement': 'Between San Salvador and Beijing, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Beijing'}
{'statement': 'Between Upington and Toronto, the city with higher average temperature is Upington.', 'answer': 'Upington', 'candidate': 'Toronto'}
{'statement': 'Between Hamilton and Yinchuan, the city with higher average temperature is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Yinchuan'}
{'statement': 'Between Tabora and Paris, the city with higher average temperature is Tabora.', 'answer': 'Tabora', 'candidate': 'Paris'}
{'statement': 'Between Mandalay and Johannesburg, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Johannesburg'}
{'statement': 'Between Bujumbura and Fairbanks, the city with higher average temperature is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Fairbanks'}
{'statement': 'Between Karachi and Saint Petersburg, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Darwin and Baku, the city with higher average temperature is Darwin.', 'answer': 'Darwin', 'candidate': 'Baku'}
{'statement': 'Between Hanoi and Almaty, the city with higher average temperature is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Almaty'}
{'statement': 'Between Mandalay and Rosario, the city with higher average temperature is Mandalay.', 'answer': 'Mandalay', 'candidate': 'Rosario'}
{'statement': 'Between Juba and Saint Petersburg, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Goiânia and Irkutsk, the city with higher average temperature is Goiânia.', 'answer': 'Goiânia', 'candidate': 'Irkutsk'}
{'statement': 'Between Garissa and El Paso, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'El Paso'}
{'statement': 'Between San Juan and Cape Town, the city with higher average temperature is San Juan.', 'answer': 'San Juan', 'candidate': 'Cape Town'}
{'statement': 'Between Garoua and La Serena, the city with higher average temperature is Garoua.', 'answer': 'Garoua', 'candidate': 'La Serena'}
{'statement': 'Between Dar es Salaam and Sucre, the city with higher average temperature is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Sucre'}
{'statement': 'Between Nakhon Ratchasima and Anchorage, the city with higher average temperature is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Anchorage'}
{'statement': 'Between Karachi and Tashkent, the city with higher average temperature is Karachi.', 'answer': 'Karachi', 'candidate': 'Tashkent'}
{'statement': 'Between Tauranga and Fairbanks, the city with higher average temperature is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Fairbanks'}
{'statement': 'Between Tampa and Bratislava, the city with higher average temperature is Tampa.', 'answer': 'Tampa', 'candidate': 'Bratislava'}
{'statement': 'Between Lagos and Río Gallegos, the city with higher average temperature is Lagos.', 'answer': 'Lagos', 'candidate': 'Río Gallegos'}
{'statement': 'Between San Salvador and Nur-Sultan, the city with higher average temperature is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Garissa and Los Angeles, the city with higher average temperature is Garissa.', 'answer': 'Garissa', 'candidate': 'Los Angeles'}
{'statement': 'Between Niamey and Milwaukee, the city with higher average temperature is Niamey.', 'answer': 'Niamey', 'candidate': 'Milwaukee'}
{'statement': 'Between El Paso and Nur-Sultan, the city with higher average temperature is El Paso.', 'answer': 'El Paso', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Phnom Penh and Cape Town, the city with higher average temperature is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Cape Town'}
{'statement': 'Between Toamasina and Beijing, the city with higher average temperature is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Beijing'}
{'statement': 'Between Hat Yai and Bahía Blanca, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Ségou and Neuquén, the city with higher average temperature is Ségou.', 'answer': 'Ségou', 'candidate': 'Neuquén'}
{'statement': 'Between Palembang and Milwaukee, the city with higher average temperature is Palembang.', 'answer': 'Palembang', 'candidate': 'Milwaukee'}
{'statement': 'Between Bata and Murmansk, the city with higher average temperature is Bata.', 'answer': 'Bata', 'candidate': 'Murmansk'}
{'statement': 'Between San Diego and Vladivostok, the city with higher average temperature is San Diego.', 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': 'Between Managua and Brussels, the city with higher average temperature is Managua.', 'answer': 'Managua', 'candidate': 'Brussels'}
{'statement': 'Between Juba and Ljubljana, the city with higher average temperature is Juba.', 'answer': 'Juba', 'candidate': 'Ljubljana'}
{'statement': 'Between Mombasa and Podgorica, the city with higher average temperature is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Podgorica'}
{'statement': 'Between Nakhon Ratchasima and Santiago, the city with higher average temperature is Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Santiago'}
{'statement': 'Between Cabo San Lucas and Murmansk, the city with higher average temperature is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Murmansk'}
{'statement': 'Between Wau and Ljubljana, the city with higher average temperature is Wau.', 'answer': 'Wau', 'candidate': 'Ljubljana'}
{'statement': 'Between Kano and Beijing, the city with higher average temperature is Kano.', 'answer': 'Kano', 'candidate': 'Beijing'}
{'statement': 'Between La Paz and Toronto, the city with higher average temperature is La Paz.', 'answer': 'La Paz', 'candidate': 'Toronto'}
{'statement': 'Between Palermo and Lviv, the city with higher average temperature is Palermo.', 'answer': 'Palermo', 'candidate': 'Lviv'}
{'statement': 'Between Hat Yai and Vienna, the city with higher average temperature is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Vienna'}
{'statement': 'Between Rosario and Calgary, the city with higher average temperature is Rosario.', 'answer': 'Rosario', 'candidate': 'Calgary'}
{'statement': 'Between Tamanrasset and Ushuaia, the city with higher average temperature is Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ushuaia'}
{'statement': 'Between Garoua and Minsk, the city with higher average temperature is Garoua.', 'answer': 'Garoua', 'candidate': 'Minsk'}
