{'statement': 'You are looking for a big city to visit. Between London and Milan, you should visit London.', 'answer': 'London', 'candidate': 'Milan'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Palmerston North, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Pittsburgh, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Chihuahua, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Chihuahua'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Ndola, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Parakou, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'You are looking for a big city to visit. Between London and Mahajanga, you should visit London.', 'answer': 'London', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Kampala, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Kampala'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Guadalajara, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Frankfurt, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Aden, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Aden'}
{'statement': 'You are looking for a big city to visit. Between London and Punta Arenas, you should visit London.', 'answer': 'London', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between Harare and Toliara, you should visit Harare.', 'answer': 'Harare', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Baghdad, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Christchurch, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a big city to visit. Between Ankara and Halifax, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Kansas City, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Kansas City'}
{'statement': 'You are looking for a big city to visit. Between Brasília and Valencia, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Valencia'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Entebbe, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Toamasina, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Erbil, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Erbil'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Anchorage, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and San José, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Baghdad, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a big city to visit. Between Lagos and La Serena, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Panama City, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Erzurum, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Erzurum'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Saint Petersburg, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Conakry, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Conakry'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Fukuoka, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Harare, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Houston and Hat Yai, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Beirut, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Vienna, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between London and Berlin, you should visit London.', 'answer': 'London', 'candidate': 'Berlin'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Bucharest, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Bucharest'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Tamanrasset, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Piura, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Campos do Jordão, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Canberra, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Canberra'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Dodoma, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Nur-Sultan, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a big city to visit. Between Manila and Sucre, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Denpasar, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Boise, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Boise'}
{'statement': 'You are looking for a big city to visit. Between Karachi and Kathmandu, you should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Almaty, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and La Ceiba, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a big city to visit. Between Denver and Anchorage, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Lima and Kathmandu, you should visit Lima.', 'answer': 'Lima', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Beirut, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Lisbon, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Sapporo, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Tamanrasset, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a big city to visit. Between London and Beirut, you should visit London.', 'answer': 'London', 'candidate': 'Beirut'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Darwin, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Darwin'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Lviv, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Lviv'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Panama City, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Viedma, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Bergen, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Minneapolis and Oslo, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Oslo'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Benghazi, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Bata, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Bata'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Viedma, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Yaoundé and Port Moresby, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Indianapolis, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Indianapolis'}
{'statement': 'You are looking for a big city to visit. Between Moscow and Yakutsk, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Kingston, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Kingston'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Rosario, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Rosario'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Copenhagen, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Addis Ababa, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Calgary, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Calgary'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and San Juan, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Houston and Viedma, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Viedma'}
{'statement': 'You are looking for a big city to visit. Between Algiers and Villahermosa, you should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Hat Yai, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Reykjavík, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Minsk, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Minsk'}
{'statement': 'You are looking for a big city to visit. Between Dar es Salaam and Omaha, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Baghdad and Frankfurt, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Frankfurt'}
{'statement': 'You are looking for a big city to visit. Between Denver and Makurdi, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Bangkok and Medellín, you should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Medellín'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Toluca, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Sacramento, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Upington, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Upington'}
{'statement': 'You are looking for a big city to visit. Between Monterrey and Palembang, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Palembang'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Mombasa, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between Denver and San Juan, you should visit Denver.', 'answer': 'Denver', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Sokoto, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a big city to visit. Between Beijing and Albuquerque, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a big city to visit. Between Lagos and San Salvador, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Douala, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Douala'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Garoua, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and San Diego, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Cabo San Lucas, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a big city to visit. Between Lahore and San Juan, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Monterrey, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Toluca, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Toluca'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Yinchuan, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Yinchuan'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Nouakchott, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a big city to visit. Between Manila and Damascus, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Damascus'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Copenhagen, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Copenhagen'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Panama City, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between London and Tucson, you should visit London.', 'answer': 'London', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Bergen, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Bergen'}
{'statement': 'You are looking for a big city to visit. Between Brisbane and Palmerston North, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Houston and Brasília, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Brasília'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Ushuaia, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a big city to visit. Between Rome and Punta Arenas, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Punta Arenas'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Malabo, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Malabo'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Piura, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Phoenix and Cayenne, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and San Antonio, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Kabul, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Kabul'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Lhasa, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a big city to visit. Between Bogotá and Baltimore, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a big city to visit. Between London and Palmerston North, you should visit London.', 'answer': 'London', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Muscat, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Muscat'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Ljubljana, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a big city to visit. Between Saint Petersburg and Vienna, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Vienna'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Houston, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Houston'}
{'statement': 'You are looking for a big city to visit. Between Douala and Tabora, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Tabora'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Podgorica, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Durban, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Durban'}
{'statement': 'You are looking for a big city to visit. Between Alexandria and Napier, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Napier'}
{'statement': 'You are looking for a big city to visit. Between Nairobi and Nakhon Ratchasima, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Tauranga, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Tauranga'}
{'statement': 'You are looking for a big city to visit. Between Rome and Palmerston North, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Mombasa, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a big city to visit. Between San Diego and Toamasina, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Omaha, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Omaha'}
{'statement': 'You are looking for a big city to visit. Between Ürümqi and Kuopio, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Kuopio'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and San Antonio, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Antonio'}
