{'statement': 'You are looking for a small city to visit. Between Kabul and Changsha, you should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Bangui and Manila, you should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Minneapolis and Bogotá, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Kano and Guadalajara, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Thiès and Luanda, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Denpasar and Nairobi, you should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Podgorica and Mumbai, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Honolulu and Jakarta, you should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Muscat and Paris, you should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Nakhon Ratchasima and Baghdad, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Oslo and Alexandria, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Kabul and Ouahigouya, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Tauranga and Paris, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Brussels and Johannesburg, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Parakou, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Moscow and Baghdad, you should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between London and La Ceiba, you should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Paris and Guangzhou, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Lima and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Podgorica and Ankara, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Reykjavík and Luanda, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Makurdi, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Bratislava and Alexandria, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Toronto and Lima, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Lima'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Makassar and Bogotá, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Parakou and Ankara, you should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Kampala and London, you should visit Kampala.', 'answer': 'Kampala', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Curitiba and Buenos Aires, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Djibouti and Rome, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Manila and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Algiers and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between Saskatoon and Surabaya, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Entebbe and Shanghai, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Kano and Ndola, you should visit Ndola.', 'answer': 'Ndola', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Malabo and Ürümqi, you should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Manila and Piura, you should visit Piura.', 'answer': 'Piura', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Mendoza and Santiago, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Manaus, you should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Chihuahua and Santiago, you should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Kuopio and Mumbai, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Paris and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Entebbe and Douala, you should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Douala'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Managua, you should visit Managua.', 'answer': 'Managua', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Ouahigouya and Luanda, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Hat Yai and Baghdad, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Medellín and Dodoma, you should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Medellín'}
{'statement': 'You are looking for a small city to visit. Between Neuquén and London, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Bratislava and Lahore, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Mexico City, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Podgorica and Hanoi, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Nouakchott and Beijing, you should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Bergen, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Tashkent and Shanghai, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Mexicali, you should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Omaha and Moscow, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Rosario and Toronto, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Toronto'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Lviv and Beijing, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Brisbane and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a small city to visit. Between Río Gallegos and Berlin, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Skopje and Moscow, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Sacramento and Los Angeles, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Kingston, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Bucharest and Moscow, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Calgary and Algiers, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Algiers'}
{'statement': 'You are looking for a small city to visit. Between San Juan and Tashkent, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a small city to visit. Between Christchurch and Addis Ababa, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Mombasa and Berlin, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Berlin'}
{'statement': 'You are looking for a small city to visit. Between Upington and Luanda, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Luanda'}
{'statement': 'You are looking for a small city to visit. Between Phoenix and Cabo San Lucas, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a small city to visit. Between Cape Town and Kabul, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Palembang, you should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Mumbai and Hamilton, you should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Reykjavík and Shanghai, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Niamey and Paris, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between La Paz and Paris, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Rome and Lahore, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Pontianak, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Copenhagen and London, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Monterrey and Port Moresby, you should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a small city to visit. Between Surabaya and Makassar, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Florianópolis, you should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Djibouti, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Manila and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manila'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and London, you should visit London.', 'answer': 'London', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Bujumbura and Alexandria, you should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a small city to visit. Between Mexico City and Thiès, you should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Mexico City'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Conakry, you should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between San Juan and Lagos, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Gabès, you should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Tirana and Cairo, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Rangpur, you should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Nairobi and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a small city to visit. Between Auckland and Lahore, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Santiago and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Santiago'}
{'statement': 'You are looking for a small city to visit. Between Willemstad and Melbourne, you should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a small city to visit. Between Bogotá and Fianarantsoa, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Sydney and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Sydney'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Phoenix, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Kano and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Tripoli and London, you should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Lahore and Caracas, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Lahore'}
{'statement': 'You are looking for a small city to visit. Between Paris and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Garissa and Los Angeles, you should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Los Angeles'}
{'statement': 'You are looking for a small city to visit. Between Toliara and Chicago, you should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Jakarta, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Buenos Aires and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a small city to visit. Between Canberra and Ankara, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Jakarta and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between San Diego and Jakarta, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a small city to visit. Between Berlin and Chicago, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Cairo and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Cairo'}
{'statement': 'You are looking for a small city to visit. Between Oslo and Houston, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Houston'}
{'statement': 'You are looking for a small city to visit. Between Chicago and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Chicago'}
{'statement': 'You are looking for a small city to visit. Between Guangzhou and Luanda, you should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a small city to visit. Between Paris and Bamako, you should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Paris'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Niamey, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Pontianak and Riyadh, you should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between Mahajanga and Kabul, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Kabul'}
{'statement': 'You are looking for a small city to visit. Between Fianarantsoa and Guadalajara, you should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Lagos and Skopje, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Lagos'}
{'statement': 'You are looking for a small city to visit. Between London and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'London'}
{'statement': 'You are looking for a small city to visit. Between Tampa and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Tampa'}
{'statement': 'You are looking for a small city to visit. Between Irkutsk and Moscow, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Ulaanbaatar and Ho Chi Minh City, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Sapporo and Mumbai, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a small city to visit. Between Skopje and Bogotá, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a small city to visit. Between Calgary and San Diego, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'San Diego'}
{'statement': 'You are looking for a small city to visit. Between Karachi and Lomé, you should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Karachi'}
{'statement': 'You are looking for a small city to visit. Between Rome and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Ürümqi and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Johannesburg and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a small city to visit. Between Beirut and Moscow, you should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Moscow'}
{'statement': 'You are looking for a small city to visit. Between Niamey and Ürümqi, you should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a small city to visit. Between Hanoi and Makassar, you should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Hanoi'}
{'statement': 'You are looking for a small city to visit. Between Baghdad and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Ho Chi Minh City, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Ankara and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Ankara'}
{'statement': 'You are looking for a small city to visit. Between Riyadh and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a small city to visit. Between La Paz and Rome, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Rome'}
{'statement': 'You are looking for a small city to visit. Between Melbourne and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Melbourne'}
