{'statement': 'Someone is looking for a city with cold weather. Between Suva and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Brasília and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Erbil and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Guadalajara and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Auckland and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with cold weather. Between Harare and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Chihuahua and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between El Paso and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Ankara and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Brussels and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with cold weather. Between Porto Alegre and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Rabat and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and London, this person should visit London.', 'answer': 'London', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Perth and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Córdoba and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between El Paso and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with cold weather. Between Buenos Aires and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Rosario and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Algiers and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Rome and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between Christchurch and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Managua'}
