{'statement': 'You are looking for a big city to visit. Between Guangzhou and Bujumbura, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Santiago, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Santiago'}
{'statement': 'You are looking for a big city to visit. Between Mendoza and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Medellín and Nairobi, you should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Medellín'}
{'statement': 'You are looking for a big city to visit. Between Lake Havasu City and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a big city to visit. Between Hamilton and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a big city to visit. Between Baltimore and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a big city to visit. Between Mexico City and Piura, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Piura'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Santiago, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Santiago'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Moscow, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Moscow'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Cairo, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Lagos'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Honolulu, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Brussels, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Brussels'}
{'statement': 'You are looking for a big city to visit. Between Perth and Belize City, you should visit Perth.', 'answer': 'Perth', 'candidate': 'Belize City'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and San Antonio, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Buenos Aires'}
{'statement': 'You are looking for a big city to visit. Between Mahajanga and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a big city to visit. Between Phnom Penh and Houston, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Makurdi, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a big city to visit. Between Entebbe and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Palmerston North, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Palmerston North'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Cotonou, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a big city to visit. Between Curitiba and Riyadh, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a big city to visit. Between Port-Gentil and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Zagreb, you should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Palermo, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Palermo'}
{'statement': 'You are looking for a big city to visit. Between Halifax and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Rome and Jakarta, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Rome'}
{'statement': 'You are looking for a big city to visit. Between Kano and Djibouti, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a big city to visit. Between Harare and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Harare'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Pontianak, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a big city to visit. Between Hanoi and Cayenne, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Toliara, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Ndola and Brisbane, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ndola'}
{'statement': 'You are looking for a big city to visit. Between San José and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Lima and San Diego, you should visit Lima.', 'answer': 'Lima', 'candidate': 'San Diego'}
{'statement': 'You are looking for a big city to visit. Between Baku and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Baku'}
{'statement': 'You are looking for a big city to visit. Between Shanghai and Kano, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Kano'}
{'statement': 'You are looking for a big city to visit. Between Guadalajara and Tucson, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Tucson'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Reykjavík, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Reykjavík'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Bishkek, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a big city to visit. Between San Juan and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': 'You are looking for a big city to visit. Between Santiago and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Santiago'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Río Gallegos, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Lagos and Halifax, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Halifax'}
{'statement': 'You are looking for a big city to visit. Between Jakarta and Garoua, you should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Garoua'}
{'statement': 'You are looking for a big city to visit. Between Sucre and Kano, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Milwaukee and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Milwaukee'}
{'statement': 'You are looking for a big city to visit. Between Los Angeles and Entebbe, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a big city to visit. Between Addis Ababa and Cayenne, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Paris and Fianarantsoa, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a big city to visit. Between Zagreb and Manila, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Thiès and Medellín, you should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Thiès'}
{'statement': 'You are looking for a big city to visit. Between Tampa and Benghazi, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a big city to visit. Between Cayenne and Surabaya, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a big city to visit. Between Toliara and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Toliara'}
{'statement': 'You are looking for a big city to visit. Between Sydney and Denpasar, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a big city to visit. Between Cairo and Mumbai, you should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cairo'}
{'statement': 'You are looking for a big city to visit. Between Sucre and Lagos, you should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Sucre'}
{'statement': 'You are looking for a big city to visit. Between Toronto and Mexicali, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Johannesburg and Mexicali, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a big city to visit. Between Buenos Aires and Kuwait City, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Auckland and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Auckland'}
{'statement': 'You are looking for a big city to visit. Between Kunming and Porto Alegre, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between Chicago and Rabat, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Rabat'}
{'statement': 'You are looking for a big city to visit. Between Surabaya and Mendoza, you should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a big city to visit. Between Melbourne and Lisbon, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Lisbon'}
{'statement': 'You are looking for a big city to visit. Between Zagreb and Los Angeles, you should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a big city to visit. Between Fukuoka and Ho Chi Minh City, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Fukuoka'}
{'statement': 'You are looking for a big city to visit. Between Ho Chi Minh City and Chicago, you should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Chicago'}
{'statement': 'You are looking for a big city to visit. Between Houston and Ségou, you should visit Houston.', 'answer': 'Houston', 'candidate': 'Ségou'}
{'statement': 'You are looking for a big city to visit. Between Riyadh and Almaty, you should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Almaty'}
{'statement': 'You are looking for a big city to visit. Between Berlin and Panama City, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Panama City'}
{'statement': 'You are looking for a big city to visit. Between Rome and Podgorica, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Hanoi, you should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Kano and Hat Yai, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a big city to visit. Between Yakutsk and Lahore, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Yakutsk'}
{'statement': 'You are looking for a big city to visit. Between Guangzhou and Río Gallegos, you should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Río Gallegos'}
{'statement': 'You are looking for a big city to visit. Between Porto Alegre and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Porto Alegre'}
{'statement': 'You are looking for a big city to visit. Between La Serena and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'La Serena'}
{'statement': 'You are looking for a big city to visit. Between San José and Tampa, you should visit Tampa.', 'answer': 'Tampa', 'candidate': 'San José'}
{'statement': 'You are looking for a big city to visit. Between Anchorage and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a big city to visit. Between Cairo and London, you should visit Cairo.', 'answer': 'Cairo', 'candidate': 'London'}
{'statement': 'You are looking for a big city to visit. Between Vientiane and Brasília, you should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a big city to visit. Between Kuwait City and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a big city to visit. Between Lahore and Antsiranana, you should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Antsiranana'}
