{'statement': 'Between Mumbai and Florianópolis, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'Between San Diego and Antsiranana, the bigger city is San Diego.', 'answer': 'San Diego', 'candidate': 'Antsiranana'}
{'statement': 'Between Bogotá and Kuwait City, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kuwait City'}
{'statement': 'Between Jakarta and Kuopio, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuopio'}
{'statement': 'Between Addis Ababa and La Ceiba, the bigger city is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'La Ceiba'}
{'statement': 'Between Mexico City and Moscow, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Moscow'}
{'statement': 'Between Johannesburg and Viedma, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Viedma'}
{'statement': 'Between Luanda and Addis Ababa, the bigger city is Luanda.', 'answer': 'Luanda', 'candidate': 'Addis Ababa'}
{'statement': 'Between Rome and Piura, the bigger city is Rome.', 'answer': 'Rome', 'candidate': 'Piura'}
{'statement': 'Between Luanda and Erzurum, the bigger city is Luanda.', 'answer': 'Luanda', 'candidate': 'Erzurum'}
{'statement': 'Between Mexico City and Harare, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Harare'}
{'statement': 'Between Buenos Aires and Tauranga, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Tauranga'}
{'statement': 'Between Manila and Erzurum, the bigger city is Manila.', 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': 'Between Mumbai and Novosibirsk, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Novosibirsk'}
{'statement': 'Between Guangzhou and Calgary, the bigger city is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Calgary'}
{'statement': 'Between Cairo and Mexicali, the bigger city is Cairo.', 'answer': 'Cairo', 'candidate': 'Mexicali'}
{'statement': 'Between Kunming and Saskatoon, the bigger city is Kunming.', 'answer': 'Kunming', 'candidate': 'Saskatoon'}
{'statement': 'Between Mexico City and Toliara, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Toliara'}
{'statement': 'Between Phoenix and Goiânia, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Goiânia'}
{'statement': 'Between Nairobi and Tashkent, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tashkent'}
{'statement': 'Between Los Angeles and Halifax, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Halifax'}
{'statement': 'Between Phnom Penh and Suva, the bigger city is Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Suva'}
{'statement': 'Between Toronto and Niamey, the bigger city is Toronto.', 'answer': 'Toronto', 'candidate': 'Niamey'}
{'statement': 'Between Johannesburg and Perth, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Perth'}
{'statement': 'Between Buenos Aires and Mandalay, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': 'Between Mexico City and Lyon, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lyon'}
{'statement': 'Between Buenos Aires and Copenhagen, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Copenhagen'}
{'statement': 'Between Toronto and Palermo, the bigger city is Toronto.', 'answer': 'Toronto', 'candidate': 'Palermo'}
{'statement': 'Between Mexico City and Garoua, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Garoua'}
{'statement': 'Between Shanghai and Piura, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Piura'}
{'statement': 'Between Luanda and Bamako, the bigger city is Luanda.', 'answer': 'Luanda', 'candidate': 'Bamako'}
{'statement': 'Between Mumbai and Erzurum, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Erzurum'}
{'statement': 'Between Bangkok and Nur-Sultan, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Chicago and Cayenne, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Cayenne'}
{'statement': 'Between Guadalajara and Suwałki, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Suwałki'}
{'statement': 'Between Ho Chi Minh City and Córdoba, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Córdoba'}
{'statement': 'Between Jakarta and Vladivostok, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Vladivostok'}
{'statement': 'Between Paris and Monterrey, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Monterrey'}
{'statement': 'Between Beijing and Ushuaia, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Ushuaia'}
{'statement': 'Between Guadalajara and Ouahigouya, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Ouahigouya'}
{'statement': 'Between Dar es Salaam and Suva, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Suva'}
{'statement': 'Between Beijing and Zagreb, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Zagreb'}
{'statement': 'Between Tampa and Dodoma, the bigger city is Tampa.', 'answer': 'Tampa', 'candidate': 'Dodoma'}
{'statement': 'Between Guangzhou and Milan, the bigger city is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Milan'}
{'statement': 'Between Algiers and Aden, the bigger city is Algiers.', 'answer': 'Algiers', 'candidate': 'Aden'}
{'statement': 'Between Medellín and Thiès, the bigger city is Medellín.', 'answer': 'Medellín', 'candidate': 'Thiès'}
{'statement': 'Between Toronto and Viedma, the bigger city is Toronto.', 'answer': 'Toronto', 'candidate': 'Viedma'}
{'statement': 'Between Baghdad and Changsha, the bigger city is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Changsha'}
{'statement': 'Between Kunming and Lusaka, the bigger city is Kunming.', 'answer': 'Kunming', 'candidate': 'Lusaka'}
{'statement': 'Between Buenos Aires and Florianópolis, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Florianópolis'}
{'statement': 'Between Buenos Aires and Ankara, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ankara'}
{'statement': 'Between Nairobi and Tampa, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tampa'}
{'statement': 'Between Lagos and Harare, the bigger city is Lagos.', 'answer': 'Lagos', 'candidate': 'Harare'}
{'statement': 'Between Mumbai and Cayenne, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Cayenne'}
{'statement': 'Between Minneapolis and San Salvador, the bigger city is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'San Salvador'}
{'statement': 'Between Beijing and Bangui, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Bangui'}
{'statement': 'Between Karachi and Riyadh, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Riyadh'}
{'statement': 'Between Mumbai and Palembang, the bigger city is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Palembang'}
{'statement': 'Between Luanda and Villahermosa, the bigger city is Luanda.', 'answer': 'Luanda', 'candidate': 'Villahermosa'}
{'statement': 'Between Moscow and Fianarantsoa, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Baghdad and Ürümqi, the bigger city is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'Between Chicago and Zürich, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Zürich'}
{'statement': 'Between Karachi and Suwałki, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Suwałki'}
{'statement': 'Between Lahore and Sokoto, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Sokoto'}
{'statement': 'Between Santiago and Yerevan, the bigger city is Santiago.', 'answer': 'Santiago', 'candidate': 'Yerevan'}
{'statement': 'Between Phoenix and Brussels, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Brussels'}
{'statement': 'Between Ho Chi Minh City and Valencia, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Valencia'}
{'statement': 'Between Karachi and Kansas City, the bigger city is Karachi.', 'answer': 'Karachi', 'candidate': 'Kansas City'}
{'statement': 'Between Berlin and Lhasa, the bigger city is Berlin.', 'answer': 'Berlin', 'candidate': 'Lhasa'}
{'statement': 'Between Berlin and San Juan, the bigger city is Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'Between Rome and El Paso, the bigger city is Rome.', 'answer': 'Rome', 'candidate': 'El Paso'}
{'statement': 'Between London and Sapporo, the bigger city is London.', 'answer': 'London', 'candidate': 'Sapporo'}
{'statement': 'Between Dar es Salaam and Belgrade, the bigger city is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Belgrade'}
{'statement': 'Between Mexico City and Ouahigouya, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Ouahigouya'}
{'statement': 'Between Brasília and Juba, the bigger city is Brasília.', 'answer': 'Brasília', 'candidate': 'Juba'}
{'statement': 'Between Lima and Amsterdam, the bigger city is Lima.', 'answer': 'Lima', 'candidate': 'Amsterdam'}
{'statement': 'Between Phoenix and Ljubljana, the bigger city is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'Between Guangzhou and Nouakchott, the bigger city is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Nouakchott'}
{'statement': 'Between Beijing and Hamilton, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Hamilton'}
{'statement': 'Between Berlin and Milan, the bigger city is Berlin.', 'answer': 'Berlin', 'candidate': 'Milan'}
{'statement': 'Between Lima and Florianópolis, the bigger city is Lima.', 'answer': 'Lima', 'candidate': 'Florianópolis'}
{'statement': 'Between Mexico City and Baghdad, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Baghdad'}
{'statement': 'Between Guadalajara and Parakou, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Parakou'}
{'statement': 'Between Guangzhou and Vienna, the bigger city is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Vienna'}
{'statement': 'Between Monterrey and Antofagasta, the bigger city is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Antofagasta'}
{'statement': 'Between Medellín and Palmerston North, the bigger city is Medellín.', 'answer': 'Medellín', 'candidate': 'Palmerston North'}
{'statement': 'Between Moscow and Reykjavík, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Reykjavík'}
{'statement': 'Between Sydney and Kansas City, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Kansas City'}
{'statement': 'Between Medellín and Tabora, the bigger city is Medellín.', 'answer': 'Medellín', 'candidate': 'Tabora'}
{'statement': 'Between Ankara and Omaha, the bigger city is Ankara.', 'answer': 'Ankara', 'candidate': 'Omaha'}
{'statement': 'Between Ankara and Piura, the bigger city is Ankara.', 'answer': 'Ankara', 'candidate': 'Piura'}
{'statement': 'Between Chicago and Toamasina, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Toamasina'}
{'statement': 'Between Lahore and Pretoria, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Pretoria'}
{'statement': 'Between Bogotá and Tashkent, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Tashkent'}
{'statement': 'Between Saint Petersburg and Bata, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': 'Between Houston and Port Moresby, the bigger city is Houston.', 'answer': 'Houston', 'candidate': 'Port Moresby'}
{'statement': 'Between Shanghai and Bata, the bigger city is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Bata'}
{'statement': 'Between Moscow and Port Moresby, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Port Moresby'}
{'statement': 'Between Denver and Christchurch, the bigger city is Denver.', 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': 'Between Toronto and Addis Ababa, the bigger city is Toronto.', 'answer': 'Toronto', 'candidate': 'Addis Ababa'}
{'statement': 'Between Lahore and Yinchuan, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Yinchuan'}
{'statement': 'Between Los Angeles and Palmerston North, the bigger city is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Palmerston North'}
{'statement': 'Between Chicago and San Antonio, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'San Antonio'}
{'statement': 'Between Beijing and Damascus, the bigger city is Beijing.', 'answer': 'Beijing', 'candidate': 'Damascus'}
{'statement': 'Between Douala and Suva, the bigger city is Douala.', 'answer': 'Douala', 'candidate': 'Suva'}
{'statement': 'Between Buenos Aires and Nouadhibou, the bigger city is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Nouadhibou'}
{'statement': 'Between Guadalajara and Cape Town, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Cape Town'}
{'statement': 'Between Houston and Aden, the bigger city is Houston.', 'answer': 'Houston', 'candidate': 'Aden'}
{'statement': 'Between Berlin and Río Gallegos, the bigger city is Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Between Guadalajara and Rabat, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Rabat'}
{'statement': 'Between Chicago and Ushuaia, the bigger city is Chicago.', 'answer': 'Chicago', 'candidate': 'Ushuaia'}
{'statement': 'Between Bogotá and Ankara, the bigger city is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ankara'}
{'statement': 'Between Mexico City and San Juan, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'San Juan'}
{'statement': 'Between Mexico City and Fukuoka, the bigger city is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Fukuoka'}
{'statement': 'Between Moscow and Piura, the bigger city is Moscow.', 'answer': 'Moscow', 'candidate': 'Piura'}
{'statement': 'Between Guadalajara and Lhasa, the bigger city is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lhasa'}
{'statement': 'Between Johannesburg and Lake Havasu City, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Jakarta and Lima, the bigger city is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lima'}
{'statement': 'Between Bangkok and Tripoli, the bigger city is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Tripoli'}
{'statement': 'Between Nairobi and Denpasar, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denpasar'}
{'statement': 'Between Paris and Makurdi, the bigger city is Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Between Nairobi and Bujumbura, the bigger city is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bujumbura'}
{'statement': 'Between Lima and Mendoza, the bigger city is Lima.', 'answer': 'Lima', 'candidate': 'Mendoza'}
{'statement': 'Between London and Port Moresby, the bigger city is London.', 'answer': 'London', 'candidate': 'Port Moresby'}
{'statement': 'Between Santiago and San Juan, the bigger city is Santiago.', 'answer': 'Santiago', 'candidate': 'San Juan'}
{'statement': 'Between London and Ushuaia, the bigger city is London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'Between Baltimore and Lake Havasu City, the bigger city is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Lahore and Frankfurt, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Frankfurt'}
{'statement': 'Between Saint Petersburg and Wau, the bigger city is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Wau'}
{'statement': 'Between Lahore and Guadalajara, the bigger city is Lahore.', 'answer': 'Lahore', 'candidate': 'Guadalajara'}
{'statement': 'Between Kabul and Bergen, the bigger city is Kabul.', 'answer': 'Kabul', 'candidate': 'Bergen'}
{'statement': 'Between Ho Chi Minh City and Bergen, the bigger city is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bergen'}
{'statement': 'Between Johannesburg and Palembang, the bigger city is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Between Sydney and Napier, the bigger city is Sydney.', 'answer': 'Sydney', 'candidate': 'Napier'}
