{'statement': 'Between Mahajanga and Bahía Blanca, the city with lower average temperature is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Mahajanga'}
{'statement': 'Between Ouahigouya and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Ouahigouya'}
{'statement': 'Between Garoua and Dublin, the city with lower average temperature is Dublin.', 'answer': 'Dublin', 'candidate': 'Garoua'}
{'statement': 'Between Mombasa and Toronto, the city with lower average temperature is Toronto.', 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': 'Between Jakarta and Cape Town, the city with lower average temperature is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Jakarta'}
{'statement': 'Between Cotonou and Amsterdam, the city with lower average temperature is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cotonou'}
{'statement': 'Between Medellín and Christchurch, the city with lower average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Medellín'}
{'statement': 'Between Garissa and Addis Ababa, the city with lower average temperature is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Garissa'}
{'statement': 'Between Juba and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Juba'}
{'statement': 'Between Bangui and Milwaukee, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Bangui'}
{'statement': 'Between Lake Havasu City and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Cotonou and Moscow, the city with lower average temperature is Moscow.', 'answer': 'Moscow', 'candidate': 'Cotonou'}
{'statement': 'Between Nairobi and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Nairobi'}
{'statement': 'Between Wau and Belgrade, the city with lower average temperature is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Wau'}
{'statement': 'Between Manila and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Manila'}
{'statement': 'Between Port Sudan and Sapporo, the city with lower average temperature is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Port Sudan'}
{'statement': 'Between Garissa and Ulaanbaatar, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Garissa'}
{'statement': 'Between Lagos and Belgrade, the city with lower average temperature is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Lagos'}
{'statement': 'Between Cotonou and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Cotonou'}
{'statement': 'Between San Juan and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'San Juan'}
{'statement': 'Between Monterrey and Saskatoon, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Monterrey'}
{'statement': 'Between Ségou and Tirana, the city with lower average temperature is Tirana.', 'answer': 'Tirana', 'candidate': 'Ségou'}
{'statement': 'Between Yaoundé and Zürich, the city with lower average temperature is Zürich.', 'answer': 'Zürich', 'candidate': 'Yaoundé'}
{'statement': 'Between Buenos Aires and Ürümqi, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Buenos Aires'}
{'statement': 'Between Manila and Asmara, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Manila'}
{'statement': 'Between Panama City and Pittsburgh, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Panama City'}
{'statement': 'Between Kingston and Bogotá, the city with lower average temperature is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kingston'}
{'statement': 'Between Douala and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Douala'}
{'statement': 'Between Brisbane and Oslo, the city with lower average temperature is Oslo.', 'answer': 'Oslo', 'candidate': 'Brisbane'}
{'statement': 'Between Darwin and Saskatoon, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Darwin'}
{'statement': 'Between Dar es Salaam and Paris, the city with lower average temperature is Paris.', 'answer': 'Paris', 'candidate': 'Dar es Salaam'}
{'statement': 'Between San Antonio and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'San Antonio'}
{'statement': 'Between Mombasa and Johannesburg, the city with lower average temperature is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mombasa'}
{'statement': 'Between Caracas and London, the city with lower average temperature is London.', 'answer': 'London', 'candidate': 'Caracas'}
