{'statement': 'Between Muscat and Nur-Sultan, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Muscat'}
{'statement': 'Between Los Angeles and Murmansk, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Los Angeles'}
{'statement': 'Between San Salvador and Milwaukee, the city with lower average temperature is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'San Salvador'}
{'statement': 'Between Lagos and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Lagos'}
{'statement': 'Between Paramaribo and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Paramaribo'}
{'statement': 'Between Niamey and Chihuahua, the city with lower average temperature is Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Niamey'}
{'statement': 'Between Surabaya and Zagreb, the city with lower average temperature is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Surabaya'}
{'statement': 'Between Kuwait City and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Kuwait City'}
{'statement': 'Between Niamey and Quito, the city with lower average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Niamey'}
{'statement': 'Between San Juan and Yinchuan, the city with lower average temperature is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'San Juan'}
{'statement': 'Between Willemstad and Nairobi, the city with lower average temperature is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Willemstad'}
{'statement': 'Between Vientiane and Ljubljana, the city with lower average temperature is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Vientiane'}
{'statement': 'Between Belize City and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Belize City'}
{'statement': 'Between Parakou and Bucharest, the city with lower average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Parakou'}
{'statement': 'Between Garoua and Rabat, the city with lower average temperature is Rabat.', 'answer': 'Rabat', 'candidate': 'Garoua'}
{'statement': 'Between Santiago del Estero and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Santiago del Estero'}
{'statement': 'Between San Juan and Bishkek, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'San Juan'}
{'statement': 'Between Durban and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Durban'}
{'statement': 'Between Garoua and Quito, the city with lower average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Garoua'}
{'statement': 'Between Barranquilla and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Barranquilla'}
{'statement': 'Between Juba and Kansas City, the city with lower average temperature is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Juba'}
{'statement': 'Between Tucson and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Tucson'}
{'statement': 'Between Damascus and Ushuaia, the city with lower average temperature is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Damascus'}
{'statement': 'Between Nouakchott and Kansas City, the city with lower average temperature is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Nouakchott'}
{'statement': 'Between Bujumbura and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Bujumbura'}
{'statement': 'Between Nouakchott and Pittsburgh, the city with lower average temperature is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Nouakchott'}
{'statement': 'Between Suva and Toronto, the city with lower average temperature is Toronto.', 'answer': 'Toronto', 'candidate': 'Suva'}
{'statement': 'Between Hat Yai and Ulaanbaatar, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Hat Yai'}
{'statement': 'Between Houston and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Houston'}
{'statement': 'Between Ho Chi Minh City and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Bangui and Bergen, the city with lower average temperature is Bergen.', 'answer': 'Bergen', 'candidate': 'Bangui'}
{'statement': 'Between Darwin and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Darwin'}
{'statement': 'Between Manila and Bucharest, the city with lower average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Manila'}
{'statement': 'Between Bamako and Tashkent, the city with lower average temperature is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Bamako'}
{'statement': 'Between San Juan and Ankara, the city with lower average temperature is Ankara.', 'answer': 'Ankara', 'candidate': 'San Juan'}
{'statement': 'Between Phnom Penh and Murmansk, the city with lower average temperature is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Phnom Penh'}
{'statement': 'Between Willemstad and Bishkek, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Willemstad'}
{'statement': 'Between Toamasina and Skopje, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'Toamasina'}
{'statement': 'Between Lima and Nur-Sultan, the city with lower average temperature is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Lima'}
{'statement': 'Between Kuwait City and Denver, the city with lower average temperature is Denver.', 'answer': 'Denver', 'candidate': 'Kuwait City'}
{'statement': 'Between La Ceiba and Baltimore, the city with lower average temperature is Baltimore.', 'answer': 'Baltimore', 'candidate': 'La Ceiba'}
{'statement': 'Between Tampa and Christchurch, the city with lower average temperature is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tampa'}
{'statement': 'Between Sokoto and Tirana, the city with lower average temperature is Tirana.', 'answer': 'Tirana', 'candidate': 'Sokoto'}
{'statement': 'Between Los Angeles and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Los Angeles'}
{'statement': 'Between Pontianak and Paris, the city with lower average temperature is Paris.', 'answer': 'Paris', 'candidate': 'Pontianak'}
{'statement': 'Between Bujumbura and Punta Arenas, the city with lower average temperature is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Bujumbura'}
{'statement': 'Between Hanoi and Bucharest, the city with lower average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Hanoi'}
{'statement': 'Between Mahajanga and Amsterdam, the city with lower average temperature is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Mahajanga'}
{'statement': 'Between Garissa and Ushuaia, the city with lower average temperature is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Garissa'}
{'statement': 'Between Mandalay and Rabat, the city with lower average temperature is Rabat.', 'answer': 'Rabat', 'candidate': 'Mandalay'}
{'statement': 'Between Goiânia and Frankfurt, the city with lower average temperature is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Goiânia'}
{'statement': 'Between Ho Chi Minh City and Cape Town, the city with lower average temperature is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Panama City and Skopje, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'Panama City'}
{'statement': 'Between Mumbai and Zürich, the city with lower average temperature is Zürich.', 'answer': 'Zürich', 'candidate': 'Mumbai'}
{'statement': 'Between Douala and Paris, the city with lower average temperature is Paris.', 'answer': 'Paris', 'candidate': 'Douala'}
{'statement': 'Between Aden and Reykjavík, the city with lower average temperature is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Aden'}
{'statement': 'Between Garissa and Changsha, the city with lower average temperature is Changsha.', 'answer': 'Changsha', 'candidate': 'Garissa'}
{'statement': 'Between Phnom Penh and Skopje, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'Phnom Penh'}
{'statement': 'Between Guangzhou and Kabul, the city with lower average temperature is Kabul.', 'answer': 'Kabul', 'candidate': 'Guangzhou'}
{'statement': 'Between Djibouti and Denver, the city with lower average temperature is Denver.', 'answer': 'Denver', 'candidate': 'Djibouti'}
{'statement': 'Between Sokoto and Reykjavík, the city with lower average temperature is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Sokoto'}
{'statement': 'Between Jakarta and Zürich, the city with lower average temperature is Zürich.', 'answer': 'Zürich', 'candidate': 'Jakarta'}
{'statement': 'Between La Paz and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'La Paz'}
{'statement': 'Between Lagos and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Lagos'}
{'statement': 'Between Vientiane and Skopje, the city with lower average temperature is Skopje.', 'answer': 'Skopje', 'candidate': 'Vientiane'}
{'statement': 'Between Nakhon Ratchasima and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Paramaribo and Quito, the city with lower average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Paramaribo'}
{'statement': 'Between Villahermosa and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'Villahermosa'}
{'statement': 'Between Lagos and Asmara, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Lagos'}
{'statement': 'Between Sokoto and Minneapolis, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Sokoto'}
{'statement': 'Between Medellín and Vienna, the city with lower average temperature is Vienna.', 'answer': 'Vienna', 'candidate': 'Medellín'}
{'statement': 'Between Wau and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Wau'}
{'statement': 'Between Monterrey and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Monterrey'}
{'statement': 'Between Ho Chi Minh City and Frankfurt, the city with lower average temperature is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Mumbai and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'Mumbai'}
{'statement': 'Between Bamako and Brussels, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Bamako'}
{'statement': 'Between Parakou and Toluca, the city with lower average temperature is Toluca.', 'answer': 'Toluca', 'candidate': 'Parakou'}
{'statement': 'Between Sydney and Punta Arenas, the city with lower average temperature is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Sydney'}
{'statement': 'Between Parakou and Río Gallegos, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Parakou'}
{'statement': 'Between Sokoto and Bahía Blanca, the city with lower average temperature is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Sokoto'}
{'statement': 'Between Bangkok and Boise, the city with lower average temperature is Boise.', 'answer': 'Boise', 'candidate': 'Bangkok'}
{'statement': 'Between Thiès and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Thiès'}
{'statement': 'Between Willemstad and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Willemstad'}
{'statement': 'Between Toluca and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Toluca'}
{'statement': 'Between Phnom Penh and Kunming, the city with lower average temperature is Kunming.', 'answer': 'Kunming', 'candidate': 'Phnom Penh'}
{'statement': 'Between Caracas and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Caracas'}
{'statement': 'Between Sokoto and Fianarantsoa, the city with lower average temperature is Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Sokoto'}
{'statement': 'Between Mahajanga and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mahajanga'}
{'statement': 'Between Mandalay and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Mandalay'}
{'statement': 'Between Port-Gentil and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Port-Gentil'}
{'statement': 'Between Phnom Penh and Halifax, the city with lower average temperature is Halifax.', 'answer': 'Halifax', 'candidate': 'Phnom Penh'}
{'statement': 'Between Darwin and Albuquerque, the city with lower average temperature is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Darwin'}
{'statement': 'Between Lagos and Almaty, the city with lower average temperature is Almaty.', 'answer': 'Almaty', 'candidate': 'Lagos'}
{'statement': 'Between Damascus and Novosibirsk, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Damascus'}
{'statement': 'Between San Antonio and Lhasa, the city with lower average temperature is Lhasa.', 'answer': 'Lhasa', 'candidate': 'San Antonio'}
{'statement': 'Between Rabat and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Rabat'}
{'statement': 'Between Cayenne and Omaha, the city with lower average temperature is Omaha.', 'answer': 'Omaha', 'candidate': 'Cayenne'}
{'statement': 'Between Douala and Johannesburg, the city with lower average temperature is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Douala'}
{'statement': 'Between Kingston and Tirana, the city with lower average temperature is Tirana.', 'answer': 'Tirana', 'candidate': 'Kingston'}
{'statement': 'Between Kuwait City and Bogotá, the city with lower average temperature is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kuwait City'}
{'statement': 'Between Manaus and Podgorica, the city with lower average temperature is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Manaus'}
{'statement': 'Between Douala and Calgary, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Douala'}
{'statement': 'Between Santiago del Estero and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Santiago del Estero'}
{'statement': 'Between Barranquilla and Cape Town, the city with lower average temperature is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Barranquilla'}
{'statement': 'Between Sucre and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Sucre'}
{'statement': 'Between Manila and Copenhagen, the city with lower average temperature is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Manila'}
{'statement': 'Between Gabès and Calgary, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Gabès'}
{'statement': 'Between Brisbane and Ulaanbaatar, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Brisbane'}
{'statement': 'Between Malabo and Bucharest, the city with lower average temperature is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Malabo'}
{'statement': 'Between Managua and Johannesburg, the city with lower average temperature is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Managua'}
{'statement': 'Between Sokoto and Frankfurt, the city with lower average temperature is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Sokoto'}
{'statement': 'Between San Juan and La Serena, the city with lower average temperature is La Serena.', 'answer': 'La Serena', 'candidate': 'San Juan'}
{'statement': 'Between Goiânia and Anchorage, the city with lower average temperature is Anchorage.', 'answer': 'Anchorage', 'candidate': 'Goiânia'}
{'statement': 'Between San Juan and Milan, the city with lower average temperature is Milan.', 'answer': 'Milan', 'candidate': 'San Juan'}
{'statement': 'Between Skopje and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Skopje'}
{'statement': 'Between Niamey and Brussels, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Niamey'}
{'statement': 'Between Toliara and Ankara, the city with lower average temperature is Ankara.', 'answer': 'Ankara', 'candidate': 'Toliara'}
{'statement': 'Between Djibouti and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Djibouti'}
{'statement': 'Between Guangzhou and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Guangzhou'}
{'statement': 'Between Port Moresby and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Port Moresby'}
{'statement': 'Between Barranquilla and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Barranquilla'}
{'statement': 'Between Cabo San Lucas and Punta Arenas, the city with lower average temperature is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Villahermosa and Auckland, the city with lower average temperature is Auckland.', 'answer': 'Auckland', 'candidate': 'Villahermosa'}
{'statement': 'Between Niamey and Bishkek, the city with lower average temperature is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Niamey'}
{'statement': 'Between Darwin and Podgorica, the city with lower average temperature is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Darwin'}
{'statement': 'Between Mexico City and Ürümqi, the city with lower average temperature is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Mexico City'}
{'statement': 'Between Makurdi and Paris, the city with lower average temperature is Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Between Ndola and Kuopio, the city with lower average temperature is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ndola'}
{'statement': 'Between Honolulu and Oslo, the city with lower average temperature is Oslo.', 'answer': 'Oslo', 'candidate': 'Honolulu'}
{'statement': 'Between Barranquilla and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Barranquilla'}
{'statement': 'Between Beirut and Suwałki, the city with lower average temperature is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Beirut'}
{'statement': 'Between Nakhon Ratchasima and Berlin, the city with lower average temperature is Berlin.', 'answer': 'Berlin', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Erbil and Río Gallegos, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Erbil'}
{'statement': 'Between Mahajanga and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Mahajanga'}
{'statement': 'Between Lomé and Asmara, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Lomé'}
{'statement': 'Between Lake Havasu City and Saskatoon, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Kuwait City and Río Gallegos, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kuwait City'}
{'statement': 'Between Hanoi and Ottawa, the city with lower average temperature is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Hanoi'}
{'statement': 'Between Santiago del Estero and Chicago, the city with lower average temperature is Chicago.', 'answer': 'Chicago', 'candidate': 'Santiago del Estero'}
{'statement': 'Between Djibouti and Beijing, the city with lower average temperature is Beijing.', 'answer': 'Beijing', 'candidate': 'Djibouti'}
{'statement': 'Between Shanghai and Irkutsk, the city with lower average temperature is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Shanghai'}
{'statement': 'Between Barranquilla and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Barranquilla'}
{'statement': 'Between Kingston and Río Gallegos, the city with lower average temperature is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Kingston'}
{'statement': 'Between Port Moresby and Johannesburg, the city with lower average temperature is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Port Moresby'}
{'statement': 'Between Cayenne and Melbourne, the city with lower average temperature is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Cayenne'}
{'statement': 'Between Entebbe and Ottawa, the city with lower average temperature is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Entebbe'}
{'statement': 'Between Rome and Novosibirsk, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Rome'}
{'statement': 'Between Lagos and Minneapolis, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': 'Between Nakhon Ratchasima and Asmara, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Rabat and Saint Petersburg, the city with lower average temperature is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Rabat'}
{'statement': 'Between Bergen and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bergen'}
{'statement': 'Between Lagos and Santiago, the city with lower average temperature is Santiago.', 'answer': 'Santiago', 'candidate': 'Lagos'}
{'statement': 'Between Port-Gentil and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Port-Gentil'}
{'statement': 'Between San Juan and Cape Town, the city with lower average temperature is Cape Town.', 'answer': 'Cape Town', 'candidate': 'San Juan'}
{'statement': 'Between Karachi and Saskatoon, the city with lower average temperature is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Karachi'}
{'statement': 'Between Panama City and Calgary, the city with lower average temperature is Calgary.', 'answer': 'Calgary', 'candidate': 'Panama City'}
{'statement': 'Between Riyadh and Ulaanbaatar, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Riyadh'}
{'statement': 'Between San Juan and Kansas City, the city with lower average temperature is Kansas City.', 'answer': 'Kansas City', 'candidate': 'San Juan'}
{'statement': 'Between Wau and Viedma, the city with lower average temperature is Viedma.', 'answer': 'Viedma', 'candidate': 'Wau'}
{'statement': 'Between Monterrey and Boise, the city with lower average temperature is Boise.', 'answer': 'Boise', 'candidate': 'Monterrey'}
{'statement': 'Between Makassar and Quito, the city with lower average temperature is Quito.', 'answer': 'Quito', 'candidate': 'Makassar'}
{'statement': 'Between Pontianak and Ulaanbaatar, the city with lower average temperature is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Pontianak'}
{'statement': 'Between Djibouti and Bratislava, the city with lower average temperature is Bratislava.', 'answer': 'Bratislava', 'candidate': 'Djibouti'}
{'statement': 'Between Panama City and Brussels, the city with lower average temperature is Brussels.', 'answer': 'Brussels', 'candidate': 'Panama City'}
{'statement': 'Between La Paz and Yakutsk, the city with lower average temperature is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'La Paz'}
{'statement': 'Between Brisbane and Vladivostok, the city with lower average temperature is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Brisbane'}
{'statement': 'Between Abéché and Rosario, the city with lower average temperature is Rosario.', 'answer': 'Rosario', 'candidate': 'Abéché'}
{'statement': 'Between Jakarta and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'Jakarta'}
{'statement': 'Between Manaus and Palmerston North, the city with lower average temperature is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manaus'}
{'statement': 'Between Villahermosa and Asmara, the city with lower average temperature is Asmara.', 'answer': 'Asmara', 'candidate': 'Villahermosa'}
{'statement': 'Between Durban and Novosibirsk, the city with lower average temperature is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Durban'}
{'statement': 'Between Cayenne and Canberra, the city with lower average temperature is Canberra.', 'answer': 'Canberra', 'candidate': 'Cayenne'}
{'statement': 'Between Vienna and Fairbanks, the city with lower average temperature is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Vienna'}
{'statement': 'Between Cairo and Zagreb, the city with lower average temperature is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Cairo'}
{'statement': 'Between Benghazi and Yinchuan, the city with lower average temperature is Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Benghazi'}
{'statement': 'Between Bangkok and Minneapolis, the city with lower average temperature is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bangkok'}
{'statement': 'Between Hat Yai and Shanghai, the city with lower average temperature is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hat Yai'}
