{'statement': 'You are looking for a city with cold weather. Between Cotonou and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Auckland and Conakry, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Conakry'}
{'statement': 'You are looking for a city with cold weather. Between Buenos Aires and Port Sudan, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Ulaanbaatar and Douala, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Auckland and Honolulu, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Moscow and Villahermosa, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Upington and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Upington'}
{'statement': 'You are looking for a city with cold weather. Between Lyon and Jakarta, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Campos do Jordão and Garoua, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Albuquerque, you should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Fairbanks and Ho Chi Minh City, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Tucson and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Tucson'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Skopje and San José, you should visit Skopje.', 'answer': 'Skopje', 'candidate': 'San José'}
{'statement': 'You are looking for a city with cold weather. Between Kuopio and Johannesburg, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a city with cold weather. Between Anchorage and Hamilton, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Tirana and Port Sudan, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Fianarantsoa and Río Gallegos, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Addis Ababa and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Toluca and Dar es Salaam, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between San José and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'San José'}
{'statement': 'You are looking for a city with cold weather. Between Campos do Jordão and Dar es Salaam, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Algiers and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with cold weather. Between Ushuaia and Antofagasta, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between Auckland and Niamey, you should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Ndola and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Ndola'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Paris, you should visit Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Kuopio and Manaus, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Halifax and Nouadhibou, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Tauranga, you should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Bata and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Moscow and Sydney, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Sydney'}
{'statement': 'You are looking for a city with cold weather. Between Indianapolis and Belize City, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Murmansk and Antofagasta, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Baltimore, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Mexico City, you should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Halifax and Niamey, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Lima and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Lima'}
{'statement': 'You are looking for a city with cold weather. Between Vienna and Entebbe, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Entebbe'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Zagreb, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a city with cold weather. Between Curitiba and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Toluca and Maputo, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Río Gallegos and Houston, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Houston'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and San Diego, you should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Tashkent and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Tashkent'}
{'statement': 'You are looking for a city with cold weather. Between Dublin and Mahajanga, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Brisbane, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Brisbane'}
{'statement': 'You are looking for a city with cold weather. Between Reykjavík and Barranquilla, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Lviv and Goiânia, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Ürümqi and Abéché, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Bratislava and Phnom Penh, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Anchorage and Niamey, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Moscow and Darwin, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Guadalajara and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Asmara, you should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Saskatoon and Bamako, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Guangzhou and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a city with cold weather. Between Minneapolis and Villahermosa, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Pittsburgh and Port Sudan, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Río Gallegos and Mahajanga, you should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Makassar and Erzurum, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Makassar'}
{'statement': 'You are looking for a city with cold weather. Between Lyon and Muscat, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Milan and Mumbai, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Podgorica and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Nur-Sultan and Pretoria, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Pretoria'}
{'statement': 'You are looking for a city with cold weather. Between Kansas City and Juba, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Irkutsk and Paris, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between El Paso and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'El Paso'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Toronto, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with cold weather. Between Nairobi and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Kuopio and San Salvador, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Napier and Makurdi, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Ottawa and Lahore, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Lviv and Kingston, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Amsterdam and Port Sudan, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Goiânia and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and London, you should visit London.', 'answer': 'London', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Hobart and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hobart'}
{'statement': 'You are looking for a city with cold weather. Between Christchurch and Juba, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Toronto and Bangui, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between San Antonio and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a city with cold weather. Between Amsterdam and Bata, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Addis Ababa and Riyadh, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Riyadh'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Bata and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Bata'}
{'statement': 'You are looking for a city with cold weather. Between Berlin and Nouakchott, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Suwałki and Cayenne, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Yerevan and Managua, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Bucharest and Florianópolis, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Florianópolis'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Alexandria and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Pittsburgh, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Frankfurt and Belize City, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Bishkek, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bishkek'}
{'statement': 'You are looking for a city with cold weather. Between Fairbanks and Dar es Salaam, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Panama City, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Kuopio and Garoua, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Thiès and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Thiès'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Frankfurt and Port-Gentil, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Ürümqi and Garissa, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Suwałki and Toamasina, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Bogotá and Parakou, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Bergen and San Antonio, you should visit Bergen.', 'answer': 'Bergen', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a city with cold weather. Between Lahore and Wellington, you should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Lahore'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Christchurch and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Erzurum and Mumbai, you should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Mumbai'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Anchorage and Beirut, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between Toronto and Mexicali, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Ottawa and Vientiane, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Moscow and Denpasar, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a city with cold weather. Between Maputo and Denver, you should visit Denver.', 'answer': 'Denver', 'candidate': 'Maputo'}
{'statement': 'You are looking for a city with cold weather. Between Minneapolis and Mombasa, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Zagreb and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Zagreb'}
