{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Suwałki and San José, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'San José'}
{'statement': 'Someone is looking for a city with cold weather. Between Campos do Jordão and Dar es Salaam, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Santiago del Estero and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a city with cold weather. Between Vladivostok and Algiers, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between Auckland and Niamey, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Bishkek and Kuwait City, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Copenhagen and Ndola, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuopio and Manaus, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Cape Town and Manila, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Tauranga and Manila, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Aden, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Sydney and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a city with cold weather. Between Indianapolis and Belize City, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Murmansk and Antofagasta, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Oslo and Belize City, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Toluca and La Ceiba, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Lima and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a city with cold weather. Between Vienna and Entebbe, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Zagreb, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with cold weather. Between Curitiba and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Río Gallegos and Houston, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a city with cold weather. Between Tashkent and Honolulu, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Lyon and San Juan, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Saint Petersburg and Mombasa, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Calgary and Tashkent, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Lhasa and Baghdad, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Brisbane, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Reykjavík and Barranquilla, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Lviv and Goiânia, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Ürümqi and Abéché, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Bratislava and Phnom Penh, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Bishkek and Tamanrasset, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Calgary and Guadalajara, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a city with cold weather. Between Asmara and Belize City, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Reykjavík and Bamako, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Saskatoon and Bamako, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Pittsburgh and Port Sudan, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Río Gallegos and Mahajanga, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Mumbai and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Saskatoon and Podgorica, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Pretoria and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a city with cold weather. Between Kansas City and Juba, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Paris and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Bucharest and Ouahigouya, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and El Paso, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with cold weather. Between Toronto and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with cold weather. Between Copenhagen and Caracas, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Amsterdam and Port Sudan, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Zagreb and Goiânia, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and London, this person should visit London.', 'answer': 'London', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Fairbanks and Hobart, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Lviv and Aden, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Ulaanbaatar and Baghdad, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Addis Ababa and Riyadh, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between La Serena and Cabo San Lucas, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Milwaukee and Bata, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Berlin and Nouakchott, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Yerevan and Managua, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Bucharest and Florianópolis, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Oslo and Alexandria, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a city with cold weather. Between Rome and Douala, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Kansas City and San Juan, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Pittsburgh and Hat Yai, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Belize City and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Bishkek, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with cold weather. Between Fairbanks and Dar es Salaam, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Yakutsk and Panama City, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Lhasa and Sokoto, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Frankfurt and Port-Gentil, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Ürümqi and Garissa, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Suwałki and Toamasina, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Bergen and San Antonio, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Omaha and Tabora, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Christchurch and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with cold weather. Between Ankara and Ho Chi Minh City, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a city with cold weather. Between Rome and Panama City, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Erzurum and Mumbai, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a city with cold weather. Between Bishkek and Darwin, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Anchorage and Beirut, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Beirut'}
