{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Florianópolis, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Cape Town, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and La Paz, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Novosibirsk, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Wellington, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Ndola, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Podgorica, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Aden, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Lomé, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and San Diego, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Lomé, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Barranquilla, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Pretoria, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Cabo San Lucas, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Brussels, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Reykjavík, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Fianarantsoa, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Fianarantsoa'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Florianópolis, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Toronto, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Bishkek, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between London and Houston, this person should visit London.', 'answer': 'London', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Saskatoon, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Lake Havasu City, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Ushuaia, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Barranquilla, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Cabo San Lucas, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Ulaanbaatar, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Tauranga, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Río Gallegos, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Cape Town, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Reykjavík, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Bishkek, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Baku, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Lyon, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Suva, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Río Gallegos, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Bangui, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Ulaanbaatar, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Entebbe, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Sokoto, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Copenhagen, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Frankfurt, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Erzurum, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Pretoria, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Palembang, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Bamako, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Cabo San Lucas, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Addis Ababa, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Kampala, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kampala'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Kingston, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Tucson, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Goiânia, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Cape Town, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Upington, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Tirana, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Hobart, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Pretoria, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Erbil, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and La Paz, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Piura, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Córdoba, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Florianópolis, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Brasília, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Yinchuan, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Baghdad, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Perth, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Lisbon, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and La Serena, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Amsterdam, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Palmerston North, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and San José, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between London and Asmara, this person should visit London.', 'answer': 'London', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Ulaanbaatar, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Porto Alegre, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Santiago del Estero, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Medellín, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Rosario, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Zürich, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Ottawa, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Quito, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Dodoma, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Dodoma, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Goiânia, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Ndola, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ndola'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Palermo, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Nakhon Ratchasima, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Perth and Punta Arenas, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Entebbe, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Tucson, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Addis Ababa, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a big city to visit. Between Medellín and Piura, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Thiès, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between London and Hobart, this person should visit London.', 'answer': 'London', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Antofagasta, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Algiers, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Algiers, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Albuquerque, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Lima, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a big city to visit. Between London and Ushuaia, this person should visit London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Mombasa, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Curitiba, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Benghazi, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Nouakchott, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Christchurch, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Port Sudan, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and San Juan, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Ljubljana, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between London and Tauranga, this person should visit London.', 'answer': 'London', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and San José, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Nairobi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Frankfurt, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Houston, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Christchurch, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Changsha, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Tucson, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Darwin, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Punta Arenas, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Medellín, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Dublin, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Hat Yai, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Bangkok, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Tamanrasset, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Minneapolis, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Asmara, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Fukuoka, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Goiânia, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and La Serena, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Damascus, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Dodoma, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Managua, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Garissa, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Malabo, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Rabat, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Lima, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Bishkek, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Muscat, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Auckland, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Malabo, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Maputo, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Boise, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Baltimore, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Rosario, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Vienna, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Phnom Penh, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Zagreb, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Dublin, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Boise, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Changsha, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Niamey, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Cayenne, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Maputo, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Ljubljana, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Albuquerque, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Barranquilla, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Willemstad, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Berlin, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Ljubljana, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Ljubljana'}
