{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Indianapolis, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Mendoza, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Bahía Blanca, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Calgary, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Hobart, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Reykjavík, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Oslo, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Kathmandu and Erzurum, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Lviv, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Ankara, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Chicago, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Hobart, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Brussels, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Omaha, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Christchurch, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Ankara and Novosibirsk, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Kuopio, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Fukuoka, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Santiago, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Moscow, this person should visit San José.', 'answer': 'San José', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Rabat, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Ushuaia, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Indianapolis, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Vladivostok, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Yerevan, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Lhasa, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Indianapolis and Murmansk, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Canberra, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Irkutsk, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Pittsburgh, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Dublin, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Minsk, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Suwałki, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Auckland, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Harare and Lviv, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Murmansk, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Kuopio, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Saint Petersburg, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Asmara and Murmansk, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Ulaanbaatar, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Manila and Hobart, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Erbil and Minsk, this person should visit Erbil.', 'answer': 'Erbil', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Irkutsk, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Napier, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Berlin, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Toronto, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Mexico City, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a city with warm weather. Between Piura and Bishkek, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Campos do Jordão and Fairbanks, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Palermo and Lhasa, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Zürich, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Murmansk, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Lhasa, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Halifax, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Ljubljana, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Algiers and Minsk, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mandalay and Boise, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Brussels, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Boise, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Vienna, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Ulaanbaatar, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Vladivostok, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Bergen, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Saskatoon, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Tripoli and Vladivostok, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Vladivostok, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Napier and Nur-Sultan, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between San Antonio and Río Gallegos, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Oslo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexico City and Suwałki, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Paris, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Toluca, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Kansas City, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Toronto, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Omaha, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Kabul, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Reykjavík, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Indianapolis, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Yinchuan, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Río Gallegos, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Indianapolis, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Ulaanbaatar, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Lviv, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Skopje, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Houston and Halifax, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Saskatoon, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Ulaanbaatar, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Guangzhou and Kabul, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Podgorica, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Palmerston North, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Bratislava, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Alexandria and Anchorage, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and La Serena, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Frankfurt, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Tampa and Indianapolis, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Vientiane and Baku, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Bergen, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Reykjavík, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Amsterdam, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Ottawa, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Santiago del Estero and Toronto, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Río Gallegos, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Omaha and Murmansk, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Anchorage, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and La Serena, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Johannesburg, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Vienna, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Ürümqi, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Halifax, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Karachi and Fairbanks, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Campos do Jordão, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Calgary, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Benghazi and Milwaukee, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Palermo and Moscow, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Skopje, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Dublin, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Vienna and Ulaanbaatar, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangui and Milan, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Baltimore, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Ankara, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Nur-Sultan, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Changsha, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Oslo, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Ottawa, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Suwałki, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Yaoundé and Río Gallegos, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Río Gallegos'}
{'statement': 'Someone is looking for a city with warm weather. Between Nouadhibou and Copenhagen, this person should visit Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Addis Ababa, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Moscow, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Bahía Blanca and Murmansk, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Toronto, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Erbil, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a city with warm weather. Between Kathmandu and Yakutsk, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Paris, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Kuopio, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Saint Petersburg, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Thiès and Suwałki, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Christchurch, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Beijing, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Antofagasta, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Baku, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Mumbai and Toluca, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Toluca'}
{'statement': 'Someone is looking for a city with warm weather. Between Baku and Anchorage, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Moscow, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Wellington, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Beijing, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Nairobi, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Zürich, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Erzurum, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Reykjavík, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Maputo and Kuopio, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Ushuaia, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Murmansk, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Bogotá, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Minneapolis, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Yerevan, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Yerevan'}
