{'statement': 'Between Garoua and Belgrade, the city with colder weather is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garoua'}
{'statement': 'Between Lomé and Brussels, the city with colder weather is Brussels.', 'answer': 'Brussels', 'candidate': 'Lomé'}
{'statement': 'Between Baghdad and Minneapolis, the city with colder weather is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Baghdad'}
{'statement': 'Between Paramaribo and Belgrade, the city with colder weather is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Paramaribo'}
{'statement': 'Between Palembang and Bishkek, the city with colder weather is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Palembang'}
{'statement': 'Between Makassar and Fairbanks, the city with colder weather is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Makassar'}
{'statement': 'Between Wau and Skopje, the city with colder weather is Skopje.', 'answer': 'Skopje', 'candidate': 'Wau'}
{'statement': 'Between Lake Havasu City and London, the city with colder weather is London.', 'answer': 'London', 'candidate': 'Lake Havasu City'}
{'statement': 'Between Suva and Toluca, the city with colder weather is Toluca.', 'answer': 'Toluca', 'candidate': 'Suva'}
{'statement': 'Between Managua and Oslo, the city with colder weather is Oslo.', 'answer': 'Oslo', 'candidate': 'Managua'}
{'statement': 'Between Pontianak and Irkutsk, the city with colder weather is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Pontianak'}
{'statement': 'Between Tashkent and Ulaanbaatar, the city with colder weather is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tashkent'}
{'statement': 'Between Managua and Baku, the city with colder weather is Baku.', 'answer': 'Baku', 'candidate': 'Managua'}
{'statement': 'Between Villahermosa and Denver, the city with colder weather is Denver.', 'answer': 'Denver', 'candidate': 'Villahermosa'}
{'statement': 'Between Luanda and Bogotá, the city with colder weather is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Luanda'}
{'statement': 'Between Riyadh and Neuquén, the city with colder weather is Neuquén.', 'answer': 'Neuquén', 'candidate': 'Riyadh'}
{'statement': 'Between Cotonou and Berlin, the city with colder weather is Berlin.', 'answer': 'Berlin', 'candidate': 'Cotonou'}
{'statement': 'Between Tauranga and Yakutsk, the city with colder weather is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Tauranga'}
{'statement': 'Between San Salvador and Omaha, the city with colder weather is Omaha.', 'answer': 'Omaha', 'candidate': 'San Salvador'}
{'statement': 'Between Cotonou and Ottawa, the city with colder weather is Ottawa.', 'answer': 'Ottawa', 'candidate': 'Cotonou'}
{'statement': 'Between Bamako and Kabul, the city with colder weather is Kabul.', 'answer': 'Kabul', 'candidate': 'Bamako'}
{'statement': 'Between Bamako and Changsha, the city with colder weather is Changsha.', 'answer': 'Changsha', 'candidate': 'Bamako'}
{'statement': 'Between Bangkok and Ushuaia, the city with colder weather is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Bangkok'}
{'statement': 'Between San Juan and Minsk, the city with colder weather is Minsk.', 'answer': 'Minsk', 'candidate': 'San Juan'}
{'statement': 'Between San Salvador and Calgary, the city with colder weather is Calgary.', 'answer': 'Calgary', 'candidate': 'San Salvador'}
{'statement': 'Between Hanoi and Omaha, the city with colder weather is Omaha.', 'answer': 'Omaha', 'candidate': 'Hanoi'}
{'statement': 'Between Parakou and Canberra, the city with colder weather is Canberra.', 'answer': 'Canberra', 'candidate': 'Parakou'}
{'statement': 'Between Damascus and Kuopio, the city with colder weather is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Damascus'}
{'statement': 'Between Goiânia and Ushuaia, the city with colder weather is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Goiânia'}
{'statement': 'Between Lima and Sapporo, the city with colder weather is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Lima'}
{'statement': 'Between Tashkent and Kuopio, the city with colder weather is Kuopio.', 'answer': 'Kuopio', 'candidate': 'Tashkent'}
{'statement': 'Between Benghazi and Irkutsk, the city with colder weather is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Benghazi'}
{'statement': 'Between Medellín and Zürich, the city with colder weather is Zürich.', 'answer': 'Zürich', 'candidate': 'Medellín'}
{'statement': 'Between Cayenne and Yakutsk, the city with colder weather is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Cayenne'}
{'statement': 'Between Harare and Murmansk, the city with colder weather is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Harare'}
{'statement': 'Between San José and Halifax, the city with colder weather is Halifax.', 'answer': 'Halifax', 'candidate': 'San José'}
{'statement': 'Between Piura and Amsterdam, the city with colder weather is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Piura'}
{'statement': 'Between Phoenix and Milwaukee, the city with colder weather is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Phoenix'}
{'statement': 'Between San Salvador and Sapporo, the city with colder weather is Sapporo.', 'answer': 'Sapporo', 'candidate': 'San Salvador'}
{'statement': 'Between Barranquilla and Curitiba, the city with colder weather is Curitiba.', 'answer': 'Curitiba', 'candidate': 'Barranquilla'}
{'statement': 'Between Makassar and Melbourne, the city with colder weather is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Makassar'}
{'statement': 'Between Manila and Río Gallegos, the city with colder weather is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Manila'}
{'statement': 'Between Hamilton and Boise, the city with colder weather is Boise.', 'answer': 'Boise', 'candidate': 'Hamilton'}
{'statement': 'Between Willemstad and Denver, the city with colder weather is Denver.', 'answer': 'Denver', 'candidate': 'Willemstad'}
{'statement': 'Between Rangpur and Bishkek, the city with colder weather is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Rangpur'}
{'statement': 'Between San Juan and Bratislava, the city with colder weather is Bratislava.', 'answer': 'Bratislava', 'candidate': 'San Juan'}
{'statement': 'Between Makassar and Halifax, the city with colder weather is Halifax.', 'answer': 'Halifax', 'candidate': 'Makassar'}
{'statement': 'Between Paramaribo and Kansas City, the city with colder weather is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Paramaribo'}
{'statement': 'Between Djibouti and Rome, the city with colder weather is Rome.', 'answer': 'Rome', 'candidate': 'Djibouti'}
{'statement': 'Between San Juan and Asmara, the city with colder weather is Asmara.', 'answer': 'Asmara', 'candidate': 'San Juan'}
{'statement': 'Between Caracas and Brussels, the city with colder weather is Brussels.', 'answer': 'Brussels', 'candidate': 'Caracas'}
{'statement': 'Between Tamanrasset and Bishkek, the city with colder weather is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Tamanrasset'}
{'statement': 'Between Lima and Minsk, the city with colder weather is Minsk.', 'answer': 'Minsk', 'candidate': 'Lima'}
{'statement': 'Between Porto Alegre and Halifax, the city with colder weather is Halifax.', 'answer': 'Halifax', 'candidate': 'Porto Alegre'}
{'statement': 'Between Bahía Blanca and Murmansk, the city with colder weather is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Phoenix and Ulaanbaatar, the city with colder weather is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Phoenix'}
{'statement': 'Between Barranquilla and Reykjavík, the city with colder weather is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Barranquilla'}
{'statement': 'Between Phoenix and Skopje, the city with colder weather is Skopje.', 'answer': 'Skopje', 'candidate': 'Phoenix'}
{'statement': 'Between Shanghai and Ulaanbaatar, the city with colder weather is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Shanghai'}
{'statement': 'Between Lusaka and Toronto, the city with colder weather is Toronto.', 'answer': 'Toronto', 'candidate': 'Lusaka'}
{'statement': 'Between Garoua and Calgary, the city with colder weather is Calgary.', 'answer': 'Calgary', 'candidate': 'Garoua'}
{'statement': 'Between Makassar and Omaha, the city with colder weather is Omaha.', 'answer': 'Omaha', 'candidate': 'Makassar'}
{'statement': 'Between Florianópolis and Sapporo, the city with colder weather is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Florianópolis'}
{'statement': 'Between Kano and Quito, the city with colder weather is Quito.', 'answer': 'Quito', 'candidate': 'Kano'}
{'statement': 'Between Baku and Fairbanks, the city with colder weather is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Baku'}
{'statement': 'Between Baghdad and Christchurch, the city with colder weather is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Baghdad'}
{'statement': 'Between Djibouti and Christchurch, the city with colder weather is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Djibouti'}
{'statement': 'Between Honolulu and Sapporo, the city with colder weather is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Honolulu'}
{'statement': 'Between Manila and Yerevan, the city with colder weather is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Manila'}
{'statement': 'Between Aden and Palermo, the city with colder weather is Palermo.', 'answer': 'Palermo', 'candidate': 'Aden'}
{'statement': 'Between Pretoria and Bergen, the city with colder weather is Bergen.', 'answer': 'Bergen', 'candidate': 'Pretoria'}
{'statement': 'Between Cotonou and Lhasa, the city with colder weather is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Cotonou'}
{'statement': 'Between Darwin and Milan, the city with colder weather is Milan.', 'answer': 'Milan', 'candidate': 'Darwin'}
{'statement': 'Between Toamasina and Pittsburgh, the city with colder weather is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Toamasina'}
{'statement': 'Between Malabo and Zagreb, the city with colder weather is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Malabo'}
{'statement': 'Between Lagos and Johannesburg, the city with colder weather is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lagos'}
{'statement': 'Between Bujumbura and Calgary, the city with colder weather is Calgary.', 'answer': 'Calgary', 'candidate': 'Bujumbura'}
{'statement': 'Between Makurdi and Sucre, the city with colder weather is Sucre.', 'answer': 'Sucre', 'candidate': 'Makurdi'}
{'statement': 'Between Lomé and Canberra, the city with colder weather is Canberra.', 'answer': 'Canberra', 'candidate': 'Lomé'}
{'statement': 'Between Muscat and Bahía Blanca, the city with colder weather is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Muscat'}
{'statement': 'Between Toliara and Ushuaia, the city with colder weather is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toliara'}
{'statement': 'Between Cayenne and Asmara, the city with colder weather is Asmara.', 'answer': 'Asmara', 'candidate': 'Cayenne'}
{'statement': 'Between Kingston and Lviv, the city with colder weather is Lviv.', 'answer': 'Lviv', 'candidate': 'Kingston'}
{'statement': 'Between Santiago del Estero and Saskatoon, the city with colder weather is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Santiago del Estero'}
{'statement': 'Between Rosario and Halifax, the city with colder weather is Halifax.', 'answer': 'Halifax', 'candidate': 'Rosario'}
{'statement': 'Between Surabaya and Toronto, the city with colder weather is Toronto.', 'answer': 'Toronto', 'candidate': 'Surabaya'}
{'statement': 'Between Maputo and Erzurum, the city with colder weather is Erzurum.', 'answer': 'Erzurum', 'candidate': 'Maputo'}
{'statement': 'Between Monterrey and Copenhagen, the city with colder weather is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Monterrey'}
{'statement': 'Between Abéché and Ljubljana, the city with colder weather is Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Abéché'}
{'statement': 'Between Nouakchott and Novosibirsk, the city with colder weather is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Nouakchott'}
{'statement': 'Between Vientiane and Ürümqi, the city with colder weather is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Vientiane'}
{'statement': 'Between Belize City and Ankara, the city with colder weather is Ankara.', 'answer': 'Ankara', 'candidate': 'Belize City'}
{'statement': 'Between Harare and Ulaanbaatar, the city with colder weather is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Harare'}
{'statement': 'Between Garissa and El Paso, the city with colder weather is El Paso.', 'answer': 'El Paso', 'candidate': 'Garissa'}
{'statement': 'Between Buenos Aires and Punta Arenas, the city with colder weather is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'Between Phnom Penh and Paris, the city with colder weather is Paris.', 'answer': 'Paris', 'candidate': 'Phnom Penh'}
{'statement': 'Between Mahajanga and Viedma, the city with colder weather is Viedma.', 'answer': 'Viedma', 'candidate': 'Mahajanga'}
{'statement': 'Between Phnom Penh and Napier, the city with colder weather is Napier.', 'answer': 'Napier', 'candidate': 'Phnom Penh'}
{'statement': 'Between Dodoma and Novosibirsk, the city with colder weather is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Dodoma'}
{'statement': 'Between Mahajanga and Brussels, the city with colder weather is Brussels.', 'answer': 'Brussels', 'candidate': 'Mahajanga'}
{'statement': 'Between Mombasa and Saint Petersburg, the city with colder weather is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Mombasa'}
{'statement': 'Between Podgorica and Novosibirsk, the city with colder weather is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Podgorica'}
{'statement': 'Between Panama City and Milan, the city with colder weather is Milan.', 'answer': 'Milan', 'candidate': 'Panama City'}
{'statement': 'Between Luanda and Bishkek, the city with colder weather is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Luanda'}
{'statement': 'Between Cairo and Amsterdam, the city with colder weather is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cairo'}
{'statement': 'Between Dodoma and Ankara, the city with colder weather is Ankara.', 'answer': 'Ankara', 'candidate': 'Dodoma'}
{'statement': 'Between Tirana and Irkutsk, the city with colder weather is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Tirana'}
{'statement': 'Between Bangkok and Yerevan, the city with colder weather is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Bangkok'}
{'statement': 'Between Cayenne and Kansas City, the city with colder weather is Kansas City.', 'answer': 'Kansas City', 'candidate': 'Cayenne'}
{'statement': 'Between Paramaribo and Kunming, the city with colder weather is Kunming.', 'answer': 'Kunming', 'candidate': 'Paramaribo'}
{'statement': 'Between Sokoto and Cape Town, the city with colder weather is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Sokoto'}
{'statement': 'Between La Paz and Novosibirsk, the city with colder weather is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'La Paz'}
{'statement': 'Between Antsiranana and Melbourne, the city with colder weather is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Antsiranana'}
{'statement': 'Between Goiânia and Vienna, the city with colder weather is Vienna.', 'answer': 'Vienna', 'candidate': 'Goiânia'}
{'statement': 'Between Djibouti and Lhasa, the city with colder weather is Lhasa.', 'answer': 'Lhasa', 'candidate': 'Djibouti'}
{'statement': 'Between Tamanrasset and Zürich, the city with colder weather is Zürich.', 'answer': 'Zürich', 'candidate': 'Tamanrasset'}
{'statement': 'Between Abéché and Cape Town, the city with colder weather is Cape Town.', 'answer': 'Cape Town', 'candidate': 'Abéché'}
{'statement': 'Between Makurdi and Podgorica, the city with colder weather is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Makurdi'}
{'statement': 'Between Ouahigouya and Irkutsk, the city with colder weather is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ouahigouya'}
{'statement': 'Between Wau and Dublin, the city with colder weather is Dublin.', 'answer': 'Dublin', 'candidate': 'Wau'}
