{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Durban and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Durban'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Chicago and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Chicago'}
{'statement': 'You are looking for a city with cold weather. Between Villahermosa and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Surabaya and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Antofagasta and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Antofagasta'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Baltimore and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a city with cold weather. Between Villahermosa and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Villahermosa'}
{'statement': 'You are looking for a city with cold weather. Between Ho Chi Minh City and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Upington and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Upington'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Thiès and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Thiès'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Minneapolis and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Minneapolis'}
{'statement': 'You are looking for a city with cold weather. Between Alexandria and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a city with cold weather. Between Podgorica and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Lyon and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Lyon'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Benghazi and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Yerevan and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Port Moresby and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Gabès and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Gabès'}
{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Upington and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Upington'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Baghdad and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Baghdad'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Harare and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Harare'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Nouadhibou and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Nouadhibou'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Toluca, you should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Parakou and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Parakou'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Luanda and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Luanda'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Curitiba, you should visit Curitiba.', 'answer': 'Curitiba', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Darwin and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Guangzhou and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between San Antonio and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'San Antonio'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Malabo and Palmerston North, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Malabo'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Albuquerque and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Albuquerque'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Algiers and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Algiers'}
{'statement': 'You are looking for a city with cold weather. Between Muscat and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Muscat'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Boise, you should visit Boise.', 'answer': 'Boise', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Milan and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Milan'}
{'statement': 'You are looking for a city with cold weather. Between Alexandria and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Minneapolis, you should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Goiânia and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Rangpur and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Rangpur'}
{'statement': 'You are looking for a city with cold weather. Between Guangzhou and Bucharest, you should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Guangzhou'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Campos do Jordão and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Campos do Jordão'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Bogotá, you should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Oslo, you should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Karachi and Neuquén, you should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Mexicali and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Mexicali'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Nouakchott and Quito, you should visit Quito.', 'answer': 'Quito', 'candidate': 'Nouakchott'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Port Moresby and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Port Moresby'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Copenhagen, you should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Kuwait City and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Kuwait City'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Curitiba and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Curitiba'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Manaus and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Manaus'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and London, you should visit London.', 'answer': 'London', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Lima and Punta Arenas, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Lima'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Rome, you should visit Rome.', 'answer': 'Rome', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Goiânia and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Panama City and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Panama City'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Tirana, you should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Yaoundé and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Yaoundé'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Upington and Ottawa, you should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Upington'}
{'statement': 'You are looking for a city with cold weather. Between Dar es Salaam and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a city with cold weather. Between Fianarantsoa and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Fianarantsoa'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Ankara, you should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Mandalay and Kabul, you should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mandalay'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'La Ceiba'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Napier, you should visit Napier.', 'answer': 'Napier', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Tashkent, you should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Ürümqi, you should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Belize City and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Belize City'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Douala'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Ségou and Sydney, you should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ségou'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Santiago del Estero and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Santiago del Estero'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Lyon, you should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Amsterdam, you should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Medellín and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Medellín'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Addis Ababa, you should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Bangui and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Lake Havasu City and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Lake Havasu City'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Moscow, you should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Nairobi and Anchorage, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Nairobi'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Manila and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Manila'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Ulaanbaatar, you should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between San Juan and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'San Juan'}
