{'statement': 'Between Moscow and Dublin, the city with a smaller population is Dublin.', 'answer': 'Dublin', 'candidate': 'Moscow'}
{'statement': 'Between Melbourne and Fukuoka, the city with a smaller population is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Melbourne'}
{'statement': 'Between Monterrey and Cabo San Lucas, the city with a smaller population is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Monterrey'}
{'statement': 'Between Paris and Denver, the city with a smaller population is Denver.', 'answer': 'Denver', 'candidate': 'Paris'}
{'statement': 'Between Mexico City and Dublin, the city with a smaller population is Dublin.', 'answer': 'Dublin', 'candidate': 'Mexico City'}
{'statement': 'Between Monterrey and Palmerston North, the city with a smaller population is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Monterrey'}
{'statement': 'Between Buenos Aires and Port-Gentil, the city with a smaller population is Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Buenos Aires'}
{'statement': 'Between Johannesburg and Panama City, the city with a smaller population is Panama City.', 'answer': 'Panama City', 'candidate': 'Johannesburg'}
{'statement': 'Between Bangkok and Hat Yai, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bangkok'}
{'statement': 'Between Jakarta and Kunming, the city with a smaller population is Kunming.', 'answer': 'Kunming', 'candidate': 'Jakarta'}
{'statement': 'Between Bangkok and Goiânia, the city with a smaller population is Goiânia.', 'answer': 'Goiânia', 'candidate': 'Bangkok'}
{'statement': 'Between Lima and Zagreb, the city with a smaller population is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Lima'}
{'statement': 'Between Sydney and Willemstad, the city with a smaller population is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'Between Alexandria and Yakutsk, the city with a smaller population is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Alexandria'}
{'statement': 'Between Paris and Alexandria, the city with a smaller population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Paris'}
{'statement': 'Between Chicago and Denver, the city with a smaller population is Denver.', 'answer': 'Denver', 'candidate': 'Chicago'}
{'statement': 'Between Alexandria and Baku, the city with a smaller population is Baku.', 'answer': 'Baku', 'candidate': 'Alexandria'}
{'statement': 'Between Melbourne and Douala, the city with a smaller population is Douala.', 'answer': 'Douala', 'candidate': 'Melbourne'}
{'statement': 'Between Ürümqi and Palmerston North, the city with a smaller population is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Ürümqi'}
{'statement': 'Between Karachi and Vientiane, the city with a smaller population is Vientiane.', 'answer': 'Vientiane', 'candidate': 'Karachi'}
{'statement': 'Between Luanda and Suva, the city with a smaller population is Suva.', 'answer': 'Suva', 'candidate': 'Luanda'}
{'statement': 'Between Bangkok and Los Angeles, the city with a smaller population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bangkok'}
{'statement': 'Between Guadalajara and Zürich, the city with a smaller population is Zürich.', 'answer': 'Zürich', 'candidate': 'Guadalajara'}
{'statement': 'Between Lagos and Aden, the city with a smaller population is Aden.', 'answer': 'Aden', 'candidate': 'Lagos'}
{'statement': 'Between Bangkok and Monterrey, the city with a smaller population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bangkok'}
{'statement': 'Between Saint Petersburg and Gabès, the city with a smaller population is Gabès.', 'answer': 'Gabès', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Monterrey and Barranquilla, the city with a smaller population is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Monterrey'}
{'statement': 'Between Houston and Toamasina, the city with a smaller population is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Houston'}
{'statement': 'Between Bangkok and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Bangkok'}
{'statement': 'Between Rome and Tucson, the city with a smaller population is Tucson.', 'answer': 'Tucson', 'candidate': 'Rome'}
{'statement': 'Between Chicago and Ürümqi, the city with a smaller population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Chicago'}
{'statement': 'Between Karachi and La Paz, the city with a smaller population is La Paz.', 'answer': 'La Paz', 'candidate': 'Karachi'}
{'statement': 'Between Ürümqi and Upington, the city with a smaller population is Upington.', 'answer': 'Upington', 'candidate': 'Ürümqi'}
{'statement': 'Between Algiers and Río Gallegos, the city with a smaller population is Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Algiers'}
{'statement': 'Between Buenos Aires and Punta Arenas, the city with a smaller population is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Buenos Aires'}
{'statement': 'Between Lagos and Gabès, the city with a smaller population is Gabès.', 'answer': 'Gabès', 'candidate': 'Lagos'}
{'statement': 'Between Guadalajara and Tripoli, the city with a smaller population is Tripoli.', 'answer': 'Tripoli', 'candidate': 'Guadalajara'}
{'statement': 'Between Santiago and Halifax, the city with a smaller population is Halifax.', 'answer': 'Halifax', 'candidate': 'Santiago'}
{'statement': 'Between Johannesburg and Conakry, the city with a smaller population is Conakry.', 'answer': 'Conakry', 'candidate': 'Johannesburg'}
{'statement': 'Between Dar es Salaam and Sokoto, the city with a smaller population is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Brasília and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Brasília'}
{'statement': 'Between Hanoi and Saint Petersburg, the city with a smaller population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hanoi'}
{'statement': 'Between Jakarta and Mumbai, the city with a smaller population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Jakarta'}
{'statement': 'Between Ürümqi and San José, the city with a smaller population is San José.', 'answer': 'San José', 'candidate': 'Ürümqi'}
{'statement': 'Between Manila and Amsterdam, the city with a smaller population is Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Manila'}
{'statement': 'Between Bogotá and Parakou, the city with a smaller population is Parakou.', 'answer': 'Parakou', 'candidate': 'Bogotá'}
{'statement': 'Between Tampa and Murmansk, the city with a smaller population is Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tampa'}
{'statement': 'Between Beijing and Piura, the city with a smaller population is Piura.', 'answer': 'Piura', 'candidate': 'Beijing'}
{'statement': 'Between Yaoundé and Viedma, the city with a smaller population is Viedma.', 'answer': 'Viedma', 'candidate': 'Yaoundé'}
{'statement': 'Between Lima and Port Sudan, the city with a smaller population is Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Lima'}
{'statement': 'Between Denver and Thiès, the city with a smaller population is Thiès.', 'answer': 'Thiès', 'candidate': 'Denver'}
{'statement': 'Between Bogotá and Garissa, the city with a smaller population is Garissa.', 'answer': 'Garissa', 'candidate': 'Bogotá'}
{'statement': 'Between Denver and Kingston, the city with a smaller population is Kingston.', 'answer': 'Kingston', 'candidate': 'Denver'}
{'statement': 'Between Nairobi and Addis Ababa, the city with a smaller population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Nairobi'}
{'statement': 'Between Algiers and Bahía Blanca, the city with a smaller population is Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Algiers'}
{'statement': 'Between Paris and Algiers, the city with a smaller population is Algiers.', 'answer': 'Algiers', 'candidate': 'Paris'}
{'statement': 'Between Berlin and Calgary, the city with a smaller population is Calgary.', 'answer': 'Calgary', 'candidate': 'Berlin'}
{'statement': 'Between Yaoundé and Port-Gentil, the city with a smaller population is Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Yaoundé'}
{'statement': 'Between Phoenix and Belgrade, the city with a smaller population is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Phoenix'}
{'statement': 'Between Shanghai and San Diego, the city with a smaller population is San Diego.', 'answer': 'San Diego', 'candidate': 'Shanghai'}
{'statement': 'Between Melbourne and Novosibirsk, the city with a smaller population is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Melbourne'}
{'statement': 'Between Saint Petersburg and Pittsburgh, the city with a smaller population is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Harare and Palmerston North, the city with a smaller population is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Harare'}
{'statement': 'Between Jakarta and Rosario, the city with a smaller population is Rosario.', 'answer': 'Rosario', 'candidate': 'Jakarta'}
{'statement': 'Between San Diego and Punta Arenas, the city with a smaller population is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'San Diego'}
{'statement': 'Between Sydney and Darwin, the city with a smaller population is Darwin.', 'answer': 'Darwin', 'candidate': 'Sydney'}
{'statement': 'Between Kano and Wellington, the city with a smaller population is Wellington.', 'answer': 'Wellington', 'candidate': 'Kano'}
{'statement': 'Between Saint Petersburg and Milan, the city with a smaller population is Milan.', 'answer': 'Milan', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Ho Chi Minh City and Manaus, the city with a smaller population is Manaus.', 'answer': 'Manaus', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Los Angeles and Kabul, the city with a smaller population is Kabul.', 'answer': 'Kabul', 'candidate': 'Los Angeles'}
{'statement': 'Between Surabaya and Douala, the city with a smaller population is Douala.', 'answer': 'Douala', 'candidate': 'Surabaya'}
{'statement': 'Between Brasília and Wellington, the city with a smaller population is Wellington.', 'answer': 'Wellington', 'candidate': 'Brasília'}
{'statement': 'Between Phoenix and Calgary, the city with a smaller population is Calgary.', 'answer': 'Calgary', 'candidate': 'Phoenix'}
{'statement': 'Between Shanghai and Dar es Salaam, the city with a smaller population is Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Shanghai'}
{'statement': 'Between Riyadh and Hat Yai, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Riyadh'}
{'statement': 'Between Dar es Salaam and Bangui, the city with a smaller population is Bangui.', 'answer': 'Bangui', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Toronto and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Toronto'}
{'statement': 'Between Berlin and Antsiranana, the city with a smaller population is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Berlin'}
{'statement': 'Between Beijing and Belgrade, the city with a smaller population is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Beijing'}
{'statement': 'Between Algiers and Hamilton, the city with a smaller population is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Algiers'}
{'statement': 'Between Ankara and El Paso, the city with a smaller population is El Paso.', 'answer': 'El Paso', 'candidate': 'Ankara'}
{'statement': 'Between Guadalajara and Irkutsk, the city with a smaller population is Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Guadalajara'}
{'statement': 'Between Riyadh and Mombasa, the city with a smaller population is Mombasa.', 'answer': 'Mombasa', 'candidate': 'Riyadh'}
{'statement': 'Between Los Angeles and Lake Havasu City, the city with a smaller population is Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Los Angeles'}
{'statement': 'Between Los Angeles and Rangpur, the city with a smaller population is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Los Angeles'}
{'statement': 'Between Addis Ababa and Bujumbura, the city with a smaller population is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Addis Ababa'}
{'statement': 'Between Mumbai and Belgrade, the city with a smaller population is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Mumbai'}
{'statement': 'Between Dar es Salaam and Tampa, the city with a smaller population is Tampa.', 'answer': 'Tampa', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Ürümqi and Viedma, the city with a smaller population is Viedma.', 'answer': 'Viedma', 'candidate': 'Ürümqi'}
{'statement': 'Between Monterrey and Asmara, the city with a smaller population is Asmara.', 'answer': 'Asmara', 'candidate': 'Monterrey'}
{'statement': 'Between Lima and Calgary, the city with a smaller population is Calgary.', 'answer': 'Calgary', 'candidate': 'Lima'}
{'statement': 'Between Surabaya and Quito, the city with a smaller population is Quito.', 'answer': 'Quito', 'candidate': 'Surabaya'}
{'statement': 'Between Algiers and Palmerston North, the city with a smaller population is Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Algiers'}
{'statement': 'Between Phoenix and Bishkek, the city with a smaller population is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Phoenix'}
{'statement': 'Between Douala and Tirana, the city with a smaller population is Tirana.', 'answer': 'Tirana', 'candidate': 'Douala'}
{'statement': 'Between Guadalajara and Kingston, the city with a smaller population is Kingston.', 'answer': 'Kingston', 'candidate': 'Guadalajara'}
{'statement': 'Between Lahore and Ankara, the city with a smaller population is Ankara.', 'answer': 'Ankara', 'candidate': 'Lahore'}
{'statement': 'Between Phnom Penh and Nouadhibou, the city with a smaller population is Nouadhibou.', 'answer': 'Nouadhibou', 'candidate': 'Phnom Penh'}
{'statement': 'Between Nairobi and Mahajanga, the city with a smaller population is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Nairobi'}
{'statement': 'Between Karachi and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Karachi'}
{'statement': 'Between Manila and Lomé, the city with a smaller population is Lomé.', 'answer': 'Lomé', 'candidate': 'Manila'}
{'statement': 'Between Jakarta and Sacramento, the city with a smaller population is Sacramento.', 'answer': 'Sacramento', 'candidate': 'Jakarta'}
{'statement': 'Between Saint Petersburg and Tucson, the city with a smaller population is Tucson.', 'answer': 'Tucson', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Riyadh and Toliara, the city with a smaller population is Toliara.', 'answer': 'Toliara', 'candidate': 'Riyadh'}
{'statement': 'Between Kunming and Vladivostok, the city with a smaller population is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kunming'}
{'statement': 'Between Dar es Salaam and Kingston, the city with a smaller population is Kingston.', 'answer': 'Kingston', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Minneapolis and Saskatoon, the city with a smaller population is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Minneapolis'}
{'statement': 'Between Riyadh and Juba, the city with a smaller population is Juba.', 'answer': 'Juba', 'candidate': 'Riyadh'}
{'statement': 'Between Cairo and Zagreb, the city with a smaller population is Zagreb.', 'answer': 'Zagreb', 'candidate': 'Cairo'}
{'statement': 'Between Kuwait City and Vladivostok, the city with a smaller population is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Kuwait City'}
{'statement': 'Between Buenos Aires and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Buenos Aires'}
{'statement': 'Between Beijing and Brussels, the city with a smaller population is Brussels.', 'answer': 'Brussels', 'candidate': 'Beijing'}
{'statement': 'Between Ankara and Aden, the city with a smaller population is Aden.', 'answer': 'Aden', 'candidate': 'Ankara'}
{'statement': 'Between Surabaya and Canberra, the city with a smaller population is Canberra.', 'answer': 'Canberra', 'candidate': 'Surabaya'}
{'statement': 'Between Baghdad and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Baghdad'}
{'statement': 'Between Lima and Hanoi, the city with a smaller population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lima'}
{'statement': 'Between Kabul and Maputo, the city with a smaller population is Maputo.', 'answer': 'Maputo', 'candidate': 'Kabul'}
{'statement': 'Between Johannesburg and Pittsburgh, the city with a smaller population is Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Johannesburg'}
{'statement': 'Between Nairobi and Barranquilla, the city with a smaller population is Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Nairobi'}
{'statement': 'Between Phoenix and Yakutsk, the city with a smaller population is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Phoenix'}
{'statement': 'Between Baghdad and Managua, the city with a smaller population is Managua.', 'answer': 'Managua', 'candidate': 'Baghdad'}
{'statement': 'Between Melbourne and Djibouti, the city with a smaller population is Djibouti.', 'answer': 'Djibouti', 'candidate': 'Melbourne'}
{'statement': 'Between Monterrey and San Antonio, the city with a smaller population is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Monterrey'}
{'statement': 'Between Algiers and San Salvador, the city with a smaller population is San Salvador.', 'answer': 'San Salvador', 'candidate': 'Algiers'}
{'statement': 'Between Dar es Salaam and Pretoria, the city with a smaller population is Pretoria.', 'answer': 'Pretoria', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Kunming and Hat Yai, the city with a smaller population is Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Kunming'}
