{'statement': 'Someone is looking for a small city to visit. Between Changsha and Kabul, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between London and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Bratislava and Guangzhou, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Bratislava and Lahore, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Beijing, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Nouakchott and Beijing, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Bergen and Beijing, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Shanghai, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Omaha and Moscow, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Rosario and Toronto, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Ulaanbaatar and Cairo, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Podgorica and Brisbane, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Calgary and Algiers, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between San Juan and Tashkent, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Mombasa and Berlin, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Cabo San Lucas and Phoenix, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Kano, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Palembang and Johannesburg, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Calgary and Chicago, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Hamilton, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Reykjavík and Shanghai, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Niamey and Paris, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between La Paz and Paris, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between London and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Neuquén and Cairo, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Makassar, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Djibouti and Lagos, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Kuopio and Manila, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between London and Shanghai, this person should visit London.', 'answer': 'London', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Bujumbura and Alexandria, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Conakry and Jakarta, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between San Juan and Lagos, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Gabès and Nairobi, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Tirana and Cairo, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Rangpur, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Córdoba and Nairobi, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Auckland and Lahore, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Willemstad and Melbourne, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Irkutsk and Sydney, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Cairo, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Córdoba and Johannesburg, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between London and Tripoli, this person should visit Tripoli.', 'answer': 'Tripoli', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Caracas and Lahore, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Kuwait City and Jakarta, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Jakarta, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Cotonou and Cairo, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Oslo and Houston, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Belgrade and Chicago, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Guangzhou, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Bamako and Paris, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Niamey, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Mahajanga, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Fianarantsoa, this person should visit Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between London and Dar es Salaam, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Irkutsk and Moscow, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Ulaanbaatar and Ho Chi Minh City, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Skopje and Bogotá, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Lomé and Karachi, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Zagreb and Rome, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Lyon and Johannesburg, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Beirut and Moscow, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Moscow'}
