{'statement': 'Between Rome and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Rome'}
{'statement': 'Between Beijing and Palembang, the city with a smaller population is Palembang.', 'answer': 'Palembang', 'candidate': 'Beijing'}
{'statement': 'Between Berlin and Rangpur, the city with a smaller population is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Berlin'}
{'statement': 'Between Monterrey and Ségou, the city with a smaller population is Ségou.', 'answer': 'Ségou', 'candidate': 'Monterrey'}
{'statement': 'Between Houston and Viedma, the city with a smaller population is Viedma.', 'answer': 'Viedma', 'candidate': 'Houston'}
{'statement': 'Between Cairo and Lomé, the city with a smaller population is Lomé.', 'answer': 'Lomé', 'candidate': 'Cairo'}
{'statement': 'Between Brisbane and Piura, the city with a smaller population is Piura.', 'answer': 'Piura', 'candidate': 'Brisbane'}
{'statement': 'Between Brasília and Frankfurt, the city with a smaller population is Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Brasília'}
{'statement': 'Between Baghdad and Yerevan, the city with a smaller population is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Baghdad'}
{'statement': 'Between Chicago and Yakutsk, the city with a smaller population is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Chicago'}
{'statement': 'Between Toronto and Sapporo, the city with a smaller population is Sapporo.', 'answer': 'Sapporo', 'candidate': 'Toronto'}
{'statement': 'Between Moscow and Rangpur, the city with a smaller population is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Moscow'}
{'statement': 'Between Nairobi and Zürich, the city with a smaller population is Zürich.', 'answer': 'Zürich', 'candidate': 'Nairobi'}
{'statement': 'Between Hanoi and Toamasina, the city with a smaller population is Toamasina.', 'answer': 'Toamasina', 'candidate': 'Hanoi'}
{'statement': 'Between Karachi and Kunming, the city with a smaller population is Kunming.', 'answer': 'Kunming', 'candidate': 'Karachi'}
{'statement': 'Between Lagos and Reykjavík, the city with a smaller population is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Lagos'}
{'statement': 'Between Mexico City and Beirut, the city with a smaller population is Beirut.', 'answer': 'Beirut', 'candidate': 'Mexico City'}
{'statement': 'Between Tampa and Durban, the city with a smaller population is Durban.', 'answer': 'Durban', 'candidate': 'Tampa'}
{'statement': 'Between Moscow and Yakutsk, the city with a smaller population is Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Moscow'}
{'statement': 'Between Bogotá and Ankara, the city with a smaller population is Ankara.', 'answer': 'Ankara', 'candidate': 'Bogotá'}
{'statement': 'Between Lahore and Tashkent, the city with a smaller population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Lahore'}
{'statement': 'Between Brasília and Suva, the city with a smaller population is Suva.', 'answer': 'Suva', 'candidate': 'Brasília'}
{'statement': 'Between Sydney and Willemstad, the city with a smaller population is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sydney'}
{'statement': 'Between London and San José, the city with a smaller population is San José.', 'answer': 'San José', 'candidate': 'London'}
{'statement': 'Between Guangzhou and Bangkok, the city with a smaller population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Guangzhou'}
{'statement': 'Between Bogotá and Piura, the city with a smaller population is Piura.', 'answer': 'Piura', 'candidate': 'Bogotá'}
{'statement': 'Between Rome and La Ceiba, the city with a smaller population is La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Rome'}
{'statement': 'Between Lagos and Suva, the city with a smaller population is Suva.', 'answer': 'Suva', 'candidate': 'Lagos'}
{'statement': 'Between Bangkok and Tashkent, the city with a smaller population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'Bangkok'}
{'statement': 'Between Lima and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Lima'}
{'statement': 'Between Dar es Salaam and Bangui, the city with a smaller population is Bangui.', 'answer': 'Bangui', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Nairobi and Suwałki, the city with a smaller population is Suwałki.', 'answer': 'Suwałki', 'candidate': 'Nairobi'}
{'statement': 'Between Chicago and Kuwait City, the city with a smaller population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Chicago'}
{'statement': 'Between Fukuoka and Cabo San Lucas, the city with a smaller population is Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Fukuoka'}
{'statement': 'Between Mumbai and Mendoza, the city with a smaller population is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Mumbai'}
{'statement': 'Between Guangzhou and Punta Arenas, the city with a smaller population is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Guangzhou'}
{'statement': 'Between Nairobi and Fianarantsoa, the city with a smaller population is Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Nairobi'}
{'statement': 'Between Ho Chi Minh City and Bogotá, the city with a smaller population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Buenos Aires and Paramaribo, the city with a smaller population is Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Buenos Aires'}
{'statement': 'Between Brasília and Ouahigouya, the city with a smaller population is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Brasília'}
{'statement': 'Between Mumbai and Albuquerque, the city with a smaller population is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Mumbai'}
{'statement': 'Between Santiago and Beirut, the city with a smaller population is Beirut.', 'answer': 'Beirut', 'candidate': 'Santiago'}
{'statement': 'Between Sydney and San José, the city with a smaller population is San José.', 'answer': 'San José', 'candidate': 'Sydney'}
{'statement': 'Between Chicago and Alexandria, the city with a smaller population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Chicago'}
{'statement': 'Between Guangzhou and Antsiranana, the city with a smaller population is Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Guangzhou'}
{'statement': 'Between Lahore and Calgary, the city with a smaller population is Calgary.', 'answer': 'Calgary', 'candidate': 'Lahore'}
{'statement': 'Between Cairo and Aden, the city with a smaller population is Aden.', 'answer': 'Aden', 'candidate': 'Cairo'}
{'statement': 'Between Chicago and Medellín, the city with a smaller population is Medellín.', 'answer': 'Medellín', 'candidate': 'Chicago'}
{'statement': 'Between Guangzhou and Yerevan, the city with a smaller population is Yerevan.', 'answer': 'Yerevan', 'candidate': 'Guangzhou'}
{'statement': 'Between Hanoi and Mendoza, the city with a smaller population is Mendoza.', 'answer': 'Mendoza', 'candidate': 'Hanoi'}
{'statement': 'Between Ürümqi and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Ürümqi'}
{'statement': 'Between Los Angeles and Kathmandu, the city with a smaller population is Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Los Angeles'}
{'statement': 'Between Riyadh and Darwin, the city with a smaller population is Darwin.', 'answer': 'Darwin', 'candidate': 'Riyadh'}
{'statement': 'Between Bangkok and Baltimore, the city with a smaller population is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bangkok'}
{'statement': 'Between Baghdad and Auckland, the city with a smaller population is Auckland.', 'answer': 'Auckland', 'candidate': 'Baghdad'}
{'statement': 'Between Ankara and Hamilton, the city with a smaller population is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Ankara'}
{'statement': 'Between Buenos Aires and San Antonio, the city with a smaller population is San Antonio.', 'answer': 'San Antonio', 'candidate': 'Buenos Aires'}
{'statement': 'Between Alexandria and Brussels, the city with a smaller population is Brussels.', 'answer': 'Brussels', 'candidate': 'Alexandria'}
{'statement': 'Between Guangzhou and Brisbane, the city with a smaller population is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Guangzhou'}
{'statement': 'Between Lahore and San José, the city with a smaller population is San José.', 'answer': 'San José', 'candidate': 'Lahore'}
{'statement': 'Between Nairobi and Ulaanbaatar, the city with a smaller population is Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Nairobi'}
{'statement': 'Between Guadalajara and Halifax, the city with a smaller population is Halifax.', 'answer': 'Halifax', 'candidate': 'Guadalajara'}
{'statement': 'Between Surabaya and Palermo, the city with a smaller population is Palermo.', 'answer': 'Palermo', 'candidate': 'Surabaya'}
{'statement': 'Between Sydney and Malabo, the city with a smaller population is Malabo.', 'answer': 'Malabo', 'candidate': 'Sydney'}
{'statement': 'Between Berlin and Oslo, the city with a smaller population is Oslo.', 'answer': 'Oslo', 'candidate': 'Berlin'}
{'statement': 'Between Los Angeles and Skopje, the city with a smaller population is Skopje.', 'answer': 'Skopje', 'candidate': 'Los Angeles'}
{'statement': 'Between Mumbai and Houston, the city with a smaller population is Houston.', 'answer': 'Houston', 'candidate': 'Mumbai'}
{'statement': 'Between Surabaya and Nur-Sultan, the city with a smaller population is Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Surabaya'}
{'statement': 'Between Mumbai and Milan, the city with a smaller population is Milan.', 'answer': 'Milan', 'candidate': 'Mumbai'}
{'statement': 'Between Algiers and Mahajanga, the city with a smaller population is Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Algiers'}
{'statement': 'Between Mumbai and Surabaya, the city with a smaller population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mumbai'}
{'statement': 'Between Toronto and Ouahigouya, the city with a smaller population is Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Toronto'}
{'statement': 'Between Phoenix and Panama City, the city with a smaller population is Panama City.', 'answer': 'Panama City', 'candidate': 'Phoenix'}
{'statement': 'Between San Diego and Dodoma, the city with a smaller population is Dodoma.', 'answer': 'Dodoma', 'candidate': 'San Diego'}
{'statement': 'Between Alexandria and Omaha, the city with a smaller population is Omaha.', 'answer': 'Omaha', 'candidate': 'Alexandria'}
{'statement': 'Between Jakarta and Baltimore, the city with a smaller population is Baltimore.', 'answer': 'Baltimore', 'candidate': 'Jakarta'}
{'statement': 'Between Johannesburg and Milwaukee, the city with a smaller population is Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Johannesburg'}
{'statement': 'Between Buenos Aires and Kunming, the city with a smaller population is Kunming.', 'answer': 'Kunming', 'candidate': 'Buenos Aires'}
{'statement': 'Between Ho Chi Minh City and El Paso, the city with a smaller population is El Paso.', 'answer': 'El Paso', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Alexandria and Kampala, the city with a smaller population is Kampala.', 'answer': 'Kampala', 'candidate': 'Alexandria'}
{'statement': 'Between Phnom Penh and Campos do Jordão, the city with a smaller population is Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Phnom Penh'}
{'statement': 'Between Monterrey and Belgrade, the city with a smaller population is Belgrade.', 'answer': 'Belgrade', 'candidate': 'Monterrey'}
{'statement': 'Between Tampa and Sokoto, the city with a smaller population is Sokoto.', 'answer': 'Sokoto', 'candidate': 'Tampa'}
{'statement': 'Between Riyadh and Panama City, the city with a smaller population is Panama City.', 'answer': 'Panama City', 'candidate': 'Riyadh'}
{'statement': 'Between Karachi and Lyon, the city with a smaller population is Lyon.', 'answer': 'Lyon', 'candidate': 'Karachi'}
{'statement': 'Between Kano and Fianarantsoa, the city with a smaller population is Fianarantsoa.', 'answer': 'Fianarantsoa', 'candidate': 'Kano'}
{'statement': 'Between Ankara and Bata, the city with a smaller population is Bata.', 'answer': 'Bata', 'candidate': 'Ankara'}
{'statement': 'Between Johannesburg and Lusaka, the city with a smaller population is Lusaka.', 'answer': 'Lusaka', 'candidate': 'Johannesburg'}
{'statement': 'Between Cairo and Hanoi, the city with a smaller population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Cairo'}
{'statement': 'Between Douala and Punta Arenas, the city with a smaller population is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Douala'}
{'statement': 'Between Mumbai and Rangpur, the city with a smaller population is Rangpur.', 'answer': 'Rangpur', 'candidate': 'Mumbai'}
{'statement': 'Between Surabaya and Kampala, the city with a smaller population is Kampala.', 'answer': 'Kampala', 'candidate': 'Surabaya'}
{'statement': 'Between Baghdad and Halifax, the city with a smaller population is Halifax.', 'answer': 'Halifax', 'candidate': 'Baghdad'}
{'statement': 'Between Ankara and Fairbanks, the city with a smaller population is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Ankara'}
{'statement': 'Between Algiers and Tauranga, the city with a smaller population is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Algiers'}
{'statement': 'Between Paris and Albuquerque, the city with a smaller population is Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Paris'}
{'statement': 'Between Chicago and Vladivostok, the city with a smaller population is Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Chicago'}
{'statement': 'Between Chicago and Fukuoka, the city with a smaller population is Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Chicago'}
{'statement': 'Between Minneapolis and Podgorica, the city with a smaller population is Podgorica.', 'answer': 'Podgorica', 'candidate': 'Minneapolis'}
{'statement': 'Between Bogotá and Erbil, the city with a smaller population is Erbil.', 'answer': 'Erbil', 'candidate': 'Bogotá'}
{'statement': 'Between Manila and Valencia, the city with a smaller population is Valencia.', 'answer': 'Valencia', 'candidate': 'Manila'}
{'statement': 'Between Kunming and Bucharest, the city with a smaller population is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Kunming'}
{'statement': 'Between Mexico City and Denver, the city with a smaller population is Denver.', 'answer': 'Denver', 'candidate': 'Mexico City'}
{'statement': 'Between Los Angeles and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Los Angeles'}
{'statement': 'Between Kuwait City and La Serena, the city with a smaller population is La Serena.', 'answer': 'La Serena', 'candidate': 'Kuwait City'}
{'statement': 'Between Beijing and Bishkek, the city with a smaller population is Bishkek.', 'answer': 'Bishkek', 'candidate': 'Beijing'}
{'statement': 'Between Santiago and Minneapolis, the city with a smaller population is Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Santiago'}
{'statement': 'Between Tampa and Saskatoon, the city with a smaller population is Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Tampa'}
{'statement': 'Between Paris and Kampala, the city with a smaller population is Kampala.', 'answer': 'Kampala', 'candidate': 'Paris'}
{'statement': 'Between Nairobi and Halifax, the city with a smaller population is Halifax.', 'answer': 'Halifax', 'candidate': 'Nairobi'}
{'statement': 'Between Alexandria and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Alexandria'}
{'statement': 'Between Sydney and Tauranga, the city with a smaller population is Tauranga.', 'answer': 'Tauranga', 'candidate': 'Sydney'}
{'statement': 'Between Shanghai and Dodoma, the city with a smaller population is Dodoma.', 'answer': 'Dodoma', 'candidate': 'Shanghai'}
{'statement': 'Between Los Angeles and Rabat, the city with a smaller population is Rabat.', 'answer': 'Rabat', 'candidate': 'Los Angeles'}
{'statement': 'Between Berlin and Copenhagen, the city with a smaller population is Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'Berlin'}
{'statement': 'Between Ho Chi Minh City and Willemstad, the city with a smaller population is Willemstad.', 'answer': 'Willemstad', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Between Nairobi and Bujumbura, the city with a smaller population is Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Nairobi'}
{'statement': 'Between Kuwait City and Beirut, the city with a smaller population is Beirut.', 'answer': 'Beirut', 'candidate': 'Kuwait City'}
{'statement': 'Between Houston and Omaha, the city with a smaller population is Omaha.', 'answer': 'Omaha', 'candidate': 'Houston'}
{'statement': 'Between Guadalajara and Florianópolis, the city with a smaller population is Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Guadalajara'}
{'statement': 'Between Manila and Kuwait City, the city with a smaller population is Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Manila'}
{'statement': 'Between Bangkok and Zürich, the city with a smaller population is Zürich.', 'answer': 'Zürich', 'candidate': 'Bangkok'}
{'statement': 'Between Hanoi and Tirana, the city with a smaller population is Tirana.', 'answer': 'Tirana', 'candidate': 'Hanoi'}
{'statement': 'Between Shanghai and Tampa, the city with a smaller population is Tampa.', 'answer': 'Tampa', 'candidate': 'Shanghai'}
{'statement': 'Between Buenos Aires and Bucharest, the city with a smaller population is Bucharest.', 'answer': 'Bucharest', 'candidate': 'Buenos Aires'}
{'statement': 'Between Hanoi and Fairbanks, the city with a smaller population is Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hanoi'}
{'statement': 'Between Guadalajara and Christchurch, the city with a smaller population is Christchurch.', 'answer': 'Christchurch', 'candidate': 'Guadalajara'}
{'statement': 'Between Brasília and Punta Arenas, the city with a smaller population is Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Brasília'}
{'statement': 'Between Algiers and Rabat, the city with a smaller population is Rabat.', 'answer': 'Rabat', 'candidate': 'Algiers'}
{'statement': 'Between Mexico City and Cayenne, the city with a smaller population is Cayenne.', 'answer': 'Cayenne', 'candidate': 'Mexico City'}
{'statement': 'Between Alexandria and Reykjavík, the city with a smaller population is Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Alexandria'}
{'statement': 'Between Luanda and Sucre, the city with a smaller population is Sucre.', 'answer': 'Sucre', 'candidate': 'Luanda'}
{'statement': 'Between Alexandria and Parakou, the city with a smaller population is Parakou.', 'answer': 'Parakou', 'candidate': 'Alexandria'}
{'statement': 'Between Paris and Caracas, the city with a smaller population is Caracas.', 'answer': 'Caracas', 'candidate': 'Paris'}
{'statement': 'Between Guangzhou and Johannesburg, the city with a smaller population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Guangzhou'}
{'statement': 'Between Riyadh and Santiago del Estero, the city with a smaller population is Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Riyadh'}
{'statement': 'Between Hanoi and Novosibirsk, the city with a smaller population is Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Hanoi'}
{'statement': 'Between Ankara and San Juan, the city with a smaller population is San Juan.', 'answer': 'San Juan', 'candidate': 'Ankara'}
{'statement': 'Between Phoenix and Niamey, the city with a smaller population is Niamey.', 'answer': 'Niamey', 'candidate': 'Phoenix'}
{'statement': 'Between Toronto and Ushuaia, the city with a smaller population is Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Toronto'}
{'statement': 'Between Guadalajara and Hamilton, the city with a smaller population is Hamilton.', 'answer': 'Hamilton', 'candidate': 'Guadalajara'}
{'statement': 'Between San Diego and Niamey, the city with a smaller population is Niamey.', 'answer': 'Niamey', 'candidate': 'San Diego'}
