{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Cotonou, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Zagreb, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Amsterdam, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Bamako, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Kunming, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Berlin, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Tirana, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Panama City, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Almaty, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between London and Garissa, this person should visit London.', 'answer': 'London', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Bratislava, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Maputo, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Nakhon Ratchasima, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Tabora, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Yakutsk, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Palembang, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Pittsburgh, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Nouakchott, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Albuquerque, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Upington, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Malabo, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between London and Maputo, this person should visit London.', 'answer': 'London', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Lusaka, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Cabo San Lucas, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Ulaanbaatar, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Asmara, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Toliara, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Fairbanks, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Nouadhibou, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Durban, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Managua, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Brussels, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Port Moresby, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Lake Havasu City, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Novosibirsk, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Baltimore, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Melbourne, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Anchorage, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Reykjavík, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Baku, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Mandalay, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Bergen, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Abéché, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Gabès, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Reykjavík, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Ottawa, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Makurdi, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Mahajanga, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Entebbe, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Sokoto, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Tirana, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Amsterdam, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Anchorage, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Suwałki, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Luanda, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Kuopio, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Makurdi, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Toronto, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Medellín, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Conakry, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Barranquilla, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Napier, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Antofagasta, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Garissa, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Lusaka, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Ushuaia, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Erbil, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Erbil'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Napier, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Reykjavík, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Panama City, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Nouakchott, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Lisbon, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Curitiba, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Nouadhibou, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Changsha, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Saskatoon, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Sucre, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Cotonou, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Medellín, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Bangui, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Gabès, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Darwin, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and San José, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Lhasa, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Nouadhibou, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Pittsburgh, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Parakou, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Fairbanks, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Halifax, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Tucson, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Harare, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Oslo, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Toamasina, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Riyadh, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Benghazi, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Novosibirsk, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Beirut, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Yaoundé, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Bata, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Santiago del Estero, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Frankfurt, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Lusaka, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Lusaka'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Dar es Salaam, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Ouahigouya, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Maputo, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Maputo, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Niamey, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Willemstad, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and La Paz, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Abéché, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Tashkent, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Christchurch, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Tauranga, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Kathmandu, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Anchorage, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Lisbon, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Lisbon'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and La Paz, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Yaoundé, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between London and Caracas, this person should visit London.', 'answer': 'London', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Nakhon Ratchasima, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and La Ceiba, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Ségou, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Erzurum, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Ushuaia, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Napier, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Phnom Penh, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Wau, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Albuquerque, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Milwaukee, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Viedma, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Lviv, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and El Paso, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between London and Nouakchott, this person should visit London.', 'answer': 'London', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Oslo, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Oslo'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Harare, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Bahía Blanca, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Djibouti, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Yinchuan, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Baku, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Upington, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Nakhon Ratchasima, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Niamey, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Mandalay, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Hobart, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Douala, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Omaha, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Campos do Jordão, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Paramaribo, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Pretoria, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Antsiranana, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Antsiranana'}
