{'statement': "You don't like hot weather. Between Barranquilla and Sacramento, you should visit Sacramento.", 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': "You don't like hot weather. Between Mandalay and Zürich, you should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Mandalay'}
{'statement': "You don't like hot weather. Between Guadalajara and Chicago, you should visit Chicago.", 'answer': 'Chicago', 'candidate': 'Guadalajara'}
{'statement': "You don't like hot weather. Between San Juan and Palmerston North, you should visit Palmerston North.", 'answer': 'Palmerston North', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Hat Yai and Campos do Jordão, you should visit Campos do Jordão.", 'answer': 'Campos do Jordão', 'candidate': 'Hat Yai'}
{'statement': "You don't like hot weather. Between Tamanrasset and Zagreb, you should visit Zagreb.", 'answer': 'Zagreb', 'candidate': 'Tamanrasset'}
{'statement': "You don't like hot weather. Between Willemstad and Kuopio, you should visit Kuopio.", 'answer': 'Kuopio', 'candidate': 'Willemstad'}
{'statement': "You don't like hot weather. Between Baghdad and Dublin, you should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Baghdad'}
{'statement': "You don't like hot weather. Between Nouakchott and Rome, you should visit Rome.", 'answer': 'Rome', 'candidate': 'Nouakchott'}
{'statement': "You don't like hot weather. Between Rangpur and Milan, you should visit Milan.", 'answer': 'Milan', 'candidate': 'Rangpur'}
{'statement': "You don't like hot weather. Between Phnom Penh and Christchurch, you should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Phnom Penh'}
{'statement': "You don't like hot weather. Between Caracas and Murmansk, you should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Caracas'}
{'statement': "You don't like hot weather. Between Kingston and Johannesburg, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Kingston'}
{'statement': "You don't like hot weather. Between Suva and Melbourne, you should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Suva'}
{'statement': "You don't like hot weather. Between Cotonou and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Cotonou'}
{'statement': "You don't like hot weather. Between Valencia and Halifax, you should visit Halifax.", 'answer': 'Halifax', 'candidate': 'Valencia'}
{'statement': "You don't like hot weather. Between Port Moresby and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Port Moresby'}
{'statement': "You don't like hot weather. Between Thiès and Frankfurt, you should visit Frankfurt.", 'answer': 'Frankfurt', 'candidate': 'Thiès'}
{'statement': "You don't like hot weather. Between Ljubljana and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Ljubljana'}
{'statement': "You don't like hot weather. Between Lomé and Saskatoon, you should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Lomé'}
{'statement': "You don't like hot weather. Between Upington and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Upington'}
{'statement': "You don't like hot weather. Between Nouadhibou and Halifax, you should visit Halifax.", 'answer': 'Halifax', 'candidate': 'Nouadhibou'}
{'statement': "You don't like hot weather. Between Riyadh and Frankfurt, you should visit Frankfurt.", 'answer': 'Frankfurt', 'candidate': 'Riyadh'}
{'statement': "You don't like hot weather. Between Sokoto and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Sokoto'}
{'statement': "You don't like hot weather. Between Tamanrasset and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Tamanrasset'}
{'statement': "You don't like hot weather. Between Mahajanga and Bergen, you should visit Bergen.", 'answer': 'Bergen', 'candidate': 'Mahajanga'}
{'statement': "You don't like hot weather. Between Phnom Penh and Ljubljana, you should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Phnom Penh'}
{'statement': "You don't like hot weather. Between Ségou and Lhasa, you should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Albuquerque and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Albuquerque'}
{'statement': "You don't like hot weather. Between Bangui and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Bangui'}
{'statement': "You don't like hot weather. Between Kano and Belgrade, you should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'Kano'}
{'statement': "You don't like hot weather. Between Caracas and Berlin, you should visit Berlin.", 'answer': 'Berlin', 'candidate': 'Caracas'}
{'statement': "You don't like hot weather. Between Gabès and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Gabès'}
{'statement': "You don't like hot weather. Between Mombasa and Christchurch, you should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Mombasa'}
{'statement': "You don't like hot weather. Between Port Moresby and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Port Moresby'}
{'statement': "You don't like hot weather. Between Florianópolis and Novosibirsk, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Florianópolis'}
{'statement': "You don't like hot weather. Between Barranquilla and Albuquerque, you should visit Albuquerque.", 'answer': 'Albuquerque', 'candidate': 'Barranquilla'}
{'statement': "You don't like hot weather. Between Piura and Bratislava, you should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Piura'}
{'statement': "You don't like hot weather. Between Lomé and Belgrade, you should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'Lomé'}
{'statement': "You don't like hot weather. Between Ouahigouya and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Ouahigouya'}
{'statement': "You don't like hot weather. Between Wau and Lviv, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Wau'}
{'statement': "You don't like hot weather. Between Thiès and Ankara, you should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Thiès'}
{'statement': "You don't like hot weather. Between Nouadhibou and Bratislava, you should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Nouadhibou'}
{'statement': "You don't like hot weather. Between Lake Havasu City and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like hot weather. Between Perth and Anchorage, you should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Perth'}
{'statement': "You don't like hot weather. Between Phnom Penh and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Phnom Penh'}
{'statement': "You don't like hot weather. Between San Juan and Fukuoka, you should visit Fukuoka.", 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Nairobi and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Nairobi'}
{'statement': "You don't like hot weather. Between Wau and Mexico City, you should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Wau'}
{'statement': "You don't like hot weather. Between Bangkok and Reykjavík, you should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Bangkok'}
{'statement': "You don't like hot weather. Between San Juan and Fukuoka, you should visit Fukuoka.", 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Manila and Podgorica, you should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Manila'}
{'statement': "You don't like hot weather. Between Kingston and Tauranga, you should visit Tauranga.", 'answer': 'Tauranga', 'candidate': 'Kingston'}
{'statement': "You don't like hot weather. Between Kabul and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Kabul'}
{'statement': "You don't like hot weather. Between Toamasina and Minsk, you should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Toamasina'}
{'statement': "You don't like hot weather. Between Manaus and Bratislava, you should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Manaus'}
{'statement': "You don't like hot weather. Between Parakou and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Parakou'}
{'statement': "You don't like hot weather. Between Panama City and Campos do Jordão, you should visit Campos do Jordão.", 'answer': 'Campos do Jordão', 'candidate': 'Panama City'}
{'statement': "You don't like hot weather. Between Damascus and Reykjavík, you should visit Reykjavík.", 'answer': 'Reykjavík', 'candidate': 'Damascus'}
{'statement': "You don't like hot weather. Between Pontianak and Suwałki, you should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Pontianak'}
{'statement': "You don't like hot weather. Between Abéché and Toluca, you should visit Toluca.", 'answer': 'Toluca', 'candidate': 'Abéché'}
{'statement': "You don't like hot weather. Between Kano and Yinchuan, you should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Kano'}
{'statement': "You don't like hot weather. Between Bangui and Novosibirsk, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Bangui'}
{'statement': "You don't like hot weather. Between Garissa and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Toliara and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Toliara'}
{'statement': "You don't like hot weather. Between Hat Yai and Lyon, you should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Hat Yai'}
{'statement': "You don't like hot weather. Between Mombasa and Zürich, you should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Mombasa'}
{'statement': "You don't like hot weather. Between Managua and Amsterdam, you should visit Amsterdam.", 'answer': 'Amsterdam', 'candidate': 'Managua'}
{'statement': "You don't like hot weather. Between Sokoto and Canberra, you should visit Canberra.", 'answer': 'Canberra', 'candidate': 'Sokoto'}
{'statement': "You don't like hot weather. Between Lagos and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': "You don't like hot weather. Between Kunming and Calgary, you should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Kunming'}
{'statement': "You don't like hot weather. Between Porto Alegre and Minsk, you should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Porto Alegre'}
{'statement': "You don't like hot weather. Between Surabaya and Bishkek, you should visit Bishkek.", 'answer': 'Bishkek', 'candidate': 'Surabaya'}
{'statement': "You don't like hot weather. Between San Juan and Punta Arenas, you should visit Punta Arenas.", 'answer': 'Punta Arenas', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Vientiane and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Vientiane'}
{'statement': "You don't like hot weather. Between Cairo and Minneapolis, you should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Cairo'}
{'statement': "You don't like hot weather. Between Hanoi and Skopje, you should visit Skopje.", 'answer': 'Skopje', 'candidate': 'Hanoi'}
{'statement': "You don't like hot weather. Between Wau and Addis Ababa, you should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Wau'}
{'statement': "You don't like hot weather. Between La Paz and Moscow, you should visit Moscow.", 'answer': 'Moscow', 'candidate': 'La Paz'}
{'statement': "You don't like hot weather. Between Makurdi and Indianapolis, you should visit Indianapolis.", 'answer': 'Indianapolis', 'candidate': 'Makurdi'}
{'statement': "You don't like hot weather. Between Manaus and Frankfurt, you should visit Frankfurt.", 'answer': 'Frankfurt', 'candidate': 'Manaus'}
{'statement': "You don't like hot weather. Between San Diego and Ürümqi, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': "You don't like hot weather. Between Wau and Ulaanbaatar, you should visit Ulaanbaatar.", 'answer': 'Ulaanbaatar', 'candidate': 'Wau'}
{'statement': "You don't like hot weather. Between Auckland and Saskatoon, you should visit Saskatoon.", 'answer': 'Saskatoon', 'candidate': 'Auckland'}
{'statement': "You don't like hot weather. Between Guangzhou and Boise, you should visit Boise.", 'answer': 'Boise', 'candidate': 'Guangzhou'}
{'statement': "You don't like hot weather. Between Caracas and Erzurum, you should visit Erzurum.", 'answer': 'Erzurum', 'candidate': 'Caracas'}
{'statement': "You don't like hot weather. Between Djibouti and Changsha, you should visit Changsha.", 'answer': 'Changsha', 'candidate': 'Djibouti'}
{'statement': "You don't like hot weather. Between Ségou and Suwałki, you should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Malabo and Zagreb, you should visit Zagreb.", 'answer': 'Zagreb', 'candidate': 'Malabo'}
{'statement': "You don't like hot weather. Between Luanda and Pittsburgh, you should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Luanda'}
{'statement': "You don't like hot weather. Between Parakou and Almaty, you should visit Almaty.", 'answer': 'Almaty', 'candidate': 'Parakou'}
{'statement': "You don't like hot weather. Between Aden and Moscow, you should visit Moscow.", 'answer': 'Moscow', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Changsha and Saint Petersburg, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Changsha'}
{'statement': "You don't like hot weather. Between Port Moresby and Baku, you should visit Baku.", 'answer': 'Baku', 'candidate': 'Port Moresby'}
{'statement': "You don't like hot weather. Between Cotonou and Christchurch, you should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Cotonou'}
{'statement': "You don't like hot weather. Between Damascus and Minsk, you should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Damascus'}
{'statement': "You don't like hot weather. Between Paramaribo and Bucharest, you should visit Bucharest.", 'answer': 'Bucharest', 'candidate': 'Paramaribo'}
{'statement': "You don't like hot weather. Between Suva and Zürich, you should visit Zürich.", 'answer': 'Zürich', 'candidate': 'Suva'}
{'statement': "You don't like hot weather. Between Fukuoka and Yakutsk, you should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Fukuoka'}
{'statement': "You don't like hot weather. Between Los Angeles and Ürümqi, you should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Los Angeles'}
{'statement': "You don't like hot weather. Between Lake Havasu City and Canberra, you should visit Canberra.", 'answer': 'Canberra', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like hot weather. Between Lake Havasu City and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Lake Havasu City'}
{'statement': "You don't like hot weather. Between Bata and Saint Petersburg, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': "You don't like hot weather. Between Pontianak and Almaty, you should visit Almaty.", 'answer': 'Almaty', 'candidate': 'Pontianak'}
{'statement': "You don't like hot weather. Between Monterrey and Pittsburgh, you should visit Pittsburgh.", 'answer': 'Pittsburgh', 'candidate': 'Monterrey'}
{'statement': "You don't like hot weather. Between Bata and Amsterdam, you should visit Amsterdam.", 'answer': 'Amsterdam', 'candidate': 'Bata'}
{'statement': "You don't like hot weather. Between Entebbe and Anchorage, you should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Entebbe'}
{'statement': "You don't like hot weather. Between Tucson and Dublin, you should visit Dublin.", 'answer': 'Dublin', 'candidate': 'Tucson'}
{'statement': "You don't like hot weather. Between Bangkok and Lhasa, you should visit Lhasa.", 'answer': 'Lhasa', 'candidate': 'Bangkok'}
{'statement': "You don't like hot weather. Between Bangkok and Canberra, you should visit Canberra.", 'answer': 'Canberra', 'candidate': 'Bangkok'}
{'statement': "You don't like hot weather. Between Niamey and Viedma, you should visit Viedma.", 'answer': 'Viedma', 'candidate': 'Niamey'}
{'statement': "You don't like hot weather. Between Niamey and Bahía Blanca, you should visit Bahía Blanca.", 'answer': 'Bahía Blanca', 'candidate': 'Niamey'}
{'statement': "You don't like hot weather. Between Kingston and Wellington, you should visit Wellington.", 'answer': 'Wellington', 'candidate': 'Kingston'}
{'statement': "You don't like hot weather. Between San Juan and Lviv, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Wau and Rosario, you should visit Rosario.", 'answer': 'Rosario', 'candidate': 'Wau'}
{'statement': "You don't like hot weather. Between Conakry and Sapporo, you should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Conakry'}
{'statement': "You don't like hot weather. Between Lagos and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'Lagos'}
{'statement': "You don't like hot weather. Between Fukuoka and Fairbanks, you should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Fukuoka'}
{'statement': "You don't like hot weather. Between Aden and Amsterdam, you should visit Amsterdam.", 'answer': 'Amsterdam', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Rangpur and Nur-Sultan, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Rangpur'}
{'statement': "You don't like hot weather. Between Karachi and Sucre, you should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Karachi'}
{'statement': "You don't like hot weather. Between Parakou and Ushuaia, you should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Parakou'}
{'statement': "You don't like hot weather. Between Mombasa and Toronto, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': "You don't like hot weather. Between Mahajanga and Novosibirsk, you should visit Novosibirsk.", 'answer': 'Novosibirsk', 'candidate': 'Mahajanga'}
{'statement': "You don't like hot weather. Between Willemstad and Erzurum, you should visit Erzurum.", 'answer': 'Erzurum', 'candidate': 'Willemstad'}
{'statement': "You don't like hot weather. Between Aden and Paris, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Aden'}
{'statement': "You don't like hot weather. Between Mahajanga and Lyon, you should visit Lyon.", 'answer': 'Lyon', 'candidate': 'Mahajanga'}
{'statement': "You don't like hot weather. Between Guangzhou and Indianapolis, you should visit Indianapolis.", 'answer': 'Indianapolis', 'candidate': 'Guangzhou'}
{'statement': "You don't like hot weather. Between Houston and Fairbanks, you should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Houston'}
{'statement': "You don't like hot weather. Between San Salvador and Beijing, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'San Salvador'}
{'statement': "You don't like hot weather. Between Upington and Toronto, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Upington'}
{'statement': "You don't like hot weather. Between Hamilton and Yinchuan, you should visit Yinchuan.", 'answer': 'Yinchuan', 'candidate': 'Hamilton'}
{'statement': "You don't like hot weather. Between Tabora and Paris, you should visit Paris.", 'answer': 'Paris', 'candidate': 'Tabora'}
{'statement': "You don't like hot weather. Between Mandalay and Johannesburg, you should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Mandalay'}
{'statement': "You don't like hot weather. Between Bujumbura and Fairbanks, you should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Bujumbura'}
{'statement': "You don't like hot weather. Between Karachi and Saint Petersburg, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Karachi'}
{'statement': "You don't like hot weather. Between Darwin and Baku, you should visit Baku.", 'answer': 'Baku', 'candidate': 'Darwin'}
{'statement': "You don't like hot weather. Between Hanoi and Almaty, you should visit Almaty.", 'answer': 'Almaty', 'candidate': 'Hanoi'}
{'statement': "You don't like hot weather. Between Mandalay and Rosario, you should visit Rosario.", 'answer': 'Rosario', 'candidate': 'Mandalay'}
{'statement': "You don't like hot weather. Between Juba and Saint Petersburg, you should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Juba'}
{'statement': "You don't like hot weather. Between Goiânia and Irkutsk, you should visit Irkutsk.", 'answer': 'Irkutsk', 'candidate': 'Goiânia'}
{'statement': "You don't like hot weather. Between Garissa and El Paso, you should visit El Paso.", 'answer': 'El Paso', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between San Juan and Cape Town, you should visit Cape Town.", 'answer': 'Cape Town', 'candidate': 'San Juan'}
{'statement': "You don't like hot weather. Between Garoua and La Serena, you should visit La Serena.", 'answer': 'La Serena', 'candidate': 'Garoua'}
{'statement': "You don't like hot weather. Between Dar es Salaam and Sucre, you should visit Sucre.", 'answer': 'Sucre', 'candidate': 'Dar es Salaam'}
{'statement': "You don't like hot weather. Between Nakhon Ratchasima and Anchorage, you should visit Anchorage.", 'answer': 'Anchorage', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like hot weather. Between Karachi and Tashkent, you should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Karachi'}
{'statement': "You don't like hot weather. Between Tauranga and Fairbanks, you should visit Fairbanks.", 'answer': 'Fairbanks', 'candidate': 'Tauranga'}
{'statement': "You don't like hot weather. Between Tampa and Bratislava, you should visit Bratislava.", 'answer': 'Bratislava', 'candidate': 'Tampa'}
{'statement': "You don't like hot weather. Between Lagos and Río Gallegos, you should visit Río Gallegos.", 'answer': 'Río Gallegos', 'candidate': 'Lagos'}
{'statement': "You don't like hot weather. Between San Salvador and Nur-Sultan, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'San Salvador'}
{'statement': "You don't like hot weather. Between Garissa and Los Angeles, you should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': "You don't like hot weather. Between Niamey and Milwaukee, you should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Niamey'}
{'statement': "You don't like hot weather. Between El Paso and Nur-Sultan, you should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'El Paso'}
{'statement': "You don't like hot weather. Between Phnom Penh and Cape Town, you should visit Cape Town.", 'answer': 'Cape Town', 'candidate': 'Phnom Penh'}
{'statement': "You don't like hot weather. Between Toamasina and Beijing, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Toamasina'}
{'statement': "You don't like hot weather. Between Hat Yai and Bahía Blanca, you should visit Bahía Blanca.", 'answer': 'Bahía Blanca', 'candidate': 'Hat Yai'}
{'statement': "You don't like hot weather. Between Ségou and Neuquén, you should visit Neuquén.", 'answer': 'Neuquén', 'candidate': 'Ségou'}
{'statement': "You don't like hot weather. Between Palembang and Milwaukee, you should visit Milwaukee.", 'answer': 'Milwaukee', 'candidate': 'Palembang'}
{'statement': "You don't like hot weather. Between Bata and Murmansk, you should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Bata'}
{'statement': "You don't like hot weather. Between San Diego and Vladivostok, you should visit Vladivostok.", 'answer': 'Vladivostok', 'candidate': 'San Diego'}
{'statement': "You don't like hot weather. Between Managua and Brussels, you should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Managua'}
{'statement': "You don't like hot weather. Between Juba and Ljubljana, you should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Juba'}
{'statement': "You don't like hot weather. Between Mombasa and Podgorica, you should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Mombasa'}
{'statement': "You don't like hot weather. Between Nakhon Ratchasima and Santiago, you should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Nakhon Ratchasima'}
{'statement': "You don't like hot weather. Between Cabo San Lucas and Murmansk, you should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Cabo San Lucas'}
{'statement': "You don't like hot weather. Between Wau and Ljubljana, you should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Wau'}
{'statement': "You don't like hot weather. Between Kano and Beijing, you should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Kano'}
{'statement': "You don't like hot weather. Between La Paz and Toronto, you should visit Toronto.", 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': "You don't like hot weather. Between Palermo and Lviv, you should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Palermo'}
{'statement': "You don't like hot weather. Between Hat Yai and Vienna, you should visit Vienna.", 'answer': 'Vienna', 'candidate': 'Hat Yai'}
{'statement': "You don't like hot weather. Between Rosario and Calgary, you should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Rosario'}
{'statement': "You don't like hot weather. Between Tamanrasset and Ushuaia, you should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Tamanrasset'}
{'statement': "You don't like hot weather. Between Garoua and Minsk, you should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Garoua'}
