{'statement': 'Between Kabul and Changsha, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Changsha'}
{'statement': 'Between Brussels and Johannesburg, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Brussels'}
{'statement': 'Between Baghdad and Parakou, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Parakou'}
{'statement': 'Between Baghdad and Moscow, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Baghdad'}
{'statement': 'Between La Ceiba and London, the city with a larger population is London.', 'answer': 'London', 'candidate': 'La Ceiba'}
{'statement': 'Between Mexico City and Mumbai, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mexico City'}
{'statement': 'Between Guangzhou and Paris, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Paris'}
{'statement': 'Between Lima and Ottawa, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Ottawa'}
{'statement': 'Between Podgorica and Ankara, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Podgorica'}
{'statement': 'Between Reykjavík and Luanda, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Reykjavík'}
{'statement': 'Between Makurdi and Tampa, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Makurdi'}
{'statement': 'Between Beijing and Frankfurt, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Frankfurt'}
{'statement': 'Between Alexandria and Bratislava, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bratislava'}
{'statement': 'Between Toronto and Lima, the city with a larger population is Lima.', 'answer': 'Lima', 'candidate': 'Toronto'}
{'statement': 'Between Mexicali and Surabaya, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Mexicali'}
{'statement': 'Between Makassar and Bogotá, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Makassar'}
{'statement': 'Between Sucre and Buenos Aires, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Sucre'}
{'statement': 'Between Ankara and Parakou, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Parakou'}
{'statement': 'Between Kampala and London, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Kampala'}
{'statement': 'Between Buenos Aires and Curitiba, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Curitiba'}
{'statement': 'Between Djibouti and Rome, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'Djibouti'}
{'statement': 'Between Neuquén and Manila, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Neuquén'}
{'statement': 'Between Algiers and Napier, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Napier'}
{'statement': 'Between Surabaya and Saskatoon, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Saskatoon'}
{'statement': 'Between Entebbe and Shanghai, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': 'Between Kano and Ndola, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Ndola'}
{'statement': 'Between Surabaya and Palembang, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Palembang'}
{'statement': 'Between Ürümqi and Malabo, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Malabo'}
{'statement': 'Between Manila and Piura, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Piura'}
{'statement': 'Between Minneapolis and Mexico City, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Minneapolis'}
{'statement': 'Between Santiago and Mendoza, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Mendoza'}
{'statement': 'Between Manaus and Riyadh, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Manaus'}
{'statement': 'Between Saint Petersburg and Cairo, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Saint Petersburg'}
{'statement': 'Between Santiago and Chihuahua, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Chihuahua'}
{'statement': 'Between Mumbai and Kuopio, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Kuopio'}
{'statement': 'Between Karachi and Bahía Blanca, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Bahía Blanca'}
{'statement': 'Between Mexicali and Paris, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Mexicali'}
{'statement': 'Between Brisbane and Ho Chi Minh City, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Brisbane'}
{'statement': 'Between Douala and Entebbe, the city with a larger population is Douala.', 'answer': 'Douala', 'candidate': 'Entebbe'}
{'statement': 'Between Guangzhou and Florianópolis, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Florianópolis'}
{'statement': 'Between Managua and Shanghai, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Managua'}
{'statement': 'Between Luanda and Ouahigouya, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Ouahigouya'}
{'statement': 'Between Hat Yai and Baghdad, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Hat Yai'}
{'statement': 'Between Medellín and Dodoma, the city with a larger population is Medellín.', 'answer': 'Medellín', 'candidate': 'Dodoma'}
{'statement': 'Between London and Neuquén, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Neuquén'}
{'statement': 'Between Guangzhou and Bratislava, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Bratislava'}
{'statement': 'Between Bratislava and Lahore, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Bratislava'}
{'statement': 'Between Beijing and Lagos, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Lagos'}
{'statement': 'Between Guadalajara and Mexico City, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Guadalajara'}
{'statement': 'Between Podgorica and Hanoi, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Podgorica'}
{'statement': 'Between Nouakchott and Beijing, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Nouakchott'}
{'statement': 'Between Bergen and Beijing, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Bergen'}
{'statement': 'Between Shanghai and Tashkent, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tashkent'}
{'statement': 'Between Johannesburg and Mexicali, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mexicali'}
{'statement': 'Between Omaha and Moscow, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Omaha'}
{'statement': 'Between Toronto and Rosario, the city with a larger population is Toronto.', 'answer': 'Toronto', 'candidate': 'Rosario'}
{'statement': 'Between Ulaanbaatar and Cairo, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Beijing and Lviv, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Lviv'}
{'statement': 'Between Podgorica and Brisbane, the city with a larger population is Brisbane.', 'answer': 'Brisbane', 'candidate': 'Podgorica'}
{'statement': 'Between Río Gallegos and Berlin, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Río Gallegos'}
{'statement': 'Between Moscow and Skopje, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Skopje'}
{'statement': 'Between Sacramento and Los Angeles, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Sacramento'}
{'statement': 'Between San Diego and Mendoza, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Mendoza'}
{'statement': 'Between Kingston and Saint Petersburg, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Kingston'}
{'statement': 'Between Moscow and Bucharest, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Bucharest'}
{'statement': 'Between Calgary and Algiers, the city with a larger population is Algiers.', 'answer': 'Algiers', 'candidate': 'Calgary'}
{'statement': 'Between San Juan and Tashkent, the city with a larger population is Tashkent.', 'answer': 'Tashkent', 'candidate': 'San Juan'}
{'statement': 'Between Addis Ababa and Christchurch, the city with a larger population is Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Christchurch'}
{'statement': 'Between Berlin and Mombasa, the city with a larger population is Berlin.', 'answer': 'Berlin', 'candidate': 'Mombasa'}
{'statement': 'Between Luanda and Upington, the city with a larger population is Luanda.', 'answer': 'Luanda', 'candidate': 'Upington'}
{'statement': 'Between Phoenix and Cabo San Lucas, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Cabo San Lucas'}
{'statement': 'Between Kabul and Cape Town, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Cape Town'}
{'statement': 'Between Kano and Sydney, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Kano'}
{'statement': 'Between Palembang and Johannesburg, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Between Chicago and Calgary, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Calgary'}
{'statement': 'Between Mumbai and Hamilton, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Hamilton'}
{'statement': 'Between Neuquén and Buenos Aires, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Neuquén'}
{'statement': 'Between Reykjavík and Shanghai, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Reykjavík'}
{'statement': 'Between Paris and Niamey, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Niamey'}
{'statement': 'Between Paris and La Paz, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'La Paz'}
{'statement': 'Between Surabaya and Ottawa, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Ottawa'}
{'statement': 'Between Rome and Lahore, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Rome'}
{'statement': 'Between Sydney and Pontianak, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Pontianak'}
{'statement': 'Between London and Copenhagen, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Copenhagen'}
{'statement': 'Between Cairo and Neuquén, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Neuquén'}
{'statement': 'Between Port Moresby and Monterrey, the city with a larger population is Monterrey.', 'answer': 'Monterrey', 'candidate': 'Port Moresby'}
{'statement': 'Between Surabaya and Makassar, the city with a larger population is Surabaya.', 'answer': 'Surabaya', 'candidate': 'Makassar'}
{'statement': 'Between Florianópolis and Beijing, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Florianópolis'}
{'statement': 'Between Lagos and Djibouti, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Djibouti'}
{'statement': 'Between Kuopio and Manila, the city with a larger population is Manila.', 'answer': 'Manila', 'candidate': 'Kuopio'}
{'statement': 'Between Saint Petersburg and Yinchuan, the city with a larger population is Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Yinchuan'}
{'statement': 'Between Shanghai and London, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'London'}
{'statement': 'Between Alexandria and Bujumbura, the city with a larger population is Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bujumbura'}
{'statement': 'Between Thiès and Mexico City, the city with a larger population is Mexico City.', 'answer': 'Mexico City', 'candidate': 'Thiès'}
{'statement': 'Between Jakarta and Conakry, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Conakry'}
{'statement': 'Between San Juan and Lagos, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'San Juan'}
{'statement': 'Between Nairobi and Gabès, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Gabès'}
{'statement': 'Between Cairo and Tirana, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Tirana'}
{'statement': 'Between Rangpur and Shanghai, the city with a larger population is Shanghai.', 'answer': 'Shanghai', 'candidate': 'Rangpur'}
{'statement': 'Between Nairobi and Córdoba, the city with a larger population is Nairobi.', 'answer': 'Nairobi', 'candidate': 'Córdoba'}
{'statement': 'Between Lahore and Auckland, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Auckland'}
{'statement': 'Between Santiago and Bratislava, the city with a larger population is Santiago.', 'answer': 'Santiago', 'candidate': 'Bratislava'}
{'statement': 'Between Melbourne and Willemstad, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Willemstad'}
{'statement': 'Between Fianarantsoa and Bogotá, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Sydney and Irkutsk, the city with a larger population is Sydney.', 'answer': 'Sydney', 'candidate': 'Irkutsk'}
{'statement': 'Between Cairo and Phoenix, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Phoenix'}
{'statement': 'Between Kano and Tauranga, the city with a larger population is Kano.', 'answer': 'Kano', 'candidate': 'Tauranga'}
{'statement': 'Between Johannesburg and Córdoba, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Córdoba'}
{'statement': 'Between Tripoli and London, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Tripoli'}
{'statement': 'Between Caracas and Lahore, the city with a larger population is Lahore.', 'answer': 'Lahore', 'candidate': 'Caracas'}
{'statement': 'Between Berlin and Paris, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Berlin'}
{'statement': 'Between Los Angeles and Garissa, the city with a larger population is Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'Between Chicago and Toliara, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Toliara'}
{'statement': 'Between Jakarta and Kuwait City, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Kuwait City'}
{'statement': 'Between Lyon and Buenos Aires, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Lyon'}
{'statement': 'Between Canberra and Ankara, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Canberra'}
{'statement': 'Between Hanoi and Jakarta, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'Hanoi'}
{'statement': 'Between San Diego and Jakarta, the city with a larger population is Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Diego'}
{'statement': 'Between Chicago and Berlin, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Berlin'}
{'statement': 'Between Cairo and Cotonou, the city with a larger population is Cairo.', 'answer': 'Cairo', 'candidate': 'Cotonou'}
{'statement': 'Between Houston and Oslo, the city with a larger population is Houston.', 'answer': 'Houston', 'candidate': 'Oslo'}
{'statement': 'Between Chicago and Belgrade, the city with a larger population is Chicago.', 'answer': 'Chicago', 'candidate': 'Belgrade'}
{'statement': 'Between Luanda and Guangzhou, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Luanda'}
{'statement': 'Between Paris and Bamako, the city with a larger population is Paris.', 'answer': 'Paris', 'candidate': 'Bamako'}
{'statement': 'Between Johannesburg and Niamey, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Niamey'}
{'statement': 'Between Pontianak and Riyadh, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Pontianak'}
{'statement': 'Between Kabul and Mahajanga, the city with a larger population is Kabul.', 'answer': 'Kabul', 'candidate': 'Mahajanga'}
{'statement': 'Between Fianarantsoa and Guadalajara, the city with a larger population is Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Fianarantsoa'}
{'statement': 'Between Skopje and Lagos, the city with a larger population is Lagos.', 'answer': 'Lagos', 'candidate': 'Skopje'}
{'statement': 'Between London and Dar es Salaam, the city with a larger population is London.', 'answer': 'London', 'candidate': 'Dar es Salaam'}
{'statement': 'Between Oslo and Tampa, the city with a larger population is Tampa.', 'answer': 'Tampa', 'candidate': 'Oslo'}
{'statement': 'Between Irkutsk and Moscow, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Irkutsk'}
{'statement': 'Between Ulaanbaatar and Ho Chi Minh City, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ulaanbaatar'}
{'statement': 'Between Sapporo and Mumbai, the city with a larger population is Mumbai.', 'answer': 'Mumbai', 'candidate': 'Sapporo'}
{'statement': 'Between Skopje and Bogotá, the city with a larger population is Bogotá.', 'answer': 'Bogotá', 'candidate': 'Skopje'}
{'statement': 'Between San Diego and Calgary, the city with a larger population is San Diego.', 'answer': 'San Diego', 'candidate': 'Calgary'}
{'statement': 'Between Lomé and Karachi, the city with a larger population is Karachi.', 'answer': 'Karachi', 'candidate': 'Lomé'}
{'statement': 'Between Rome and Zagreb, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'Zagreb'}
{'statement': 'Between Ürümqi and Nur-Sultan, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Nur-Sultan'}
{'statement': 'Between Johannesburg and Lyon, the city with a larger population is Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Lyon'}
{'statement': 'Between Moscow and Beirut, the city with a larger population is Moscow.', 'answer': 'Moscow', 'candidate': 'Beirut'}
{'statement': 'Between Ürümqi and Niamey, the city with a larger population is Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Niamey'}
{'statement': 'Between Hanoi and Makassar, the city with a larger population is Hanoi.', 'answer': 'Hanoi', 'candidate': 'Makassar'}
{'statement': 'Between Baghdad and Tashkent, the city with a larger population is Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': 'Between Ankara and Ho Chi Minh City, the city with a larger population is Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ankara'}
{'statement': 'Between Ankara and Mendoza, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Mendoza'}
{'statement': 'Between Riyadh and Punta Arenas, the city with a larger population is Riyadh.', 'answer': 'Riyadh', 'candidate': 'Punta Arenas'}
{'statement': 'Between Rome and La Paz, the city with a larger population is Rome.', 'answer': 'Rome', 'candidate': 'La Paz'}
{'statement': 'Between Albuquerque and Melbourne, the city with a larger population is Melbourne.', 'answer': 'Melbourne', 'candidate': 'Albuquerque'}
{'statement': 'Between Skopje and Phoenix, the city with a larger population is Phoenix.', 'answer': 'Phoenix', 'candidate': 'Skopje'}
{'statement': 'Between Kingston and Guangzhou, the city with a larger population is Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Kingston'}
{'statement': 'Between Palembang and Bangkok, the city with a larger population is Bangkok.', 'answer': 'Bangkok', 'candidate': 'Palembang'}
{'statement': 'Between Harare and Buenos Aires, the city with a larger population is Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Harare'}
{'statement': 'Between Nakhon Ratchasima and Ankara, the city with a larger population is Ankara.', 'answer': 'Ankara', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Between Beijing and Kampala, the city with a larger population is Beijing.', 'answer': 'Beijing', 'candidate': 'Kampala'}
