{'statement': "I'm looking for a big city to visit. Between Addis Ababa and Cotonou, I should visit Addis Ababa.", 'answer': 'Addis Ababa', 'candidate': 'Cotonou'}
{'statement': "I'm looking for a big city to visit. Between London and Barranquilla, I should visit London.", 'answer': 'London', 'candidate': 'Barranquilla'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Skopje, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Skopje'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Kano, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Kano'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Sokoto, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Sokoto'}
{'statement': "I'm looking for a big city to visit. Between London and Pontianak, I should visit London.", 'answer': 'London', 'candidate': 'Pontianak'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Belgrade, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Belgrade'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Zagreb, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Zagreb'}
{'statement': "I'm looking for a big city to visit. Between Bogotá and Porto Alegre, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Porto Alegre'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and Zagreb, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Zagreb'}
{'statement': "I'm looking for a big city to visit. Between Guangzhou and Amsterdam, I should visit Guangzhou.", 'answer': 'Guangzhou', 'candidate': 'Amsterdam'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Bamako, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Bamako'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Kunming, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Kunming'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Berlin, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Berlin'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Tirana, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Tirana'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Panama City, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Panama City'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Almaty, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Almaty'}
{'statement': "I'm looking for a big city to visit. Between London and Garissa, I should visit London.", 'answer': 'London', 'candidate': 'Garissa'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Bratislava, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Bratislava'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Maputo, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Nakhon Ratchasima, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Tabora, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Tabora'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Yakutsk, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Yakutsk'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Palembang, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Palembang'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Pittsburgh, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Pittsburgh'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Nouakchott, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Nouakchott'}
{'statement': "I'm looking for a big city to visit. Between Minneapolis and Albuquerque, I should visit Minneapolis.", 'answer': 'Minneapolis', 'candidate': 'Albuquerque'}
{'statement': "I'm looking for a big city to visit. Between Monterrey and Upington, I should visit Monterrey.", 'answer': 'Monterrey', 'candidate': 'Upington'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Malabo, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Malabo'}
{'statement': "I'm looking for a big city to visit. Between London and Maputo, I should visit London.", 'answer': 'London', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Lusaka, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Lusaka'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Cabo San Lucas, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Cabo San Lucas'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Ulaanbaatar, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Ulaanbaatar'}
{'statement': "I'm looking for a big city to visit. Between Kabul and Asmara, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Asmara'}
{'statement': "I'm looking for a big city to visit. Between Jakarta and Toliara, I should visit Jakarta.", 'answer': 'Jakarta', 'candidate': 'Toliara'}
{'statement': "I'm looking for a big city to visit. Between Rome and Fairbanks, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Fairbanks'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Nouadhibou, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Nouadhibou'}
{'statement': "I'm looking for a big city to visit. Between Santiago and Durban, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Durban'}
{'statement': "I'm looking for a big city to visit. Between Lima and Managua, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Managua'}
{'statement': "I'm looking for a big city to visit. Between Manila and Brussels, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Brussels'}
{'statement': "I'm looking for a big city to visit. Between Lima and Port Moresby, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Port Moresby'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Lake Havasu City, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Lake Havasu City'}
{'statement': "I'm looking for a big city to visit. Between Baghdad and Novosibirsk, I should visit Baghdad.", 'answer': 'Baghdad', 'candidate': 'Novosibirsk'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Baltimore, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Baltimore'}
{'statement': "I'm looking for a big city to visit. Between Guangzhou and Melbourne, I should visit Guangzhou.", 'answer': 'Guangzhou', 'candidate': 'Melbourne'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Anchorage, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Anchorage'}
{'statement': "I'm looking for a big city to visit. Between Johannesburg and Reykjavík, I should visit Johannesburg.", 'answer': 'Johannesburg', 'candidate': 'Reykjavík'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Baku, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Baku'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Mandalay, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Mandalay'}
{'statement': "I'm looking for a big city to visit. Between Houston and Bergen, I should visit Houston.", 'answer': 'Houston', 'candidate': 'Bergen'}
{'statement': "I'm looking for a big city to visit. Between Harare and Abéché, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Abéché'}
{'statement': "I'm looking for a big city to visit. Between Kuwait City and Gabès, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Gabès'}
{'statement': "I'm looking for a big city to visit. Between Kuwait City and Reykjavík, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Reykjavík'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Ottawa, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Makurdi, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Makurdi'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Mahajanga, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Mahajanga'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Entebbe, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Entebbe'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Sokoto, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Sokoto'}
{'statement': "I'm looking for a big city to visit. Between Douala and Tirana, I should visit Douala.", 'answer': 'Douala', 'candidate': 'Tirana'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Amsterdam, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Amsterdam'}
{'statement': "I'm looking for a big city to visit. Between Tashkent and Anchorage, I should visit Tashkent.", 'answer': 'Tashkent', 'candidate': 'Anchorage'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Suwałki, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Suwałki'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Luanda, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Luanda'}
{'statement': "I'm looking for a big city to visit. Between Harare and Kuopio, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Kuopio'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Makurdi, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Makurdi'}
{'statement': "I'm looking for a big city to visit. Between Beijing and Toronto, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Toronto'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Medellín, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Medellín'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Conakry, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Conakry'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Barranquilla, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Barranquilla'}
{'statement': "I'm looking for a big city to visit. Between Tampa and Napier, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'Napier'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Antofagasta, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Antofagasta'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Garissa, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': "I'm looking for a big city to visit. Between Mumbai and Lusaka, I should visit Mumbai.", 'answer': 'Mumbai', 'candidate': 'Lusaka'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Ushuaia, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Ushuaia'}
{'statement': "I'm looking for a big city to visit. Between Rome and Erbil, I should visit Rome.", 'answer': 'Rome', 'candidate': 'Erbil'}
{'statement': "I'm looking for a big city to visit. Between Paris and Napier, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Napier'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Reykjavík, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Reykjavík'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Panama City, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Panama City'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Nouakchott, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Nouakchott'}
{'statement': "I'm looking for a big city to visit. Between Kunming and Lisbon, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Lisbon'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Curitiba, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Curitiba'}
{'statement': "I'm looking for a big city to visit. Between Kuwait City and Nouadhibou, I should visit Kuwait City.", 'answer': 'Kuwait City', 'candidate': 'Nouadhibou'}
{'statement': "I'm looking for a big city to visit. Between Kano and Changsha, I should visit Kano.", 'answer': 'Kano', 'candidate': 'Changsha'}
{'statement': "I'm looking for a big city to visit. Between Luanda and Saskatoon, I should visit Luanda.", 'answer': 'Luanda', 'candidate': 'Saskatoon'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Sucre, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Sucre'}
{'statement': "I'm looking for a big city to visit. Between Toronto and Cotonou, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Cotonou'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Medellín, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Medellín'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Bangui, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Bangui'}
{'statement': "I'm looking for a big city to visit. Between Kunming and Gabès, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Gabès'}
{'statement': "I'm looking for a big city to visit. Between Kabul and Darwin, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Darwin'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and San José, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'San José'}
{'statement': "I'm looking for a big city to visit. Between Lahore and Lhasa, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Lhasa'}
{'statement': "I'm looking for a big city to visit. Between Harare and Nouadhibou, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Nouadhibou'}
{'statement': "I'm looking for a big city to visit. Between Kabul and Pittsburgh, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Pittsburgh'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Parakou, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Parakou'}
{'statement': "I'm looking for a big city to visit. Between Harare and Fairbanks, I should visit Harare.", 'answer': 'Harare', 'candidate': 'Fairbanks'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Halifax, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Halifax'}
{'statement': "I'm looking for a big city to visit. Between Toronto and Tucson, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'Tucson'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Harare, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Harare'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Oslo, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Oslo'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Toamasina, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Toamasina'}
{'statement': "I'm looking for a big city to visit. Between Lima and Riyadh, I should visit Lima.", 'answer': 'Lima', 'candidate': 'Riyadh'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Benghazi, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Benghazi'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Novosibirsk, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Novosibirsk'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Beirut, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Beirut'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Yaoundé, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Yaoundé'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Bata, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Bata'}
{'statement': "I'm looking for a big city to visit. Between Beijing and Santiago del Estero, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Santiago del Estero'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and Frankfurt, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'Frankfurt'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Lusaka, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Lusaka'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Dar es Salaam, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Dar es Salaam'}
{'statement': "I'm looking for a big city to visit. Between Phnom Penh and Ouahigouya, I should visit Phnom Penh.", 'answer': 'Phnom Penh', 'candidate': 'Ouahigouya'}
{'statement': "I'm looking for a big city to visit. Between Kabul and Maputo, I should visit Kabul.", 'answer': 'Kabul', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Maputo, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Maputo'}
{'statement': "I'm looking for a big city to visit. Between Bogotá and Niamey, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Niamey'}
{'statement': "I'm looking for a big city to visit. Between Yaoundé and Willemstad, I should visit Yaoundé.", 'answer': 'Yaoundé', 'candidate': 'Willemstad'}
{'statement': "I'm looking for a big city to visit. Between Saint Petersburg and La Paz, I should visit Saint Petersburg.", 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Abéché, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Abéché'}
{'statement': "I'm looking for a big city to visit. Between Lahore and Tashkent, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Tashkent'}
{'statement': "I'm looking for a big city to visit. Between Denver and Christchurch, I should visit Denver.", 'answer': 'Denver', 'candidate': 'Christchurch'}
{'statement': "I'm looking for a big city to visit. Between Lahore and Tauranga, I should visit Lahore.", 'answer': 'Lahore', 'candidate': 'Tauranga'}
{'statement': "I'm looking for a big city to visit. Between San Diego and Kathmandu, I should visit San Diego.", 'answer': 'San Diego', 'candidate': 'Kathmandu'}
{'statement': "I'm looking for a big city to visit. Between Kunming and Anchorage, I should visit Kunming.", 'answer': 'Kunming', 'candidate': 'Anchorage'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and Lisbon, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'Lisbon'}
{'statement': "I'm looking for a big city to visit. Between Denver and La Paz, I should visit Denver.", 'answer': 'Denver', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Yaoundé, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Yaoundé'}
{'statement': "I'm looking for a big city to visit. Between London and Caracas, I should visit London.", 'answer': 'London', 'candidate': 'Caracas'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Nakhon Ratchasima, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and La Ceiba, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'La Ceiba'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Ségou, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Ségou'}
{'statement': "I'm looking for a big city to visit. Between Manila and Erzurum, I should visit Manila.", 'answer': 'Manila', 'candidate': 'Erzurum'}
{'statement': "I'm looking for a big city to visit. Between Riyadh and Ushuaia, I should visit Riyadh.", 'answer': 'Riyadh', 'candidate': 'Ushuaia'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Napier, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Napier'}
{'statement': "I'm looking for a big city to visit. Between Santiago and Phnom Penh, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Phnom Penh'}
{'statement': "I'm looking for a big city to visit. Between Dar es Salaam and Wau, I should visit Dar es Salaam.", 'answer': 'Dar es Salaam', 'candidate': 'Wau'}
{'statement': "I'm looking for a big city to visit. Between Nairobi and Albuquerque, I should visit Nairobi.", 'answer': 'Nairobi', 'candidate': 'Albuquerque'}
{'statement': "I'm looking for a big city to visit. Between Algiers and Milwaukee, I should visit Algiers.", 'answer': 'Algiers', 'candidate': 'Milwaukee'}
{'statement': "I'm looking for a big city to visit. Between Cairo and Viedma, I should visit Cairo.", 'answer': 'Cairo', 'candidate': 'Viedma'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Lviv, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Lviv'}
{'statement': "I'm looking for a big city to visit. Between Tampa and El Paso, I should visit Tampa.", 'answer': 'Tampa', 'candidate': 'El Paso'}
{'statement': "I'm looking for a big city to visit. Between London and Nouakchott, I should visit London.", 'answer': 'London', 'candidate': 'Nouakchott'}
{'statement': "I'm looking for a big city to visit. Between Bogotá and Oslo, I should visit Bogotá.", 'answer': 'Bogotá', 'candidate': 'Oslo'}
{'statement': "I'm looking for a big city to visit. Between Ankara and Harare, I should visit Ankara.", 'answer': 'Ankara', 'candidate': 'Harare'}
{'statement': "I'm looking for a big city to visit. Between Los Angeles and Bahía Blanca, I should visit Los Angeles.", 'answer': 'Los Angeles', 'candidate': 'Bahía Blanca'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Djibouti, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Djibouti'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Yinchuan, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Yinchuan'}
{'statement': "I'm looking for a big city to visit. Between Melbourne and Baku, I should visit Melbourne.", 'answer': 'Melbourne', 'candidate': 'Baku'}
{'statement': "I'm looking for a big city to visit. Between Guadalajara and Upington, I should visit Guadalajara.", 'answer': 'Guadalajara', 'candidate': 'Upington'}
{'statement': "I'm looking for a big city to visit. Between Lagos and Nakhon Ratchasima, I should visit Lagos.", 'answer': 'Lagos', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Niamey, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Niamey'}
{'statement': "I'm looking for a big city to visit. Between Phoenix and Mandalay, I should visit Phoenix.", 'answer': 'Phoenix', 'candidate': 'Mandalay'}
{'statement': "I'm looking for a big city to visit. Between Shanghai and Hobart, I should visit Shanghai.", 'answer': 'Shanghai', 'candidate': 'Hobart'}
{'statement': "I'm looking for a big city to visit. Between Surabaya and Douala, I should visit Surabaya.", 'answer': 'Surabaya', 'candidate': 'Douala'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Omaha, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Omaha'}
{'statement': "I'm looking for a big city to visit. Between Buenos Aires and Campos do Jordão, I should visit Buenos Aires.", 'answer': 'Buenos Aires', 'candidate': 'Campos do Jordão'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Paramaribo, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Paramaribo'}
{'statement': "I'm looking for a big city to visit. Between Sydney and Pretoria, I should visit Sydney.", 'answer': 'Sydney', 'candidate': 'Pretoria'}
{'statement': "I'm looking for a big city to visit. Between Bangkok and Antsiranana, I should visit Bangkok.", 'answer': 'Bangkok', 'candidate': 'Antsiranana'}
{'statement': "I'm looking for a big city to visit. Between Hanoi and Hat Yai, I should visit Hanoi.", 'answer': 'Hanoi', 'candidate': 'Hat Yai'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Panama City, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Panama City'}
{'statement': "I'm looking for a big city to visit. Between Paris and Changsha, I should visit Paris.", 'answer': 'Paris', 'candidate': 'Changsha'}
{'statement': "I'm looking for a big city to visit. Between Ürümqi and La Paz, I should visit Ürümqi.", 'answer': 'Ürümqi', 'candidate': 'La Paz'}
{'statement': "I'm looking for a big city to visit. Between Mexico City and Frankfurt, I should visit Mexico City.", 'answer': 'Mexico City', 'candidate': 'Frankfurt'}
{'statement': "I'm looking for a big city to visit. Between Alexandria and Antsiranana, I should visit Alexandria.", 'answer': 'Alexandria', 'candidate': 'Antsiranana'}
{'statement': "I'm looking for a big city to visit. Between Karachi and Baghdad, I should visit Karachi.", 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': "I'm looking for a big city to visit. Between Ho Chi Minh City and Dar es Salaam, I should visit Ho Chi Minh City.", 'answer': 'Ho Chi Minh City', 'candidate': 'Dar es Salaam'}
