{'statement': 'Someone is looking for a big city to visit. Between San Diego and Yakutsk, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Tripoli, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Tripoli'}
{'statement': 'Someone is looking for a big city to visit. Between Vladivostok and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Sucre, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Chihuahua and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Buenos Aires and Canberra, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Perth, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a big city to visit. Between Conakry and Alexandria, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Niamey, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Mahajanga, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Jakarta, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a big city to visit. Between San Juan and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Suva and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Wellington, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Tirana and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Tampa, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a big city to visit. Between Sucre and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Sapporo, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a big city to visit. Between Tamanrasset and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a big city to visit. Between Garissa and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Erzurum and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Erzurum'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Curitiba, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Curitiba'}
{'statement': 'Someone is looking for a big city to visit. Between Palermo and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a big city to visit. Between Lomé and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Fukuoka, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Wellington, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Antsiranana, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between El Paso and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Minneapolis, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and San Juan, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a big city to visit. Between Quito and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and Nakhon Ratchasima, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Denpasar and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Christchurch and Surabaya, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Garoua, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a big city to visit. Between Cayenne and Bangkok, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Almaty and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Rosario, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Viedma, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Lhasa, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a big city to visit. Between Bujumbura and Cairo, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Auckland, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a big city to visit. Between Bergen and Riyadh, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Parakou, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Tabora and Nairobi, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and Irkutsk, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Ulaanbaatar, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and El Paso, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Yinchuan, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Lviv, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Rabat and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Tucson, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a big city to visit. Between Paramaribo and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a big city to visit. Between La Ceiba and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Bergen, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Bangui, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Albuquerque and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Toronto, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Milwaukee, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Irkutsk, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Ushuaia, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Denpasar and Monterrey, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Bangui, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Tabora, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Halifax, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Djibouti, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Minsk, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Manaus, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Canberra, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a big city to visit. Between Bangui and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Toliara, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Christchurch, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a big city to visit. Between Ljubljana and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Houston and Belize City, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Belize City'}
{'statement': 'Someone is looking for a big city to visit. Between Malabo and Lahore, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Upington, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Upington'}
