{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Villahermosa and Melbourne, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Saskatoon and Johannesburg, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Cayenne and Harare, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a small city to visit. Between Rangpur and Moscow, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Toliara, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Reykjavík and Yaoundé, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Manila, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Suva and Toronto, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Tabora and Ürümqi, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Los Angeles, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between La Paz and Bangkok, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Brussels and Alexandria, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Quito and Mumbai, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Antofagasta and Nairobi, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Gabès and Baltimore, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a small city to visit. Between Cabo San Lucas and Ankara, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Djibouti, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Melbourne, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Willemstad and Tashkent, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Muscat, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Garoua, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Sucre and Karachi, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Fukuoka and Chicago, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Chihuahua and Los Angeles, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Irkutsk and Algiers, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Aden and San Diego, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Ushuaia and Minneapolis, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Darwin and Bangkok, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Asmara and Santiago, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between San Juan and Ürümqi, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Tamanrasset and Manila, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Barranquilla and Beijing, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Zagreb and Moscow, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Saskatoon and Bangkok, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Hobart and Saint Petersburg, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and Hanoi, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Dublin and Melbourne, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Hobart and Addis Ababa, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Albuquerque and San Diego, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Santiago del Estero, this person should visit Santiago del Estero.', 'answer': 'Santiago del Estero', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Boise and Lagos, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Suva, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Tamanrasset and Baltimore, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a small city to visit. Between Wau and Santiago, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Darwin and Bogotá, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Hat Yai and Ürümqi, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Douala and Malabo, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a small city to visit. Between Managua and Guadalajara, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Bangui and Guadalajara, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Murmansk and Chicago, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Vienna and Monterrey, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Florianópolis and Riyadh, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Piura and Toronto, this person should visit Piura.', 'answer': 'Piura', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between London and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Dodoma and Karachi, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Erzurum and Riyadh, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Darwin and Mexico City, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and London, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Gabès and Ho Chi Minh City, this person should visit Gabès.', 'answer': 'Gabès', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a small city to visit. Between Almaty and Johannesburg, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Entebbe and San Diego, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Perth, this person should visit Perth.', 'answer': 'Perth', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Ottawa and Ürümqi, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Wellington and London, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Brussels and Lahore, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Lima, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Phnom Penh and Sydney, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Ouahigouya and San Diego, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Kampala, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Cotonou, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Vientiane and Ürümqi, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Dublin and Karachi, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Rangpur and Lahore, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Port-Gentil and Chicago, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Bata, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and London, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Zagreb and Luanda, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Ouahigouya and Ho Chi Minh City, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Port Sudan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Dar es Salaam, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Cape Town and Paris, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Tucson, this person should visit Tucson.', 'answer': 'Tucson', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and La Ceiba, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Bahía Blanca and Kuwait City, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a small city to visit. Between Muscat and Manila, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Port Sudan, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Tamanrasset, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Zürich and Phoenix, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Pretoria and Buenos Aires, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Yakutsk and Los Angeles, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Parakou, this person should visit Parakou.', 'answer': 'Parakou', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Reykjavík and Manila, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Chihuahua and Beijing, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Albuquerque and Dar es Salaam, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Garissa and Bangkok, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Bangkok'}
