{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Guadalajara and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Baghdad and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouakchott and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a city with cold weather. Between Rangpur and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Valencia and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Valencia'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Ljubljana and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Upington and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Albuquerque and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Gabès and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Gabès'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Florianópolis and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Piura and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Thiès and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a city with cold weather. Between Nouadhibou and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Nouadhibou'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Perth and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Perth'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Nairobi and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Kabul and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Toluca, this person should visit Toluca.', 'answer': 'Toluca', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Kunming and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with cold weather. Between Porto Alegre and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Porto Alegre'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Skopje, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Addis Ababa, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between San Diego and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Auckland and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Changsha and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Moresby and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Fukuoka and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with cold weather. Between Los Angeles and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between Entebbe and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a city with cold weather. Between Tucson and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Conakry and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Fukuoka and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Rangpur and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Parakou and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Erzurum, this person should visit Erzurum.', 'answer': 'Erzurum', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Guangzhou and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a city with cold weather. Between Houston and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Upington and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Mandalay and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and El Paso, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Tauranga and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with cold weather. Between Tampa and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Río Gallegos, this person should visit Río Gallegos.', 'answer': 'Río Gallegos', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between San Salvador and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Niamey'}
